Ticker,Industry,Score,PB,NCAV,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BAB_1,BIG,Beta,Performance
GAP,28,0.0006042452276721038,-325.3558,-159.2138,67.9542,-0.8749,-1.5306,481.5536,-116.1455,-115.3059,-6.3227,187.7715,-1.9341,-4.9798,34.3174,,,-1.8634,2.3979,1.8634,0.2738
JD,105,0.0005729717943071007,-209.5868,-92.1495,32.1327,4.0078,1.9309,125.1256,-54.1235,-80.6909,9.9459,152.3346,15.2002,4.0469,14.0573,1.7533,1.0603,-1.2246,2.4849,1.2246,0.0224
ROG,74,0.0005555180444861467,-210.1515,-91.5748,13.1389,2.6851,4.5584,5.0678,-77.8533,-54.4161,4.1055,27.8743,4.5571,9.5795,33.0519,6.7545,11.5651,-0.896,2.1972,0.896,-0.1287
SGMO,14,0.0005240665763332914,-31.667,-45.3997,999999.0,999999.0,-164.3171,,-1526.7187,-1743.1713,0.5402,,-929.3824,-52.0343,,,,-1.7412,2.1972,1.7412,0.0357
OPEN,123,0.0005117541987344087,-251.1986,-63.8932,9.8059,-12.5551,-39.6185,-53.7393,-499.7776,-496.1853,94.078,12.9264,-13.2403,-99.5212,4.2847,,,-2.9798,2.3979,2.9798,-0.3505
MMSI,79,0.00048327625843671483,-382.475,-99.2726,11.4931,2.2376,1.5102,-8.3125,-84.7177,-84.8977,7.0928,40.4283,6.2968,5.7762,45.1006,8.7807,5.7432,-1.0624,2.3026,1.0624,-0.0535
RS,81,0.0004668744305338033,-226.9695,-89.0212,31.6568,15.0179,12.0724,157.8475,20.7467,20.7238,20.8021,69.369,26.3267,27.4006,30.8446,14.6326,11.4204,-1.0995,2.3979,1.0995,0.1876
FTV,66,0.00046640015581206443,-196.893,-118.098,15.5544,4.6491,3.6632,27.698,-71.1939,-63.3679,10.8665,27.4997,6.5756,7.2126,57.7338,17.2563,11.9951,-1.1606,2.3026,1.1606,0.1748
NEON,66,0.00046584352756312287,-171.9684,-42.5116,26.1939,-28.4548,-12.3739,60.9448,-182.2692,-223.7392,-2.8444,105.7366,-91.8905,-21.2792,85.8201,,,-2.032,1.9459,2.032,-0.3766
CRBP,19,0.0004381179857996342,-80.0373,4.7208,999999.0,999999.0,-128.303,,-1003.7162,-1383.0303,,999999.0,999999.0,-102.6902,,,,-2.0907,0.0,2.0907,4.9179
GOSS,19,0.0004360970405700577,-758.3877,-91.5832,,-395.7228,-200.3509,,-1969.0325,-2103.5094,,999999.0,999999.0,-1519.4369,,,,-1.6422,0.0,1.6422,0.1856
MREO,19,0.00043460825505422254,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,,999999.0,999999.0,999999.0,,,,-1.3118,,1.3118,0.4696
TRVI,19,0.0004335060851475238,-72.5174,39.0683,999999.0,999999.0,-29.9647,,-264.1253,-399.6466,,999999.0,999999.0,-21.7296,,,,-1.0672,0.0,1.0672,1.4846
EWTX,19,0.0004335060851475238,-200.692,-50.8981,,-20.8378,-7.7766,,-131.8061,-177.766,,999999.0,999999.0,-15.607,,,,,0.0,,0.6064
VANI,16,0.0004334234749746314,-119.0878,-18.2078,,-276.2361,-21.0577,,-336.617,-310.5772,,999999.0,999999.0,-25.0772,,,,-1.0562,0.0,1.0562,0.8077
PAVS,0,0.0004333904309054744,-147.2311,-161.7048,0.0,-20.2856,-16.7629,-96.6008,-253.3693,-267.6289,,0.0,-22.7666,-24.6802,,,,-1.0518,0.0,1.0518,-0.3388
FBRX,19,0.0004316915151498639,-44.902,120.3208,999999.0,999999.0,-63.7015,,-501.9956,-737.0151,,999999.0,999999.0,-28.6032,,,,-0.6645,0.0,0.6645,-0.1349
NMG,103,0.00042549139637381876,-279.0849,-101.8955,-2.5911,-27.5201,-18.7526,-119.8964,-317.953,-287.5258,,-7.3225,-62.2173,-52.3356,,,,,0.0,,-0.124
NKTR,19,0.00033353157729360797,-30.3434,95.7872,999999.0,999999.0,-262.4587,860.2995,-1373.6233,-2724.5874,-9.6676,999999.0,999999.0,-79.6389,76.4977,,,-1.7877,2.0794,1.7877,0.6102
ADMA,14,0.00028559340972366846,-664.1051,-92.1715,3.3095,-3.6942,-5.2239,-77.6264,-136.7822,-152.2391,90.3562,16.9311,-15.1197,-34.6922,22.8875,,,-0.9907,2.1972,0.9907,0.4154
SOHU,45,0.0002757145122525678,-29.7063,41.1173,999999.0,999999.0,9.8451,1559.1687,265.3723,-1.5491,-10.9332,999999.0,999999.0,2.9246,78.7473,1.2614,4.717,-0.9488,2.1972,0.9488,0.1135
BW,24,0.00022906173149119162,999999.0,-375.455,35.6391,-2.4848,-3.1383,578.1508,-374.4081,-131.383,-14.2692,52.9313,-2.9524,999999.0,23.8146,,,-2.2445,2.1972,2.2445,-0.2109
SMG,4,0.0002262747646584312,-2251.4074,-159.976,14.0586,4.173,-13.4266,23.281,-124.3856,-234.2664,-20.3228,28.7953,6.8378,-302.2884,22.2446,6.6028,,-1.8734,2.3026,1.8734,0.1364
ADTN,139,0.00022438674670705424,-44.3932,-52.2988,35.5738,-6.0216,-9.8097,293.4244,-235.5349,-198.0973,82.1543,24.883,-3.3696,-4.3549,31.9103,,,-1.622,2.3026,1.622,-0.2974
WHR,37,0.00022304020088890835,-235.9182,-228.0592,26.1775,10.3756,-16.6032,217.2641,-33.7462,-266.0321,-10.2843,37.6455,11.9368,-39.17,15.58,6.1752,,-1.4427,2.3979,1.4427,-0.0498
VYX,94,0.0002227938723733747,-134.8529,-371.5912,8.4745,-0.6195,-10.7216,-109.893,-358.1469,-207.2159,-14.0303,9.5185,-0.5566,-14.4584,21.5501,,,-1.4099,2.3026,1.4099,-0.29
GFL,51,0.00021993330738658286,-268.5375,-175.3413,3.1333,0.1567,-1.771,-117.5242,-154.8708,-117.7097,31.6299,5.2259,0.2091,-4.7557,11.7965,0.5901,,-1.029,2.3026,1.029,-0.0058
RDIB,90,0.00021726950481158926,-473.075,-259.0956,3.1852,-5.5709,-9.5781,-120.3513,-233.4844,-195.7813,46.0629,6.2353,-8.7243,-45.3117,7.5819,,,-0.6743,2.1972,0.6743,0.0996
SHCO,65,0.00021220550121328594,999999.0,-260.2308,23.9774,-3.6273,-13.3075,129.9744,-182.6321,-233.0749,71.9426,85.1832,-10.3092,999999.0,63.6089,,,,2.1972,,-0.1682
FOXF,89,0.00019334952876279423,-257.4906,-89.1089,18.0593,8.3847,6.4767,45.3176,-33.5463,-35.2334,23.3574,45.177,16.7802,16.6768,33.1573,15.3946,11.67,-1.5839,2.3026,1.5839,-0.267
THRM,10,0.00019263006925705872,-257.4586,-92.1439,15.1019,3.0482,1.774,21.7914,-79.1617,-82.2596,15.1514,36.3182,5.8645,4.5674,22.716,4.5851,2.5489,-1.4881,2.3026,1.4881,0.06
TGLS,48,0.00019246559991284567,-607.3713,-97.6657,15.9367,10.6076,8.6915,28.3371,-15.6037,-13.0847,44.2415,84.4019,44.9428,52.7898,48.7739,32.4642,25.8085,-1.4662,2.1972,1.4662,0.1261
SAH,128,0.0001923582066880856,-218.9427,-180.5572,49.1924,13.469,7.7552,705.4134,18.6291,-22.448,12.9449,63.5613,13.9226,16.9794,16.5487,4.5311,1.0856,-1.4519,2.3979,1.4519,-0.0226
TPH,63,0.0001919151157607537,-125.3582,-33.3846,28.6719,19.0336,17.396,147.2957,59.5087,73.9596,9.2024,34.9104,18.5399,21.8073,26.7093,17.7307,14.2336,-1.3929,2.3026,1.3929,0.048
WSC,85,0.0001916913172923725,-583.4309,-140.6208,9.3061,4.1985,3.1992,-34.1372,-88.7294,-68.0082,28.0722,24.5018,8.8434,18.665,52.995,23.9091,13.6358,-1.3631,2.3026,1.3631,0.005
IPAR,106,0.00019139617367467515,-551.8063,-93.4933,15.6229,4.5457,3.5726,25.5339,-65.0369,-64.2737,23.5512,97.4435,22.6821,19.714,63.9047,18.594,14.2985,-1.3238,2.3026,1.3238,-0.0442
ICLR,15,0.00019087347658073786,-270.0505,-123.1871,8.1074,3.171,1.9795,-41.8225,-88.8234,-80.2046,41.2449,17.2166,5.387,5.3458,28.6039,11.1876,5.8682,-1.2542,2.3026,1.2542,0.1491
WLY,21,0.00019079612341884773,-155.9088,-187.6943,58.4516,9.0309,1.6252,512.371,-38.6816,-83.7475,-3.0259,78.7001,9.7274,2.5339,65.7141,10.1529,1.311,-1.2439,2.3026,1.2439,0.2288
MLM,84,0.0001903049683909239,-420.9729,-116.1057,4.0797,3.4863,2.8905,-77.8123,-83.2965,-71.0951,13.7976,12.0036,8.206,12.1682,23.0969,19.7371,14.1665,-1.1785,2.3026,1.1785,0.2277
GLP,96,0.00019025465128561672,-159.3002,-189.9042,48.885,16.9422,24.1421,520.3712,63.5316,141.4211,46.9601,61.7413,17.1183,38.4584,9.8477,3.4129,2.7204,-1.1718,2.3979,1.1718,0.1145
CODI,62,0.00018968914710208972,-111.6811,-179.1743,19.0346,3.8573,3.0285,131.5597,-174.0022,-69.7152,11.4414,23.2058,3.762,3.3822,37.9353,7.6874,2.3983,-1.0965,2.3026,1.0965,0.0573
PMTS,119,0.0001896290669763498,999999.0,-191.3008,35.3295,15.9053,17.6294,407.4141,60.7703,76.2938,26.8251,91.3512,32.9009,999999.0,36.9456,16.6329,8.2644,-1.0885,2.1972,1.0885,-0.0827
BBW,125,0.0001893542004010897,-274.1858,-101.6978,86.4517,21.7799,15.1681,515.1753,64.6476,51.6807,13.7089,319.6505,64.4241,41.5887,52.5438,13.2375,10.5867,-1.0519,2.1972,1.0519,0.2779
LOMA,23,0.00018933016835079376,-1608.5121,-102.5017,4.5371,2.9204,1.0278,-64.2512,-77.2966,-89.7222,122.1268,64.7519,33.3427,16.532,18.873,12.1478,4.2387,-1.0487,2.1972,1.0487,-0.0757
STZ,13,0.00018918732785184707,-494.902,-128.497,8.5355,5.0846,0.71,-40.9963,-76.6818,-92.9003,6.8013,22.643,10.7908,3.5137,46.8596,27.9144,3.0154,-1.0212,2.3979,1.0212,0.1004
VRRM,143,0.00018909360285569282,-1469.1843,-134.2462,15.4241,3.6588,2.9953,31.0196,-93.7887,-70.0468,34.6915,51.8995,9.849,44.0068,93.627,22.2095,13.7118,-1.0172,2.1972,1.0172,0.0869
LNG,98,0.000188958422572778,999999.0,-187.3775,7.4338,6.7835,6.0527,-66.6086,-75.1576,-39.4725,109.857,21.4016,15.6237,999999.0,15.1983,13.8689,7.5298,-0.9992,2.3979,0.9992,-0.0613
LSTR,144,0.00018885703736059187,-746.2982,-93.7088,14.9472,8.8404,6.8562,18.9945,-28.4047,-31.438,13.7123,139.1557,65.8423,51.1677,13.0913,7.7428,6.1892,-0.9857,2.3026,0.9857,-0.0078
CVS,129,0.0001888375113197264,-135.9062,-190.4637,40.5613,12.1233,4.7866,309.2587,-4.1517,-52.1338,10.3919,50.325,12.0332,6.5053,16.9016,5.0517,1.4478,-0.9831,2.4849,0.9831,-0.0787
EVRG,113,0.0001883696373405268,-119.8258,-255.9687,11.2396,5.5655,5.6627,-20.7388,-114.0979,-43.3727,4.8807,12.2283,4.8441,6.7854,47.0479,23.2967,11.5251,-0.9208,2.3026,0.9208,0.0047
CHRW,68,0.0001883343402666546,-716.0079,-109.179,16.3381,11.0667,9.6321,36.2696,-13.5448,-3.6787,6.9019,60.1418,32.5898,68.9668,7.5727,5.1294,3.7795,-0.9161,2.3979,0.9161,-0.1643
WFRD,97,0.00018830129619749767,-1204.5613,-113.1533,16.5194,5.1914,1.6634,38.4483,-69.9117,-83.3663,18.8203,71.4831,17.9716,20.0363,30.2701,9.5128,2.5491,-0.9117,2.3026,0.9117,0.2938
COST,41,0.00018829078217549316,-1381.6225,-103.2686,9.8199,2.7755,2.1987,-21.1035,-76.5722,-78.0133,15.8348,170.6716,38.5911,30.3773,12.1487,3.4337,2.7636,-0.9103,2.4849,0.9103,0.0948
DPZ,58,0.0001880121605923743,999999.0,-134.7758,8.5712,3.8824,3.2109,-42.3574,-92.9084,-67.8914,4.126,213.3256,77.3023,999999.0,36.3357,16.4586,10.1003,-0.8732,2.3026,0.8732,0.2076
NPK,101,0.00018759610572162535,-152.8443,-49.5265,12.6317,6.2836,3.9015,0.864,-40.7964,-60.9848,-9.5998,21.8336,8.6889,5.9632,17.1396,8.5261,6.4533,-0.8178,2.1972,0.8178,0.0773
NGVC,57,0.00018724613898919034,-232.0184,-200.2087,83.4921,8.5611,6.1484,573.6693,-31.8289,-38.5161,3.2315,191.1947,15.6838,14.2654,27.9804,2.8691,2.0399,-0.7712,2.3026,0.7712,0.0658
HSY,136,0.00018717254083515895,-1130.7773,-113.1345,10.8236,5.444,4.1105,-14.94,-62.8838,-58.8948,16.1398,59.5588,23.9653,46.4809,43.1774,21.7172,14.7194,-0.7614,2.3979,0.7614,0.0519
FCN,116,0.00017709667915253725,-398.3847,-100.1713,14.7616,4.7863,3.5554,17.6163,-60.084,-64.4464,9.1018,63.9734,16.594,14.164,31.7914,10.3079,7.8642,-0.7054,2.3026,0.7054,0.0529
PDYN,33,0.00014340428922845802,-11.9957,520.5028,999999.0,999999.0,-743.4192,697.1966,-4370.1518,-7534.1917,187.0739,9.8651,-285.2427,-89.178,20.2828,,,,2.0794,,1.7003
GCTS,132,0.0001331407901661194,999999.0,-120.6485,0.9493,-4.2746,-4.5314,-105.9678,-153.8926,-145.3137,-34.6928,999999.0,999999.0,999999.0,30.3138,,,,2.0794,,0.4664
SDHY,54,0.00012585706713504841,-76.1947,-139.1107,,,6.4844,,,-35.1564,,,,4.9407,,,78.877,-0.6771,2.0794,0.6771,0.0335
G,116,9.86350796758644e-05,-338.8778,-115.5846,22.0494,7.9788,6.0143,86.0187,-40.726,-39.8574,8.6759,58.9634,17.0691,20.381,35.1484,12.7187,8.5146,-1.1926,2.3026,1.1926,-0.0744
FMAO,131,6.880767272873945e-05,-102.1828,-991.9191,,,10.6287,,,6.2867,17.0571,,,10.8607,,,32.6096,-1.2479,2.0794,1.2479,-0.1125
WTFC,73,6.789944891613364e-05,-113.9714,-980.7866,,,10.2514,,,2.5136,14.3382,,,11.6836,,,28.6465,-1.3752,2.3026,1.3752,0.0949
BSBR,30,6.754674108977293e-05,-213.8155,-469.6452,,,6.6172,,,-33.8276,-11.3021,,,14.1487,,,36.2718,-1.08,2.3026,1.08,-0.125
BGR,145,6.638794566456427e-05,-77.7525,-101.2256,,,29.3799,,,193.7988,27.9219,,,22.8436,,,79.8243,-0.9257,2.1972,0.9257,0.0837
GOTU,102,3.153502228872899e-05,-130.246,-40.7212,623.1118,-40.9309,-0.0503,349.4103,-30.5748,-100.5026,-61.9276,999999.0,999999.0,-0.0655,71.938,,,-0.9035,2.1972,0.9035,1.1651
CLDX,17,5.3827255792247965e-06,-584.72,-84.0852,,-6.6834,-4.7112,,-128.9306,-147.1117,-49.3227,,-403.147,-27.5472,,,,-0.8606,1.9459,0.8606,0.0186
VKQ,145,0.0,-79.2252,-183.015,,,-15.5073,,,-255.0728,,,,-12.2857,,,,-0.6772,0.0,0.6772,0.0034
AGNCM,124,0.0,-148.5715,-475.2637,,,-8.1419,,,-181.4192,,,,-12.0966,,,,-0.7707,0.0,0.7707,0.0431
GCV,54,0.0,-67.9578,-131.916,,,-46.3243,,,-563.2426,,,,-31.481,,,,-0.95,0.0,0.95,0.0705
GBAB,71,0.0,-85.8354,-140.4682,,,-4.6578,,,-146.5782,,,,-3.9981,,,,-0.7202,0.0,0.7202,0.023
OCCIN,145,0.0,-202.3805,-133.9978,,,-5.7006,,,-157.0059,,,,-11.5369,,,,,0.0,,0.0368
FTHY,71,0.0,-74.5919,-131.7009,,,-3.7125,,,-137.1253,,,,-2.7692,,,,-0.7134,0.0,0.7134,0.0602
RZLT,19,0.0,-32.1759,168.5302,999999.0,999999.0,-110.8354,,-1025.7076,-1208.3537,,,-313.7574,-35.6623,,,,-0.6498,0.0,0.6498,1.2562
OTLK,14,0.0,-1022.5185,-80.0153,,-76.1253,-59.149,,-657.5587,-691.4896,,,-2237.7676,-604.809,,,,-1.5358,0.0,1.5358,0.2341
CGEM,14,0.0,-90.6464,-6.0663,,-739.4182,24.9601,,-221.6497,149.6014,,,-155.6499,22.6255,,,,,0.0,,0.6043
DEO,13,0.0,-2639.9942,-105.6781,,,,,,,,,,,,,,-1.0636,,1.0636,0.046
RWT,124,0.0,-62.5982,-1860.6394,,,-21.6271,,,-316.2712,,,,-13.5382,,,,-1.0743,0.0,1.0743,-0.129
ASA,114,0.0,-89.4196,-100.2376,,,-42.8516,,,-528.516,,,,-38.3177,,,,-0.8673,0.0,0.8673,0.0284
AEF,54,0.0,-74.7161,-128.2596,,,-46.0469,,,-560.4693,,,,-34.4045,,,,-1.0164,0.0,1.0164,0.0262
GAM,71,0.0,-89.5786,-122.6554,,,-15.206,,,-252.06,,,,-13.6213,,,,-0.9783,0.0,0.9783,0.0837
PMM,71,0.0,-69.925,-114.3904,,,-26.5894,,,-365.8942,,,,-18.5927,,,,-0.8035,0.0,0.8035,-0.0082
OCCI,145,0.0,-47.1432,-245.9486,,,-24.472,,,-344.7197,,,,-11.5369,,,,-0.9383,0.0,0.9383,0.1084
ETV,70,0.0,-86.5529,-100.9859,,,-20.5994,,,-305.9945,,,,-17.8294,,,,-0.9024,0.0,0.9024,0.0796
AGNCP,124,0.0,-140.3435,-497.2646,,,-8.6193,,,-186.1926,,,,-12.0966,,,,-0.7362,0.0,0.7362,0.0854
PSEC,55,0.0,-51.1209,-316.3851,,,-4.2613,,,-142.6129,,,,-2.1784,,,,-1.0582,0.0,1.0582,-0.0709
CRML,82,0.0,-2958.7595,-100.0137,,-0.029,-0.0253,,-100.2169,-100.2533,,,-0.6897,-0.7495,,,,,0.0,,0.2716
ETO,71,0.0,-92.5531,-131.1637,,,-28.3487,,,-383.4867,,,,-26.2376,,,,-0.9613,0.0,0.9613,0.0693
GNTA,14,0.0,-243.709,-60.9403,,-23.9609,-8.9373,,-177.164,-189.3731,,,-657.7181,-21.781,,,,,0.0,,-0.3106
DTIL,14,-0.00017470097476235633,-67.9375,-44.9615,999999.0,999999.0,-142.065,,-906.4727,-1520.6502,-78.2756,999999.0,999999.0,-96.5155,,,,-1.7483,2.0794,1.7483,0.2793
BLMN,127,-0.00019240458822137699,-786.7813,-225.0667,23.2475,10.749,4.7294,115.8207,-18.8693,-52.7056,-2.3709,66.2088,24.4906,37.2103,16.833,7.7832,2.5422,-1.2849,2.3026,1.2849,0.0609
FITBO,73,-0.0001938860685745171,-79.6137,-1478.2493,,,17.9374,,,79.3736,7.9403,,,14.2806,,,30.5406,-1.0646,2.3026,1.0646,0.0648
FITBI,73,-0.00019471111890124052,-85.3777,-1385.2021,,,16.7264,,,67.2639,7.9403,,,14.2806,,,30.5406,-0.8815,2.3026,0.8815,0.0252
MKC,107,-0.0003154832444321409,-383.1654,-133.1106,9.9584,4.0166,3.6113,-25.7919,-86.0883,-63.887,0.516,23.9049,7.7135,13.8372,35.8161,14.4461,10.2392,-0.8469,2.3026,0.8469,0.1255
ESI,74,-0.0003249929964340004,-228.6101,-122.8629,13.5778,4.6362,4.0519,11.2661,-82.1965,-59.4807,6.2339,23.9444,6.5407,9.2631,37.3696,12.7599,8.5353,-1.2565,2.3026,1.2565,0.0853
SFNC,73,-0.00037944119047113794,-71.2876,-1137.9807,,,10.5227,,,5.2273,13.889,,,7.5014,,,28.0239,-1.3671,2.1972,1.3671,-0.0302
GEN,33,-0.0004186380010134108,-641.5859,-188.4952,11.7958,5.5131,4.4379,-9.2306,-91.5834,-55.6213,18.6338,24.3311,9.0974,28.4727,82.243,38.4383,18.8845,-1.0084,2.3026,1.0084,-0.0263
RVTY,18,-0.0004724112398657816,-188.038,-124.0313,11.1647,4.1672,3.7563,-13.7142,-85.5814,-62.4372,-13.4799,17.5737,5.2475,7.0632,60.0826,22.4257,15.7457,-1.3016,2.3026,1.3016,-0.0738
APP,34,-0.00048007888499374993,-762.0222,-112.7617,9.3866,-0.2874,-1.1321,-28.5686,-117.3363,-111.321,0.8576,38.6967,-0.9478,-8.6269,55.4122,,,,2.3026,,0.7978
OTLY,107,-0.0005057761139536641,-1841.7745,-99.6692,0.5504,-2.4339,-2.1818,-95.4,-119.225,-121.8182,12.29,10.5148,-37.2011,-40.1843,11.0804,,,,2.1972,,-0.1301
VATE,81,-0.0005382716162734255,999999.0,-805.5714,27.6972,1.6763,-36.0292,1064.9215,-758.453,-460.2918,35.853,37.7301,1.8269,999999.0,13.5223,0.8184,,-2.0298,2.3026,2.0298,-0.3913
DWSN,95,-0.0005665157460291153,-72.4925,-28.7605,-40.3559,-132.8109,-41.9184,-199.7901,-549.2605,-519.1836,109.0707,-22.3815,-58.9257,-30.3877,,,,-1.2776,2.0794,1.2776,-0.0115
MTX,74,-0.0006028176891641044,-140.0198,-130.8261,14.9903,8.1399,5.5499,27.3597,-47.9015,-44.5015,14.3787,19.1935,8.3378,7.7709,21.8772,11.8796,5.8979,-1.3304,2.3026,1.3304,0.0573
RMNI,123,-0.0006399819377038275,999999.0,-162.3213,107.8005,16.296,1.0389,621.0273,24.7365,-89.6106,9.4095,999999.0,999999.0,999999.0,62.8023,9.4937,0.7431,-1.4244,2.1972,1.4244,-0.0483
ELV,78,-0.0006802674589635833,-305.1604,-159.9153,,,5.4842,,,-45.1584,12.9516,,,16.7355,,,3.8826,-1.0173,2.4849,1.0173,0.046
CRCT,66,-0.0007168416200643014,-168.7575,-50.8309,41.8486,9.5627,5.7769,172.9119,-17.3055,-42.2308,-32.1484,93.6705,17.1235,9.749,39.4781,9.021,7.3999,,2.1972,,-0.2702
SYF,55,-0.0007662497200409667,-124.6938,-671.2184,,,19.746,,,97.4604,14.5408,,,24.6221,,,27.1509,-1.4237,2.3979,1.4237,0.0871
ASLE,67,-0.000860009386831587,-143.452,-59.2722,30.8247,11.2077,7.2541,112.795,-7.9546,-27.4585,20.0058,50.8388,14.7878,10.4062,37.057,13.4737,11.3343,-0.9295,2.1972,0.9295,-0.417
PPIH,112,-0.000893734860084829,-112.4749,-57.175,51.603,15.0143,11.7651,357.2498,22.9712,17.6505,2.8993,57.1537,13.3035,13.2327,26.8649,7.8166,5.3633,-0.6082,2.1972,0.6082,-0.0086
WEX,123,-0.0009438825138718703,-511.9061,-134.5753,16.0438,6.8509,2.4681,29.7186,-47.3738,-75.3194,27.0838,69.0374,23.5839,12.6341,68.0875,29.0742,9.9918,-1.2902,2.3026,1.2902,0.2206
WB,34,-0.0009696734237536218,-59.1596,-55.3401,109.0582,37.2689,5.1085,506.996,130.0537,-48.9145,-18.6414,54.3655,14.8628,3.0222,78.1856,26.7187,5.5801,-1.1847,2.3026,1.1847,-0.1035
TFPM,114,-0.0009815599228134848,-149.9929,-96.3565,4.5873,3.6123,2.4221,-60.7086,-68.1891,-75.779,-0.0944,7.0308,4.4291,3.633,57.895,45.5899,31.874,,2.1972,,0.1274
BOOT,28,-0.0010304625373425062,-289.9297,-102.7023,26.5581,10.082,8.0271,114.8549,-19.7548,-19.7292,11.3797,74.0716,22.4954,23.2729,36.8344,13.9832,10.9013,-1.605,2.3026,1.605,0.29
INVA,19,-0.0010427042910125216,-200.1823,-119.3593,22.9784,14.9787,20.2682,102.2805,24.1945,102.682,-15.4458,38.9573,20.3157,40.5734,95.8372,62.4723,69.2823,-0.872,2.1972,0.872,-0.0959
IP,109,-0.0010961569710472273,-140.4525,-171.6174,36.016,10.4972,10.1288,263.3995,-22.4333,1.2883,9.2858,45.3436,10.5726,14.2262,28.4391,8.2888,5.7124,-1.1377,2.3979,1.1377,0.073
RYI,81,-0.001126160844778084,-132.7835,-92.5364,86.1083,37.7862,35.2787,755.5805,259.5595,252.7875,11.4232,107.3149,37.6737,46.8443,20.7176,9.0913,6.6152,-1.3681,2.3026,1.3681,-0.025
UAA,7,-0.0011304791850456398,-196.2351,-90.1403,69.1773,6.8969,5.5539,449.1346,-44.4015,-44.4609,3.8656,137.0076,10.9276,10.8987,44.7867,4.4652,3.63,-1.5605,2.3026,1.5605,-0.1843
CAE,66,-0.0011758010146797955,-206.1292,-138.1919,8.9421,3.7114,2.473,-36.4609,-90.0646,-75.2703,18.963,15.1211,5.0207,5.0975,27.0159,11.2128,5.8325,-1.1778,2.3026,1.1778,-0.072
AES,46,-0.0012118621958930637,-263.158,-308.249,7.0481,6.4755,-1.1407,-133.0306,-147.0022,-111.4067,13.2484,9.8386,7.2314,-3.0018,20.195,18.5543,,-1.3748,2.3979,1.3748,-0.0691
SBAC,124,-0.0012510367915921996,999999.0,-157.5681,4.9881,2.527,1.5794,-88.8735,-117.9906,-84.2061,14.0599,26.2726,10.6478,999999.0,74.6094,37.7973,15.9742,-1.135,2.3026,1.135,-0.1611
FMBH,73,-0.0012637087769167472,-106.5745,-1005.6353,,,10.8233,,,8.2329,8.642,,,11.5349,,,28.679,-1.1645,2.1972,1.1645,-0.0899
FBRT,124,-0.00130180768637418,-58.158,22.2335,3.9632,1.938,1.2041,-388.2789,-480.3902,-87.9594,65.7395,3.69,1.4435,0.7003,56.3028,27.5318,3.0087,,2.1972,,-0.0262
AIT,67,-0.001314922324827642,-445.8961,-93.0018,18.9785,6.9774,5.5335,54.044,-46.0697,-44.6652,15.8008,74.1127,21.798,24.6736,29.1644,10.7223,8.1547,-1.247,2.3026,1.247,0.1316
PAA,92,-0.0013520537021628899,-70.0712,-195.2556,9.1332,7.5593,12.141,-59.5694,-87.4156,21.4096,36.2755,8.8255,5.8437,8.5073,3.289,2.7223,1.9769,-0.9105,2.3979,0.9105,0.1874
VOXR,114,-0.0013641706592020092,-253.5256,-99.5776,7.7842,0.5249,1.6003,-35.972,-91.3467,-83.9966,124.3608,21.332,1.1507,4.0573,81.3386,5.4844,17.5377,-0.5657,1.9459,0.5657,0.0306
REVG,9,-0.001368667009128574,-195.3199,-99.899,22.4827,4.1968,1.7773,98.6435,-82.0476,-82.2271,-2.0665,37.1677,5.5504,3.4714,10.615,1.9815,0.6794,-1.0161,2.3026,1.0161,0.4756
BGM,19,-0.0014318457102429137,-41.7577,-10.808,50.977,20.5938,5.4395,163.8346,34.4634,-45.605,13.5817,14.716,4.756,2.2714,9.6019,3.879,1.925,,2.0794,,-0.0966
HUM,78,-0.0014676318212807605,-374.0353,-148.1569,,,4.9651,,,-50.349,11.8054,,,18.5712,,,3.0735,-1.0207,2.3979,1.0207,-0.351
DD,74,-0.0015074561776137786,-126.8465,-108.4826,12.1999,5.3452,3.3802,-2.6499,-63.1807,-66.198,3.589,15.3185,5.3693,4.2877,35.4536,15.5335,8.8991,-1.112,2.3979,1.112,-0.0033
SCSC,130,-0.0015188421069526957,-109.4432,-48.5555,34.9736,10.5788,9.8386,233.0877,-19.9258,-1.6136,7.3029,37.4672,9.0665,10.7677,11.8604,3.5875,2.5736,-1.2086,2.3026,1.2086,0.0695
LFVN,19,-0.0015189662181268875,-209.2571,-75.777,334.0066,8.3673,4.4124,1805.6392,-23.2099,-55.8764,6.7643,1303.3655,26.1208,9.2332,100.471,2.5169,1.8906,-1.4251,2.1972,1.4251,0.1021
EIG,118,-0.001530858965597177,-109.2168,-368.8549,999999.0,999999.0,4.3288,,,-56.7117,1.4792,999999.0,999999.0,4.7278,,,6.2565,-0.7742,2.1972,0.7742,0.137
KMDA,19,-0.0015461623000050401,-152.5267,-102.7391,18.5604,1.8011,-0.6731,45.4405,-80.2192,-106.7313,24.794,29.3418,2.2778,-1.0267,36.109,3.504,,-0.9529,2.1972,0.9529,-0.0974
EML,66,-0.001561728736410485,-103.8215,-102.2776,33.2288,8.4274,8.7653,222.5339,-43.7208,-12.3465,13.2817,34.1659,6.9321,9.1003,20.9895,5.3233,4.1259,-1.4055,2.1972,1.4055,0.5088
