Ticker,Industry,Score,PB,NCAV,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BAB_1,BIG,Beta,Performance
FIGS,7,0.004277251594863878,-335.0305,-73.7931,40.6843,4.3232,3.0049,190.5333,-55.277,-69.9505,20.5543,239.5583,20.365,10.0675,70.0742,7.4463,6.1248,,2.1972,,0.336
OTTR,46,0.004248093546002545,-233.3551,-141.8275,16.0536,10.9868,10.069,35.5644,-15.1439,0.6903,22.005,29.5541,16.1811,23.4966,39.0695,26.7386,19.5882,-0.8573,2.3026,0.8573,0.0988
EDU,102,0.004040175374393098,-1646.6532,-97.0591,2.69,0.3219,0.3929,-73.7678,-91.5756,-96.0707,-3.4614,999999.0,999999.0,6.4702,52.9836,6.3396,8.2336,-0.8534,2.3026,0.8534,0.0228
PXLW,132,0.003962151370503555,-112.8962,-43.5498,55.5653,-26.0428,-15.8073,272.7477,-244.1052,-258.0727,27.3021,232.5556,-87.1968,-17.8458,51.1519,,,-1.0503,2.0794,1.0503,0.1689
ALNY,19,0.003889762647617679,999999.0,-103.5425,3.6729,-3.3197,-3.6319,-67.2734,-120.5647,-136.3185,22.875,999999.0,999999.0,999999.0,83.7272,,,-0.9511,2.3026,0.9511,-0.0518
GROY,114,0.0038771535863054035,-57.6595,-143.8054,0.7189,-5.7295,-4.4921,-92.7725,-143.5518,-144.9213,2978.7234,0.4118,-2.6252,-2.5901,75.6047,,,,1.9459,,-0.1761
HIPO,118,0.0038543003069827163,-63.4472,-359.0296,999999.0,999999.0,-69.0887,,,-790.8873,31.25,999999.0,999999.0,-43.8349,,,,,2.1972,,0.0185
GRND,34,0.0038438573467465646,-26636.7592,-136.2696,10.0428,0.9108,-0.0005,-26.0668,-122.9425,-100.0052,33.7249,40.3801,2.9296,-0.1382,73.7046,6.6841,,,2.1972,,-0.1109
CDZI,147,0.003824972870202719,-658.996,-128.2665,-0.2139,-6.2587,-8.806,-119.3426,-176.0841,-188.0599,166.1348,-0.772,-18.0719,-58.0311,,,,-1.0015,1.9459,1.0015,0.005
DFLI,66,0.0037207786292147863,-1208.3977,-103.2838,17.9907,-26.1908,-25.0812,44.4197,-313.0095,-350.8124,10.5782,193.5267,-225.3884,-303.0811,27.3829,,,,2.0794,,-0.5067
FRPT,107,0.0036992212360803163,-308.2265,-94.5986,6.1058,-1.7061,-1.3959,-49.0183,-108.9046,-113.9594,39.92,20.6971,-4.6267,-4.3026,31.248,,,-1.1706,2.1972,1.1706,-0.0057
FBP,73,0.0036792944311449887,-143.6219,-1009.195,,,18.8084,,,88.0836,8.4834,,,27.0129,,,40.3878,-0.9816,2.1972,0.9816,0.083
PERF,33,0.003675369655355673,-388.6579,-73.7607,7.806,-13.7969,-18.2633,-27.3242,-153.0779,-282.6335,16.0451,999999.0,999999.0,-70.982,84.926,,,,2.0794,,-0.1923
OSBC,73,0.0036660711731006036,-131.3026,-996.3275,,,12.0958,,,20.9585,83.5503,,,15.8822,,,29.9028,-0.8262,2.1972,0.8262,-0.0673
EXEEL,95,0.003631445519986882,-83.2003,-147.4102,77.2773,35.313,38.4762,720.49,253.7388,284.7615,119.6353,67.4775,24.6678,32.0123,71.275,32.5701,25.5248,,2.3979,,0.1601
MPWR,132,0.0036017372785457284,-1386.2758,-95.5145,4.6824,2.3524,1.8155,-60.5459,-78.5912,-81.8451,48.547,112.6592,45.2793,25.1678,58.4429,29.3613,23.4066,-1.4203,2.3026,1.4203,0.0813
PCB,73,0.0035192566192789594,-56.7317,-1195.4131,,,20.7682,,,107.6824,8.9567,,,11.7822,,,37.9545,-0.7878,2.1972,0.7878,0.0286
UFI,140,0.0035081107581604724,-45.6494,-45.1269,6.1754,-14.2349,-24.6093,-78.9848,-333.878,-346.0932,-23.5647,3.5034,-6.4605,-11.234,2.2839,,,-1.1386,2.1972,1.1386,-0.0122
MCB,73,0.003480217883251216,-64.3052,-1636.8501,,,20.9322,,,109.3217,41.535,,,13.4605,,,30.3101,-1.5484,2.1972,1.5484,0.0248
ACDC,99,0.0034708504384676855,-50.6537,-198.5559,17.0699,11.2226,41.1354,219.5943,-61.3844,311.3537,185.7008,31.303,16.4641,20.8366,28.9207,19.0139,11.6029,,2.3026,,-0.1192
GCBC,12,0.003432517542398722,-204.12,-772.2492,,,7.6611,,,-23.3887,4.5935,,,15.6379,,,39.0677,-0.6826,2.0794,0.6826,0.3188
PRI,72,0.0033976476688862235,-301.7649,-305.7254,,,9.3795,,,-6.2053,-1.9294,,,28.3039,,,21.6344,-0.9853,2.3026,0.9853,0.1522
INDV,19,0.0033963478588146306,-4485.1402,-119.4979,45.8878,13.1545,-3.1127,190.8515,3.7413,-131.1268,13.9064,999999.0,999999.0,-139.6078,83.2408,23.8624,,-0.9041,2.1972,0.9041,0.42
SMR,81,0.0033625738725907676,-227.5166,-66.234,0.8544,-43.7967,-17.9656,-77.6065,-375.1635,-279.6558,312.4389,47.7239,-1956.9879,-40.8747,38.0125,,,,2.0794,,-0.2519
LZ,45,0.003322462562387197,-1257.1803,-101.0023,25.542,-2.5918,-2.1307,93.3144,-107.9806,-121.3074,7.8074,999999.0,999999.0,-26.7873,65.9513,,,,2.1972,,0.2878
LMAT,79,0.0033214652721367055,-414.5457,-88.6502,10.1927,2.9089,1.978,-17.0853,-71.0223,-80.2197,4.68,56.5447,12.9097,8.1998,64.8904,18.5189,13.6046,-0.8449,2.1972,0.8449,0.31
LPRO,55,0.003308198124184063,-409.0085,-86.6396,19.6233,12.0001,8.5968,53.2537,-3.7372,-14.0325,-16.7216,102.4511,50.121,35.1614,88.8816,54.3532,41.6673,-1.0788,2.1972,1.0788,0.4929
PFG,1,0.0032662296234808757,-160.8433,-1796.9935,999999.0,999999.0,28.9675,,,189.6754,21.5438,999999.0,999999.0,46.5923,,,27.3128,-1.0031,2.3979,1.0031,0.0301
HRZN,55,0.0032479782243478115,-70.6399,-299.3222,,,7.7763,,,-22.2374,-19.9122,,,5.4931,,,65.6587,-0.8824,2.0794,0.8824,0.1007
CMPO,55,0.0030286772794509923,999999.0,-468.7974,21.1079,11.0415,113.4921,746.5176,-126.4905,1034.9214,41.2498,419.5202,175.5596,999999.0,58.0338,30.3573,28.7839,,2.1972,,-0.0679
CAKE,127,0.003008166780728352,-574.2378,-227.4725,63.0665,4.9516,1.5693,489.7558,-73.1095,-84.3072,12.8304,198.4135,12.4625,9.0114,38.7593,3.0431,0.7966,-1.0873,2.3026,1.0873,-0.0053
TCBI,73,0.0029969219276652095,-78.1728,-1161.7455,,,14.4614,,,44.6141,11.0837,,,11.3049,,,35.3622,-0.953,2.1972,0.953,0.0519
PLUS,130,0.002943885253194293,-168.084,-60.6293,37.32,12.2804,9.9158,209.4113,-1.8528,-0.8419,13.5473,60.5911,15.9504,16.6669,25.0288,8.2359,6.3055,-1.0033,2.3026,1.0033,0.148
IBKR,70,0.002909272639652957,-72.1255,-105.7894,15.062,13.7914,19.08,55.4544,27.9517,90.7996,47.2447,19.9218,14.593,13.7615,85.1796,77.994,39.8802,-0.9063,2.3026,0.9063,0.0075
OFLX,67,0.002862625973130754,-1471.7741,-95.0331,7.753,3.0709,2.3659,-36.6164,-72.7319,-76.3408,-3.4797,233.9558,74.1344,34.8211,62.4009,24.7165,19.7496,-0.8855,2.1972,0.8855,-0.0629
TSM,132,0.0027713891444539236,-2447.0309,-99.9732,1.9075,1.5862,1.2819,-83.8935,-86.4383,-87.1813,42.615,61.5759,40.9629,31.3677,59.5592,49.5265,40.4285,-0.9573,2.3979,0.9573,0.0895
PBF,69,0.0027432778486384305,-102.7719,-135.1029,92.1266,82.7497,54.7729,622.5836,549.2677,447.729,71.8329,97.2379,69.8726,56.2911,9.9905,8.9737,6.0774,-1.0643,2.3979,1.0643,-0.0506
BRBR,107,0.002584928399305164,999999.0,-114.1238,7.6778,3.8662,2.5321,-46.0723,-82.4893,-74.6785,11.1838,81.5072,32.8348,999999.0,31.8052,16.0157,8.783,-0.785,2.3026,0.785,0.0765
PB,73,0.0025605656514803435,-76.886,-701.6535,,,10.3465,,,3.4655,1.3533,,,7.955,,,47.8817,-0.7768,2.3026,0.7768,-0.0735
MED,107,0.002524078396899218,-698.9364,-92.8158,114.5031,18.5554,13.588,749.9909,44.5232,35.8796,4.7501,1693.1896,219.5074,94.9712,71.3393,11.5607,9.2111,-0.912,2.3026,0.912,-0.0941
BWIN,137,0.002488983016026082,-137.2278,-198.4249,7.4643,0.0361,-3.888,-86.2629,-213.5087,-138.8804,73.132,10.4466,0.0404,-5.3355,25.7915,0.1247,,-1.2201,2.1972,1.2201,-0.0267
NWFL,73,0.002465237514019138,-128.3634,-976.5482,,,13.5717,,,35.7169,6.3184,,,17.4211,,,37.1612,-0.6071,2.0794,0.6071,0.0144
BCPC,74,0.0023747041760203034,-428.8407,-108.5325,6.3771,3.3014,2.6592,-53.5358,-80.4292,-73.408,17.9388,21.3711,8.8508,11.4037,29.7606,15.4067,11.3544,-0.8085,2.1972,0.8085,0.0659
ENPH,132,0.0023416061550046224,-3475.2606,-99.7686,3.4355,1.5885,1.2605,-71.7009,-86.3104,-87.3953,68.652,193.723,71.6608,43.8045,41.8128,19.3339,15.5153,-1.156,2.3026,1.156,-0.2035
DKS,105,0.002308386475646039,-434.2749,-112.5502,40.4967,14.0331,10.0968,216.1334,11.8354,0.9685,0.6087,200.1341,55.4811,43.8481,34.6417,12.0042,8.9504,-1.0774,2.3979,1.0774,-0.0614
CYBR,33,0.0022935883962612058,-895.2977,-100.6291,8.189,-2.6809,-1.8054,-32.3015,-113.7474,-118.0542,17.6556,158.818,-41.5953,-16.1639,78.698,,,-1.1836,2.1972,1.1836,0.0564
GRMN,66,0.0021678986076995956,-296.9103,-85.1029,16.5408,6.0572,4.625,29.7772,-47.478,-53.7504,-2.4586,59.0669,17.3043,13.732,57.7492,21.1478,17.5294,-0.9611,2.3026,0.9611,0.0405
UFPI,59,0.002142409384265597,-182.5428,-73.9891,39.9855,21.3558,15.7348,207.0412,66.7083,57.3475,11.4705,78.2658,33.4407,28.7227,18.5884,9.9279,7.7685,-1.0224,2.3026,1.0224,0.225
TRUP,78,0.002139158770979221,-576.1781,-93.3479,7.6075,2.9109,-2.01,-35.7364,-70.0425,-120.0999,20.5609,80.2028,24.5506,-11.5811,20.4799,7.8363,,-1.4194,2.1972,1.4194,-0.5412
MRK,19,0.00210341129924439,-543.3209,-108.0766,15.635,6.8265,5.257,26.8408,-48.5739,-47.4302,21.721,65.881,23.0118,28.5622,70.6307,30.8385,22.1905,-0.6233,2.3979,0.6233,0.0918
EXR,124,0.002040144151435852,-480.3187,-137.2518,5.2639,3.7535,3.8474,-81.6993,-98.7527,-61.5256,21.9866,12.8593,7.3356,18.48,75.6309,53.9298,39.1683,-0.878,2.3026,0.878,-0.0762
CPAY,123,0.002032451516389558,-608.5896,-132.1737,12.6367,6.8662,6.598,1.4895,-61.3933,-34.0201,20.9403,32.6949,14.212,40.1547,77.6867,42.2115,29.7779,-1.0264,2.3026,1.0264,0.1908
ROL,42,0.00200751722394718,-1411.8111,-102.6386,7.7727,2.7641,2.231,-37.733,-77.7113,-77.6901,11.2001,113.0976,32.1753,31.4974,51.4657,18.3019,14.8056,-0.7318,2.3026,0.7318,0.1448
CPB,107,0.00199896435468682,-404.5134,-142.3963,15.1208,6.801,6.0902,27.2969,-59.3584,-39.0983,9.2852,35.8574,12.9023,24.6355,31.1745,14.0216,9.6441,-0.4964,2.3026,0.4964,-0.163
FTEK,112,0.001889414591259249,-86.4817,-17.6441,93.3661,-12.2451,-2.8634,208.0332,-63.6584,-128.6339,11.0465,62.8265,-6.5918,-2.4763,43.2167,,,-0.6979,2.0794,0.6979,0.0391
LQDT,123,0.0018415905490562396,-271.9535,-99.3868,49.8388,7.1062,9.071,229.0975,-33.0945,-9.2898,8.7442,283.8466,32.3774,24.6689,57.3623,8.1789,13.6127,-0.7558,2.1972,0.7558,0.2528
OEC,74,0.0018400955953370513,-339.9328,-140.7645,18.575,8.1576,8.053,75.1928,-53.7477,-19.4698,31.2969,34.1579,12.0009,27.3748,22.0986,9.7051,6.1923,-0.9856,2.3026,0.9856,-0.186
SB,75,0.001813684977953403,-50.1394,-180.235,30.5235,26.8361,35.6669,256.3341,203.8901,256.6692,4.9399,19.575,13.7681,17.8832,59.8337,52.6054,39.3279,-0.9169,2.1972,0.9169,-0.104
LCID,9,0.0017932620354531926,-338.1311,-90.0458,-8.1111,-20.2717,-7.0933,-143.4581,-228.0987,-170.9333,2143.2998,-42.5695,-85.1138,-23.9847,,,,,2.1972,,-0.143
APAM,71,0.001775085002207174,-436.2225,-130.8164,23.9421,17.0602,13.7924,102.0747,40.6813,37.9236,-19.0632,102.6494,58.515,60.1654,48.6168,34.6423,25.1155,-1.0824,2.1972,1.0824,0.2483
EHC,64,0.0017373755967866858,-284.6052,-155.9589,20.3959,7.3314,6.8057,102.466,-67.0734,-31.9427,8.3115,38.0543,10.9431,19.3695,40.3164,14.492,8.2932,-0.8737,2.3026,0.8737,0.2544
BSBK,12,0.0017252530127371323,-98.0889,-692.3344,,,5.5428,,,-44.5718,10.9149,,,5.4369,,,31.3747,-0.5204,2.0794,0.5204,-0.184
AREN,45,0.0016501244402248945,999999.0,-327.4807,49.3068,-31.1633,-70.397,675.6744,-801.5401,-803.9697,16.8103,181.2289,-91.6333,999999.0,39.8362,,,-0.8436,2.1972,0.8436,0.0776
MATV,109,0.0015486152213530606,-90.0023,-240.155,11.5459,-0.7961,-7.2734,-19.0595,-265.6026,-172.7344,75.8784,11.0541,-0.6098,-6.5463,18.6939,,,-0.913,2.3026,0.913,-0.2783
RPD,33,0.0014807685079691931,999999.0,-134.1702,14.4122,-3.4172,-3.5687,18.224,-151.6979,-135.6871,27.9563,116.3959,-22.0786,999999.0,68.712,,,-1.4157,2.1972,1.4157,-0.0137
DOOO,67,0.0014790219629829192,-1563.4526,-129.3361,22.8387,12.4382,11.0457,107.1917,-0.6408,10.4568,31.1916,82.3688,35.8872,172.6939,24.9108,13.5667,9.2962,-1.0763,2.3026,1.0763,0.0837
SG,127,0.001455419280719385,-160.9832,-102.2847,12.8386,-30.4913,-17.3625,1.6779,-213.029,-273.6254,38.3174,33.0544,-62.8025,-27.9508,14.7384,,,,2.1972,,0.6352
CVLT,33,0.0013985345909517174,-1345.7983,-101.2596,29.2859,2.3931,-0.4907,118.857,-71.5647,-104.907,1.3314,999999.0,999999.0,-6.6038,88.0834,7.1977,,-0.9058,2.1972,0.9058,0.2799
AME,66,0.0013587193411454955,-439.9268,-106.7115,6.1415,4.2962,3.475,-54.0225,-69.7003,-65.2505,10.89,22.5435,12.616,15.2873,34.8794,24.3994,18.583,-0.9109,2.3026,0.9109,0.1157
ROAD,83,0.0013421380622829046,-310.5183,-115.3093,7.9346,1.8079,1.6,-45.2961,-106.0833,-83.9999,42.925,17.5021,3.1903,4.9683,10.7018,2.4384,1.74,-0.9751,2.3026,0.9751,0.1652
AM,92,0.0013259047863386387,-194.1305,-182.4417,7.9815,7.1012,8.341,-64.6972,-77.3011,-16.5901,2.2483,10.9473,7.7919,16.1924,61.3703,54.6018,35.8337,-0.7407,2.1972,0.7407,0.1307
UBSI,73,0.0012307874533448843,-94.4186,-685.6581,,,8.9263,,,-10.7375,3.2874,,,8.428,,,36.6003,-0.777,2.3026,0.777,-0.1481
NN,66,0.0012045596017841384,-207.9903,-79.2424,-4.7924,-39.8569,-14.8663,-105.2961,-318.8101,-248.6629,430.5405,-16.2749,-108.2837,-30.9204,,,,,1.9459,,0.4483
ARCC,55,0.0011411588468160118,-78.6898,-270.8116,,,6.9692,,,-30.3081,-55.8403,,,5.484,,,70.7152,-0.8894,2.1972,0.8894,0.055
SNOW,33,0.0010862565613312554,-912.1638,-94.1381,2.9379,-1.8355,-1.3087,-70.3692,-105.4978,-113.0866,69.4098,92.2897,-46.128,-11.9371,65.2634,,,,2.3026,,0.1406
HITI,105,0.0010707356996153081,-83.7737,-135.8403,66.302,-13.2096,-43.4728,482.7983,-230.7078,-534.728,98.4575,58.3976,-9.3078,-36.4188,28.4297,,,,2.1972,,-0.0916
RELX,123,0.0010581314604128052,-1170.1191,-120.5025,10.99,4.5971,3.8483,-13.7828,-72.1351,-61.5173,18.0701,55.2568,18.4912,45.0293,64.3985,26.9379,19.7638,-0.8037,2.3979,0.8037,0.0452
LOB,73,0.0009140704631181193,-131.2154,-949.8836,,,15.8109,,,58.1086,-11.3413,,,20.7463,,,42.9388,-1.2532,2.1972,1.2532,0.081
PACB,18,0.0008484671859734557,-465.9636,-113.032,1.7837,-11.0878,-9.5846,-89.8559,-197.7823,-195.8465,-1.6926,7.1157,-35.3869,-44.661,38.2178,,,-1.5961,2.1972,1.5961,0.1485
AMSF,118,0.0008423025711137897,-242.5079,-223.649,,,7.03,,,-29.7,-6.7466,999999.0,999999.0,17.0483,,,18.3638,-0.6851,2.1972,0.6851,0.0963
GTN,22,0.0008185866418391885,-25.1959,-1168.7035,18.4474,12.7633,70.4816,528.4803,23.4002,604.8163,52.8014,15.5895,8.6288,17.7585,39.6667,27.4444,13.6444,-1.2192,2.3026,1.2192,-0.0868
KFY,42,0.0007865090579868152,-154.9206,-106.6414,125.2662,17.3128,9.2387,730.3121,31.1691,-7.6127,7.9449,223.8063,24.7454,14.3127,91.5885,12.6582,8.3441,-0.9366,2.3026,0.9366,-0.0425
NREF,124,0.0007627916626423375,-34.4573,-4151.7733,,,6.055,,,-39.4496,-61.1022,,,2.0864,,,84.1252,-0.7777,2.0794,0.7777,0.0384
MRC,66,0.0007425608427528338,-109.7246,-97.6631,39.5648,9.146,10.3313,393.0759,-48.7122,3.3135,19.9175,55.6721,10.2955,11.336,18.2671,4.2227,2.6275,-1.0444,2.3026,1.0444,0.036
TREX,59,0.0007132986140486929,-1021.0384,-102.4218,7.3423,4.7646,3.7311,-42.8963,-64.3349,-62.6889,-7.595,55.4912,28.8076,38.096,36.5256,23.7023,17.8538,-1.2655,2.3026,1.2655,0.347
XP,70,0.0006501417606075588,-186.8454,-410.5068,4.2277,-13.669,8.6542,-54.1775,-171.3871,-13.4579,-2.6795,9.7864,-25.3133,16.17,18.2697,,45.6831,-1.3187,2.3026,1.3187,0.9764
PEN,79,0.0006404430489335721,-1063.2454,-96.1023,5.1303,0.0583,0.0293,-57.9138,-97.7714,-99.7068,13.3152,66.0075,0.6001,0.3117,63.1786,0.718,0.3675,-1.0179,2.1972,1.0179,0.2346
FTS,46,0.0006076763985554848,-113.6678,-237.294,12.2565,4.736,5.5554,-4.3406,-138.4032,-44.4461,17.9421,13.8232,4.2731,6.3147,64.9835,25.11,13.2185,-0.7151,2.3026,0.7151,0.0226
ACHC,78,0.0005704868936432132,-223.933,-124.2992,31.885,5.9407,4.6075,187.9378,-63.592,-53.9251,12.7897,59.9218,8.9316,10.3177,96.1615,17.9166,11.4662,-0.9083,2.3026,0.9083,0.1023
GAP,28,0.0005545741866866794,-148.3078,-229.9026,136.2673,-1.7545,-3.3578,1175.8051,-135.4197,-133.5778,-6.3227,187.7715,-1.9341,-4.9798,34.3174,,,-1.269,2.3979,1.269,-0.0973
