Ticker,Industry,Score,PB,NCAV,BAB_1,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BIG,Beta,Performance
WGS,130,0.006096017151356085,-1025.7437,-99.0096,-1.4573,8.012,-0.9567,-1.6737,-34.6301,-103.8334,-116.7368,54.4344,124.6334,-11.906,-17.1677,64.3364,,,2.1972,1.4573,0.0031
SNOW,33,0.005903928622765289,-2413.3965,-99.9265,-1.2311,3.4354,-2.074,-1.4168,-70.1591,-112.8009,-114.1682,29.2147,376.537,-181.8589,-34.1936,66.5047,,,2.3026,1.2311,0.1067
PRCT,79,0.00588999101361082,-791.4806,-88.7388,-1.1131,4.7255,-3.3301,-2.2972,-56.6814,-115.4126,-122.9717,64.8406,114.2806,-64.4271,-18.1817,61.0691,,,2.1972,1.1131,-0.4019
GRND,34,0.005802410351609256,999999.0,-112.5415,-0.5016,6.1795,2.226,-2.4089,-53.5425,-87.034,-124.0893,32.71,257.4225,74.1837,999999.0,74.588,26.8683,,2.1972,0.5016,-0.3342
GRMN,66,0.0057939909338850645,-521.3482,-90.449,-1.1236,9.6222,4.1492,3.3148,-21.615,-62.7233,-66.8523,20.4399,69.1247,23.8459,17.2815,58.7043,25.3139,21.5395,2.3026,1.1236,0.2124
PMM,71,0.005758936539695111,-65.4066,-106.2543,-0.5272,,,20.3552,,,103.552,427.6141,,,13.3136,,,79.7916,2.0794,0.5272,0.0323
BRBR,107,0.005531652801671721,999999.0,-105.875,-0.7842,8.6594,4.7466,3.5582,-33.886,-68.4094,-64.418,20.3625,127.1894,55.7741,999999.0,36.3482,19.9239,13.5423,2.3026,0.7842,-0.3763
FRSH,33,0.005510656455664039,-393.2514,-81.2775,-1.1646,17.8303,-3.7872,-1.6239,32.4454,-99.1397,-116.2394,20.7883,894.674,-152.0231,-6.3862,84.2689,,,2.1972,1.1646,-0.0022
PB,73,0.0055040696301780784,-93.4131,-562.3746,-0.7737,,,7.0538,,,-29.4625,7.1973,,,6.5891,,,42.8061,2.3026,0.7737,-0.1008
PNRG,95,0.005405530443660938,-127.7953,-136.0222,-0.7123,33.911,26.3889,21.9561,172.2464,111.7333,119.5608,89.9647,43.2698,26.9374,28.0588,37.809,29.4223,24.3437,2.1972,0.7123,0.0498
ETO,71,0.00537933065606383,-96.8982,-123.7018,-0.8699,,,20.6662,,,106.6621,193.4105,,,20.0252,,,79.5893,2.1972,0.8699,0.0343
AMAL,73,0.0053528134563229175,-141.6878,-852.9217,-0.7928,,,11.6162,,,16.1623,10.7663,,,16.4588,,,36.8025,2.1972,0.7928,-0.1845
GCBC,12,0.005179571458329529,-174.7282,-771.3795,-0.7048,,,6.6455,,,-33.5448,16.1311,,,11.6116,,,36.8034,2.0794,0.7048,-0.1081
BILI,45,0.005167006993740751,-438.3479,-98.0404,-1.0534,17.5089,-2.682,-1.8118,32.4798,-98.4454,-118.1184,19.1031,366.267,-44.8829,-7.9422,32.7002,,,2.3026,1.0534,0.3863
SPT,33,0.00508005308906069,-720.0989,-102.9772,-1.0876,27.7165,-5.3202,-4.088,115.1181,-134.8159,-140.8795,21.6594,310.055,-47.6125,-29.4373,77.4641,,,2.1972,1.0876,-0.3953
CMPO,55,0.004818344253992761,999999.0,-129.8892,-0.8712,13.8057,6.7774,-4.4075,11.2852,-49.4617,-144.0749,7.6651,999999.0,999999.0,999999.0,52.126,25.5895,,2.1972,0.8712,0.3944
APP,34,0.004737894164703405,-10483.7711,-102.0224,-1.8783,3.0272,1.601,1.1035,-77.6183,-89.3044,-88.9649,43.4396,91.8352,38.8544,115.6894,75.2231,39.7826,26.7729,2.3026,1.8783,1.0346
CVLT,33,0.004717117544377754,-2312.7599,-101.4881,-1.1764,11.3144,1.2295,0.8623,-9.1035,-86.5416,-91.3765,19.926,3547.4347,308.3852,19.944,85.697,9.3123,6.8049,2.1972,1.1764,0.0008
PRI,72,0.004601539055416585,-404.1314,-234.9799,-0.8545,,,8.2304,,,-17.6956,12.3935,,,33.2618,,,24.3238,2.3026,0.8545,0.0172
TRUP,78,0.004396857128118625,-682.9317,-94.1272,-1.2188,8.8112,3.3188,-0.3493,-27.1241,-67.5108,-103.4925,20.145,123.504,37.2152,-2.3851,20.8749,7.8627,,2.1972,1.2188,-0.1674
TSM,132,0.0043233469970591935,-4342.6018,-99.613,-1.221,0.8809,0.7169,0.6052,-92.2367,-93.5383,-93.9479,33.8881,57.7566,37.6048,26.2819,56.1224,45.676,38.8581,2.3979,1.221,0.2333
GRDN,129,0.004297482899268488,-868.8607,-100.7081,,18.7153,-4.8188,-4.0812,49.8234,-138.8314,-140.8121,17.4171,168.1652,-34.639,-35.4601,19.8933,,,2.3026,,0.186
MNDY,33,0.004146841950837366,-1477.8134,-94.1827,-1.3044,6.3088,-0.1528,0.1811,-44.7744,-91.5051,-98.189,33.2057,999999.0,999999.0,2.6764,89.3321,,2.8367,2.1972,1.3044,-0.3922
OMEX,75,0.004073774158336007,999999.0,-367.4191,-1.2719,999999.0,999999.0,14.5697,-24.1787,-249.6833,45.6965,-4.3695,999999.0,999999.0,999999.0,,,650.1695,1.7918,1.2719,0.7143
CHCO,73,0.004034420765013702,-254.6983,-407.8361,-0.7061,,,6.2124,,,-37.8756,0.9344,,,15.823,,,40.5571,2.1972,0.7061,-0.0378
RDW,83,0.004016189584863491,999999.0,-120.3678,-1.6911,3.564,-2.6513,-9.0016,-86.2482,-146.2372,-190.0161,24.7338,179.6162,-106.8962,999999.0,14.6185,,,2.1972,1.6911,-0.0034
WTFC,73,0.0038457559308741744,-136.033,-778.2511,-0.9846,,,8.7792,,,-12.2084,7.8738,,,11.9426,,,30.9145,2.3026,0.9846,0.0001
EDU,102,0.0037532543733787,-2059.2309,-98.3446,-0.6143,3.5219,0.6333,0.5271,-68.0562,-89.9527,-94.7295,13.6007,999999.0,999999.0,10.8532,55.4454,9.9699,8.7568,2.3026,0.6143,0.0378
HIPO,118,0.003722680896939415,-187.9309,-271.6682,-1.0609,,,-3.1938,,,-131.9383,77.444,999999.0,999999.0,-6.0022,,,,2.1972,1.0609,0.2975
TREX,59,0.0036356164960737506,-747.308,-102.4338,-1.2244,7.4097,4.6636,3.8492,-42.0127,-64.6779,-61.5079,5.1708,46.1903,23.2573,28.7655,42.1789,26.5468,21.2382,2.3026,1.2244,-0.0012
ZJYL,67,0.0036031587502569737,-351.4467,-74.5204,,11.2261,4.2986,3.3354,-8.597,-55.3471,-66.6459,18.5685,72.4436,22.1918,11.7222,40.4339,15.4827,14.2412,2.0794,,-0.0967
GLAD,140,0.0035493116110403974,-124.3513,-156.0584,-0.8336,,,12.7287,,,27.2874,119.0854,,,15.8283,,,76.8925,2.0794,0.8336,-0.0019
GCV,54,0.0034821076744343017,-99.4263,-113.4183,-0.7027,,,8.2337,,,-17.663,825.5999,,,8.1865,,,75.0301,1.9459,0.7027,0.115
CRWD,33,0.0034174789806884374,-3705.1032,-99.1501,-1.1913,2.4802,-0.1008,0.0355,-77.8505,-97.9048,-99.6452,29.3914,999999.0,999999.0,1.3145,74.9222,,1.1035,2.3026,1.1913,0.0014
CDZI,147,0.0034090746409661007,-678.9638,-132.0314,-1.0871,0.8552,-8.6069,-10.8001,-109.1325,-197.8086,-208.0011,382.5716,3.143,-25.3061,-73.3288,24.0425,,,1.9459,1.0871,0.0055
DKS,105,0.003398273804517815,-515.1425,-110.2209,-1.0149,29.6603,9.4126,7.3759,135.568,-24.3906,-26.2409,3.5308,161.2575,40.9398,37.9964,35.8979,11.3921,9.0399,2.3979,1.0149,0.122
AM,92,0.0032766444483917686,-408.2348,-140.8398,-0.7468,6.3668,5.618,5.0828,-66.7768,-74.9294,-49.1715,5.791,14.3004,10.0949,20.7499,63.5771,56.1,37.2937,2.3026,0.7468,0.0682
ARCC,55,0.0032527010539954867,-109.5974,-201.7918,-0.8089,,,8.7178,,,-12.8221,4.401,,,9.5545,,,74.7073,2.3026,0.8089,-0.0639
FBP,73,0.0032437990733742883,-211.0317,-600.3008,-0.9282,,,8.8845,,,-11.1554,0.8823,,,18.749,,,34.5786,2.1972,0.9282,0.0104
TENB,33,0.003204219029536609,-1006.7759,-108.6522,-0.8966,18.4006,-0.0207,-0.3752,44.6196,-94.6804,-103.7522,12.6843,390.2449,-0.3504,-3.7776,77.8152,,,2.1972,0.8966,-0.1225
MPWR,132,0.003177805323655948,-1160.0218,-96.9648,-1.7159,3.4267,1.5138,1.256,-70.8703,-85.8109,-87.4401,21.1978,53.4808,18.9015,14.5697,55.3156,24.4374,20.7661,2.3026,1.7159,0.0022
VTLE,95,0.0029986800123739292,-24.0258,-516.7328,-1.1453,20.0221,14.9543,-27.2811,284.0702,92.6868,-372.8108,26.2543,11.9902,7.1643,-6.5545,31.4807,23.5127,,2.3026,1.1453,-0.0482
OTTR,46,0.0029857226139098276,-197.8266,-139.7791,-0.7139,14.507,9.4603,8.8924,19.5518,-29.6126,-11.0763,-1.38,24.4261,12.743,17.5915,43.8239,28.5785,22.0596,2.3026,0.7139,0.0095
DLO,123,0.002928207458215621,-651.5311,-87.7347,-1.0478,10.1384,4.8491,3.7922,-17.2355,-55.8388,-62.0782,16.1472,140.6722,53.826,24.7072,39.825,19.048,16.3282,2.1972,1.0478,0.2572
PERF,33,0.0029196709252859348,-166.2666,-41.1545,,59.7481,-3.9303,1.4027,121.4965,-42.2497,-85.9727,12.5166,999999.0,999999.0,2.3323,77.9775,,5.6955,2.0794,,-0.1917
SIMO,132,0.002908731711395225,-1282.7055,-94.2762,-0.9879,3.8293,0.9568,0.8674,-67.4324,-89.7722,-91.3259,25.7235,74.3154,14.8547,11.1264,45.8919,11.4665,10.6934,2.1972,0.9879,0.3886
GROY,114,0.002853532856179205,-68.8987,-145.063,-0.8679,1.535,-0.9282,-1.9518,-98.5153,-120.6458,-119.5184,320.0824,1.0949,-0.5297,-1.3448,81.2822,,,1.9459,0.8679,0.6814
RMNI,123,0.0028150243988854444,999999.0,-150.6898,-1.0429,75.1575,10.9997,-8.3562,496.2419,-11.8821,-183.5616,-0.6357,999999.0,999999.0,999999.0,60.8793,8.91,,2.1972,1.0429,0.2364
SG,127,0.0027600871862640884,-378.0105,-110.1565,-1.3123,9.0338,-5.7308,-4.3487,-24.198,-127.2713,-143.4867,15.8867,57.4651,-29.1634,-16.4384,19.643,,,2.1972,1.3123,-0.0044
ALNY,19,0.0027403631799502864,-63554.2585,-101.784,-0.8089,4.6985,-0.4318,-0.7081,-59.9673,-99.4024,-107.0807,22.9696,999999.0,999999.0,-450.006,85.6168,,,2.3026,0.8089,0.3979
GSL,75,0.00266111520406994,-63.1613,-162.7369,-0.7627,27.2835,26.0872,30.6055,183.2407,168.4134,206.0552,5.8217,19.8217,15.1621,19.3308,55.3833,52.955,40.098,2.1972,0.7627,0.1719
SOHU,45,0.002645341775935191,-44.6083,-42.7608,-0.7031,999999.0,999999.0,-9.3622,952.1201,-86.1988,-193.6221,1.3139,825.7282,-155.2216,-4.1763,75.1173,,,2.1972,0.7031,0.1337
NEOV,66,0.0026223808099627714,-3764.6498,-97.2784,-0.8179,1.3485,-4.221,-3.6769,-90.9972,-136.4443,-136.7687,218.5862,29.5337,-73.9556,-138.4214,17.8798,,,1.9459,0.8179,0.514
UBSI,73,0.0025965193831824483,-102.1367,-590.7989,-0.7975,,,7.2876,,,-27.1236,-1.6994,,,7.4434,,,36.0959,2.3026,0.7975,-0.0252
LMAT,79,0.0025573968708663347,-559.4153,-89.6576,-0.8049,8.5988,2.9777,2.4114,-29.0269,-70.851,-75.8858,13.6337,73.4884,20.3588,13.4899,68.6341,23.7675,20.6947,2.1972,0.8049,0.0382
HUBS,33,0.0025551589484048595,-1481.215,-97.0755,-1.1446,8.3824,-0.2387,0.0812,-31.0633,-96.0998,-99.1884,21.0721,752.3455,-17.136,1.2022,85.033,,0.8731,2.3026,1.1446,-0.1847
OHI,124,0.0025339984154289057,-211.6876,-125.2648,-0.6122,7.1361,4.5402,3.3611,-62.2556,-92.3849,-66.3894,10.4446,11.455,5.8304,7.1149,99.207,63.1186,32.2066,2.3026,0.6122,0.16
LZ,45,0.0025272777138094058,-1681.1387,-105.484,-1.1058,30.9871,2.4957,2.1984,134.4952,-72.7824,-78.0158,3.2016,999999.0,999999.0,36.9585,64.7896,5.2181,5.0546,2.1972,1.1058,0.134
BCPC,74,0.0025060507112282028,-461.6389,-101.9959,-0.7746,6.1701,3.3568,2.5085,-51.9791,-75.0815,-74.915,3.3872,26.0544,11.3397,11.5802,35.2534,19.1792,13.9629,2.1972,0.7746,-0.1038
MCB,73,0.002367849460669506,-112.4769,-900.4665,-0.8982,,,9.4611,,,-5.3891,10.4387,,,10.6415,,,28.0466,2.1972,0.8982,0.0074
RNR,118,0.002294988752479763,-67.3154,-380.6235,-0.6609,,,20.2668,,,102.6677,28.1255,,,13.6427,,,20.5573,2.3979,0.6609,0.0862
DTIL,14,0.0022581938422793317,-61.9644,-56.0348,-1.1047,999999.0,999999.0,16.4082,,-515.8276,64.0817,40.9814,999999.0,999999.0,10.1672,,,8.3463,2.0794,1.1047,0.0027
SLB,99,0.002245042187713073,-223.2894,-113.0247,-0.804,12.7456,10.8081,9.0924,2.304,-15.8745,-9.0756,9.5186,25.0714,17.0082,20.3025,20.5572,17.4323,12.5041,2.3979,0.804,-0.0425
OFLX,67,0.0021577146057935805,-431.217,-82.1866,-0.7865,20.2772,7.025,5.2685,53.2619,-37.4949,-47.315,-8.7776,197.7733,54.8148,22.7186,61.2337,21.2144,18.5852,2.1972,0.7865,-0.0015
FMBH,73,0.0021402884776069195,-110.5497,-813.2055,-0.8129,,,8.9258,,,-10.7424,15.8962,,,9.8674,,,26.2112,2.1972,0.8129,-0.0005
FIGS,7,0.0021179667007385885,-254.3184,-73.8185,-1.1843,52.6081,0.3172,1.1961,238.8639,-72.5545,-88.039,1.8166,284.5241,1.3725,3.0419,67.6118,0.4077,2.065,2.1972,1.1843,0.0024
VTEX,33,0.0020938946041201673,-454.447,-85.0528,-1.0545,17.6518,1.066,0.665,33.6006,-74.5737,-93.3501,13.0566,408.0965,19.7165,3.022,67.0951,4.052,3.1004,2.1972,1.0545,-0.3021
OSBC,73,0.0020768056235086992,-125.9618,-688.9812,-0.762,,,10.6909,,,6.9094,-0.3872,,,13.4665,,,32.2848,2.1972,0.762,-0.0922
PSX,69,0.0020604573889706885,-179.6749,-149.0117,-0.8422,15.3545,2.4759,4.1845,31.4898,-110.5806,-58.1548,-2.8806,23.1432,2.9854,7.5185,7.5639,1.2197,1.4949,2.4849,0.8422,0.0776
RVTY,18,0.0019983389286564257,-158.66,-118.0017,-0.9321,10.8656,2.4502,2.079,-15.2111,-93.5335,-79.2095,0.162,15.9274,2.8733,3.2986,55.8129,12.5858,9.1796,2.3026,0.9321,-0.0009
PPIH,112,0.0019697668137797692,-231.202,-80.8937,-0.7323,26.5833,10.135,7.6894,117.4545,-19.7243,-23.1062,5.1212,66.308,20.2241,17.778,33.6196,12.8176,9.3282,2.1972,0.7323,-0.0673
TNGX,19,0.001969167467603252,-305.0721,-74.0756,-1.1131,,-41.5092,-17.0988,,-248.9874,-270.9877,15.1723,999999.0,999999.0,-52.1636,,,,2.0794,1.1131,0.0036
MAX,123,0.0019578180474081803,999999.0,-119.9498,-0.9568,22.1799,6.6004,3.26,86.9141,-52.972,-67.4004,128.4181,196.8182,46.8559,999999.0,16.7705,4.9906,2.1962,2.1972,0.9568,0.075
FRPT,107,0.0019130738313035177,-332.9512,-102.2595,-1.0241,10.8768,1.0438,1.082,-13.453,-94.9496,-89.1804,27.1591,33.5019,2.5721,3.6024,40.6035,3.8966,3.8986,2.1972,1.0241,-0.2613
AME,66,0.0018817946703497265,-434.1289,-105.0442,-0.917,5.6771,4.0795,3.1711,-56.8045,-70.1054,-68.2886,5.218,21.7979,12.531,13.7668,35.6779,25.6377,19.1499,2.3026,0.917,0.0244
ADMA,14,0.0018766138257339615,-1229.821,-95.3456,-0.9659,5.152,3.2614,2.3431,-58.3618,-73.3785,-76.5694,65.1546,68.9967,34.9414,28.8155,51.4834,32.5904,23.5831,2.1972,0.9659,-0.199
EHC,64,0.0018362125627218208,-419.8461,-122.3695,-0.7352,14.7339,5.7037,5.0131,22.6441,-68.8905,-49.869,11.9137,42.4434,13.1443,21.0473,41.5618,16.0891,11.1606,2.3026,0.7352,0.0408
OCCI,145,0.001702575016059052,-81.6756,-175.9356,-0.6162,,,9.9009,,,-0.9908,1228.5301,,,8.0866,,,64.312,2.0794,0.6162,-0.0005
OCCIN,145,0.0017013866691683406,-333.2487,-118.611,-0.4161,,,2.4266,,,-75.7339,1228.5301,,,8.0866,,,64.312,2.0794,0.4161,0.0149
ACT,137,0.0016884080726009148,-113.8078,-126.8282,-0.7259,,,12.3541,,,23.5412,4.1819,,,14.06,,,58.4433,2.3026,0.7259,-0.0001
LQDT,123,0.0016844281861734044,-405.5102,-93.4458,-0.8242,31.6651,4.0023,2.9458,121.1084,-53.6987,-70.5416,15.5364,685.1909,69.2836,11.9457,50.9653,6.4417,6.0025,2.1972,0.8242,0.1227
SDHY,54,0.0016478725762862096,-92.7927,-101.7048,-0.583,,,7.3253,,,-26.7471,-7.9388,,,6.7973,,,79.0656,2.0794,0.583,0.0157
ESI,74,0.0015373426428913859,-242.0931,-118.404,-1.1157,14.2142,4.7198,3.9639,17.2094,-78.1068,-60.3607,5.3017,26.8108,7.1219,9.5964,42.1547,13.9973,9.3679,2.3026,1.1157,0.1053
OTLY,107,0.001526563990730193,-6892.3809,-105.4513,-1.391,3.086,-1.5309,-2.1719,-78.9039,-117.6015,-121.7186,5.1469,52.1404,-20.693,-149.6927,28.7121,,,2.1972,1.391,0.0027
ARHS,105,0.0014639363761319532,-390.7005,-124.3324,-1.2633,43.7563,7.4904,5.416,213.2763,-34.1827,-45.84,-1.2889,342.7582,46.9401,21.1603,39.4325,6.7503,5.7224,2.3026,1.2633,0.1435
SHIP,75,0.0014594479241462383,-50.2974,-277.9719,-0.6732,24.9419,17.0709,26.3728,277.4583,101.9328,163.7281,51.9123,18.4141,10.0825,13.2648,54.7501,37.4725,20.7678,2.1972,0.6732,0.2685
CRCT,66,0.0014360263157550924,-290.6331,-71.9876,-0.8054,34.599,7.4643,5.2413,132.8841,-30.2801,-47.5869,-6.8757,271.6951,46.8921,15.233,49.5115,10.6815,9.9786,2.1972,0.8054,-0.0063
ABAT,82,0.0014221547919603462,-259.3651,-91.4404,-1.1188,-5.7669,-22.9179,-20.4305,-146.3389,-283.7385,-304.3048,1148.9735,-14.9241,-47.4475,-52.9895,,,,1.9459,1.1188,1.6649
PCB,73,0.001264905236262884,-85.7704,-965.3112,-0.7706,,,9.3028,,,-6.9723,0.5273,,,7.979,,,29.1132,2.0794,0.7706,-0.052
RWT,124,0.0012156854944755512,-66.4018,-2264.2121,-0.8935,,,7.3879,,,-26.1212,55.1111,,,4.9057,,,22.682,2.1972,0.8935,-0.0002
NEWT,73,0.0011641746708526155,-104.361,-670.3794,-0.9333,,,17.7727,,,77.7266,28.4527,,,18.5477,,,23.1151,2.1972,0.9333,-0.046
SXC,138,0.0011179880081843717,-103.1523,-164.7657,-0.7922,31.1178,14.2373,14.0167,216.6703,20.2188,40.1667,-6.0026,32.7513,11.9878,14.4585,17.1949,7.8672,5.3242,2.3026,0.7922,-0.0003
JD,105,0.001111293092699646,-214.4592,-97.3639,-0.9149,31.9268,6.8709,6.1364,133.2113,-38.5991,-38.6356,6.8369,128.2579,22.0818,13.1602,15.8668,3.4147,3.558,2.4849,0.9149,0.0011
IP,109,0.0010964343862604497,-212.1208,-146.693,-0.8673,24.1306,2.1908,0.6783,116.6107,-103.3628,-93.2167,-1.5701,41.7303,3.0309,1.4389,28.1594,2.5565,0.6316,2.3979,0.8673,-0.0007
FTS,46,0.001008985962187707,-126.2118,-231.1603,-0.5457,11.9024,4.7442,5.3301,-10.1673,-131.9465,-46.6986,0.7167,14.0114,4.4679,6.7273,73.459,29.2804,15.4692,2.3026,0.5457,0.0775
FTV,66,0.0009997142079631023,-178.2885,-121.6718,-0.9722,17.7004,5.4249,4.2672,48.2431,-65.6335,-57.3277,2.7451,28.5035,6.9888,7.608,59.8703,18.3494,12.4471,2.3026,0.9722,-0.0007
CAKE,127,0.0009960859728409591,-752.2231,-167.9001,-0.9418,40.8055,5.9911,4.1021,251.4175,-57.8143,-58.9787,4.1342,186.2714,21.8786,30.8572,42.1949,6.195,3.8205,2.3026,0.9418,-0.151
ROL,42,0.0009555762754978428,-2019.7492,-103.6071,-0.6677,6.5691,2.418,1.8761,-47.9866,-81.5733,-81.2394,10.2636,109.1206,32.1327,37.8917,52.69,19.3945,14.8784,2.3026,0.6677,0.0005
CRI,7,0.0008916781528438373,-134.4919,-136.7787,-1.1259,110.583,23.0639,16.0658,842.8324,90.7763,60.6583,-3.4456,145.2671,24.2383,21.6072,47.9999,10.0112,6.4923,2.3026,1.1259,-0.0718
ABLLL,71,0.0008778018891106962,-548.7722,-112.4933,,3.9111,0.0717,-0.6693,-76.0474,-110.0418,-106.6927,68.5562,14.9594,0.2195,-3.6728,89.8398,1.6475,,2.1972,,0.0318
MSA,67,0.0008622355496366186,-594.0237,-103.1746,-0.8099,12.0534,5.5923,4.4173,-3.7553,-58.0853,-55.827,1.1464,57.8734,21.4807,26.2398,47.5873,22.0786,16.5919,2.3026,0.8099,0.0037
CTRA,95,0.0008611679924632882,-138.9266,-128.4203,-0.6911,10.1131,7.0259,5.9024,-20.6635,-47.3888,-40.9762,-3.9086,13.6466,7.5847,8.2,37.0542,25.7429,19.9851,2.3026,0.6911,-0.0007
SEVN,124,0.0008221466112743445,-68.6525,-329.1009,-0.6842,,,7.7258,,,-22.7419,-9.0796,,,5.304,,,47.6541,2.0794,0.6842,-0.0017
AREN,45,0.0007959251279740673,999999.0,-171.0131,-0.749,13.7928,2.2445,-2.066,14.545,-115.384,-120.6601,-12.3393,999999.0,999999.0,999999.0,44.2533,7.2013,,2.1972,0.749,-0.1987
IHRT,22,0.0007342719806761587,999999.0,-2113.1306,-1.4094,44.4771,3.1327,-337.6824,4709.6666,-1379.6476,-3476.8239,2.7594,65.8584,3.7109,999999.0,58.7776,4.1399,,2.3026,1.4094,0.4362
AFL,1,0.0007342543721286825,-216.9643,-261.5376,-0.7449,999999.0,999999.0,9.0662,,,-9.3378,1.5233,999999.0,999999.0,19.6705,,,26.8381,2.3979,0.7449,0.0742
CNOBP,73,0.0007271731566301843,-69.912,-1095.0351,-0.5173,,,9.0743,,,-9.2574,-1.8736,,,6.344,,,29.8311,2.1972,0.5173,0.0529
NKTR,19,0.0007220856256176795,-520.5928,-94.2507,-1.3849,111.1119,-213.0975,-30.1588,152.1104,-347.9876,-401.5885,9.2153,999999.0,999999.0,-157.0048,68.8236,,,2.0794,1.3849,1.3698
ASTL,138,0.0007192959502240611,-68.9281,-90.865,-1.0749,26.1008,15.4682,11.1938,113.6396,24.8001,11.9377,0.6226,18.2317,8.6438,7.7157,10.0973,5.984,4.1462,2.3026,1.0749,-0.5513
