Ticker,Industry,Score,PB,NCAV,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BAB_1,BIG,Beta,Performance
NTRA,78,0.006622417198870846,-767.0867,-89.7164,7.4625,-11.0931,-8.0806,-36.3072,-170.0437,-180.806,31.1336,214.9131,-255.5767,-61.9852,44.3741,,,-1.1697,2.1972,1.1697,-0.1023
CTRA,95,0.006505881837146546,-142.7016,-129.2008,30.6602,26.6188,22.8912,157.4095,122.3797,128.9118,158.3812,42.359,29.4205,32.6661,63.5094,55.1381,43.7634,-0.7826,2.3026,0.7826,0.0479
CCRD,33,0.006217966758213497,-408.6753,-83.499,19.5004,10.4874,7.0621,49.4138,-14.2065,-29.3788,44.5967,135.4496,58.2761,28.8611,53.18,28.6003,21.8276,-0.7555,2.0794,0.7555,-0.1956
NBN,73,0.006055176492803444,-107.5727,-906.3446,,,16.3483,,,63.4828,16.0289,,,17.5863,,,42.9597,-0.8413,2.1972,0.8413,0.0362
TENB,33,0.0060156734218700485,-1817.7212,-105.1462,11.1994,-1.4373,-1.3858,-9.9705,-106.8457,-113.858,26.2527,807.9418,-82.9529,-25.19,77.3432,,,-1.3305,2.1972,1.3305,0.0487
GSL,75,0.005863339621552569,-61.0007,-250.4307,23.9799,22.6522,39.7411,217.3482,192.2097,297.4105,50.1742,18.8797,14.2675,24.2423,55.3504,52.2857,38.7601,-0.9707,2.1972,0.9707,-0.0514
CNOBP,73,0.005751409255085447,-49.6436,-1546.7806,,,23.4082,,,134.0825,13.4824,,,11.6207,,,43.4355,,2.1972,,-0.0316
SEVN,124,0.005598915947812296,-43.348,-503.7133,,,18.8597,,,88.5969,12.7973,,,8.1753,,,65.1059,-0.8645,2.0794,0.8645,0.0819
VTEX,33,0.005583044135347995,-330.1242,-77.4747,15.6543,-7.4574,-4.9798,18.6281,-117.8618,-149.7976,25.0899,281.144,-107.1453,-16.4394,60.9477,,,,2.1972,,0.0417
MRNA,14,0.005454684770937206,-244.6138,-85.5914,36.4985,25.5454,16.3754,151.3473,82.2714,63.7539,4.2999,145.9603,81.7265,40.0565,73.0079,51.0985,41.5514,-0.7242,2.3979,0.7242,-0.1497
ACT,137,0.005249597715669473,-92.417,-142.4345,999999.0,999999.0,18.9601,,,89.6015,-2.2596,999999.0,999999.0,17.5224,,,65.6311,,2.3026,,0.102
SPRO,19,0.005159888245138248,-100.1679,-10.4922,999999.0,999999.0,-48.8184,,-278.052,-588.184,1482.3779,999999.0,999999.0,-48.9004,,,,-1.2626,2.0794,1.2626,-0.1793
CHCO,73,0.005139679356172194,-216.4363,-523.7892,,,8.1449,,,-18.5507,12.4882,,,17.6286,,,41.3963,-0.7748,2.1972,0.7748,0.0123
VLYPP,73,0.005097487259264119,-124.6461,-740.0064,,,7.8279,,,-21.7215,36.3891,,,9.7571,,,33.5419,-0.7952,2.3026,0.7952,0.0375
VLYPO,73,0.005097420533564522,-154.0136,-617.969,,,6.3352,,,-36.6477,36.3891,,,9.7571,,,33.5419,-0.8077,2.3026,0.8077,-0.0343
CARG,45,0.004977867101818034,-345.1184,-84.088,29.4955,4.8659,3.3466,113.8611,-51.1441,-66.5341,73.9628,217.8475,28.751,11.5497,39.7305,6.5544,5.3829,-1.2539,2.3026,1.2539,-0.2333
LMND,118,0.004907778391717608,-134.6659,-170.5826,,,-20.2042,,,-302.0416,99.9221,999999.0,999999.0,-27.2081,,,,-1.5399,2.1972,1.5399,-0.3211
GRVY,123,0.004741732747169072,-211.0955,-55.7179,54.9112,29.5307,12.6121,173.9787,69.8632,26.1209,13.2717,999999.0,999999.0,26.6235,43.8037,23.5572,19.6206,-0.7356,2.1972,0.7356,-0.0217
AEIS,66,0.004679454406633758,-388.1307,-92.3737,16.667,5.9194,4.673,32.6469,-51.5568,-53.2699,26.75,68.8792,19.5702,18.1374,36.6044,13.0002,10.4796,-1.1701,2.3026,1.1701,-0.0819
PNRG,95,0.004500578449848959,-124.6493,-119.7663,38.1322,25.021,26.9761,186.8395,91.2689,169.7609,89.2833,48.702,25.5653,33.6255,44.3375,29.0928,34.4243,-0.7054,2.1972,0.7054,0.2116
BKKT,55,0.004498718707177111,-29.6185,123.8588,54.5905,-177.3953,-1608.4019,338.1344,-1525.5265,-16184.0193,50.9207,56.4408,-146.7265,-476.3841,97.0529,,,,2.0794,,-0.0813
AMAL,73,0.004484353985436915,-93.2075,-1646.0392,,,18.2407,,,82.4073,31.5819,,,17.0017,,,32.4683,-0.9196,2.1972,0.9196,0.0651
ASM,82,0.004301168476143103,-79.6779,-94.7747,20.983,12.2774,7.8667,62.373,-1.6364,-21.3327,289.4361,16.4249,7.6884,6.268,34.5079,20.1911,14.0762,-0.8996,2.0794,0.8996,-0.2576
CADL,14,0.004271230309483789,-76.3695,20.352,999999.0,999999.0,-41.2613,,-726.2089,-512.6133,0.0,999999.0,999999.0,-31.5111,,,,,1.7918,,-0.1746
OTTR,46,0.004267018708662334,-256.4013,-138.0679,14.879,10.1829,9.164,23.3794,-22.7711,-8.3601,22.005,29.5541,16.1811,23.4966,39.0695,26.7386,19.5882,-0.9375,2.3026,0.9375,-0.0599
FIGS,7,0.004261292624805443,-447.6094,-80.3845,29.1091,3.0932,2.2492,117.4608,-66.5253,-77.5083,20.5543,239.5583,20.365,10.0675,70.0742,7.4463,6.1248,,2.1972,,-0.283
EDU,102,0.004025541527331796,-1684.1839,-97.1247,2.6263,0.3142,0.3842,-74.3524,-91.7634,-96.1583,-3.4614,999999.0,999999.0,6.4702,52.9836,6.3396,8.2336,-0.8461,2.3026,0.8461,0.487
PXLW,132,0.003976713941828785,-131.9665,-51.7074,45.7942,-21.4632,-13.523,218.8824,-223.2807,-235.2299,27.3021,232.5556,-87.1968,-17.8458,51.1519,,,-1.1551,2.0794,1.1551,-0.3642
ALNY,19,0.00386412067034972,999999.0,-103.7361,3.8841,-3.5106,-3.8303,-65.4849,-121.6885,-138.3033,22.875,999999.0,999999.0,999999.0,83.7272,,,-1.0212,2.3026,1.0212,-0.0578
GROY,114,0.0038553634541903642,-47.5041,-153.17,0.8756,-6.978,-5.4524,-91.2274,-152.8623,-154.5244,2978.7234,0.4118,-2.6252,-2.5901,75.6047,,,,1.9459,,-0.2938
HIPO,118,0.0038277968649413465,-64.62,-354.3285,999999.0,999999.0,-67.8348,,,-778.3484,31.25,999999.0,999999.0,-43.8349,,,,,2.1972,,-0.5469
GRND,34,0.0038185036722203003,-23681.8792,-140.7951,10.9596,0.9939,-0.0006,-16.8419,-125.8051,-100.0058,33.7249,40.3801,2.9296,-0.1382,73.7046,6.6841,,,2.1972,,0.0597
CDZI,147,0.003803733181602086,-662.2583,-128.1273,-0.213,-6.2324,-8.7626,-119.2473,-175.7093,-187.6262,166.1348,-0.772,-18.0719,-58.0311,,,,-1.0931,1.9459,1.0931,-0.2266
FRPT,107,0.0036775950801974074,-306.4569,-94.5674,6.1426,-1.7164,-1.404,-48.7239,-108.9561,-114.04,39.92,20.6971,-4.6267,-4.3026,31.248,,,-1.1544,2.1972,1.1544,-0.014
DFLI,66,0.0036642707566729806,-596.1428,-106.6564,36.0555,-52.4894,-50.8403,192.7426,-531.776,-608.4035,10.5782,193.5267,-225.3884,-303.0811,27.3829,,,,2.0794,,0.0405
FBP,73,0.0036617965640337183,-155.541,-939.5236,,,17.3671,,,73.6708,8.4834,,,27.0129,,,40.3878,-1.087,2.1972,1.087,0.1286
PERF,33,0.003655682335481744,-313.916,-67.5132,10.6102,-18.7531,-22.6118,-10.0204,-165.7155,-326.1177,16.0451,999999.0,999999.0,-70.982,84.926,,,,2.0794,,-0.3437
OSBC,73,0.003648557870855392,-122.4629,-1061.0268,,,12.969,,,29.6896,83.5503,,,15.8822,,,29.9028,-0.9494,2.1972,0.9494,0.04
EXEEL,95,0.0036321455613668187,-96.5183,-140.8683,69.2988,31.6671,33.1671,607.2757,204.9285,231.6707,119.6353,67.4775,24.6678,32.0123,71.275,32.5701,25.5248,,2.3979,,0.0453
PCB,73,0.0036154364530784863,-58.3548,-1164.9459,,,20.1906,,,101.9061,8.9567,,,11.7822,,,37.9545,-0.8579,2.1972,0.8579,0.0367
MPWR,132,0.0036091755648598395,-1499.0423,-95.852,4.3194,2.1701,1.6789,-63.5139,-80.2017,-83.2108,48.547,112.6592,45.2793,25.1678,58.4429,29.3613,23.4066,-1.4932,2.3026,1.4932,-0.1478
UFI,140,0.003488755620718228,-45.0907,-44.4469,6.2242,-14.3474,-24.9143,-78.7244,-336.7761,-349.1427,-23.5647,3.5034,-6.4605,-11.234,2.2839,,,-1.3086,2.1972,1.3086,-0.1351
MCB,73,0.003462538217830564,-65.899,-1599.679,,,20.4259,,,104.2589,41.535,,,13.4605,,,30.3101,-1.8739,2.1972,1.8739,0.0112
ACDC,99,0.003440761769538327,-44.6169,-211.891,17.4154,11.4497,46.7012,262.8369,-56.1596,367.0118,185.7008,31.303,16.4641,20.8366,28.9207,19.0139,11.6029,,2.3026,,-0.0851
PRI,72,0.003430948116056113,-347.6863,-278.5538,,,8.1407,,,-18.5935,-1.9294,,,28.3039,,,21.6344,-1.0162,2.3026,1.0162,-0.0305
TRUP,78,0.0034208173394800747,-264.3783,-85.5026,18.6774,7.1466,-4.3805,40.0542,-34.7116,-143.8051,20.5609,80.2028,24.5506,-11.5811,20.4799,7.8363,,-1.6615,2.1972,1.6615,0.4151
GCBC,12,0.003420523035189544,-269.197,-609.7363,,,5.8091,,,-41.9091,4.5935,,,15.6379,,,39.0677,-0.7768,2.0794,0.7768,-0.2085
INDV,19,0.003378460544548282,-6369.1129,-113.7305,28.899,8.2844,-2.192,104.8181,-26.9452,-121.9195,13.9064,999999.0,999999.0,-139.6078,83.2408,23.8624,,-1.0233,2.1972,1.0233,-0.0811
LMAT,79,0.0033282989319525567,-543.0643,-91.3362,7.6354,2.179,1.5099,-36.7074,-77.88,-84.9008,4.68,56.5447,12.9097,8.1998,64.8904,18.5189,13.6046,-0.9171,2.1972,0.9171,-0.1781
LPRO,55,0.0033161957609532436,-610.6079,-91.0507,12.8471,7.8563,5.7584,2.6552,-35.5195,-42.4157,-16.7216,102.4511,50.121,35.1614,88.8816,54.3532,41.6673,-1.1629,2.1972,1.1629,-0.3235
LZ,45,0.0033071553943974947,-1619.0551,-100.7783,19.323,-1.9608,-1.6545,50.1067,-106.1969,-116.545,7.8074,999999.0,999999.0,-26.7873,65.9513,,,,2.1972,,-0.1159
SMR,81,0.0033010536273066064,-170.1994,-54.8629,1.2249,-62.7847,-24.0157,-70.0651,-467.8289,-340.1575,312.4389,47.7239,-1956.9879,-40.8747,38.0125,,,,2.0794,,-0.3368
PFG,1,0.0032753950617943725,-165.6825,-1747.4287,999999.0,999999.0,28.1215,,,181.2147,21.5438,999999.0,999999.0,46.5923,,,27.3128,-1.0993,2.3979,1.0993,-0.0664
HRZN,55,0.0032259531126814156,-77.7504,-281.0935,,,7.0651,,,-29.349,-19.9122,,,5.4931,,,65.6587,-1.0053,2.0794,1.0053,0.0022
TCBI,73,0.003037723521527335,-82.2283,-1109.3797,,,13.7482,,,37.4817,11.0837,,,11.3049,,,35.3622,-1.1239,2.1972,1.1239,0.125
CMPO,55,0.0030026744607549245,999999.0,-495.6777,21.241,11.1111,121.7642,808.2173,-128.4213,1117.6418,41.2498,419.5202,175.5596,999999.0,58.0338,30.3573,28.7839,,2.1972,,-0.0641
PLUS,130,0.0029920549410569685,-192.9675,-65.7063,32.7262,10.7688,8.6371,169.5121,-14.5091,-13.6286,13.5473,60.5911,15.9504,16.6669,25.0288,8.2359,6.3055,-1.1247,2.3026,1.1247,0.1481
CAKE,127,0.002971671054970554,-571.1815,-228.1546,63.345,4.9734,1.5777,492.9115,-72.9657,-84.2232,12.8304,198.4135,12.4625,9.0114,38.7593,3.0431,0.7966,-1.1146,2.3026,1.1146,-0.1372
IBKR,70,0.0028870123306377286,-72.6631,-105.7466,15.0206,13.7535,18.9388,54.3043,27.0051,89.3879,47.2447,19.9218,14.593,13.7615,85.1796,77.994,39.8802,-0.9749,2.3026,0.9749,0.0324
OFLX,67,0.00287229592033498,-1379.147,-94.6995,8.2944,3.2853,2.5248,-32.3594,-70.9005,-74.7517,-3.4797,233.9558,74.1344,34.8211,62.4009,24.7165,19.7496,-0.951,2.1972,0.951,-0.2383
TSM,132,0.00278273746620431,-2665.9719,-99.9754,1.7494,1.4547,1.1766,-85.2162,-87.552,-88.234,42.615,61.5759,40.9629,31.3677,59.5592,49.5265,40.4285,-1.0568,2.3979,1.0568,-0.127
PBF,69,0.0027579755051062587,-97.5731,-136.9732,97.1551,87.2664,57.6912,661.0832,583.861,476.9123,71.8329,97.2379,69.8726,56.2911,9.9905,8.9737,6.0774,-1.0999,2.3979,1.0999,0.2817
BRBR,107,0.0025963527840869955,999999.0,-113.1204,7.2158,3.6336,2.3523,-49.9032,-83.7332,-76.4773,11.1838,81.5072,32.8348,999999.0,31.8052,16.0157,8.783,-0.7745,2.3026,0.7745,0.1199
PB,73,0.002553582791799018,-71.2366,-749.3678,,,11.1671,,,11.6708,1.3533,,,7.955,,,47.8817,-0.8795,2.3026,0.8795,-0.0491
MED,107,0.0025056828904953692,-633.1711,-92.0696,127.5627,20.6717,14.9993,838.2766,59.5344,49.993,4.7501,1693.1896,219.5074,94.9712,71.3393,11.5607,9.2111,-0.9779,2.3026,0.9779,-0.1615
NWFL,73,0.0024719095342753752,-130.2065,-964.1404,,,13.3796,,,33.7957,6.3184,,,17.4211,,,37.1612,-0.6719,2.0794,0.6719,-0.1344
BWIN,137,0.0024427736510193167,-133.5626,-201.1258,7.5585,0.0365,-3.9947,-85.8859,-216.6235,-139.9473,73.132,10.4466,0.0404,-5.3355,25.7915,0.1247,,-1.1539,2.1972,1.1539,-0.0851
BCPC,74,0.0024007022449903585,-457.0842,-108.0052,6.0147,3.1137,2.4949,-56.4069,-81.6385,-75.0512,17.9388,21.3711,8.8508,11.4037,29.7606,15.4067,11.3544,-0.887,2.1972,0.887,-0.087
DKS,105,0.0023368872566315864,-407.606,-113.3713,43.2489,14.9868,10.7575,236.8174,19.1526,7.5746,0.6087,200.1341,55.4811,43.8481,34.6417,12.0042,8.9504,-1.0748,2.3979,1.0748,-0.1885
ENPH,132,0.0023296444516138874,-2767.9125,-99.7095,4.326,2.0003,1.5826,-64.469,-82.812,-84.1742,68.652,193.723,71.6608,43.8045,41.8128,19.3339,15.5153,-1.2854,2.3026,1.2854,-0.3024
CYBR,33,0.00230246443247851,-945.8163,-100.5955,7.7237,-2.5286,-1.709,-35.9175,-113.0131,-117.0899,17.6556,158.818,-41.5953,-16.1639,78.698,,,-1.176,2.1972,1.176,0.0526
GRMN,66,0.002191902811158767,-308.9496,-85.6835,15.8433,5.8019,4.4447,24.72,-49.5247,-55.5527,-2.4586,59.0669,17.3043,13.732,57.7492,21.1478,17.5294,-1.0148,2.3026,1.0148,-0.0006
UFPI,59,0.0021638284353169513,-223.6131,-78.7665,32.2738,17.237,12.8448,150.648,36.0895,28.448,11.4705,78.2658,33.4407,28.7227,18.5884,9.9279,7.7685,-1.0974,2.3026,1.0974,0.0534
MRK,19,0.0020943251246862394,-593.22,-107.3972,14.3993,6.287,4.8148,16.1715,-52.8997,-51.8522,21.721,65.881,23.0118,28.5622,70.6307,30.8385,22.1905,-0.6472,2.3979,0.6472,-0.1052
CPB,107,0.002064935308887985,-338.5883,-150.6511,17.2844,7.7741,7.276,52.0824,-51.4452,-27.2404,9.2852,35.8574,12.9023,24.6355,31.1745,14.0216,9.6441,-0.5179,2.3026,0.5179,-0.1289
ROL,42,0.0020378745293527446,-1616.2299,-102.3049,6.7877,2.4138,1.9488,-45.6084,-80.5303,-80.5118,11.2001,113.0976,32.1753,31.4974,51.4657,18.3019,14.8056,-0.7702,2.3026,0.7702,-0.1422
CPAY,123,0.0020327610839487777,-724.708,-127.0186,11.0841,6.0226,5.5408,-14.772,-67.5792,-44.5919,20.9403,32.6949,14.212,40.1547,77.6867,42.2115,29.7779,-1.0822,2.3026,1.0822,0.0191
EXR,124,0.0020313304084601954,-443.7383,-140.3227,5.5642,3.9676,4.1646,-80.1906,-98.6498,-58.3538,21.9866,12.8593,7.3356,18.48,75.6309,53.9298,39.1683,-0.9116,2.3026,0.9116,-0.1894
FTEK,112,0.0018944819088697047,-89.8599,-20.7402,83.253,-10.9188,-2.7557,196.453,-65.0246,-127.5574,11.0465,62.8265,-6.5918,-2.4763,43.2167,,,-0.7715,2.0794,0.7715,-0.1429
LQDT,123,0.0018382168331787636,-340.7162,-99.5106,37.4819,5.3443,7.2403,162.6797,-46.5973,-27.5968,8.7442,283.8466,32.3774,24.6689,57.3623,8.1789,13.6127,-0.7891,2.1972,0.7891,0.0885
OEC,74,0.001829489971819024,-276.7204,-150.0766,21.1125,9.272,9.8926,115.2128,-43.1821,-1.074,31.2969,34.1579,12.0009,27.3748,22.0986,9.7051,6.1923,-1.0885,2.3026,1.0885,-0.0288
LCID,9,0.0018133747167667779,-289.7666,-88.3844,-9.7069,-24.2601,-8.2773,-150.7116,-249.4795,-182.7727,2143.2998,-42.5695,-85.1138,-23.9847,,,,,2.1972,,-0.1959
SB,75,0.0018060006754381825,-44.9241,-189.5497,32.4205,28.5038,39.8076,297.702,239.1697,298.076,4.9399,19.575,13.7681,17.8832,59.8337,52.6054,39.3279,-0.9391,2.1972,0.9391,0.0278
APAM,71,0.0017768791061915953,-544.5309,-124.687,19.5821,13.9534,11.049,61.8816,12.6994,10.4903,-19.0632,102.6494,58.515,60.1654,48.6168,34.6423,25.1155,-1.1378,2.1972,1.1378,-0.0496
EHC,64,0.0017666433833481944,-357.0027,-144.6109,17.631,6.3376,5.4256,61.4074,-73.7507,-45.7442,8.3115,38.0543,10.9431,19.3695,40.3164,14.492,8.2932,-0.9066,2.3026,0.9066,-0.0135
BSBK,12,0.001733178719944838,-80.0406,-825.9,,,6.7927,,,-32.0732,10.9149,,,5.4369,,,31.3747,-0.6201,2.0794,0.6201,-0.0993
AREN,45,0.0016613557246014396,999999.0,-311.0902,47.693,-30.1433,-65.3247,619.7852,-750.9924,-753.247,16.8103,181.2289,-91.6333,999999.0,39.8362,,,-0.8675,2.1972,0.8675,-0.083
MATV,109,0.0015169632954526782,-64.951,-294.2121,12.9944,-0.896,-10.0788,12.1589,-329.4747,-200.7877,75.8784,11.0541,-0.6098,-6.5463,18.6939,,,-1.0074,2.3026,1.0074,-0.0957
RPD,33,0.0014992494297432681,999999.0,-134.6456,14.5801,-3.457,-3.6184,19.8689,-152.4172,-136.1836,27.9563,116.3959,-22.0786,999999.0,68.712,,,-1.5539,2.1972,1.5539,0.0223
DOOO,67,0.0014398574795291715,-1694.2685,-127.071,21.4536,11.6839,10.1928,91.1943,-8.3124,1.9283,31.1916,82.3688,35.8872,172.6939,24.9108,13.5667,9.2962,-1.1251,2.3026,1.1251,-0.0991
SG,127,0.0014268873163650374,-263.2403,-101.3972,6.3384,-15.0535,-10.618,-37.8194,-169.1223,-206.1797,38.3174,33.0544,-62.8025,-27.9508,14.7384,,,,2.1972,,-0.0749
CVLT,33,0.0014155170763715742,-1722.451,-100.9842,22.2502,1.8182,-0.3834,70.999,-77.7828,-103.834,1.3314,999999.0,999999.0,-6.6038,88.0834,7.1977,,-0.9341,2.1972,0.9341,-0.0596
AME,66,0.0013597248697556489,-490.8411,-106.0153,5.538,3.874,3.1145,-58.7917,-72.8433,-68.855,10.89,22.5435,12.616,15.2873,34.8794,24.3994,18.583,-0.9714,2.3026,0.9714,-0.0878
ROAD,83,0.0013472636028785511,-361.8103,-113.139,7.002,1.5954,1.3732,-53.0512,-105.2209,-86.2681,42.925,17.5021,3.1903,4.9683,10.7018,2.4384,1.74,-1.0562,2.3026,1.0562,0.1571
AM,92,0.0013284647000632774,-219.4953,-172.9147,7.4385,6.6181,7.3771,-68.7768,-79.9242,-26.229,2.2483,10.9473,7.7919,16.1924,61.3703,54.6018,35.8337,-0.7507,2.1972,0.7507,0.027
UBSI,73,0.0012603429549613123,-80.4366,-787.4604,,,10.4779,,,4.7786,3.2874,,,8.428,,,36.6003,-0.9296,2.3026,0.9296,-0.0711
NN,66,0.0011843749001126318,-301.2273,-85.6674,-3.0161,-25.0838,-10.2648,-103.6568,-251.0832,-202.6482,430.5405,-16.2749,-108.2837,-30.9204,,,,,1.9459,,0.6769
SNOW,33,0.0011190822279456326,-1040.3953,-94.8606,2.5485,-1.5922,-1.1474,-74.0213,-104.8202,-111.4736,69.4098,92.2897,-46.128,-11.9371,65.2634,,,,2.3026,,-0.141
ARCC,55,0.0011160298691802455,-83.0213,-261.8998,,,6.6056,,,-33.9442,-55.8403,,,5.484,,,70.7152,-0.881,2.1972,0.881,0.0456
RELX,123,0.0011055060828734865,-1223.0526,-119.6152,10.5709,4.4218,3.6817,-17.5143,-73.3411,-63.1829,18.0701,55.2568,18.4912,45.0293,64.3985,26.9379,19.7638,-0.843,2.3979,0.843,0.0049
ACHC,78,0.001065961770486523,-246.8378,-122.0444,29.4033,5.4784,4.1799,161.2193,-66.9704,-58.2005,12.7897,59.9218,8.9316,10.3177,96.1615,17.9166,11.4662,-0.9295,2.3026,0.9295,-0.1263
HITI,105,0.0010524945791433515,-76.1021,-139.4533,72.196,-14.3838,-47.8551,541.5481,-243.884,-578.5514,98.4575,58.3976,-9.3078,-36.4188,28.4297,,,,2.1972,,0.4113
LOB,73,0.0009384642965512286,-141.8477,-886.1801,,,14.6257,,,46.2574,-11.3413,,,20.7463,,,42.9388,-1.4486,2.1972,1.4486,0.0747
PACB,18,0.000877828889284375,-535.1741,-111.3466,1.5623,-9.7116,-8.3451,-91.1677,-185.1368,-183.4513,-1.6926,7.1157,-35.3869,-44.661,38.2178,,,-1.6734,2.1972,1.6734,-0.3947
AMSF,118,0.0008627151627270606,-265.8708,-212.7836,,,6.4123,,,-35.8774,-6.7466,999999.0,999999.0,17.0483,,,18.3638,-0.7213,2.1972,0.7213,-0.0652
GTN,22,0.0007998619535289827,-23.0097,-1270.2424,18.5927,12.8638,77.1782,588.193,35.1247,671.7818,52.8014,15.5895,8.6288,17.7585,39.6667,27.4444,13.6444,-1.4885,2.3026,1.4885,-0.1367
KFY,42,0.0007671828103079279,-148.3333,-106.9363,132.2104,18.2725,9.649,767.1851,36.9941,-3.5099,7.9449,223.8063,24.7454,14.3127,91.5885,12.6582,8.3441,-1.0061,2.3026,1.0061,-0.0339
MRC,66,0.0007564195108937781,-113.6756,-97.7444,38.7953,8.9681,9.9723,375.9382,-50.4948,-0.2774,19.9175,55.6721,10.2955,11.336,18.2671,4.2227,2.6275,-1.1035,2.3026,1.1035,-0.0179
NREF,124,0.0007430608949375236,-35.7805,-4001.9405,,,5.8311,,,-41.6887,-61.1022,,,2.0864,,,84.1252,-0.8785,2.0794,0.8785,0.0389
TREX,59,0.0007318791586413445,-1375.3704,-101.7979,5.5048,3.5722,2.7699,-57.6077,-73.5232,-72.3013,-7.595,55.4912,28.8076,38.096,36.5256,23.7023,17.8538,-1.3423,2.3026,1.3423,-0.0692
XP,70,0.0006793751787173516,-369.2833,-257.1064,1.9281,-6.2339,4.3788,-76.8153,-136.1196,-56.2125,-2.6795,9.7864,-25.3133,16.17,18.2697,,45.6831,-1.4626,2.3026,1.4626,-0.0006
PEN,79,0.0006555523513264867,-1312.6421,-96.8428,4.1414,0.0471,0.0237,-65.91,-98.1948,-99.7625,13.3152,66.0075,0.6001,0.3117,63.1786,0.718,0.3675,-1.022,2.1972,1.022,-0.3064
FTS,46,0.0006223254986525031,-116.2367,-234.2596,12.1334,4.6884,5.4326,-6.4548,-137.5544,-45.6739,17.9421,13.8232,4.2731,6.3147,64.9835,25.11,13.2185,-0.7599,2.3026,0.7599,-0.1311
