Ticker,Industry,Score,PB,NCAV,BAB_1,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BIG,Beta,Performance
ALNY,19,0.004180899192239709,999999.0,-103.0225,-1.156,5.1057,-0.9491,-1.1134,-56.4603,-102.6929,-111.1344,76.2348,999999.0,999999.0,999999.0,83.0221,,,2.3026,1.156,0.0967
TENB,33,0.004077209740336337,-1475.4105,-107.6942,-1.3827,12.3142,-0.9541,-1.0552,-1.4529,-105.2172,-110.552,16.9087,265.5407,-16.4594,-15.5686,77.0158,,,2.1972,1.3827,-0.066
GLAD,140,0.003976616683331472,-112.1392,-167.8154,-1.0372,,,7.4479,,,-25.5207,124.2261,,,8.352,,,75.8846,2.0794,1.0372,0.0361
TNGX,19,0.003878937785945906,-327.2727,-75.1464,-1.6935,,-23.231,-9.8132,,-169.5958,-198.132,46.9308,999999.0,999999.0,-32.1159,,,,2.0794,1.6935,-0.1314
FIGS,7,0.003787385629357061,-249.0827,-69.0444,-1.6188,54.4765,4.92,3.4779,247.5562,-44.703,-65.2214,7.8704,289.6262,20.9258,8.6628,69.0856,6.2394,5.9829,2.1972,1.6188,0.2206
PLUS,130,0.00374969585458442,-219.3913,-72.2452,-1.5167,29.5063,8.6803,6.514,128.3672,-28.8323,-34.8601,7.6212,69.7161,16.4074,14.2911,24.7514,7.2814,5.7913,2.3026,1.5167,0.2941
STEL,73,0.0037041472415704157,-77.7595,-871.6106,-1.1303,,,10.9498,,,9.4979,49.1442,,,8.5145,,,28.0731,2.1972,1.1303,0.0815
ACT,137,0.003674091084744421,-104.0248,-132.3344,,999999.0,999999.0,14.1365,,,41.3649,5.3717,999999.0,999999.0,14.7054,,,59.0462,2.3026,,0.165
AFL,1,0.0036729081538743567,-229.3147,-307.7543,-1.0988,999999.0,999999.0,8.3499,,,-16.5008,-1.6187,999999.0,999999.0,19.1476,,,22.3428,2.3979,1.0988,0.2834
WTFC,73,0.0036646849317930083,-111.2171,-946.9402,-1.191,,,11.258,,,12.58,16.1292,,,12.5208,,,29.7568,2.3026,1.191,0.0456
ARHS,105,0.0035800451100549135,-656.8182,-111.0983,,26.8647,8.168,6.0388,103.4452,-31.1964,-39.6123,4.7827,461.348,112.2151,39.6638,41.968,12.76,10.48,2.3026,,-0.3139
CRWD,33,0.0035237593745630633,-3984.8799,-99.3224,-1.3638,2.5432,-0.0022,0.1055,-77.346,-97.119,-98.945,36.3335,999999.0,999999.0,4.2041,75.2672,,3.2156,2.3026,1.3638,-0.2722
EXR,124,0.0035046530668180085,-199.8925,-136.0666,-1.3246,4.4193,2.8931,2.2641,-89.6987,-106.6395,-77.3587,33.0571,7.1751,3.7578,4.5258,73.7951,48.3107,27.2478,2.3026,1.3246,0.1635
FSBW,12,0.003467917398911295,-100.0198,-1123.7312,-1.223,,,13.6908,,,36.9077,18.1307,,,13.6935,,,25.6196,2.1972,1.223,0.2102
SNOW,33,0.003404138464355364,-913.1083,-95.3867,-1.6353,4.38,-2.5133,-1.4334,-59.7023,-110.3854,-114.3342,35.8641,141.9226,-65.1483,-13.0886,67.9828,,,2.3026,1.6353,-0.2274
MPWR,132,0.003362875802070264,-1922.3543,-96.3199,-1.9124,2.6662,1.2578,1.0269,-76.4575,-87.4074,-89.731,1.5007,108.4609,40.9351,19.7407,56.0724,26.4534,22.2217,2.3026,1.9124,0.1103
REX,74,0.0033336042728403315,-132.232,-49.4915,-1.4386,20.8083,14.5841,10.14,40.3776,10.1287,1.4004,-2.5282,47.0078,26.3574,13.4084,11.7854,8.2602,9.4539,2.1972,1.4386,0.0259
VOXR,114,0.0033031180947963187,-287.0941,-95.7357,-0.586,8.3412,2.563,1.4967,-30.8599,-73.7371,-85.0329,50.2571,28.0451,6.894,4.297,81.0575,24.9066,15.6805,2.0794,0.586,0.1736
INDV,19,0.003294487960431795,999999.0,-130.4112,-0.6165,47.9956,12.6909,-5.7177,260.8093,1.4027,-157.1769,21.3097,999999.0,999999.0,999999.0,84.0805,22.2324,,2.3026,0.6165,-0.3445
TREX,59,0.0032179651252726657,-1100.1019,-100.5496,-1.6083,5.7356,3.5017,2.8026,-54.1392,-72.0185,-71.9741,-1.0132,62.8158,30.6803,30.8313,41.3219,25.2279,20.1819,2.3026,1.6083,-0.0708
GRRR,33,0.0031538839961299994,-36.8813,-17.7748,-0.2635,239.1478,57.4509,68.1423,1697.6461,336.6929,581.4229,188.7034,84.568,16.2527,25.1318,69.1226,16.6054,21.0361,2.0794,0.2635,0.4015
LASE,66,0.0031187724205334207,-127.5486,-54.192,,25.0555,-28.9504,-14.9412,65.3856,-215.8623,-249.4119,16.0721,37.4965,-34.6603,-19.0573,64.0974,,,1.9459,,5.474
PACB,18,0.0031012212492611377,-48.8679,-183.3416,-3.023,8.738,-51.3824,-74.2685,-53.0443,-900.7407,-842.6847,56.2859,5.4829,-25.7933,-36.2934,26.3214,,,2.1972,3.023,0.2813
FBP,73,0.003009652074884806,-201.9198,-675.7975,-1.3021,,,10.5143,,,5.1429,1.1951,,,21.2304,,,35.4392,2.1972,1.3021,0.0812
FTS,46,0.002999087675284058,-108.808,-247.7366,-0.9437,13.387,5.3299,6.523,16.1733,-130.7361,-34.77,2.3002,14.7946,4.7123,7.0975,69.3899,27.627,14.8347,2.3026,0.9437,0.1936
REVG,9,0.002992244535771125,-296.1216,-96.7112,-1.2299,19.7145,5.5258,3.1573,62.7533,-60.6628,-68.4272,13.1412,50.4388,11.31,9.3494,11.9826,3.3586,1.765,2.3026,1.2299,0.1054
TRUP,78,0.0029323430464194655,-382.4496,-91.401,-2.4572,12.9291,3.6446,-3.1016,2.9944,-61.8027,-131.0163,19.4928,84.2633,19.0023,-11.8622,18.3777,5.1805,,2.1972,2.4572,0.4807
MNDY,33,0.002929779862583547,-1425.4848,-93.8418,-1.7059,6.193,-0.3682,0.0229,-45.5994,-93.0371,-99.7706,40.5885,999999.0,999999.0,0.3271,88.9481,,0.3646,2.1972,1.7059,0.1447
IHRT,22,0.0029245464492059165,999999.0,-3471.6503,-2.4946,44.6862,3.3855,-540.3118,7553.9271,-2139.1382,-5503.1178,-4.1218,50.3297,3.0504,999999.0,60.1646,4.5581,,2.3026,2.4946,0.563
FRPT,107,0.0029148721566241748,-669.996,-101.265,-1.4434,3.8689,-0.4695,-0.3947,-70.0886,-105.3188,-103.9466,28.8154,23.9004,-2.3205,-2.6442,32.7127,,,2.1972,1.4434,0.0245
GCBC,12,0.002889829749470491,-260.8824,-587.4771,-1.1204,,,3.9923,,,-60.0772,-11.5547,,,10.4151,,,33.0655,2.0794,1.1204,-0.0902
PERF,33,0.002797214728304069,-159.9993,-38.1417,,62.582,-8.1696,1.9838,123.723,-51.0622,-80.1622,13.1184,999999.0,999999.0,3.174,80.5626,,8.2699,2.0794,,-0.1233
LZ,45,0.002790542045707812,-917.9327,-100.0402,-1.619,31.8311,1.5905,1.6257,132.1249,-74.5648,-83.7428,6.5725,999999.0,999999.0,14.9231,63.7879,3.1872,3.8133,2.1972,1.619,-0.2263
OTTR,46,0.002790164484550256,-243.2975,-134.0788,-1.2014,13.5013,9.0284,8.2828,9.5504,-33.1137,-17.1723,-7.6046,26.6818,14.2738,20.1518,41.8888,28.0113,21.5534,2.3026,1.2014,-0.0998
HITI,105,0.0027826926479792824,-168.0354,-113.842,-1.386,56.1298,-1.1374,-17.3089,363.5539,-113.6368,-273.0887,37.3352,93.1986,-1.5109,-29.085,26.9269,,,2.1972,1.386,0.0282
SMR,81,0.002715557843856936,-649.82,-90.7099,,0.5091,-36.4465,-17.1443,-86.2961,-352.2577,-271.4434,93.2396,42.4226,-2429.7586,-111.4073,16.8742,,,2.0794,,0.1336
OFLX,67,0.002706980726304937,-621.8766,-87.4215,-1.2372,15.3917,5.8084,4.4938,20.9541,-48.4901,-55.0618,-11.1741,210.3797,63.513,27.946,61.3332,23.1454,19.7694,2.1972,1.2372,-0.03
DEO,13,0.002652661445250782,-2243.7395,-106.7491,-1.1448,4.1638,2.0484,1.6129,-72.1401,-90.446,-83.8712,,37.922,14.9251,36.1889,60.1806,29.6068,21.5502,2.3979,1.1448,0.1245
PRI,72,0.0024631530333576275,-395.7179,-258.5459,-1.2208,,,7.5518,,,-24.482,3.4264,,,29.8838,,,22.4628,2.3026,1.2208,0.1229
HAFN,143,0.0024187722182292966,-162.5474,-120.8052,,21.0301,19.7893,17.6637,76.3613,65.2533,76.6368,38.6782,32.052,24.1287,28.7119,31.895,30.0131,23.9405,2.3026,,-0.0479
UBSI,73,0.002396923394799146,-87.4485,-702.8993,-1.2414,,,8.8929,,,-11.0714,0.7211,,,7.7767,,,35.4234,2.3026,1.2414,0.1107
SEVN,124,0.00236214734660858,-61.6339,-375.3172,-1.1343,,,12.4067,,,24.067,-3.337,,,7.6467,,,62.922,2.0794,1.1343,0.0954
DWSN,95,0.0023608327893288464,-188.2028,-78.9045,-1.1939,3.461,-26.6557,-16.5559,-59.9339,-259.6239,-265.5587,87.577,7.9645,-49.0731,-31.1586,1.7523,,,2.0794,1.1939,-0.1927
BCPC,74,0.002342563618678187,-483.5023,-104.3523,-1.0478,5.6553,2.9805,2.1548,-57.3919,-79.8192,-78.4521,-2.1137,23.2511,9.8032,10.4185,32.7454,17.2578,11.9042,2.1972,1.0478,0.0966
LUNR,66,0.0022819767047816486,999999.0,-226.6703,,-8.2984,-20.4233,10.0326,-603.7258,-955.685,0.3261,-7.4407,999999.0,999999.0,999999.0,,,10.2375,2.0794,,0.9041
ETO,71,0.002203158403325678,-102.0072,-128.1618,-1.0212,,,8.096,,,-19.0402,,,,8.2585,,,78.7988,2.0794,1.0212,0.0441
DKS,105,0.002158902858878418,-592.2041,-110.8607,-1.6985,29.8632,8.8936,6.8035,136.056,-28.259,-31.9648,4.9821,197.1771,46.9775,40.2907,34.9168,10.3987,8.1214,2.3979,1.6985,0.0409
CSPI,45,0.0020483639967096945,-316.411,-77.3404,-1.872,17.8553,1.5232,2.5942,36.0201,-73.8298,-74.0579,18.9217,95.7414,6.5342,8.2084,33.9072,2.8926,5.8595,2.0794,1.872,-0.1803
AME,66,0.0020447539300500715,-435.7476,-108.4098,-1.1342,5.8236,4.1701,3.3782,-57.4882,-71.7254,-66.2178,7.2582,20.4961,11.7414,14.7205,36.145,25.8826,19.4807,2.3026,1.1342,0.0143
CVLT,33,0.0019464977876275543,-1969.3966,-100.9074,-1.062,13.3164,1.5474,1.2214,6.1581,-82.6173,-87.7861,7.8066,999999.0,999999.0,24.0539,86.5441,10.0564,8.4186,2.1972,1.062,0.1983
FTHY,71,0.001891860164071303,-81.4871,-130.5374,-0.6901,,,9.4253,,,-5.7465,,,,7.6804,,,78.6395,2.0794,0.6901,0.085
PB,73,0.001877921295910212,-77.814,-671.2508,-1.1975,,,7.7617,,,-22.3833,-4.0344,,,6.0397,,,40.0297,2.3026,1.1975,0.1556
MSA,67,0.0018485172107381691,-739.6017,-105.2786,-1.0918,11.1986,5.0925,2.3124,-11.079,-63.0623,-76.8756,16.9962,59.9231,21.7998,17.1028,47.6681,21.6768,9.2496,2.3026,1.0918,-0.0577
HII,75,0.0018265376895826245,-232.4384,-143.7159,-1.0313,14.2774,6.4535,7.1728,17.2309,-58.6176,-28.2719,7.2874,26.9483,9.7446,16.6724,14.3705,6.4955,5.9577,2.3979,1.0313,0.0616
OTLY,107,0.0018115140256149155,-3207.6237,-102.765,-2.4776,1.3867,-2.2177,-3.0317,-90.5266,-119.8876,-130.317,8.4612,28.6779,-36.6893,-97.2455,19.4145,,,2.1972,2.4776,-0.053
RS,81,0.0018108389139703486,-205.3669,-86.3689,-1.2003,28.5042,10.7979,8.7689,128.6178,-13.679,-12.3107,-13.0344,58.3376,17.6795,18.0085,30.7128,11.6346,9.4054,2.3979,1.2003,0.0149
PNRG,95,0.001737378974492518,-120.7746,-149.2853,-0.9895,22.5833,13.6762,14.0841,76.0764,8.8742,40.8409,-10.1907,27.6211,13.3816,17.01,33.6252,20.363,22.2356,2.1972,0.9895,0.3713
EXEEL,95,0.0017303885125438837,-80.6999,-109.3783,-0.8869,52.4497,24.6479,28.8001,354.6277,107.8354,188.0013,-32.0545,43.1495,16.222,23.2417,64.8103,30.4566,32.072,2.3026,0.8869,-0.0559
ENPH,132,0.001703689942724717,-1321.4496,-98.9763,-1.9072,8.402,3.663,3.1582,-31.7715,-68.5131,-68.4176,-1.719,181.7512,63.3904,41.7346,46.202,20.1426,17.9201,2.3026,1.9072,0.1304
FTV,66,0.0016466129761806448,-184.0506,-113.8383,-1.1929,17.3063,5.459,4.171,42.0191,-61.5561,-58.2904,4.1128,29.7458,7.5063,7.6767,59.2568,18.6916,13.0684,2.3026,1.1929,0.0752
MKC,107,0.0016345153868985286,-359.876,-131.178,-0.9273,11.0917,4.5395,3.4927,-13.8945,-78.5398,-65.0733,4.9083,26.827,8.7836,12.5693,37.5627,15.3733,9.5908,2.3026,0.9273,0.175
GAM,71,0.0015848090714506065,-75.591,-101.982,-0.9902,,,20.3328,,,103.3283,,,,15.3698,,,78.2382,2.1972,0.9902,0.0757
FCN,116,0.0015771919323346042,-385.772,-96.8808,-0.7567,15.5162,5.1614,3.7506,23.0924,-56.1843,-62.4936,15.198,68.6755,18.2757,14.4689,32.5293,10.8207,8.2164,2.3026,0.7567,0.0499
GOTU,102,0.0015771209313372885,-211.8555,-80.2749,-0.9359,58.8107,-4.0372,0.1522,207.7867,-74.199,-98.4775,18.5172,1003.5025,-55.1101,0.3225,73.3111,,0.3384,2.1972,0.9359,-0.2481
ZJYL,67,0.0015707247940839946,-1671.3886,-94.463,,1.7478,0.7386,0.6431,-83.3167,-91.1365,-93.5687,3.2876,59.5487,20.1322,10.7491,34.2297,14.4654,13.0038,2.0794,,0.0156
NUE,138,0.0015517055169793031,-169.5828,-89.6207,-1.239,20.4534,16.3051,13.3764,64.8008,31.0026,33.7641,-16.376,36.127,23.0399,22.6841,22.5125,17.9466,14.4564,2.3979,1.239,-0.0285
LMAT,79,0.00153788408548715,-602.1902,-91.5214,-1.342,7.5228,2.2025,1.7604,-37.4853,-77.5548,-82.3961,19.6924,65.8879,15.4324,10.6009,65.6638,19.2248,16.3218,2.1972,1.342,0.1231
KEX,75,0.0014910345086806298,-222.2314,-118.793,-1.1099,8.678,4.0917,3.3226,-34.8296,-76.6246,-66.774,11.0202,16.7853,6.3315,7.3839,22.6437,10.6766,7.6108,2.3026,1.1099,0.0156
ROL,42,0.0014668044381520831,-2027.612,-104.1786,-0.9708,6.7321,2.4706,2.0017,-46.9053,-81.5606,-79.983,14.0015,103.9474,30.5175,40.5866,52.1725,19.1464,15.2608,2.3026,0.9708,0.028
BOKF,73,0.0014622232355764294,-113.1753,-867.247,-1.325,,,9.3863,,,-6.1366,8.5848,,,10.623,,,27.6785,2.3026,1.325,0.1059
EC,95,0.001333275819949974,-1617.4636,-106.808,-1.1957,3.1831,2.5759,1.8204,-79.4406,-84.6174,-81.7957,-10.2884,30.157,19.5238,29.4448,38.4186,31.0905,20.6154,2.3979,1.1957,-0.1912
CDZI,147,0.0013304915484299517,-512.4281,-128.7492,-1.2174,-0.3762,-8.7911,-12.2792,-119.805,-198.101,-222.7917,32.6449,-1.2214,-22.836,-62.9219,,,,1.9459,1.2174,-0.0195
DOOO,67,0.0012753555797415793,-816.8573,-135.7244,-1.6215,29.8704,16.2098,14.5045,184.3135,39.3643,45.0454,-0.7017,88.4308,38.3912,118.4814,26.4378,14.3471,9.679,2.3026,1.6215,-0.0933
CIVB,73,0.0012604904609930616,-61.0404,-1636.7033,-1.2597,,,17.8316,,,78.3156,16.9355,,,10.8845,,,25.2688,2.1972,1.2597,0.1716
MCB,73,0.0012573910165536134,-72.3021,-1444.9824,-1.7074,,,17.9511,,,79.5109,-1.9597,,,12.979,,,34.1129,2.1972,1.7074,0.2048
PEN,79,0.001207819080914246,-577.4291,-91.5614,-1.4131,10.4726,1.4078,0.936,-15.5303,-84.968,-90.6398,24.9535,76.7224,8.2509,5.4048,64.4902,8.6693,6.0197,2.3026,1.4131,0.0968
MATV,109,0.0010994511112504884,-86.3786,-215.6963,-1.7497,19.7204,0.5376,-46.9274,127.1233,-210.6098,-569.2743,23.7705,18.4019,0.4013,-40.5352,17.5617,0.4788,,2.3026,1.7497,0.0346
HIPO,118,0.0010952736337542473,-97.359,-404.3732,-1.7928,999999.0,999999.0,-56.0687,,,-660.6874,75.188,999999.0,999999.0,-54.588,,,,2.1972,1.7928,0.1148
MED,107,0.0010889831167075939,-110.7549,-43.4139,-1.5964,1061.2226,172.8951,46.1741,2748.6842,420.3928,361.7413,-32.937,1508.2621,196.5816,51.1401,72.3704,11.7906,9.6112,2.3026,1.5964,-0.104
FTEK,112,0.0010392518950721942,-74.375,1.7647,-0.8473,416.5432,-94.9873,-3.6146,278.2018,-74.0098,-136.1464,0.5197,83.2571,-15.1886,-2.6884,43.0412,,,2.0794,0.8473,-0.0561
SG,127,0.0009940231063564988,-652.8256,-102.8693,,3.5226,-3.606,-2.8695,-65.9551,-118.3282,-128.695,24.2363,45.224,-37.0358,-18.7328,17.4508,,,2.1972,,0.2428
OEC,74,0.0009834586538391898,-256.7951,-156.154,-1.2972,22.4874,10.2365,10.6318,130.4103,-29.5553,6.3182,-6.7458,35.9277,13.0837,27.302,23.8133,10.8401,6.8979,2.3026,1.2972,-0.2022
SDHY,54,0.0009801019356135742,-78.6439,-139.3829,-0.6587,,,9.5416,,,-4.5843,54.031,,,7.5039,,,79.3731,2.0794,0.6587,0.1124
PMM,71,0.000965224352817068,-73.7067,-114.0407,-0.7756,,,3.6186,,,-63.8139,,,,2.6672,,,77.378,2.0794,0.7756,0.0639
EHC,64,0.0009619169624830243,-370.4009,-133.7519,-1.0199,16.8005,6.2006,5.7089,47.7191,-69.8996,-42.9112,10.4079,40.132,11.8493,21.1457,41.298,15.242,10.1175,2.3026,1.0199,0.1132
FBRT,124,0.0009402825939982208,-56.5922,18.3226,,5.2489,3.0777,12.6329,-324.9598,-422.2642,26.3288,55.0324,4.8597,2.2796,7.1492,46.3455,27.1745,19.9115,2.1972,,0.0451
AIT,67,0.0008761173936493325,-432.7488,-91.7501,-1.1908,17.9539,6.6599,5.4528,44.4478,-47.5948,-45.4715,1.5095,73.2213,21.7288,23.5971,29.84,11.0689,8.8964,2.3026,1.1908,0.1596
MRC,66,0.000866986455713858,-126.3228,-86.2898,-1.3258,42.141,11.8246,11.5691,354.0326,-8.0666,15.6915,2.1583,66.1402,14.847,14.6145,20.5144,5.7563,3.7722,2.3026,1.3258,-0.0103
FITBO,73,0.000853269528697136,-65.4729,-1656.6824,-0.9603,,,19.0433,,,90.4327,3.9496,,,12.4682,,,28.3828,2.3026,0.9603,0.187
FITBI,73,0.000850856621880219,-82.2896,-1338.5588,-0.6017,,,15.1516,,,51.5159,3.9496,,,12.4682,,,28.3828,2.3026,0.6017,0.0185
HKD,55,0.0008326541702359878,-74.9884,2.7005,,11.6618,8.7471,12.7779,-4.7031,-21.0584,27.7785,,7.6743,4.605,9.5819,70.1567,52.622,109.5941,2.0794,,0.0596
