Ticker,Industry,Score,PB,NCAV,BAB_1,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BIG,Beta,Performance
GSL,75,0.004613667893475619,-72.2425,-177.8316,-1.0689,25.0283,23.8033,28.5121,174.19,157.1574,185.1207,10.2943,20.4969,15.5949,20.5978,55.8237,53.0914,36.5911,2.1972,1.0689,-0.1203
CYBR,33,0.004556280121693331,-1463.1822,-100.0845,-1.199,5.3325,-1.0425,-0.4365,-55.257,-104.4051,-104.3652,27.0704,160.4754,-25.0987,-6.3871,79.2348,,,2.1972,1.199,0.2234
WVE,19,0.0044211183804801785,-2655.0657,-99.6124,-0.922,,-7.9821,-4.4242,,-132.6569,-144.2424,3005.0973,999999.0,999999.0,-117.4666,,,,2.1972,0.922,0.5085
GCTS,132,0.0042831056574109735,999999.0,-193.9801,,3.2888,-7.11,-13.8709,-119.3027,-253.9883,-238.7087,-3.8455,999999.0,999999.0,999999.0,42.014,,,2.0794,,-0.2153
CTNM,19,0.004233617848527814,999999.0,-114.1366,,,4.5092,3.8478,,-47.3135,-61.5219,,999999.0,999999.0,999999.0,,32.154,37.072,2.0794,,-0.1867
AMAL,73,0.0041629972213339805,-152.3623,-928.2515,-1.1341,,,11.1881,,,11.8813,7.2061,,,17.0465,,,34.9243,2.1972,1.1341,0.1164
ALNY,19,0.004133050583962293,999999.0,-102.756,-1.0666,4.6361,-0.8618,-1.0153,-60.2987,-102.4555,-110.1528,76.2348,999999.0,999999.0,999999.0,83.0221,,,2.3026,1.0666,-0.1397
TENB,33,0.004070120039688726,-1377.9969,-108.2381,-1.2831,13.2062,-1.0232,-1.1298,5.5137,-105.586,-111.298,16.9087,265.5407,-16.4594,-15.5686,77.0158,,,2.1972,1.2831,-0.0434
GLAD,140,0.003933903681618633,-116.1884,-165.452,-0.9616,,,7.1884,,,-28.1163,124.2261,,,8.352,,,75.8846,2.0794,0.9616,0.2559
TNGX,19,0.0038351288678065906,-284.2689,-71.3865,-1.2243,,-29.8396,-11.2977,,-180.1241,-212.9773,46.9308,999999.0,999999.0,-32.1159,,,,2.0794,1.2243,-0.5554
PLUS,130,0.003770298311638687,-283.9041,-78.552,-1.4312,22.4955,6.6178,5.0338,76.4743,-45.004,-49.6621,7.6212,69.7161,16.4074,14.2911,24.7514,7.2814,5.7913,2.3026,1.4312,-0.2237
FIGS,7,0.0037631814643802734,-304.034,-74.6394,-1.5807,41.9287,3.7867,2.8493,184.7387,-54.6974,-71.5073,7.8704,289.6262,20.9258,8.6628,69.0856,6.2394,5.9829,2.1972,1.5807,-0.1274
WTFC,73,0.0037114051204631643,-116.2929,-909.9738,-1.1559,,,10.7666,,,7.6662,16.1292,,,12.5208,,,29.7568,2.3026,1.1559,0.1948
STEL,73,0.0036693109496094395,-84.0932,-813.4953,-1.0692,,,10.1251,,,1.2509,49.1442,,,8.5145,,,28.0731,2.1972,1.0692,0.1404
AFL,1,0.00364984306589478,-294.3105,-261.8737,-1.0395,999999.0,999999.0,6.5059,,,-34.9408,-1.6187,999999.0,999999.0,19.1476,,,22.3428,2.3979,1.0395,-0.0999
ACT,137,0.0035830146247006704,-121.1898,-127.7546,-0.8363,,,12.1342,,,21.3422,5.3717,999999.0,999999.0,14.7054,,,59.0462,2.3026,0.8363,-0.0981
ARHS,105,0.0035780708984846097,-450.6606,-116.1752,,41.2467,12.5407,8.8013,196.5126,0.2783,-11.9875,4.7827,461.348,112.2151,39.6638,41.968,12.76,10.48,2.3026,,-0.1382
EXR,124,0.0035043193878552046,-232.5821,-130.9974,-1.1852,3.9533,2.5881,1.9459,-91.1466,-105.7063,-80.5409,33.0571,7.1751,3.7578,4.5258,73.7951,48.3107,27.2478,2.3026,1.1852,-0.1575
CRWD,33,0.003490040748852324,-2900.2019,-99.069,-1.3824,3.5338,-0.0031,0.145,-68.8734,-96.0415,-98.5504,36.3335,999999.0,999999.0,4.2041,75.2672,,3.2156,2.3026,1.3824,0.2394
FSBW,12,0.0034362511663920525,-121.0474,-945.8945,-1.1893,,,11.3125,,,13.1249,18.1307,,,13.6935,,,25.6196,2.1972,1.1893,-0.0475
SNOW,33,0.00337418940227136,-705.4843,-94.029,-1.5557,5.8199,-3.3395,-1.8553,-47.8426,-113.4418,-118.5527,35.8641,141.9226,-65.1483,-13.0886,67.9828,,,2.3026,1.5557,0.4365
REX,74,0.0033434207022623777,-135.6577,-50.7669,-1.3496,19.9572,13.9876,9.884,36.8328,7.3476,-1.1602,-2.5282,47.0078,26.3574,13.4084,11.7854,8.2602,9.4539,2.1972,1.3496,-0.0621
MPWR,132,0.0033376677417062983,-2134.3489,-96.6854,-1.9719,2.3945,1.1297,0.9249,-78.7958,-88.6582,-90.7509,1.5007,108.4609,40.9351,19.7407,56.0724,26.4534,22.2217,2.3026,1.9719,-0.352
VOXR,114,0.003266960134301389,-336.9355,-96.3665,-0.5727,7.0262,2.1589,1.2753,-41.0875,-77.6221,-87.2469,50.2571,28.0451,6.894,4.297,81.0575,24.9066,15.6805,2.0794,0.5727,-0.2069
INDV,19,0.0032638119740181757,999999.0,-146.3915,-0.6464,76.7991,20.307,-8.7222,450.4055,54.6872,-187.2219,21.3097,999999.0,999999.0,999999.0,84.0805,22.2324,,2.3026,0.6464,0.2488
TREX,59,0.0032030829672493317,-1022.2051,-100.5915,-1.6904,6.1725,3.7684,3.0162,-50.6444,-69.8862,-69.8384,-1.0132,62.8158,30.6803,30.8313,41.3219,25.2279,20.1819,2.3026,1.6904,0.0119
GRRR,33,0.0031411096753039855,-51.6897,-41.3312,-0.4004,167.3719,40.208,48.6204,1182.6448,211.5863,386.2045,188.7034,84.568,16.2527,25.1318,69.1226,16.6054,21.0361,2.0794,0.4004,5.5757
PACB,18,0.003052427049340654,-62.612,-165.0471,-3.0432,7.5355,-44.3115,-57.9656,-63.3516,-724.9683,-679.6564,56.2859,5.4829,-25.7933,-36.2934,26.3214,,,2.1972,3.0432,0.0976
LASE,66,0.0030499310211900233,-825.7443,-92.9243,,2.6629,-3.0769,-2.3079,-74.4537,-117.8967,-123.0789,16.0721,37.4965,-34.6603,-19.0573,64.0974,,,1.9459,,-0.5543
FBP,73,0.002996655076243392,-218.3058,-632.5782,-1.208,,,9.7251,,,-2.7491,1.1951,,,21.2304,,,35.4392,2.1972,1.208,-0.0736
FTS,46,0.002946784797552004,-129.8765,-223.7708,-0.8322,12.3388,4.9126,5.4648,-2.6723,-125.7501,-45.3515,2.3002,14.7946,4.7123,7.0975,69.3899,27.627,14.8347,2.3026,0.8322,-0.0877
IHRT,22,0.002920097728289048,999999.0,-2257.1312,-2.4365,43.8447,3.3217,-345.6834,4796.8676,-1404.6099,-3556.8335,-4.1218,50.3297,3.0504,999999.0,60.1646,4.5581,,2.3026,2.4365,0.086
REVG,9,0.002917854628980206,-327.3206,-97.0246,-1.3065,17.9729,5.0376,2.8563,47.2403,-64.4123,-71.4366,13.1412,50.4388,11.31,9.3494,11.9826,3.3586,1.765,2.3026,1.3065,0.1575
FRPT,107,0.0029014788784587527,-686.3966,-101.2347,-1.2904,3.7778,-0.4585,-0.3852,-70.8033,-105.1917,-103.8523,28.8154,23.9004,-2.3205,-2.6442,32.7127,,,2.1972,1.2904,0.0643
MNDY,33,0.002887919632577316,-1631.8231,-94.6205,-1.5994,5.3381,-0.3173,0.02,-52.4782,-93.9175,-99.7996,40.5885,999999.0,999999.0,0.3271,88.9481,,0.3646,2.1972,1.5994,-0.1485
GCBC,12,0.0028778298706790017,-237.3566,-635.7938,-1.0588,,,4.388,,,-56.1203,-11.5547,,,10.4151,,,33.0655,2.0794,1.0588,-0.0728
TRUP,78,0.0028703672426767385,-566.301,-94.1927,-2.225,8.3357,2.3497,-2.0947,-30.4431,-74.2035,-120.9467,19.4928,84.2633,19.0023,-11.8622,18.3777,5.1805,,2.1972,2.225,0.173
PERF,33,0.002820503264016519,-140.2733,-29.4429,,104.1726,-13.5989,2.2628,155.1841,-44.1804,-77.3725,13.1184,999999.0,999999.0,3.174,80.5626,,8.2699,2.0794,,0.5208
OTTR,46,0.002765224995972866,-219.0215,-137.8561,-1.1241,14.7343,9.8529,9.2008,21.6928,-25.7001,-7.9918,-7.6046,26.6818,14.2738,20.1518,41.8888,28.0113,21.5534,2.3026,1.1241,-0.0628
LZ,45,0.0027560768734548407,-710.2253,-100.052,-1.5055,43.2989,2.1635,2.1012,200.0105,-67.1261,-78.9883,6.5725,999999.0,999999.0,14.9231,63.7879,3.1872,3.8133,2.1972,1.5055,0.1887
PNRG,95,0.002749266153487664,-165.624,-135.9393,-1.0161,16.2032,9.8125,10.2703,28.3965,-20.6079,2.7025,-10.1907,27.6211,13.3816,17.01,33.6252,20.363,22.2356,2.1972,1.0161,0.4058
HITI,105,0.0027346865417064393,-172.7688,-113.4628,-1.2308,54.6517,-1.1075,-16.8347,350.8538,-113.2631,-268.3465,37.3352,93.1986,-1.5109,-29.085,26.9269,,,2.1972,1.2308,0.516
DEO,13,0.002699417621411303,-2522.9801,-106.0022,-1.13,3.7342,1.8371,1.4344,-75.2236,-91.5035,-85.6563,,37.922,14.9251,36.1889,60.1806,29.6068,21.5502,2.3979,1.13,-0.0942
SMR,81,0.00264822376888837,-736.6212,-91.8046,,0.4433,-31.7344,-15.1241,-87.911,-322.5325,-251.241,93.2396,42.4226,-2429.7586,-111.4073,16.8742,,,2.0794,,0.4294
OFLX,67,0.0026249118389760915,-603.2307,-87.0327,-1.1862,15.9186,6.0072,4.6327,24.6928,-46.8979,-53.6727,-11.1741,210.3797,63.513,27.946,61.3332,23.1454,19.7694,2.1972,1.1862,-0.1563
PRI,72,0.0024645195201414443,-444.3419,-241.1963,-1.1266,,,6.7254,,,-32.7458,3.4264,,,29.8838,,,22.4628,2.3026,1.1266,0.0242
HAFN,143,0.0024174156092306564,-154.7668,-121.8511,,21.9699,20.6736,18.5517,85.2274,73.561,85.5168,38.6782,32.052,24.1287,28.7119,31.895,30.0131,23.9405,2.3026,,-0.185
UBSI,73,0.002397967786663121,-97.1261,-642.827,-1.1487,,,8.0068,,,-19.9321,0.7211,,,7.7767,,,35.4234,2.3026,1.1487,0.0458
GRDN,129,0.0023854638468029927,-1765.5866,-106.3241,,18.6036,3.6568,2.8552,51.7334,-74.9541,-71.4476,15.1043,228.7211,35.9664,50.4118,19.9112,3.9138,2.8844,2.3026,,0.1451
DWSN,95,0.0023709120983856774,-151.9346,-73.8689,-1.0808,4.5094,-34.731,-20.5079,-50.3697,-297.7277,-305.0792,87.577,7.9645,-49.0731,-31.1586,1.7523,,,2.0794,1.0808,-0.1161
BCPC,74,0.0023578821253691295,-530.2024,-103.9689,-1.0202,5.1781,2.729,1.965,-61.1448,-81.5967,-80.3501,-2.1137,23.2511,9.8032,10.4185,32.7454,17.2578,11.9042,2.1972,1.0202,-0.0847
SEVN,124,0.002334775589796882,-67.5108,-351.3505,-1.0534,,,11.3267,,,13.2668,-3.337,,,7.6467,,,62.922,2.0794,1.0534,-0.0369
ETO,71,0.0023169970113564218,-106.5067,-126.972,-0.9821,,,7.754,,,-22.4604,,,,8.2585,,,78.7988,2.0794,0.9821,-0.0197
LUNR,66,0.0023070014168606345,999999.0,-166.5234,,-6.643,-16.3494,5.2688,-364.5417,-549.3801,-47.3118,-7.4407,999999.0,999999.0,999999.0,,,10.2375,2.0794,,1.6286
DKS,105,0.0021454113249318825,-616.4163,-110.4341,-1.3886,28.6666,8.5373,6.5363,126.7839,-31.0769,-34.6372,4.9821,197.1771,46.9775,40.2907,34.9168,10.3987,8.1214,2.3979,1.3886,0.1111
EC,95,0.002052322917834788,-1308.2,-108.4174,-1.1176,3.8789,3.139,2.2508,-74.5802,-80.9809,-77.4921,-10.2884,30.157,19.5238,29.4448,38.4186,31.0905,20.6154,2.3979,1.1176,-0.0877
EXEEL,95,0.002036840107493827,-76.1895,-109.9335,-0.8813,55.2318,25.9553,30.5051,381.5416,120.1393,205.051,-32.0545,43.1495,16.222,23.2417,64.8103,30.4566,32.072,2.3026,0.8813,0.3787
CSPI,45,0.0020350496334784083,-259.3525,-72.3552,-1.7615,22.7308,1.9392,3.1649,65.9451,-68.0723,-68.3505,18.9217,95.7414,6.5342,8.2084,33.9072,2.8926,5.8595,2.0794,1.7615,0.3025
FTHY,71,0.0020169057774769585,-88.4132,-128.1451,-0.6654,,,8.687,,,-13.1302,,,,7.6804,,,78.6395,2.0794,0.6654,-0.015
AME,66,0.0020057902951150118,-441.9956,-108.2909,-1.1693,5.747,4.1153,3.3305,-58.0891,-72.125,-66.6953,7.2582,20.4961,11.7414,14.7205,36.145,25.8826,19.4807,2.3026,1.1693,0.0618
CVLT,33,0.0019869432060573107,-2359.9559,-100.7572,-1.234,11.0023,1.2785,1.0193,-11.4105,-85.4941,-89.8075,7.8066,999999.0,999999.0,24.0539,86.5441,10.0564,8.4186,2.1972,1.234,0.0094
PB,73,0.0018761776957225368,-89.9237,-594.3226,-1.0794,,,6.7164,,,-32.8356,-4.0344,,,6.0397,,,40.0297,2.3026,1.0794,0.0719
RS,81,0.0018419542289562364,-208.4192,-86.5685,-1.1256,28.0886,10.6405,8.6405,125.2697,-14.9432,-13.5949,-13.0344,58.3376,17.6795,18.0085,30.7128,11.6346,9.4054,2.3979,1.1256,-0.0643
HII,75,0.001807683032820458,-246.7591,-141.1788,-0.9834,13.5866,6.1412,6.7565,10.4274,-61.0192,-32.4346,7.2874,26.9483,9.7446,16.6724,14.3705,6.4955,5.9577,2.3979,0.9834,-0.2777
MSA,67,0.0018056170870325015,-696.9361,-105.6017,-1.005,11.8405,5.3844,2.454,-5.6353,-60.8011,-75.46,16.9962,59.9231,21.7998,17.1028,47.6681,21.6768,9.2496,2.3026,1.005,-0.0463
OTLY,107,0.0017416502760398192,-3037.4954,-102.9198,-2.1637,1.4629,-2.3395,-3.2015,-89.996,-121.0015,-132.015,8.4612,28.6779,-36.6893,-97.2455,19.4145,,,2.1972,2.1637,-0.1599
GAM,71,0.0017228593273212623,-81.3121,-101.8425,-0.966,,,18.9022,,,89.0223,,,,15.3698,,,78.2382,2.1972,0.966,0.0336
ENPH,132,0.0017077665916369858,-1493.7887,-99.0944,-1.9077,7.4055,3.2286,2.7939,-39.6431,-72.1458,-72.0613,-1.719,181.7512,63.3904,41.7346,46.202,20.1426,17.9201,2.3026,1.9077,-0.3408
MKC,107,0.0016465198015564524,-422.8391,-126.5354,-0.8438,9.7137,3.9755,2.9726,-26.7161,-81.7353,-70.2741,4.9083,26.827,8.7836,12.5693,37.5627,15.3733,9.5908,2.3026,0.8438,-0.0648
FTV,66,0.00158566673161103,-197.8855,-112.8708,-1.2106,16.1925,5.1077,3.8794,32.09,-64.2438,-61.2065,4.1128,29.7458,7.5063,7.6767,59.2568,18.6916,13.0684,2.3026,1.2106,-0.0408
NUE,138,0.001560924755148172,-164.7433,-89.3157,-1.1548,21.043,16.7752,13.7693,69.642,34.8509,37.6935,-16.376,36.127,23.0399,22.6841,22.5125,17.9466,14.4564,2.3979,1.1548,-0.2405
ZJYL,67,0.001557268379460498,-1697.4024,-94.5478,,1.7201,0.7269,0.6333,-83.5724,-91.2724,-93.6673,3.2876,59.5487,20.1322,10.7491,34.2297,14.4654,13.0038,2.0794,,-0.631
GOTU,102,0.0015167227908943594,-159.2869,-73.7651,-0.902,105.4761,-7.2406,0.2025,309.3639,-65.684,-97.975,18.5172,1003.5025,-55.1101,0.3225,73.3111,,0.3384,2.1972,0.902,-0.4615
LMAT,79,0.0015166555006499664,-676.3444,-92.451,-1.2163,6.6526,1.9477,1.5674,-44.3394,-80.0157,-84.3262,19.6924,65.8879,15.4324,10.6009,65.6638,19.2248,16.3218,2.1972,1.2163,0.0066
FCN,116,0.0014833949600306007,-405.0257,-97.0291,-0.6932,14.7472,4.9056,3.5724,17.241,-58.2671,-64.2765,15.198,68.6755,18.2757,14.4689,32.5293,10.8207,8.2164,2.3026,0.6932,-0.1598
KEX,75,0.0014618924999770938,-225.6903,-118.505,-1.1476,8.5611,4.0366,3.2717,-35.8284,-76.9828,-67.2832,11.0202,16.7853,6.3315,7.3839,22.6437,10.6766,7.6108,2.3026,1.1476,-0.1443
ROL,42,0.0014148518663602222,-2084.4839,-104.0646,-0.8749,6.5513,2.4042,1.9471,-48.3539,-82.0637,-80.5292,14.0015,103.9474,30.5175,40.5866,52.1725,19.1464,15.2608,2.3026,0.8749,-0.083
BOKF,73,0.0013604874164298442,-125.1653,-793.7495,-1.2383,,,8.4872,,,-15.1282,8.5848,,,10.623,,,27.6785,2.3026,1.2383,0.0597
CDZI,147,0.0013150973002028815,-502.4132,-129.3223,-1.2625,-0.3826,-8.9414,-12.5239,-120.1998,-200.0565,-225.2394,32.6449,-1.2214,-22.836,-62.9219,,,,1.9459,1.2625,0.6844
DOOO,67,0.0012661082439790082,-740.6079,-139.4024,-1.5753,32.1317,17.437,15.9979,213.585,53.7126,59.9786,-0.7017,88.4308,38.3912,118.4814,26.4378,14.3471,9.679,2.3026,1.5753,-0.1333
MCB,73,0.0012577632819605793,-87.1109,-1216.3354,-1.5607,,,14.8994,,,48.994,-1.9597,,,12.979,,,34.1129,2.1972,1.5607,0.1171
CIVB,73,0.0012543164799081069,-71.5161,-1411.6064,-1.2354,,,15.2196,,,52.1959,16.9355,,,10.8845,,,25.2688,2.1972,1.2354,0.1737
MED,107,0.0011313789407194671,-99.236,-36.8456,-1.4487,1554.7908,253.3076,51.5338,3079.3488,480.7981,415.3385,-32.937,1508.2621,196.5816,51.1401,72.3704,11.7906,9.6112,2.3026,1.4487,-0.0578
PEN,79,0.0011295245584241175,-633.3051,-92.3059,-1.3539,9.5114,1.2786,0.8534,-22.983,-86.2942,-91.4657,24.9535,76.7224,8.2509,5.4048,64.4902,8.6693,6.0197,2.3026,1.3539,0.2433
VTLE,95,0.0011192912253883888,-35.0924,-303.4326,-1.1532,27.7104,21.7898,41.8853,320.2992,195.6224,318.853,-19.3771,16.2746,10.2379,14.6986,46.2057,36.3333,26.5332,2.3026,1.1532,0.1507
HIPO,118,0.0011111062715145833,-108.5324,-373.038,-1.708,999999.0,999999.0,-50.2965,,,-602.9648,75.188,999999.0,999999.0,-54.588,,,,2.1972,1.708,0.4829
MATV,109,0.0011055333746599848,-89.3643,-211.8308,-1.7364,19.4155,0.5293,-45.3596,119.535,-206.9142,-553.5956,23.7705,18.4019,0.4013,-40.5352,17.5617,0.4788,,2.3026,1.7364,-0.3439
SDHY,54,0.0010411682405793332,-87.48,-135.405,-0.6048,,,8.5778,,,-14.222,54.031,,,7.5039,,,79.3731,2.0794,0.6048,0.0
PMM,71,0.0010272710228033531,-78.4158,-113.1975,-0.6993,,,3.4013,,,-65.987,,,,2.6672,,,77.378,2.0794,0.6993,-0.0601
FTEK,112,0.0010002231912835484,-70.2044,7.8101,-0.7768,1195.3037,-272.5735,-3.8294,300.6693,-72.4658,-138.2937,0.5197,83.2571,-15.1886,-2.6884,43.0412,,,2.0794,0.7768,0.0297
SG,127,0.0009981606317134874,-811.3056,-102.3088,,2.7861,-2.8521,-2.309,-72.6054,-114.748,-123.0897,24.2363,45.224,-37.0358,-18.7328,17.4508,,,2.1972,,-0.0768
OEC,74,0.0009812523677594435,-204.859,-170.3902,-1.5705,25.668,11.6844,13.3272,188.8241,-11.696,33.2721,-6.7458,35.9277,13.0837,27.302,23.8133,10.8401,6.8979,2.3026,1.5705,-0.1028
EHC,64,0.0009590200704201619,-412.3348,-130.3194,-0.9591,15.5327,5.7327,5.1283,32.6963,-72.9607,-48.7171,10.4079,40.132,11.8493,21.1457,41.298,15.242,10.1175,2.3026,0.9591,-0.0323
FBRT,124,0.0008827977341818597,-59.1441,13.2174,,5.207,3.0531,12.0878,-315.2534,-408.3594,20.8781,55.0324,4.8597,2.2796,7.1492,46.3455,27.1745,19.9115,2.1972,,0.0075
FITBO,73,0.0008705148573110391,-77.7139,-1411.4844,-0.8517,,,16.0437,,,60.4371,3.9496,,,12.4682,,,28.3828,2.3026,0.8517,-0.0633
FITBI,73,0.0008676917386530735,-83.8128,-1316.0487,-0.5634,,,14.8762,,,48.7622,3.9496,,,12.4682,,,28.3828,2.3026,0.5634,0.0164
