Ticker,Industry,Score,PB,NCAV,BAB_1,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BIG,Beta,Performance
DWSN,95,0.003680588604498253,-134.2905,-70.4356,-1.0908,5.2889,-40.7344,-23.2024,-43.8489,-323.7065,-332.0239,87.577,7.9645,-49.0731,-31.1586,1.7523,,,2.0794,1.0908,-0.0949
CVLT,33,0.003571131078611734,-2382.0365,-100.7502,-1.437,10.8953,1.266,1.0098,-12.2317,-85.6285,-89.9019,7.8066,999999.0,999999.0,24.0539,86.5441,10.0564,8.4186,2.1972,1.437,0.0939
UBSI,73,0.0035586121504773915,-101.5726,-619.0635,-1.1522,,,7.6563,,,-23.4373,0.7211,,,7.7767,,,35.4234,2.3026,1.1522,-0.0526
SDRL,95,0.0033973145347455254,-96.7089,-101.3866,,14.772,12.1252,8.7908,17.6154,-2.9058,-12.0918,70.2857,14.2709,9.3711,8.5015,27.7181,22.7517,17.0201,2.3026,,-0.3567
LZ,45,0.003380038673471949,-844.23,-100.0437,-1.5613,35.1329,1.7555,1.7677,152.3898,-72.3442,-82.3235,6.5725,999999.0,999999.0,14.9231,63.7879,3.1872,3.8133,2.1972,1.5613,0.1733
RS,81,0.0033191557274711734,-195.0144,-85.6453,-1.2489,30.0101,11.3684,9.2344,140.7541,-9.0966,-7.6556,-13.0344,58.3376,17.6795,18.0085,30.7128,11.6346,9.4054,2.3979,1.2489,0.107
OHI,124,0.00319857887742731,-234.1473,-135.4197,-0.8252,6.862,3.5897,2.3215,-69.7421,-110.2213,-76.7852,8.128,11.1451,4.6642,5.4357,98.7776,51.6731,21.6116,2.1972,0.8252,0.0183
DKS,105,0.0031305515414631075,-684.909,-109.3907,-1.3781,25.7481,7.6681,5.8826,104.1049,-37.9694,-41.1736,4.9821,197.1771,46.9775,40.2907,34.9168,10.3987,8.1214,2.3979,1.3781,-0.0633
FBRT,124,0.002878351644884589,-59.5874,12.375,-0.9934,5.1998,3.0489,11.9979,-313.6519,-406.065,19.9787,55.0324,4.8597,2.2796,7.1492,46.3455,27.1745,19.9115,2.1972,0.9934,0.0404
OEC,74,0.0028444427947248484,-183.8007,-178.4549,-1.6152,27.2296,12.3952,14.8541,221.9151,-1.5789,48.5412,-6.7458,35.9277,13.0837,27.302,23.8133,10.8401,6.8979,2.3026,1.6152,-0.1755
ROL,42,0.0028016602423732457,-1911.4924,-104.4324,-0.8512,7.134,2.6181,2.1233,-43.6799,-80.4405,-78.7671,14.0015,103.9474,30.5175,40.5866,52.1725,19.1464,15.2608,2.3026,0.8512,0.1926
PB,73,0.002795263776482934,-96.3932,-561.1458,-1.0402,,,6.2657,,,-37.3434,-4.0344,,,6.0397,,,40.0297,2.3026,1.0402,-0.0341
LMAT,79,0.0026970296971083043,-680.816,-92.5006,-1.1485,6.6065,1.9342,1.5571,-44.705,-80.1469,-84.4292,19.6924,65.8879,15.4324,10.6009,65.6638,19.2248,16.3218,2.1972,1.1485,-0.0507
HITI,105,0.0026551537693940514,-261.8769,-108.8818,-1.1782,36.5389,-0.7404,-11.1064,197.4431,-108.7501,-211.0637,37.3352,93.1986,-1.5109,-29.085,26.9269,,,2.1972,1.1782,-0.4217
NUE,138,0.0025953122321892294,-125.1223,-85.9325,-1.307,27.544,21.9576,18.1295,123.3605,77.5526,81.2953,-16.376,36.127,23.0399,22.6841,22.5125,17.9466,14.4564,2.3979,1.307,0.0796
MED,107,0.0025806455723402393,-93.5035,-32.9737,-1.4801,2023.0321,329.5937,54.6932,3274.2654,516.4051,446.9324,-32.937,1508.2621,196.5816,51.1401,72.3704,11.7906,9.6112,2.3026,1.4801,-0.2099
SDHY,54,0.0024982435290179473,-87.4815,-135.4044,-0.5876,,,8.5777,,,-14.2235,54.031,,,7.5039,,,79.3731,2.0794,0.5876,0.0313
GOTU,102,0.0024137943282737115,-85.7699,-51.278,-0.8494,999999.0,999999.0,0.3761,660.2473,-36.2702,-96.2394,18.5172,1003.5025,-55.1101,0.3225,73.3111,,0.3384,2.1972,0.8494,0.4055
KEX,75,0.0023458303297124723,-193.1255,-121.6253,-1.1987,9.8054,4.6233,3.8234,-25.0078,-73.1017,-61.7665,11.0202,16.7853,6.3315,7.3839,22.6437,10.6766,7.6108,2.3026,1.1987,-0.0173
HII,75,0.0022778044409084127,-178.2276,-157.0128,-1.2848,17.6802,7.9915,9.3545,52.8885,-46.0305,-6.4546,7.2874,26.9483,9.7446,16.6724,14.3705,6.4955,5.9577,2.3979,1.2848,0.1008
AME,66,0.0021639757105914783,-469.2926,-107.8086,-1.2052,5.4348,3.8918,3.1367,-60.5269,-73.7464,-68.6325,7.2582,20.4961,11.7414,14.7205,36.145,25.8826,19.4807,2.3026,1.2052,-0.0297
CPB,107,0.0020702720029199054,-319.3536,-175.7507,-0.5486,15.5309,6.4089,4.9956,38.2617,-76.8945,-50.044,2.9817,27.5067,9.0806,15.9536,30.8323,12.7231,6.2848,2.3026,0.5486,-0.0628
ROG,74,0.002045460712347629,-146.241,-83.7604,-1.0037,17.6548,3.9207,3.3153,38.9603,-64.8431,-66.8472,-6.4662,26.5359,4.7144,4.8483,33.8067,7.5077,6.7195,2.1972,1.0037,-0.2974
DOOO,67,0.002032639452367898,-641.9008,-145.4614,-1.4387,35.6228,19.3315,18.4579,261.8059,77.3495,84.579,-0.7017,88.4308,38.3912,118.4814,26.4378,14.3471,9.679,2.3026,1.4387,-0.2708
PEN,79,0.0020163662623669545,-787.4153,-93.8118,-1.2107,7.59,1.0203,0.6864,-38.0565,-88.9767,-93.136,24.9535,76.7224,8.2509,5.4048,64.4902,8.6693,6.0197,2.3026,1.2107,0.1557
CDZI,147,0.002006358183011946,-846.2575,-117.4083,-1.2776,-0.2411,-5.6348,-7.4353,-111.9924,-159.4024,-174.3531,32.6449,-1.2214,-22.836,-62.9219,,,,1.9459,1.2776,-0.4162
HKD,55,0.001999679537681172,-59.3404,29.7825,,16.6006,12.4515,16.1474,20.4265,-0.2416,61.4735,,7.6743,4.605,9.5819,70.1567,52.622,109.5941,2.0794,,-0.25
FTEK,112,0.0018003585519887806,-72.2897,4.7002,-0.784,617.7957,-140.8803,-3.7189,289.1115,-73.2601,-137.189,0.5197,83.2571,-15.1886,-2.6884,43.0412,,,2.0794,0.784,-0.0385
YUMC,127,0.0017825054553944665,-263.7796,-107.3595,-1.065,11.0489,6.6411,5.223,-10.5465,-42.5832,-47.77,14.4967,40.2176,19.3386,13.7772,17.3701,10.4405,9.038,2.3979,1.065,0.1491
MSA,67,0.0017679581876182944,-664.642,-105.8739,-0.9843,12.3775,5.6286,2.5732,-1.0503,-58.8964,-74.2676,16.9962,59.9231,21.7998,17.1028,47.6681,21.6768,9.2496,2.3026,0.9843,-0.0902
PMM,71,0.0017374513721176484,-73.7031,-114.0414,-0.6372,,,3.6188,,,-63.8121,,,,2.6672,,,77.378,2.0794,0.6372,0.0352
PCB,73,0.0017368889268564976,-77.9047,-997.9931,-1.1183,,,12.7341,,,27.3406,-4.7479,,,9.9204,,,34.8933,2.0794,1.1183,-0.0451
BOKF,73,0.0016372812181202027,-132.6349,-754.6796,-1.1819,,,8.0092,,,-19.9079,8.5848,,,10.623,,,27.6785,2.3026,1.1819,-0.0265
MATV,109,0.001573974674279246,-58.6342,-270.4412,-1.6543,23.0904,0.6295,-69.1325,234.5931,-262.9479,-791.3246,23.7705,18.4019,0.4013,-40.5352,17.5617,0.4788,,2.3026,1.6543,-0.397
HIPO,118,0.0015375761520811822,-160.9469,-284.1196,-1.6726,,,-33.9168,,,-439.1678,75.188,999999.0,999999.0,-54.588,,,,2.1972,1.6726,-0.0328
SG,127,0.0014834859878349587,-748.9873,-102.5009,-1.9625,3.0357,-3.1076,-2.5011,-70.3261,-115.9751,-125.0109,24.2363,45.224,-37.0358,-18.7328,17.4508,,,2.1972,1.9625,-0.2035
AIT,67,0.00148015259561073,-539.7389,-93.3854,-1.2502,14.4476,5.3592,4.372,15.8146,-57.9828,-56.2805,1.5095,73.2213,21.7288,23.5971,29.84,11.0689,8.8964,2.3026,1.2502,-0.0079
MYPS,33,0.0013911960367122959,-88.2611,-60.8156,-1.1965,191.6625,-1.5648,-0.7921,684.8972,-53.7665,-107.9214,8.0103,149.9312,-0.9793,-0.6991,76.1308,,,2.1972,1.1965,-0.3386
AES,46,0.001223247857108717,-139.3231,-469.1078,-1.4442,6.6365,5.9607,0.9978,-212.2506,-236.7155,-90.0222,0.4042,8.0665,5.796,1.3901,19.7663,17.7534,0.6568,2.3979,1.4442,-0.0285
OMEX,75,0.0012190890432887123,999999.0,-836.7701,-1.2794,999999.0,999999.0,-22.0873,-56.0944,-445.1879,-320.8729,-30.151,999999.0,999999.0,999999.0,,,,1.7918,1.2794,-0.4253
LQDT,123,0.0011422868548402983,-607.5892,-97.3324,-0.9527,19.9398,3.0238,2.3651,52.3524,-66.6822,-76.3489,12.2878,396.9744,48.159,14.3701,54.7411,8.3012,7.3818,2.1972,0.9527,-0.0094
CTRA,95,0.0010019687685271844,-146.6809,-128.0251,-0.7791,13.5067,10.5948,8.9011,8.5606,-16.2018,-10.989,-40.7027,19.2783,12.0977,13.0562,49.0095,38.4437,30.3837,2.3026,0.7791,0.1181
CPAY,123,0.0008671921242189583,-742.7083,-119.0148,-1.2288,9.8878,5.5765,4.3481,-25.4698,-67.5051,-56.5186,9.6463,34.0987,15.3848,32.294,78.1807,44.0925,28.2087,2.3026,1.2288,0.0547
NXTT,45,0.0007943184584034155,-18.0251,890.7982,,19.3378,-16.7394,31.279,50.1657,-214.5144,212.7903,,3.2451,-2.2472,5.6381,57.1654,,100.828,1.9459,,-0.9055
LUNR,66,0.0007656954032552554,999999.0,-125.3078,-0.6219,-3.9444,-9.7077,2.0044,-200.6409,-270.9598,-79.9556,-7.4407,999999.0,999999.0,999999.0,,,10.2375,2.0794,0.6219,-0.5701
CIVB,73,0.0007312667257545421,-83.9385,-1217.4961,-1.2112,,,12.9672,,,29.6717,16.9355,,,10.8845,,,25.2688,2.1972,1.2112,-0.0185
MTX,74,0.0005320807237434005,-143.3074,-122.8739,-1.2161,16.1247,8.9002,3.5645,37.7274,-37.4681,-64.3549,2.0889,21.3094,9.4096,5.1082,23.3697,12.8992,3.9707,2.3026,1.2161,-0.1577
FTV,66,0.0005220288556015342,-189.8199,-113.4177,-1.1519,16.8237,5.3068,4.0442,37.7027,-62.7245,-59.5581,4.1128,29.7458,7.5063,7.6767,59.2568,18.6916,13.0684,2.3026,1.1519,-0.0006
XP,70,0.000520137862751481,-178.8115,-416.4866,-1.4273,3.3009,-7.8989,9.0542,-103.5339,-229.5853,-9.4581,8.8266,4.807,-9.2025,16.1899,24.6034,,47.9698,2.3026,1.4273,0.188
RPD,33,0.0005041170658838057,999999.0,-138.994,-1.4419,18.3285,-1.0506,-5.0474,57.1191,-132.7959,-150.4738,13.5201,127.2993,-5.8374,999999.0,70.1628,,,2.1972,1.4419,-0.3032
DEI,124,0.00035516472633563415,-78.5877,-263.5727,-1.3801,6.8151,1.5482,-2.0077,-145.4924,-280.2861,-120.0767,2.7007,7.4317,1.3506,-1.5778,64.5627,14.6665,,2.3026,1.3801,-0.1208
ASM,82,0.0002883523162791053,-117.7974,-97.4637,-1.6163,6.3809,-0.0971,-0.3267,-48.0397,-98.8972,-103.2675,-1.0287,7.5421,-0.0918,-0.3849,18.1,,,2.0794,1.6163,0.7526
CAKE,127,0.00026939677355114174,-761.0163,-191.7794,-1.3436,49.6817,6.1778,3.3056,348.2996,-59.2232,-66.9444,4.1278,192.4121,19.1408,25.1559,40.9393,5.0907,2.3262,2.3026,1.3436,0.0707
TRVI,19,0.00024096912205670876,-360.6635,-72.576,-1.1025,,-15.7968,-7.8187,,-163.286,-178.187,,999999.0,999999.0,-28.1992,,,,0.0,1.1025,0.4404
ANRO,19,0.00024045622864693635,999999.0,-164.9882,,,-96.1359,-25.9285,,-305.1364,-359.2851,,999999.0,999999.0,999999.0,,,,0.0,,-0.532
NMG,103,0.00024026521446104647,-249.1116,-119.6052,-1.1411,-6.4562,-35.6166,-32.7944,-172.9559,-439.014,-427.944,,-13.5874,-59.9652,-81.6947,,,,0.0,1.1411,-0.0566
MREO,19,0.00023890779450174384,-4739.1109,-97.9901,-1.2293,0.3171,-1.1587,-1.002,-95.3054,-106.8501,-110.0202,,999999.0,999999.0,-47.4868,74.26,,,2.0794,1.2293,-0.307
CGEM,14,0.00023567274573645967,-117.1046,-12.888,-1.3085,,-294.8619,-25.4695,,-299.1069,-354.6947,,999999.0,999999.0,-29.8259,,,,0.0,1.3085,-0.3688
OTLK,14,0.00023554431917743586,999999.0,-130.485,-1.3164,,-136.342,-176.0165,,-1730.8348,-1860.1647,,999999.0,999999.0,999999.0,,,,0.0,1.3164,-0.3932
SRRK,14,0.00023267666791011864,-1489.7808,-93.9684,-1.4928,,-5.4809,-3.9529,,-133.9897,-139.5294,,999999.0,999999.0,-58.8901,,,,0.0,1.4928,-0.2631
CADL,14,0.00022873446024388046,-2052.0067,-96.2815,-1.7353,,-15.5183,-11.6053,,-212.0303,-216.0532,,999999.0,999999.0,-238.142,,,,0.0,1.7353,-0.4093
BLMN,127,0.0001911148626443916,-238.8914,-370.736,-1.5949,43.4196,19.0991,18.7911,416.2628,88.8425,87.9111,3.9636,66.5155,23.4067,44.8904,17.2538,7.5895,4.4372,2.3026,1.5949,-0.3355
FITBI,73,0.00019094216047482572,-85.1895,-1296.3975,-0.5407,,,14.6358,,,46.3582,3.9496,,,12.4682,,,28.3828,2.3026,0.5407,0.0102
FITBO,73,0.00018752991557114163,-72.7907,-1500.1858,-0.7506,,,17.1288,,,71.2881,3.9496,,,12.4682,,,28.3828,2.3026,0.7506,0.0192
SB,75,0.0001858824781703587,-49.5949,-200.2357,-1.0007,14.699,11.5436,15.744,36.3585,-15.8126,57.4396,-17.255,9.8538,6.1909,7.8082,41.1118,32.2865,21.3059,2.1972,1.0007,0.0357
TOYO,88,0.00013563011415815147,-282.7457,-161.2571,,10.7531,7.7467,4.9177,-13.4354,-36.557,-50.8229,,32.814,18.9118,13.9046,26.6612,19.2072,12.683,2.0794,,-0.1628
SBAC,124,0.00013294673708407373,999999.0,-169.4399,-1.0505,6.2688,3.3293,2.0569,-78.2403,-115.1506,-79.4305,2.9668,30.0759,12.7782,999999.0,77.4072,41.1094,16.1825,2.3026,1.0505,0.1002
BTSGU,80,0.0001282280259134494,-1724.2609,-132.6677,,10.2848,1.0557,-1.3438,-23.391,-120.8438,-113.4379,14.3204,36.1732,2.9706,-23.1705,16.2448,1.6675,,2.3026,,0.0462
ACDC,99,0.0001282280259134494,-103.7992,-186.4396,,18.6567,8.9998,-3.5201,90.4266,-51.409,-135.201,17.5214,19.5193,7.5327,-3.6538,15.8388,7.6405,,2.3026,,0.0073
RDIB,90,0.00010832190926475382,-528.2684,-364.6732,-0.7347,7.1765,-3.2504,-14.0419,-90.4359,-267.5666,-240.4186,9.664,11.6036,-4.2044,-74.1787,11.9253,,,2.1972,0.7347,-0.0744
HUM,78,0.00010039670438640908,-187.2697,-200.6163,-1.2809,,,8.8564,,,-11.4359,14.5408,,,16.5854,,,2.5442,2.4849,1.2809,0.0555
