Ticker,Industry,Score,BAB_1,UMD_12,UMD_6,UMD_3,STR_1,STR_0,Beta,Performance
CGEM,14,0.0006251607545223486,-1.2998,63.6605,70.5991,113.7413,8.2118,-1.2515,1.2998,-0.04
MHD,70,0.0005110671902052197,-0.6524,8.6409,9.5932,4.7589,1.148,0.7557,0.6524,0.0298
WAFDP,73,0.0004466771402978512,-0.9822,-9.8816,12.5181,11.3445,-1.7306,-0.9304,0.9822,-0.0485
FHB,73,0.00037716191906326054,-1.3151,-16.5517,10.5739,3.1157,-1.778,0.4699,1.3151,-0.0043
OCCIO,145,0.00027569759032430825,,10.3925,4.0851,3.9239,-1.6286,-2.1583,,0.0202
CARS,45,0.00022460727847644526,-1.3703,-2.0537,-0.7471,0.7584,10.3226,1.0089,1.3703,0.1391
OXLCP,71,0.00010875928062806233,-0.5299,10.783,6.8365,2.7519,-0.0026,0.4263,0.5299,0.0237
CHRW,68,0.0,-1.0281,-24.9461,-15.0514,-10.5323,2.2469,0.8376,1.0281,0.2012
WLYB,21,0.0,-1.0555,-22.1371,-6.8257,7.9291,-14.9474,-1.3524,1.0555,0.081
BBCP,50,0.0,-1.0258,3.934,8.4768,5.8823,5.0061,-0.1287,1.0258,-0.2404
AENT,44,0.0,-0.3162,-65.5102,-15.0754,70.7071,-19.5266,1.9417,0.3162,0.4604
CVS,129,0.0,-1.0943,-6.1903,14.4362,8.8065,0.0271,6.934,1.0943,-0.2133
PZZA,127,0.0,-1.0209,-15.9433,-8.1229,4.0194,3.932,-2.7213,1.0209,-0.3207
LNG,98,0.0,-0.9541,-3.3765,-6.1759,-13.7707,-1.5495,0.7137,0.9541,0.103
SGML,82,0.0,-1.0948,-54.5117,-49.9371,-48.8111,9.2279,-25.5208,1.0948,-0.1853
UNMA,1,0.0,-0.7521,10.6485,11.8553,4.6061,-1.3815,0.2997,0.7521,0.0469
EPR,124,0.0,-1.0193,11.0008,-3.2094,-6.3185,1.3091,0.595,1.0193,0.0366
ZVIA,13,0.0,,-59.7297,-43.5606,-27.3171,29.5302,-7.1429,,-0.3714
BIPI,75,0.0,,-3.1738,7.8216,13.962,-1.9183,0.6443,,-0.032
OABI,15,0.0,,39.0588,1.3722,28.4783,10.6599,-1.7341,,-0.3049
TOYO,88,0.0,,7.796,3.7998,2.1898,-0.0089,-0.0983,,-0.8072
SWIM,111,0.0,,-0.3077,-12.6685,30.6452,-12.037,2.4194,,-0.2011
CNCK,55,0.0,,1.7857,1.1834,0.1953,-0.5848,-0.1456,,0.0291
CNTY,65,0.0,-1.9733,-69.1489,-55.7927,-33.1797,-3.7931,1.9544,1.9733,-0.1694
GSBC,73,0.0,-1.238,-7.9173,1.6712,-2.9049,-1.868,-0.9286,1.238,0.0654
ACGLN,118,0.0,,14.167,13.6578,3.5583,-2.8042,-1.8756,,-0.0556
OPCH,80,0.0,-1.3145,0.1559,-7.0871,6.1818,0.4047,2.618,1.3145,-0.1391
DVA,86,0.0,-1.2058,56.7688,23.2353,21.6758,-6.3977,0.1553,1.2058,0.0253
API,33,0.0,-1.4799,-14.5963,-2.4823,1.476,7.6364,-0.7937,1.4799,-0.1417
JBHT,144,0.0,-1.2012,10.3775,6.5192,7.3441,4.1164,-0.6453,1.2012,-0.1802
PLOW,36,0.0,-1.4521,-31.0913,-19.84,-11.698,0.7208,-2.5935,1.4521,-0.0728
FTAI,85,0.0,-1.3067,143.3838,56.6344,37.6863,-16.1824,-0.8545,1.3067,0.611
ALNT,47,0.0,-1.7935,-33.5763,-18.7786,7.8664,-15.7255,1.0015,1.7935,-0.264
NHC,64,0.0,-0.8819,80.5299,45.3834,24.8378,6.3144,1.5058,0.8819,0.2366
SFBC,131,0.0,-0.6407,2.7863,7.8122,10.4587,-1.8948,-0.2207,0.6407,0.0341
INTC,132,0.0,-1.5809,69.5908,20.4397,0.4766,-0.2738,-4.644,1.5809,-0.29
BDX,79,0.0,-0.8215,2.0957,-14.8601,-0.8304,-2.8413,0.3555,0.8215,-0.0451
KMI,92,0.0,-0.9251,6.8619,5.3758,-0.0046,-5.4983,-2.8476,0.9251,0.0873
MSI,121,0.0,-0.9874,28.9419,19.0178,3.4578,-5.2202,-1.2831,0.9874,0.1014
KGC,114,0.0,-0.9979,39.7938,1.5111,-14.4781,-24.1186,-10.0,0.9979,0.2839
COHR,48,0.0,-2.3039,47.9832,69.073,66.0649,7.2003,1.307,2.3039,0.237
BARK,105,0.0,-1.9712,-7.4074,-21.875,54.8947,5.6,4.8387,1.9712,0.4661
JYNT,91,0.0,-1.898,-36.3168,4.9894,6.8035,-26.8959,-0.6415,1.898,0.0669
GT,11,0.0,-1.837,1.1207,-12.2663,-17.5685,-14.4075,-2.6779,1.837,-0.1699
CSQ,53,0.0,-1.1127,24.1484,11.6779,12.4126,-2.1508,0.4294,1.1127,0.065
VYX,94,0.0,-1.8214,-26.7107,-39.1007,-28.9343,-6.1029,3.0279,1.8214,0.0444
AXON,101,0.0,-1.3988,43.9467,45.8981,35.7393,1.5561,3.0645,1.3988,-0.0523
GOCO,137,0.0,-1.5032,-32.652,-18.205,-6.2728,18.5214,4.033,1.5032,0.0038
GLDD,83,0.0,-1.4025,64.5683,4.0956,32.2254,7.2131,-0.2361,1.4025,0.0106
GCT,27,0.0,,700.4057,190.5744,234.4068,15.7375,-29.8828,,-0.0544
MERC,109,0.0,-1.4603,-9.3917,5.1542,1.3515,-7.139,-0.498,1.4603,-0.1782
SGI,62,0.0,-1.4906,28.8103,16.8855,28.5813,1.4794,3.7988,1.4906,-0.102
ONEW,8,0.0,-1.7856,-5.9835,-1.7596,-5.0308,-2.4771,-4.1844,1.7856,-0.0063
DJT,34,0.0,,169.2946,135.857,122.7689,-32.5116,11.0191,,-0.3851
EVLV,35,0.0,-1.5035,31.0231,-42.7954,-7.243,-27.33,-41.5966,1.5035,-0.5232
CECO,112,0.0,-1.5504,49.549,66.1417,18.1772,0.9479,-1.6807,1.5504,0.2175
CRON,0,0.0,-1.5865,-2.8846,2.5381,-3.8095,-31.1881,-0.3788,1.5865,-0.1434
BHF,72,0.0,-1.6203,-20.1246,-9.7556,-12.26,-9.922,-2.5258,1.6203,-0.1352
NVRI,42,0.0,-1.6638,-2.8235,9.1149,30.2839,-5.6901,-1.986,1.6638,-0.0126
GAB,71,-3.668266196298952e-05,-0.9729,5.3963,6.9215,10.7182,-0.0885,2.0036,0.9729,0.0034
UPWK,45,-8.200032154672776e-05,-1.7099,14.7959,-9.7594,-5.4622,10.1481,0.1646,1.7099,-0.1146
ECC           ,145,-0.00019887277812194457,-0.8009,6.0439,7.6579,11.8367,-1.8038,-0.995,0.8009,0.0416
OXLCN,71,-0.0002803419362982992,,10.1102,5.7044,2.3432,-0.2045,0.0854,,0.0493
WYNN,65,-0.00033147061738686754,-1.3345,-9.8437,0.1038,19.1425,-4.0016,-4.653,1.3345,-0.1777
ETV,70,-0.00043033255237497585,-0.9214,9.2993,7.1083,7.4814,0.6562,0.8462,0.9214,0.0812
CRDL,14,-0.00045973561014513544,-2.0794,273.3334,96.0,110.7527,7.6531,0.5495,2.0794,0.0829
MTH,63,-0.0005628690008547703,-1.5704,49.9885,13.5022,8.7962,-2.6389,2.2774,1.5704,-0.0479
PPL,46,-0.0006645242165662308,-0.9831,0.0094,7.6031,-0.3759,-6.1462,-3.3083,0.9831,0.007
AFCG,123,-0.0007322274504085094,-1.1781,-12.6769,-6.0363,2.5217,-8.3958,4.7506,1.1781,0.053
ZEUS,81,-0.0008111354617677792,-1.1562,20.2557,21.8086,17.7837,-3.5015,-2.2724,1.1562,-0.3742
WABC,73,-0.0008940540180117799,-1.1172,-12.4001,3.8797,-11.2152,-2.7133,-0.127,1.1172,0.036
SLRC,54,-0.0009838809560447867,-0.8991,8.1699,2.7731,1.203,-3.4295,0.3947,0.8991,0.0814
ELV,78,-0.001055335742397035,-1.0344,7.8405,13.5473,3.6272,-0.3461,3.4839,1.0344,0.0768
WASH,73,-0.0011208385002848596,-1.4821,-34.1275,-6.9967,-9.2524,-2.8739,-0.646,1.4821,0.0626
OMF,55,-0.0012086616047220274,-1.331,24.1931,20.7815,14.8261,-1.6218,-0.304,1.331,0.0084
CNX,95,-0.00130380268259273,-0.6904,31.9775,-6.9696,0.0949,-13.3238,-4.1848,0.6904,0.0293
SAIC,45,-0.0013635615651469578,-1.1525,31.5483,19.038,17.7602,8.8204,-0.7376,1.1525,-0.0903
INSM,19,-0.0014393060326100683,-1.3155,40.0899,23.9399,5.8069,6.2723,2.6647,1.3155,1.4525
SATL,121,-0.0015173018152715688,-1.3469,-49.8316,-3.871,15.5039,-6.7114,5.3571,1.3469,-0.3453
IVVD,14,-0.0015757686136450427,,131.25,122.4044,164.2857,6.3882,-4.0984,,-0.7113
UEC,103,-0.0016673864359879722,-1.5159,91.1846,57.7273,6.1162,-4.0346,-6.647,1.5159,-0.1884
NODK,118,-0.00177247378028053,-0.8888,5.4235,11.2069,9.0699,-4.3693,-0.4068,0.8888,0.0128
DMLP,95,-0.0018511918638983082,-0.9085,10.6044,15.7337,10.0929,-13.763,-5.4005,0.9085,-0.0803
TEO,139,-0.0019207291474463044,-1.1349,50.4486,29.0493,-10.7186,-5.3206,0.3871,1.1349,-0.1062
AR,95,-0.002004107175347752,-1.0918,-1.9667,-8.0525,8.5427,-13.8503,-8.0161,1.0918,0.1135
EEX,123,-0.0020735140034773515,-1.2938,47.1649,31.5668,9.387,-9.8074,3.8344,1.2938,-0.1292
GNL,124,-0.0021477802959422865,-1.5908,-40.5728,-27.7245,-18.8774,-0.8219,-0.4093,1.5908,0.0501
OGI,19,-0.002208242294832441,-2.0805,-25.7221,40.2597,61.194,5.5556,23.8806,2.0805,-0.2696
BFIN,131,-0.002328947838554127,-0.9139,0.1882,14.5168,10.5869,-4.1414,-0.3895,0.9139,-0.0007
ASBA,73,-0.0023946040734047725,,,8.8605,3.58,-4.1477,-0.1754,,0.0117
PDS,95,-0.002473097696964425,-1.2857,4.6941,-9.347,6.9413,-14.4221,-7.1873,1.2857,-0.0105
AGM,53,-0.0025520910798842644,-1.2753,28.4539,7.6702,8.049,-4.6972,0.9,1.2753,-0.0224
MSA,67,-0.0026320034061189986,-1.1723,37.0531,-0.522,4.0556,-4.2179,1.5992,1.1723,-0.0291
VTMX,123,-0.0027062744947390217,,,-1.9366,-3.6945,-10.3718,-3.5948,,-0.2491
ICCM,79,-0.002785494256179023,,13.3929,15.4545,23.301,-5.5118,-13.5593,,-0.447
RCC,124,-0.0028928185272047054,-0.4377,7.1894,5.8164,2.5563,-1.4553,-0.4942,0.4377,0.0033
WK,33,-0.002933496386356143,-1.4242,-4.3731,-22.5403,-14.1739,4.8421,1.5846,1.4242,-0.1166
INBK,73,-0.003013528616468081,-1.6764,19.8212,58.2057,37.762,-4.755,1.2364,1.6764,-0.1443
AHCO,80,-0.0030960289479883933,-1.4788,-32.129,-10.7718,19.1393,-2.5665,4.344,1.4788,-0.0834
BNL,124,-0.0031904678687541877,-1.0886,-10.6907,-3.6074,-6.7504,-1.7782,-1.1078,1.0886,0.0701
CXW,124,-0.003269234873153866,-1.1,53.9014,36.2727,3.8808,-1.8012,2.492,1.1,-0.1114
HSBC,131,-0.003356967809875374,-0.9214,9.6226,5.2077,0.8277,-5.0217,0.9572,0.9214,0.1607
SLB,99,-0.003425424999297515,-1.1644,-8.9487,-16.7016,-4.8087,-10.8004,-1.1282,1.1644,-0.1407
NTRA,78,-0.0034959100030909343,-1.4296,58.3319,43.0102,52.9422,-2.7961,-2.1222,1.4296,0.2044
UBS,73,-0.0035783451069020477,-1.2889,38.4437,9.9089,0.9414,-5.3541,2.0867,1.2889,0.0101
SLMBP,55,-0.0036763581224395483,-0.7837,25.0255,23.9289,9.9893,-4.1961,0.3444,0.7837,0.0404
RGNX,14,-0.003711335271653184,-1.777,-9.983,16.8781,7.7275,4.2473,6.3682,1.777,-0.4702
WMB,92,-0.003831668633740027,-0.9119,26.4368,7.6684,-1.1246,-9.3894,-3.1767,0.9119,0.0888
GFR,95,-0.0039023886491327668,,-48.4937,-48.9403,-12.1061,-16.2264,-3.01,,0.1851
JSM,70,-0.003989541251088608,-0.9238,19.1823,14.2631,10.1427,-3.2995,0.2357,0.9238,-0.0802
GAME,133,-0.004068233435468909,-0.9624,-77.3256,-39.838,-7.6923,-2.5641,-22.1374,0.9624,-0.1875
NU,55,-0.00414564504644067,,141.3276,58.5091,35.7831,-5.2351,3.0253,,0.0413
CRESY,123,-0.004207296491792691,-1.3558,20.2084,6.1928,-7.6219,-12.4841,-2.6744,1.3558,-0.06
TSM,132,-0.004281142641071904,-1.3468,53.322,45.1113,36.5104,-5.1452,-0.9939,1.3468,0.257
LCNB,73,-0.004375229524054225,-1.0827,-17.3426,-4.7791,-5.49,-6.8493,-1.0225,1.0827,-0.0925
AGRO,52,-0.004455284775710586,-1.2376,28.981,-12.7457,-10.0,-9.2262,-1.9444,1.2376,-0.0925
DVN,95,-0.004533871444678948,-1.1362,-15.4071,-13.7982,0.0147,-17.3768,-5.8004,1.1362,-0.0675
AGCO,66,-0.004602250936388661,-1.3049,-18.5162,-16.2822,-5.6449,-10.0036,-3.3073,1.3049,-0.1896
JPM,73,-0.004693063004676777,-1.0322,35.0975,27.9173,18.868,-7.3237,-1.5992,1.0322,0.0563
SBRA,124,-0.004773649670316909,-1.0441,27.5864,12.9331,-2.5255,-4.3603,-2.0266,1.0441,0.0813
LYFT,123,-0.004814503068744574,-2.2438,67.1779,32.4959,24.4292,-13.6391,5.349,2.2438,-0.2788
ACET,19,-0.004908021127733438,-1.714,-68.2119,21.2121,95.122,1.6667,-5.3571,1.714,-0.5339
UTHR,19,-0.005013225498210146,-0.8067,-5.246,1.697,-3.6597,1.4402,7.7786,0.8067,0.387
PCTY,33,-0.005063106219744772,-1.6312,-11.0713,-17.2245,5.5041,1.3102,2.865,1.6312,-0.2057
EVH,102,-0.005154146585015088,-1.3919,-2.1053,31.9402,18.9423,11.857,5.6022,1.3919,-0.3653
BILL,45,-0.005218805219607394,-1.8619,-24.9801,-43.3405,-3.1273,3.2434,3.8988,1.8619,-0.1613
BMRN,19,-0.00532685754697546,-0.9022,-12.9644,-6.3313,-5.713,0.3902,1.0713,0.9022,-0.0528
MTG,118,-0.005404719996525508,-1.1017,47.9028,12.9477,12.4633,-10.2422,-0.506,1.1017,0.0059
SLNHP,45,-0.005469193979146919,,-12.6866,95.0,-6.25,2.735,-1.9713,,0.9965
XYZ,33,-0.005522744238939506,-2.1501,1.5505,36.2386,21.8481,0.0505,5.4773,2.1501,-0.1847
IKT,14,-0.005622951975045355,-1.3136,-50.2315,9.1371,132.684,-0.0,6.1135,1.3136,-0.4372
NNI,55,-0.005727546274594848,-0.9673,-4.2512,-7.2002,0.272,-9.3801,-1.0153,0.9673,0.1021
CROX,134,-0.0057553128842489235,-2.0375,-0.4308,24.985,17.1265,-13.5005,-1.1496,2.0375,0.027
DSGR,67,-0.005872040496940479,-1.2717,40.3032,24.7987,18.2755,-12.5484,-0.201,1.2717,-0.1574
BMA,30,-0.005942385453005323,-1.4355,130.8173,57.5624,45.5022,-19.6347,7.1471,1.4355,0.1954
CMG,127,-0.006037154349241183,-1.1669,79.819,38.6963,20.3664,-7.9278,1.8132,1.1669,0.0579
HCA,64,-0.006117314157078466,-1.0863,29.1636,11.6092,23.9077,-5.7846,-0.5005,1.0863,-0.0274
GEO,63,-0.006193444235410666,-1.0552,36.6102,63.1579,17.9512,-15.0538,4.2011,1.0552,0.0992
OKLO,46,-0.006280003073366591,,5.2475,2.8046,2.4085,-18.5325,-14.0272,,-0.3627
CSTM,81,-0.006338756681814338,-1.4701,17.7576,7.3481,8.7906,-15.6974,-7.5084,1.4701,-0.1575
NL,74,-0.006426611440875088,-1.1712,-25.6269,3.1675,-0.5791,-59.5988,-12.9707,1.1712,-0.2832
