Ticker,Industry,Score,BAB_1,UMD_12,UMD_6,UMD_3,STR_1,STR_0,Beta,Performance
MERC,109,-0.00011153573719627422,-1.3498,-33.4313,-34.8881,2.1957,-6.6783,2.8875,1.3498,-0.0567
GLDD,83,-0.00011210589320950159,-1.3567,80.9249,36.8306,25.8292,6.869,0.6814,1.3567,-0.223
PLOW,36,-0.00011216373512388696,-1.3574,-3.4436,6.9076,-5.744,7.6762,-0.1268,1.3574,0.0092
CRON,0,-0.00011792313717054596,-1.4271,-1.4286,-20.0772,-8.4071,0.4831,-2.4876,1.4271,-0.1214
CCS,63,-0.00011901882829161769,-1.4698,22.3732,7.9758,-9.1542,19.8235,3.1321,1.4698,-0.0616
CGNT,33,-0.00011983687822363956,-1.2387,56.167,8.2895,7.4412,-4.8603,2.1542,1.2387,0.153
SRAD,34,-0.0001206664965385385,-1.3441,69.2458,69.578,48.5813,-0.9259,-0.8676,1.3441,0.2729
AXON,101,-0.00012137712577241608,-1.4689,174.8866,125.9346,74.3678,6.2697,4.378,1.4689,-0.0638
CECO,112,-0.00012281491050142418,-1.4863,63.0855,27.9664,10.639,1.9669,-6.2965,1.4863,-0.3201
SGRY,64,-0.00012428244250068765,-1.7721,-30.0734,-13.7319,-25.4773,10.5838,0.3744,1.7721,0.1057
BHF,72,-0.00012558305926129617,-1.5198,-0.4372,17.6814,14.1176,8.3811,1.6598,1.5198,0.2457
FTAI,85,-0.00013509392261237867,-1.6349,300.0533,98.7533,30.7477,13.4053,-11.2446,1.6349,-0.1949
NVRI,42,-0.00013883712078617568,-1.6802,20.0315,-14.0113,-36.318,-8.9356,-7.6623,1.6802,-0.1677
ALNT,47,-0.0001393329086237647,-1.6862,-1.4774,-2.215,24.5853,7.3401,0.2444,1.6862,-0.0973
VYX,94,-0.00013947338184441493,-1.6879,-10.1611,10.0152,7.487,7.5862,6.3592,1.6879,-0.2604
GT,11,-0.00013990306463699205,-1.6931,-22.6985,-10.6418,24.7166,20.4545,1.6854,1.6931,0.0423
STM,132,-0.00014072111456901393,-1.703,-44.9594,-37.4238,-17.9828,6.6416,4.8179,1.703,-0.095
JYNT,91,-0.00014163005893792711,-1.714,26.5659,-21.9187,3.6251,11.0068,-2.4558,1.714,0.186
EVLV,35,-0.0001417457427666979,-1.7154,-7.4766,38.4615,0.5076,-0.2525,1.2438,1.7154,-0.2166
VUZI,121,-0.00014230598302317346,-1.9669,17.6744,88.806,194.186,-63.6364,21.2928,1.9669,-0.5145
QVCGA,27,-0.0001450906580442984,-1.9823,-51.6484,-38.0282,-26.6667,13.6364,-5.5556,1.9823,-0.5
ONEW,8,-0.00014777782812403083,-1.7884,-20.4126,-14.8994,-8.4894,21.9191,7.6385,1.7884,-0.0082
BARK,105,-0.0001494635067718335,-1.8088,161.4622,62.3077,26.3473,10.4265,2.0725,1.8088,-0.2487
MVO,95,-0.00015314747311504965,-0.933,-17.9507,2.0958,-3.501,2.0858,-6.5574,0.933,-0.3162
ZVIA,13,-0.00015407433366141127,-1.8646,40.0,236.8544,184.1584,-59.9303,-20.4724,1.8646,-0.4793
COHR,48,-0.00015565259161106964,-1.8837,171.1146,81.5983,32.9314,2.9242,-0.994,1.8837,-0.3286
SWIM,111,-0.0001664194508173776,-2.014,166.9355,71.5026,5.92,1.5106,11.1717,2.014,0.0307
MMM,79,-0.00025044444632569835,-1.2361,64.6926,34.1292,-0.8117,2.4005,1.1282,1.2361,0.1449
CGEM,14,-0.0003385445551490699,-1.3085,52.0785,-43.9574,-32.8061,5.9225,3.9535,1.3085,-0.3688
MOH,78,-0.00039992665740477075,-1.2064,-16.7852,-4.0403,-13.6997,4.8465,2.3591,1.2064,0.1436
PECO,124,-0.00042778689133495234,-0.4567,13.8507,25.0791,7.1455,5.684,4.0758,0.4567,0.0191
SVRA,19,-0.0005521125648248286,-1.2471,-15.2564,-19.1932,-22.5995,7.1104,6.4024,1.2471,-0.0195
UPWK,45,-0.0006310637354185576,-1.352,21.2885,63.86,79.668,5.254,3.4706,1.352,-0.184
GSBC,73,-0.0006937067914078598,-1.1985,23.8019,24.3569,8.8069,8.3871,3.3242,1.1985,-0.0429
AEF,54,-0.0008256430709146571,-0.9956,14.6147,5.8559,-1.3319,-1.325,1.859,0.9956,-0.0117
EVH,102,-0.0008350313772225368,-2.2004,-56.0664,-40.0189,-60.2564,9.5987,-1.3227,2.2004,-0.1236
OKLO,46,-0.0008948140000988804,-0.9032,114.1618,120.7547,272.3618,1.7094,9.1098,0.9032,0.0389
PRA,118,-0.0009771299174837135,-0.9865,30.3669,16.2143,24.6269,5.9281,1.5664,0.9865,0.487
ECC           ,145,-0.0010216271386172579,-0.6716,15.835,-1.776,-4.4465,-1.4053,-2.2574,0.6716,-0.0383
ACHC,78,-0.0011644820562239598,-1.5737,-42.4316,-38.2784,-48.102,4.1157,-7.0922,1.5737,-0.2835
OXLCP,71,-0.0011647979705238223,-0.4644,10.5391,5.8501,3.0598,-0.5842,-0.25,0.4644,0.0244
EH,3,-0.0013110853925927654,-1.5403,-14.3952,-7.8374,7.4176,-0.1918,3.5396,1.5403,0.2623
OXLCN,71,-0.0013244264796991535,,11.1803,5.2645,2.2227,-0.8016,-0.3109,,0.0116
HCA,64,-0.001434480900284029,-1.102,30.8624,-3.2184,-17.0407,8.9274,1.6548,1.102,0.1681
FIS,123,-0.001508254393227205,-1.0003,45.4358,13.2085,3.7036,5.5218,2.638,1.0003,-0.049
CPBI,131,-0.0015656949821740717,,44.8692,44.4333,21.7244,-2.9167,0.7368,,-0.0007
XPRO,99,-0.0016496007258914405,-0.9879,-11.8211,-37.1298,-30.5136,7.2464,-8.9362,0.9879,-0.218
GFR,95,-0.0017086327937969696,-0.6942,20.5638,20.9651,-1.6238,-0.0,-2.9745,0.6942,-0.1747
ACGLN,118,-0.0017804099143807852,-0.6295,4.4997,3.6824,-1.1044,4.5889,-3.1772,0.6295,-0.039
BWMX,27,-0.0018801907846577551,-0.8502,-1.4226,-21.4293,-5.7422,11.3162,-1.8433,0.8502,0.0551
BEPH,46,-0.001932572685035089,-0.7595,16.3339,8.0359,2.001,0.2449,-1.4321,0.7595,-0.0563
FHB,73,-0.0020313718953936326,-1.0824,40.2668,37.5954,13.7051,6.6788,2.5534,1.0824,-0.0256
ETV,70,-0.0020900304697948433,-0.8627,26.6123,15.4099,8.0768,0.7009,1.7289,0.8627,-0.0432
NL,74,-0.0022121383190245713,-1.4965,75.0996,21.6118,25.3112,5.5487,4.7264,1.4965,0.0408
ABUS,19,-0.002251884240047887,-0.9078,70.4434,2.9762,-10.5943,4.9133,-3.1348,0.9078,0.0669
KMI,92,-0.0023158246075455466,-0.9293,63.6551,44.3558,28.706,-2.4417,-3.156,0.9293,0.0397
SRDX,79,-0.0024133975693191195,-1.2069,18.6283,-5.825,-0.0505,-0.1767,-0.0252,1.2069,-0.2248
ATMU,10,-0.00251118537248898,,93.1463,41.9162,21.8856,10.7929,0.8658,,-0.0259
HSBC,131,-0.002536022953235995,-0.8851,34.039,7.6658,6.8637,-3.5524,1.1774,0.8851,0.228
UBS,73,-0.002634258618085811,-1.1996,15.5042,1.2547,4.9415,6.1958,1.1749,1.1996,0.0056
SPRO,19,-0.0026972669044488043,-0.8589,-3.4188,-20.4225,-17.5182,4.4248,-14.4068,0.8589,-0.3463
GHM,66,-0.00279068516414338,-1.1612,138.1306,65.7671,40.8291,1.5611,1.8457,1.1612,-0.3203
PDS,95,-0.002852022645493698,-1.1757,8.0318,-16.2956,-13.691,-1.0896,-8.5326,1.1757,-0.2376
DMLP,95,-0.0029085609005761537,-0.8107,31.8626,9.5809,16.2162,-1.2555,-4.8684,0.8107,-0.1032
EEX,123,-0.003013800394944978,-1.2596,-5.1651,-13.1512,-11.0632,3.6585,1.0438,1.2596,-0.1613
IHS,139,-0.003092361545773137,-1.3215,-31.8658,-10.9589,-1.2158,2.1538,-7.0707,1.3215,0.6635
EPR,124,-0.0031353433087497845,-0.8745,7.6449,14.5012,-2.8883,2.2192,-0.2613,0.8745,0.1917
DJT,34,-0.003269718601707589,-1.6346,85.8696,-33.8154,66.6154,-4.7091,8.1285,1.6346,-0.4486
INSM,19,-0.0033477938804549103,-1.937,173.0769,31.5531,-5.2962,3.4107,1.0188,1.937,0.0499
MAIA,19,-0.003390107982476938,,118.4024,-54.5263,-28.9474,3.2407,-2.451,,-0.2344
GHG,65,-0.003443977246367039,-0.883,-21.8546,8.4527,7.2296,8.466,-0.7968,0.883,-0.0158
TVTX,19,-0.003539377004785847,-1.2851,204.8287,163.7466,106.6526,3.0659,-6.6929,1.2851,-0.0543
SLMBP,55,-0.003568957622512463,-0.6649,20.4035,2.7253,0.7202,-0.6696,0.135,0.6649,0.0192
BDX,79,-0.003658802904524149,-0.7353,-4.9523,-3.1684,-7.7045,-2.1298,0.7145,0.7353,0.0042
MSA,67,-0.003742705342989267,-0.9843,0.1572,-2.3902,-4.0698,5.5358,1.844,0.9843,-0.0902
UTHR,19,-0.00381479646253689,-0.8188,53.749,34.5255,1.8072,2.6748,1.0656,0.8188,-0.1331
SSBI,73,-0.0038951374917019933,-1.0401,-40.6452,-15.7547,-10.3382,4.2471,0.9321,1.0401,0.2258
KHC,107,-0.003956828635043125,-0.7692,-6.7254,-7.3897,-9.65,2.6574,-0.7201,0.7692,-0.0081
MSCI,123,-0.004058886824120753,-1.2637,16.7421,23.6563,5.1657,1.9443,2.2653,1.2637,-0.0324
BMA,30,-0.004151219308451009,-1.4638,254.5752,44.9131,49.1918,-24.5096,-7.6415,1.4638,-0.297
NODK,118,-0.0041801372231013816,-0.8599,21.3682,2.1345,1.6088,1.4566,1.5813,0.8599,-0.0906
GNL,124,-0.004271722720423004,-1.2146,-8.9704,5.5651,-11.7237,0.5435,-0.9655,1.2146,0.1297
BIRK,134,-0.004399300762127464,,6.3158,-9.6316,3.2264,-11.2211,4.8971,,-0.1761
KGC,114,-0.004422125444253866,-1.1294,62.962,17.9537,5.7382,-3.6726,-5.3305,1.1294,0.3041
MLI,81,-0.004515028084597351,-1.398,93.2197,37.9769,11.3908,1.0123,1.6407,1.398,-0.0011
CMG,127,-0.004574881507687151,-1.2372,35.5072,-3.2759,7.9529,1.0737,2.5704,1.2372,-0.1314
CSQ,53,-0.004632667495494206,-0.9677,35.3029,16.3294,8.8928,2.4662,3.1743,0.9677,-0.0536
SATL,121,-0.0047393133746956575,-1.3551,39.5349,60.7143,84.6154,-69.4444,21.5938,1.3551,0.1869
RCC,124,-0.004755135879929178,-0.4274,9.6694,4.4928,3.2879,-0.0813,-0.326,0.4274,0.0276
BBAR,30,-0.004898293228116811,-1.4785,276.2982,79.9159,69.7266,-25.2589,-11.2986,1.4785,-0.1493
WK,33,-0.00497350946366737,-1.2877,-1.5258,27.4523,25.4957,-10.9786,3.7911,1.2877,-0.2916
