Ticker,Industry,Score,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,HML_3,HML_5,PB,NCAV,IA_G,IE_G,Beta,Performance
FRHC,70,0.001549907224806547,42.5343,33.8609,8.3912,158.4396,112.6845,-16.0881,108.2029,999999.0,999999.0,29.8466,70.2731,55.9432,21.0241,-21.551,-719.1667,-355.6892,-77.3428,,-51.4083,1.3248,0.9991
IHS,139,0.0015444118949696968,20.2272,12.3838,-124.9893,239.2264,-3.599,-1349.8927,8.374,26.4347,12.9474,-433.1374,44.3291,27.1398,,,,-346.5396,-436.021,14.9426,74.4636,,0.4613
TER,47,0.0015311791637381258,9.6716,3.2874,2.5163,-21.5174,-70.0852,-74.8366,-15.174,90.0699,24.492,16.6459,57.4207,19.5174,15.7104,13.4426,-168.3115,-661.5103,-92.5843,-6.1697,-3.0434,1.5662,-0.2378
STM,132,0.0015297329932726987,24.1988,13.3039,10.2214,85.9757,5.9082,2.2143,7.1877,60.5067,26.6121,22.611,48.0712,26.4284,22.1034,-8.4576,-174.2483,-221.2113,-88.374,-24.9977,-32.0897,1.5947,-0.471
UPWK,45,0.0014899616062225883,35.2582,-0.7654,2.3483,160.8522,-93.7583,-76.5172,11.4533,277.2773,-4.8155,10.2609,75.2661,,5.674,73.9308,36.5586,-436.953,-85.3025,-47.8463,-53.1166,1.7099,0.1039
SGI,62,0.0014789752308246224,18.2412,5.0061,4.1394,58.4959,-76.3543,-58.6064,0.0853,75.2085,16.5122,113.7612,43.2188,11.861,7.7005,-48.995,-283.8523,-2748.2786,-132.7794,-3.7309,,1.4906,0.1698
ANIK,79,0.0014786372038702346,26.6294,0.2723,0.6668,92.516,-80.0638,-93.3324,6.1189,57.5036,0.4704,1.1895,68.3257,0.6987,2.0902,35.7463,15.8632,-178.3939,-70.3122,27.9623,25.6679,1.0404,-0.4173
BCPC,74,0.00146732331416673,5.9434,3.1324,2.2701,-55.1109,-78.7389,-77.2986,-2.1137,23.2511,9.8032,10.4185,32.7454,17.2578,11.9042,-21.1127,-63.5222,-458.9344,-104.5853,1.0049,-12.331,1.0652,0.1159
HD,120,0.0014564788802501596,13.1486,5.5961,4.5905,5.7916,-61.6493,-54.0947,-3.0076,123.1067,41.9162,1526.7433,33.3794,14.2066,10.4404,-26.8456,-110.9927,-33258.5579,-112.6721,1.4358,33.1626,1.1475,0.0471
GEO,63,0.001452336744592356,19.4468,10.2444,6.2968,108.9973,-35.3915,-37.0318,1.5332,22.4648,9.4673,8.559,27.7204,14.6028,4.5765,-80.8843,9.5597,-135.9263,-204.5157,2.3018,-10.7482,1.0552,1.1208
SGML,82,0.0014384633889660927,1.2929,-0.3199,-2.2308,-94.738,-108.3722,-122.3077,,13.9886,-2.769,-54.4232,21.2094,,,-252.6829,-1044.8931,-2439.6666,-106.169,,,1.0948,-0.314
WTS,81,0.0014377313256542239,14.2835,5.2978,4.1244,14.1587,-57.1776,-58.756,3.8798,65.7475,19.5087,18.4762,46.7296,17.3321,13.5972,-74.7757,-164.27,-447.9721,-95.3283,-28.4948,-16.354,1.2869,0.0204
BFIN,131,0.0014155839494249204,,,8.3462,,,-16.5378,0.0845,,,6.5655,,,17.9482,-10.7884,14.6201,-78.6638,-1189.7477,-16.7864,-2.4474,0.9139,0.2868
AMAT,132,0.0014053373079118833,7.3723,4.5565,3.6463,-40.7046,-63.057,-63.5367,2.8389,82.335,40.7101,37.7564,46.7021,28.8645,23.2787,-49.3773,-430.5648,-1035.4638,-96.6076,0.1924,-34.0741,1.6976,-0.2771
LEU,84,0.0013663852000831613,16.6628,8.3239,9.6453,31.9669,-32.0689,-3.5467,8.9857,2669.0476,1066.6667,209.2879,35.0094,17.4891,21.1118,-86.0591,-1305.9748,-2169.8377,-109.6596,,,1.355,0.4093
UHG,63,0.001361999642873633,18.9752,3.4823,31.1916,66.2877,-92.3156,211.9156,-11.6492,131.4819,19.3036,999999.0,18.9159,3.4714,24.299,30.359,,999999.0,-116.7429,63.8127,,0.8378,-0.5714
TENB,33,0.0013591533306470576,11.1814,-0.8663,-0.9601,-10.3332,-104.747,-109.6012,16.9087,265.5407,-16.4594,-15.5686,77.0158,,,-27.9765,-48.559,-1621.5309,-107.0008,-254.2041,-27.8654,1.5465,-0.2666
FHB,73,0.0013259077647876834,,,9.7498,,,-2.5023,5.6727,,,9.949,,,30.7133,12.7509,-0.3991,-102.0436,-984.5703,-31.6024,-9.5664,1.3151,0.2154
BB,33,0.0013228377360087432,30.538,2.8378,1.445,140.5429,-75.2826,-85.5502,44.2333,67.0264,4.9829,3.0757,64.6423,6.0071,3.1406,67.4419,70.8333,-212.8565,-104.6853,8.2581,9.5566,1.7242,0.2107
KGC,114,0.0013221252005734322,12.1346,7.999,7.4846,-3.6887,-45.4316,-25.1543,22.7085,14.3766,7.5815,9.1644,27.351,18.0296,13.3708,3.8656,-103.3837,-122.4434,-133.5398,-0.1105,-5.1596,0.9979,1.0757
DGICA,118,0.0012597577355906993,999999.0,999999.0,0.948,,,-90.5199,9.3275,999999.0,999999.0,0.8444,,,0.4368,-4.9658,-28.2746,-89.0663,-518.1102,,0.7956,0.8097,0.4933
TSM,132,0.001236774673963372,1.0824,0.8488,0.7166,-90.7032,-92.5595,-92.8338,-4.5124,44.0671,27.6432,22.6834,54.3596,42.6245,36.2419,-18.9122,-288.0395,-3165.3072,-99.8702,-21.7787,-18.371,1.3468,0.2322
PLD,124,0.0012366312356100779,4.1936,2.1511,2.5146,-86.4543,-107.7126,-74.8544,34.3134,6.9682,2.8595,4.7928,74.9443,38.4433,34.5405,-24.6559,-94.6326,-190.5998,-130.3072,-5.9333,0.068,1.3174,-0.0749
LNG,98,0.0012273855006223375,26.3926,25.5385,31.4702,181.8922,170.7099,214.7025,-40.0584,55.8689,43.2488,129.2949,81.2373,78.6084,59.188,-126.6736,-141.0064,-410.848,-174.5551,-22.7339,,0.9541,0.4941
YRD,55,0.0011810745792597199,999999.0,999999.0,38.4196,583.7089,391.3208,284.1956,58.9426,220.1847,116.6142,26.1737,85.2832,56.4596,46.0481,-6.7265,65.1537,-68.126,25.2814,-14.5426,-34.0706,1.4262,0.6038
ACHR,3,0.0011803288312541337,,-51.8427,-27.8186,,-335.7493,-378.1857,,999999.0,999999.0,-99.6786,,,,57.2134,,-358.3166,-77.6643,,25.5828,2.3378,0.6628
IONQ,45,0.001156090811408544,0.8828,-9.9943,-6.5246,-75.8562,-146.8792,-165.2461,98.0235,10.7554,-97.4143,-26.0165,63.2157,,,11.4475,,-398.7442,-83.2357,39.0092,14.6454,2.6132,1.6763
CCBG,73,0.001138414830853775,,,11.4861,,,14.861,15.4619,,,11.4029,,,22.8469,-12.4956,-39.7832,-99.276,-967.0298,-1.9952,-13.1285,1.1532,0.3546
WMB,92,0.0011358085677776442,9.4468,5.8089,7.7998,-38.921,-85.2946,-22.0023,-12.3414,17.3588,8.5393,23.6653,68.3449,42.0259,35.4135,-93.8549,-82.5132,-303.4103,-173.1018,-6.4734,-6.0235,0.9119,0.6309
MTH,63,0.0010598245461130047,25.9897,15.4394,13.1918,109.5482,23.8707,31.9176,-2.4465,32.3273,15.3634,16.4692,24.7468,14.701,12.3739,-75.1856,-264.841,-124.8448,-25.6716,-10.8569,-16.7685,1.5704,-0.1071
GHG,65,0.0010093023512972796,57.4686,29.729,13.9544,195.1523,74.7694,39.5437,15.877,152.9408,63.294,20.5602,45.5319,23.554,20.3808,72.2334,74.103,-147.3386,-188.8501,62.6427,10.755,0.9418,-0.1738
BCAL,73,0.0009910813747672415,,,11.0167,,,10.1667,5.7336,,,10.2324,,,30.2355,-1.1806,-9.9623,-92.8808,-874.2174,-19.1671,-10.6766,0.6584,-0.0261
ZVIA,13,0.000976483326529005,999999.0,999999.0,-39.7253,1056.0131,-401.2031,-497.2527,1.9874,250.7648,-77.6681,-36.615,44.9202,,,,,-92.1706,3.037,13.3044,24.4773,,1.2762
GROY,114,0.0009331168391223911,0.6744,-2.8111,-9.3587,-105.0398,-135.9993,-193.5871,-32.8956,0.3814,-1.2718,-5.0506,108.3934,,,55.7777,,-53.967,-158.5108,-3.8733,2.8475,1.2888,-0.2694
ICCM,79,0.000924599250323725,2.5297,-30.3097,-18.7691,-65.6341,-281.8148,-287.6914,4.6677,118.0745,-1131.7711,-96.371,40.2601,,,,,-513.4543,-84.0884,37.5496,52.1556,,-0.0746
MVO,95,0.000922639833230497,,16.3378,12.9114,,30.3291,29.1141,-33.5827,,320.4082,246.1838,,92.9238,74.3391,-296.3442,-155.2478,-1906.7148,-98.7851,28.3067,20.7374,1.0369,-0.4249
HCA,64,0.0009177796084616218,19.9948,7.5253,7.1322,88.7405,-58.9014,-28.678,9.1239,64.4015,19.3907,581.5849,41.3271,15.554,9.9603,-81.871,-163.7106,-8154.3516,-144.2072,-7.0479,,1.0863,0.0621
OPXS,48,0.0009078150722945054,12.9632,5.4583,4.2634,3.6906,-56.1096,-57.3659,14.6361,45.1624,15.2129,14.7079,25.796,10.8617,8.5179,-311.9565,-277.1144,-344.9803,-80.1479,-27.7323,-19.7614,0.6743,-0.2401
ESTC,33,0.0008985026584008183,9.9186,-1.3227,-0.9855,-19.5825,-104.8579,-109.8548,18.5532,421.4256,-44.959,-13.3035,73.9546,,,14.4504,-19.0522,-1349.9526,-99.3048,-334.0998,-85.0565,1.8044,-0.0673
GNL,124,0.0008976144908500265,7.003,2.1796,-11.6301,-206.7905,-388.2433,-216.301,35.9537,5.8342,1.4526,-5.9848,86.8292,27.0241,,43.1831,33.0868,-51.4596,-483.6243,-104.5951,-81.5197,1.5908,0.2505
NU,55,0.0008902696656471621,,,2.1783,,,-78.217,89.5595,,,19.2193,,,21.8612,,,-882.3075,-165.3507,-33.7873,-30.9889,,-0.1071
BP,69,0.0008887307088324568,7.5713,4.8902,3.186,-41.9811,-64.8182,-68.1396,-12.9507,44.1611,22.8184,22.2231,22.8773,14.7761,9.0416,-80.3152,-14.8932,-697.5144,-115.2023,-2.6682,-3.016,0.9669,-0.0749
FLR,83,0.0008866973404078257,8.2901,4.3971,3.5634,-27.4021,-52.7421,-64.3657,12.5873,76.6881,32.5402,12.2807,3.0826,1.635,1.6285,-80.5133,-11.6616,-344.631,-93.0852,-23.9044,-2.8056,1.3134,-0.1031
BAER,123,0.0008812502628547603,3.3121,-7.5066,-27.2059,-246.5281,-536.8142,-372.0589,42.854,12.1002,-21.9394,-230.6933,38.5532,,,47.4227,,-847.9534,-187.916,-5.7909,64.2825,0.257,-0.7824
LOPE,102,0.0008760133456670945,13.2085,6.5361,5.1192,5.3266,-44.8365,-48.8077,5.442,106.3784,42.1122,28.9326,52.4207,25.9399,21.6193,-22.8509,-15.3316,-565.1745,-96.6003,-3.8588,-12.6086,0.9058,0.3343
GPMT,124,0.0008755006529802379,,,-24.6478,,,-346.4776,1.5129,,,-5.8767,,,,46.8953,59.4086,-23.8428,-1070.586,19.3278,12.6716,1.3147,-0.3957
ESLT,83,0.0008648202542928467,14.9666,3.6586,1.9961,21.5385,-77.2044,-80.0394,8.4041,39.2493,7.6757,6.1416,24.8204,6.0674,3.0327,-48.542,-62.2307,-307.6866,-114.1139,-10.5659,-6.9847,0.9027,0.8929
FPI,124,0.0007843103066610302,4.7667,2.5814,5.555,-125.9733,-161.572,-44.4497,-5.1778,4.4669,1.9352,3.9968,85.6343,46.3746,49.0105,-0.8059,-88.3851,-71.9486,-175.2886,12.9919,10.4235,0.9501,0.1562
KOD,14,0.0007654352582298323,999999.0,999999.0,-91.6567,,-950.212,-1016.5673,,999999.0,999999.0,-78.4077,,,,96.0312,30.1613,-85.545,-65.025,,39.0644,2.1328,-0.3834
PCTY,33,0.0007371637293821865,10.8691,2.9424,2.398,-12.4799,-73.1366,-76.0197,19.4038,152.203,32.9621,21.4519,68.5045,18.5448,15.801,9.5419,-86.104,-894.5637,-96.1926,-13.9248,-22.5661,1.6312,0.1432
SAIA,144,0.0007178110624041313,3.9985,3.0743,2.4418,-66.693,-73.9433,-75.5823,3.2011,36.4031,22.3911,19.2111,20.7859,15.9815,12.9443,-146.5108,-833.5814,-786.7693,-99.9103,-18.1995,-22.9306,1.6552,-0.3572
PKST,124,0.0007150380302793862,12.4415,2.8067,-99.4618,-1.5589,-258.505,-1094.6175,-38.9452,8.9801,1.6207,-40.2157,79.3829,17.9083,,,,-40.4333,-320.1389,30.5872,39.3942,,-0.0758
CGNT,33,0.0006942545843117936,41.1758,-3.4511,-1.8265,206.6459,-114.9484,-118.2646,0.43,153.5792,-10.2977,-4.9397,68.7305,,,71.1566,,-270.4529,-98.5236,11.0547,-2.364,1.5557,0.2164
PSX,69,0.0006940922961474381,20.0954,9.2154,10.9523,75.7889,-32.7741,9.5231,-13.2896,36.3545,13.3372,23.9343,11.7613,5.3935,5.1392,-130.2965,-121.8265,-218.5319,-132.924,-5.5864,7.2011,1.0801,-0.2427
GCT,27,0.0006909889434513537,16.0852,9.7402,6.7844,24.8046,-19.094,-32.1562,43.6182,176.0737,85.2958,31.6773,26.8009,16.229,13.0708,,,-466.9156,-111.9371,-106.6569,-48.8054,,-0.557
CRDF,14,0.0006595041150084063,,-27.507,-13.8185,,-220.2394,-238.1853,26.4249,999999.0,999999.0,-47.5384,,,,44.2946,-30.3398,-344.0191,-71.7338,,34.4207,1.9491,-0.4395
NPKI,97,0.000659429434396128,10.5411,3.3329,2.5161,-17.2016,-80.4993,-74.8386,7.5935,15.2231,3.8506,3.7985,34.9409,11.0475,7.5982,-119.7015,21.1991,-150.9652,-78.48,7.2685,1.8117,1.1214,-0.1576
MED,107,0.0006545177107563494,333.5175,54.3369,26.9261,1561.1917,203.4637,169.2614,-32.937,1508.2621,196.5816,51.1401,72.3704,11.7906,9.6112,82.1622,67.2342,-189.9273,-67.0022,23.6263,-29.9509,1.4169,-0.611
TTWO,133,0.0006511656544679988,8.0486,-4.1069,-11.5955,-38.8274,-144.8518,-215.9546,-0.0056,28.111,-11.4751,-52.2634,41.9059,,,16.9747,-53.1538,-450.7235,-114.9625,28.2061,37.3193,0.9697,0.4114
DPRO,3,0.0006403604654122545,16.5708,-181.5234,-122.1444,26.2312,-1250.2226,-1321.4438,-13.8095,999999.0,999999.0,-4632.9916,31.4899,,,97.6296,,-3793.0454,-108.0221,,96.3072,1.3884,-0.5964
KGEI,95,0.0006238708462527721,21.5679,17.854,16.6681,91.914,54.2693,66.6807,33.1032,14.8891,9.8602,10.6278,46.1143,38.1736,28.1273,-281.25,-45.2381,-63.7612,-143.2688,-19.4466,-13.4596,0.7737,1.8131
AMBP,40,0.0006003816462905855,9.4793,1.5199,-3.3523,-71.317,-259.2322,-133.5226,2.6232,13.9166,1.7851,-53.5849,9.8504,1.5794,,,,-1598.4731,-339.5564,2.6022,76.7033,,0.0326
SPRO,19,0.0005914239863329841,,140.4931,21.3033,,204.6444,113.0327,99.1293,,70.1207,19.0125,,27.6911,21.0091,87.395,86.4151,-89.2468,-37.2218,,-40.7722,0.9438,-0.6078
CLPR,124,0.0005340059703522887,6.0249,2.6707,-18.47,-964.5736,-1464.2438,-284.7004,6.5197,6.3522,2.2526,-172.1078,54.7267,24.2589,,29.2181,53.1171,-931.8214,-1848.7817,-0.8539,80.5401,1.3337,-0.1324
PED,95,0.0004874479427458324,20.7216,9.9081,1.8349,49.3328,-15.5523,-81.6511,2.4972,13.8816,5.3101,1.3397,37.3993,17.8827,4.4153,43.7748,68.4387,-73.0153,-95.1738,-23.733,-5.1763,0.7277,-0.1578
LMB,50,0.00047611932588238575,30.1596,7.5881,5.0432,125.3602,-34.8682,-49.568,3.939,168.7389,33.9634,18.5916,23.1025,5.8125,4.3536,-291.0232,-424.0621,-368.6463,-90.7748,21.9125,-26.6895,1.0749,0.8872
KRO,74,0.00047298061217167383,10.6526,-3.7081,-4.48,-17.5742,-154.1875,-144.8003,-13.6618,15.6377,-4.3547,-7.2151,9.895,,,6.4773,-14.5699,-161.0512,-89.9291,0.0095,15.5558,1.4851,-0.3542
CGEN,14,0.0004589875693977826,19.8918,-8.216,-3.7484,44.7808,-125.5014,-137.4838,346.12,211.4764,-69.8776,-11.9392,94.0106,,,73.3485,42.5061,-318.5156,-71.8393,,15.6038,2.6301,-0.3761
JYNT,91,0.00045826946368369607,21.5952,0.176,0.1098,66.4227,-90.0029,-98.9024,-54.4583,423.482,2.7607,0.8203,80.2987,0.6543,0.4471,72.466,19.9617,-747.3514,-108.7809,65.3087,23.9843,1.898,-0.0143
ELTX,19,0.00041952633311114775,,-61.2432,-39.5119,,-483.1988,-495.1186,,999999.0,999999.0,-247.5688,,,,95.8385,,-626.5684,-98.9503,,,2.0674,-0.3032
ETHZ,19,0.00041926007647408175,,-6699.5993,-1587.63,,-9619.7723,-15976.3004,,999999.0,999999.0,999999.0,,,,99.9175,99.9468,999999.0,-255.6052,,,1.3579,-0.5238
NGNE,19,0.0004192444275639117,,-14.836,-5.081,,-143.285,-150.8101,,999999.0,999999.0,-15.6182,,,,82.2774,16.4981,-307.3836,-71.1627,,,1.3162,-0.7654
GPCR,19,0.0004192442962181429,,-2.0414,-1.2997,,-106.45,-112.9966,,999999.0,999999.0,-15.7864,,,,,,-1214.6551,-91.8058,,,,-0.5711
IMCR,14,0.00041921378021785526,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,,999999.0,999999.0,999999.0,,,,-56.5475,,999999.0,999999.0,,,0.9271,-0.5364
ACHC,78,0.00041708176363244615,34.0512,6.1886,-0.2935,206.7645,-60.5525,-102.935,12.195,67.865,9.8672,-0.7026,96.381,17.5166,,-33.3451,-155.4469,-239.3749,-127.1061,0.7107,0.4593,1.2599,-0.6143
SFBC,131,0.000409913876040846,,,7.5862,,,-24.138,-2.593,,,7.1532,,,18.5362,-3.8564,-32.2916,-94.2925,-1042.551,0.0066,-3.0183,0.6407,0.2829
LSBK,131,0.00040414100241850334,,,11.1364,,,11.3642,-0.1849,,,5.7668,,,18.4314,16.9142,14.293,-51.7833,-1529.982,-2.3524,-6.2685,0.7377,0.4383
RNST,73,0.0003739393962237231,,,8.6201,,,-13.7989,0.1952,,,6.17,,,22.4365,20.8788,-1.9117,-71.5773,-1016.0242,7.2719,-7.5546,1.3993,0.1435
PROV,131,0.00036925701817387344,,,9.3638,,,-6.3622,-5.3483,,,6.3949,,,21.3812,9.9021,18.6761,-68.2941,-1387.1687,-1.0269,-0.1959,0.8371,0.1025
WABC,73,0.0003564057060421048,,,14.8251,,,48.2507,22.1523,,,22.935,,,54.7709,17.717,11.6975,-154.7041,-567.651,-28.3643,-28.3643,1.1172,0.0971
THR,66,0.00034619097304347134,17.1245,6.1804,4.8665,41.0846,-56.1447,-51.3354,12.2651,35.3882,10.2175,11.4004,42.7723,15.4368,10.9454,-70.5791,-34.3788,-234.2655,-100.3814,-20.5841,-13.3414,1.3751,-0.1261
VMEO,34,0.00033909076893260884,92.5639,3.7087,3.0511,344.9801,-37.8802,-69.4891,-3.652,402.7183,12.9082,5.2138,78.0506,3.1272,4.7766,,,-170.8831,-81.647,-1.8888,-8.0185,,0.3548
PRA,118,0.00031844838355080514,999999.0,999999.0,-4.9315,,,-149.3149,2.5977,999999.0,999999.0,-2.8165,,,,52.691,62.5421,-57.1131,-811.7063,,-0.7212,1.1293,0.8748
JBHT,144,0.00030842434441917397,10.3665,4.6585,3.7778,-18.3811,-67.5571,-62.2217,-13.395,39.281,14.1217,18.225,17.2268,7.7414,5.8295,-17.7319,-97.3641,-482.4202,-111.2323,-15.3776,-11.9176,1.2012,-0.2085
GFR,95,0.00029654138215474957,32.459,-6.7146,-15.6569,231.377,-222.7467,-256.5686,-32.3251,29.0562,-4.8085,-13.3853,41.3436,,,,,-85.4917,-152.9596,8.9884,17.0418,,-0.026
GHM,66,0.00029242664337364736,12.8414,2.1902,1.3392,2.5924,-78.2829,-86.6085,18.0851,45.793,6.2482,4.2241,21.8748,3.7309,2.4035,-118.5193,-66.0741,-315.4297,-99.5276,1.983,-8.9062,1.1057,-0.0225
RICK,127,0.00028810204621043884,23.8185,9.1195,5.5573,128.7776,-38.4623,-44.427,9.2434,35.054,10.737,10.222,63.8003,24.4274,10.4667,10.8135,-144.3195,-183.9374,-156.3396,-22.4894,-16.366,1.2246,-0.1974
KARO,33,0.00028257131326257063,22.0272,8.5339,6.7868,74.1175,-30.8544,-32.1318,19.8079,102.8843,31.8881,28.3956,65.3968,25.3365,20.7204,22.4713,,-418.3935,-98.7605,-46.3833,-11.5379,0.9043,0.7421
TCBK,73,0.0002591677772525431,,,11.7286,,,17.2855,2.1393,,,11.0999,,,31.3098,21.763,-0.2185,-94.6403,-897.2843,-31.9171,-10.8242,1.4007,0.1852
TPH,63,0.00025383040214591225,20.6237,10.5932,10.6094,74.5109,-17.4896,6.0938,-14.5796,23.6241,9.7074,12.4065,22.447,11.5297,10.0718,-73.7635,-190.2439,-116.9391,-27.9655,-6.086,-6.2438,1.5782,-0.1201
AIOT,139,0.00024182982914911375,18.0161,-3.3727,-2.1209,86.2339,-248.1382,-121.2087,-1.601,30.4454,-4.5596,-3.1346,50.1555,,,40.3958,11.4187,-147.7984,-103.6588,-57.3798,6.5342,1.7957,0.1016
LYFT,123,0.00024087664370580684,28.1406,-7.197,-3.5723,111.3123,-140.1811,-135.7228,7.5322,999999.0,999999.0,-49.0036,42.23,,,71.2562,73.0608,-1371.7715,-107.4484,,-39.3266,2.2438,-0.303
RYAM,109,0.0002206024670579457,8.8512,0.2714,-36.0144,-98.796,-331.1035,-460.1445,-4.3055,6.0874,0.1493,-14.1978,5.3644,0.1645,,52.4313,68.0871,-39.4226,-367.2018,5.3899,9.9921,1.604,0.2733
NRIM,131,0.00021446164063592825,,,10.1299,,,1.2995,0.3398,,,10.7731,,,19.5064,-24.2917,-69.0025,-106.349,-1130.6773,-6.4472,-7.359,1.3882,0.6246
ETV,70,0.00020184048693975193,,,15.4553,,,54.5527,,,,13.2323,,,79.5798,-8.3896,-33.5601,-85.6169,-102.3099,-16.6967,-16.6967,0.9214,0.1266
ECPG,53,0.00020008271694571913,13.6464,6.5328,-14.0126,37.3036,-194.1708,-240.1262,-0.7485,13.9552,5.3444,-15.3983,44.3656,21.2385,,-8.3003,-57.1737,-109.889,-439.4969,-4.1876,20.6073,1.1821,-0.1858
CZNC,73,0.00018724583443997607,,,9.8821,,,-1.1795,-2.6652,,,9.2943,,,23.6451,14.5317,12.6588,-94.052,-1013.061,-10.2144,-5.2365,1.3095,0.2054
SBRA,124,0.0001791804437733369,8.3688,4.1025,0.4159,-58.9192,-119.7643,-95.8414,3.6336,8.7389,3.4272,0.4498,69.847,34.2402,1.9469,-4.6337,-16.0401,-108.1672,-179.2727,6.1392,8.3059,1.0441,0.2808
CTRE,124,0.00017564118020007948,5.8442,3.5869,1.4663,-58.7517,-78.6775,-85.337,5.9161,10.9896,5.3959,3.0293,95.1697,58.4102,21.6404,-16.511,-33.7612,-206.5971,-112.155,-10.5531,-67.0311,0.9289,0.2401
MLI,81,0.00017091317511206913,21.4025,16.0032,11.5437,56.0606,22.0604,15.4367,-14.1147,90.4806,54.1239,28.6675,28.8519,21.5734,19.7695,-158.114,-257.4372,-248.3399,-71.3432,4.0853,-30.031,1.3859,0.5382
OMF,55,0.000146344094875324,,,12.7811,,,27.8114,1.929,,,21.0923,,,15.7009,-22.2977,-180.9018,-165.0266,-501.4647,-7.9968,-5.6716,1.331,0.1074
CE,74,0.00013984980085724691,8.5528,4.002,5.2303,-53.1127,-114.347,-47.6966,13.0983,13.3961,5.0147,12.5318,23.7934,11.1335,8.6508,-18.6658,-85.562,-239.5979,-169.386,-0.8041,-23.7019,1.4462,-0.6599
BHF,72,0.0001125560261796509,999999.0,999999.0,-36.5966,,,-465.9656,-40.4223,999999.0,999999.0,-23.5463,,,,-11.6637,-36.8762,-64.3403,-7279.4068,,10.5395,1.6203,0.1782
PFG,1,0.00011238206183613778,999999.0,999999.0,3.0939,,,-69.0615,-22.0705,999999.0,999999.0,5.2722,,,4.325,-56.0241,-100.9024,-170.4073,-1638.1122,,-9.0547,1.2287,0.0461
BHFAP,72,0.00011234313345208565,999999.0,999999.0,-85.2797,,,-952.7974,-40.4223,999999.0,999999.0,-23.5463,,,,-7.5401,-30.3402,-27.6107,-16829.9286,,10.5395,1.053,-0.1233
DSGR,67,0.00011013265583438721,26.0823,2.0318,-0.0984,140.9281,-108.6167,-100.9842,36.388,48.1523,3.0008,-0.2427,35.1423,2.7376,,-34.7625,-127.1484,-246.5835,-112.4512,-20.5639,-17.5145,1.2717,-0.1803
TOYO,88,0.00010954924980784907,3.2602,2.3487,1.5323,-73.0282,-80.2325,-84.6774,,32.814,18.9118,13.9046,26.6612,19.2072,12.683,,,-907.4597,-119.0864,-776.4151,-624.9668,,-0.7391
AS,7,0.00010561661241507312,17.1879,2.2668,-1.1029,66.3766,-144.8938,-111.029,23.2191,40.627,4.2864,999999.0,52.452,6.9176,,,,999999.0,-181.4393,-2.1137,,,0.8297
BLBD,36,0.00010515831561533371,11.0724,4.1193,1.7165,-11.9081,-69.9083,-82.8347,41.4865,151.9912,45.2368,51.6126,12.2573,4.5601,1.8224,-39.7757,-117.5102,-3006.7947,-111.0164,43.2911,-2794.2113,1.551,-0.0984
TFII,144,9.91223140619486e-05,8.6439,5.094,4.1359,-34.4986,-66.2574,-58.6411,-14.6533,30.5648,14.4098,20.8925,16.8244,9.9149,7.1985,-113.3697,-471.7453,-505.1523,-117.9993,-13.9969,-5.2106,1.3685,-0.4814
CSQ,53,8.330254868044266e-05,,,5.8091,,,-41.9094,,,,6.3122,,,79.2569,-18.5765,-93.7545,-108.6609,-148.9693,0.3086,0.3086,1.1127,0.0876
LE,28,7.145432177605225e-05,104.181,4.8607,-28.0039,1169.4569,-97.4443,-380.0392,-5.3311,134.3922,5.0162,-43.6493,42.4804,1.982,,51.3404,26.7278,-155.8685,-140.2717,31.3953,36.5485,1.9421,-0.1085
GT,11,7.138858634604136e-05,32.7962,6.4957,-14.2212,456.1636,-134.949,-242.2115,-3.552,30.3573,4.8101,-11.197,17.4873,3.4636,,22.6959,24.8661,-78.735,-330.4373,4.6995,11.5075,1.837,-0.3204
CNVS,38,7.137320012740892e-05,113.2429,-6.3227,-74.1861,931.5069,-174.0421,-841.8609,-33.424,90.1307,-4.0258,-52.8879,66.2413,,,95.3797,95.8523,-71.2909,-91.5971,9.6621,17.7156,1.8124,1.1644
LILA,26,7.13381120434545e-05,32.7953,6.7499,-3.5089,1045.4067,-296.1881,-135.0891,-5.9791,31.6188,5.2062,-2.1613,67.1968,13.8304,,47.5076,63.2588,-61.5952,-698.3981,1.6093,9.6609,1.7563,-0.0719
NVRI,42,7.128025735957241e-05,21.8409,4.488,-6.0457,220.8555,-189.4338,-160.457,10.8735,23.8537,3.9213,-7.3228,19.0146,3.9072,,51.065,57.683,-121.1242,-306.7429,0.654,7.6454,1.6638,-0.2096
SAH,128,7.123766380311435e-05,43.8956,9.83,10.7775,715.6174,-60.8598,7.7747,2.6519,53.3129,9.5511,21.6975,15.6251,3.4991,1.3465,-17.7753,-298.7934,-201.3227,-187.2802,-15.5543,0.3686,1.5957,0.1228
DGII,31,7.121308338066499e-05,19.5086,3.875,1.7784,64.6664,-79.5808,-82.2157,14.5854,35.4034,5.6257,3.6882,56.6941,11.2611,4.4812,-60.5372,-148.0447,-207.3864,-111.1279,-1.1049,-7.7715,1.5564,-0.1071
CECO,112,7.120933064441316e-05,19.1998,4.4786,2.1502,59.6122,-71.3704,-78.4982,28.9186,53.029,9.8958,7.2508,31.388,7.3217,3.1605,-181.7402,-204.5033,-337.2184,-108.6899,-13.6226,-8.8669,1.5504,-0.0713
