Ticker,Industry,Score,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,HML_3,HML_5,PB,NCAV,IA_G,IE_G,Beta,Performance
EEX,123,0.005907729580430211,49.599,1.1606,51.0942,506.5015,-154.8131,410.9423,123.9863,147.777,2.7664,999999.0,64.2528,1.5035,38.7849,-76.3033,79.422,999999.0,-416.0647,13.8078,,0.8871,0.6855
ASA,114,0.005729393854558219,,,-40.5269,,,-505.2693,,,,-38.3177,,,,-46.747,-54.0756,-94.5488,-100.2247,32.4396,32.4396,0.729,-0.0274
BEDU,102,0.005687002860818966,,,,,,,,,,,,,,86.8623,94.0217,-90.9383,-207.2527,66.5145,25.4282,0.7751,-0.2083
INTR,30,0.005394931592401852,,,-3.906,,,-139.0597,60.3502,,,-2.0152,,,,,,-51.5924,-1173.2655,-10.6315,16.1031,,2.3588
ATRA,14,0.0053050852238713045,179.7406,-793.0974,-65.6505,170.1059,-819.3994,-756.505,212.5516,999999.0,999999.0,-144.2135,100.0,,,64.5477,92.1409,-219.6686,-80.0107,,54.709,1.6393,-0.749
ATEC,79,0.005054877407853622,11.9927,-6.2316,-7.31,-4.741,-175.0538,-173.0998,44.2639,95.0889,-39.528,999999.0,66.4237,,,-384.4721,-372.7273,999999.0,-117.471,-11.9134,,1.1495,-0.1353
ETV,70,0.005046996160568825,,,-21.3286,,,-313.2865,,,,-17.8294,,,,-46.2242,-34.4434,-83.5937,-101.0208,22.0298,22.0298,0.8798,0.1178
WABC,73,0.00493034447081182,,,12.1915,,,21.9151,23.3293,,,22.0014,,,49.9988,18.3535,10.6122,-180.4652,-684.2271,27.2024,27.2024,0.7079,0.1104
IVA,19,0.0049286844816854615,,-76.6176,-32.9082,,-400.8406,-429.0824,190.391,999999.0,999999.0,-95.5124,,,,,,-290.2384,-72.6204,,48.8269,,-0.0027
JYNT,91,0.004848683414726591,38.8866,0.523,0.2274,204.4279,-92.7907,-97.7256,26.7272,370.656,3.9882,1.7065,92.2643,1.2409,0.5572,-65.4867,-149.3333,-750.3241,-116.8457,-94.3489,-7.5198,1.2891,-0.2543
WK,33,0.004828017141540019,7.6956,-1.6743,-1.3204,-37.7898,-111.4904,-113.2044,21.3384,999999.0,999999.0,-1190.0384,75.8522,,,-229.7167,-334.862,-90124.2043,-103.6273,,91.8018,1.1772,-0.2055
AGNCO,124,0.004697733414801361,,,-9.9957,,,-199.9567,,,,-12.0966,,,,-36.9815,,-121.0181,-560.7039,23.5384,23.5254,0.6316,0.2905
AGNCN,124,0.004695971859991323,,,-9.0927,,,-190.927,,,,-12.0966,,,,-53.3105,-33.947,-133.0361,-519.0856,23.5384,23.5254,0.5589,0.195
MED,107,0.0046955245374656306,114.5031,18.5554,13.588,749.9909,44.5232,35.8796,4.7501,1693.1896,219.5074,94.9712,71.3393,11.5607,9.2111,-98.8108,-33.3276,-698.9364,-92.8158,27.5229,23.4252,0.912,-0.6476
FEAM,84,0.0044072907257676295,,-13.936,-10.2296,,-226.8427,-202.2959,,,-40.3631,-45.7365,,,,,,-447.0997,-109.7681,-123.189,14.516,,-0.7583
SLMBP,55,0.004389410513402051,,,4.3078,,,-56.9224,-10.053,,,29.2176,,,27.6722,-157.0323,-19.9648,-678.2564,-331.2252,13.8431,19.665,0.6319,0.3507
MHD,70,0.004353195609721065,,,-17.471,,,-274.7103,,,,-12.9409,,,,8.4744,-1.6112,-74.0708,-197.766,17.5425,17.5425,0.5748,0.0245
ACIU,19,0.004233703685928088,,-207.8339,-36.1208,,-383.5117,-461.208,,,-122.1368,-33.4882,,,,69.1293,74.8116,-92.7116,-29.0586,-37.4434,27.1525,0.9197,0.1538
OMF,55,0.004207041199137356,,,25.6017,,,156.0171,4.0387,,,30.6468,,,22.0052,-223.0878,-114.6594,-119.7059,-640.9055,-2.1734,2.5218,1.1333,0.4724
VLN,132,0.004154028364859886,37.9517,-16.9845,-6.907,107.8235,-124.9084,-169.0696,28.3388,332.6861,-119.1099,-13.0109,69.8782,,,,,-188.374,-47.6611,-143.0977,8.0989,,-0.2445
LYFT,123,0.004120853188108808,67.0725,-58.969,-36.8052,314.7797,-412.2407,-468.0522,27.641,999999.0,999999.0,-324.9332,40.5212,,,58.7082,,-882.8452,-123.2806,,71.0212,1.6985,1.0043
STG,102,0.004109549411813578,999999.0,999999.0,123.6732,3820.4419,1230.8213,1136.732,-6.2764,999999.0,999999.0,999999.0,86.6822,27.0781,22.7723,40.8696,90.7483,999999.0,-501.349,,,0.7062,0.21
ARBE,45,0.0040481674009530295,1.4883,-31.799,-15.8278,-64.6055,-259.9022,-258.2777,56.3806,999999.0,999999.0,-66.4476,63.52,,,,,-419.8167,-76.6291,,38.9236,,-0.373
WTI,95,0.004020650106551903,82.3717,48.03,31.9415,740.8354,376.7168,219.4153,65.2644,324.865,151.5399,2984.6371,86.0428,50.1705,25.1746,-202.381,-22.1154,-9344.0639,-218.7574,-0.7545,,1.2213,-0.4529
IMNM,19,0.003935849977251573,,-91.7937,-48.7696,,-554.1833,-587.6962,,999999.0,999999.0,-177.2461,,,,,,-363.4356,-73.3456,,65.4395,,3.2866
SVRA,19,0.003841751104018932,,-31.0321,-13.7236,,-191.9761,-237.2362,,,-381.3835,-28.3175,,,,-4.8387,78.1635,-206.3412,-56.3713,11.1655,25.4121,0.6784,1.3949
WINA,105,0.0036679990853440638,6.9686,4.8702,3.9007,-46.7716,-64.5153,-60.9926,3.9964,999999.0,999999.0,999999.0,96.3943,67.3673,51.0497,-178.7605,-173.98,999999.0,-107.1035,,,0.7958,0.129
IHRT,22,0.0036601537027759396,43.0723,6.5238,-36.9375,2471.8178,-483.1827,-469.3751,9.9469,42.2036,5.1138,-30.1474,62.1621,9.4152,,29.0909,,-81.6173,-1202.426,8.5691,25.2531,1.3352,-0.4872
MITT,124,0.003631614227884512,,,-37.3759,,,-473.7587,,,,-7.4057,,,,-33.9365,82.592,-19.8141,-4360.617,-29.8446,18.8611,0.8956,0.1766
EQ,19,0.0036308181252037676,999999.0,999999.0,-198.7969,,-1095.7118,-2087.9685,,999999.0,999999.0,-156.3534,,,,70.2041,,-78.6498,20.4665,,51.9705,0.7375,1.9863
LEO,145,0.0035769254654439172,,,-25.4009,,,-354.0087,,,,-21.832,,,,-0.094,-4.7119,-85.9499,-173.3525,24.828,24.828,0.5735,0.0071
IHG,65,0.0035740556555326486,8.5529,5.4457,3.8774,-35.7541,-63.901,-61.2263,33.8837,999999.0,999999.0,999999.0,27.7235,17.6516,11.0997,-85.7396,-17.9873,999999.0,-137.212,,,0.9855,0.5654
ABUS,19,0.0035550265289873233,,-19.1482,-10.9014,,-175.2209,-209.0143,255.1056,999999.0,999999.0,-38.0043,,,,-203.0,41.1651,-348.6173,-79.9941,,19.2323,0.7944,-0.1683
DOMO,33,0.003535970684828404,43.6119,-16.3388,-16.8908,271.9586,-252.0888,-268.9082,19.6479,999999.0,999999.0,999999.0,76.323,,,-61.8016,,999999.0,-142.9375,,,1.6801,-0.3643
AKA,27,0.003509787805510058,201.1769,1.0421,-205.5146,3598.9841,-218.5571,-2155.1457,8.8132,97.9211,0.4058,-58.4802,55.1293,0.2856,,,,-28.4555,-181.9136,33.892,45.2189,,0.5413
CSQ,53,0.003504497784418564,,,-26.2967,,,-362.9668,,,,-22.3669,,,,-94.3571,-81.0712,-85.0559,-161.8129,26.3553,26.3553,1.0309,0.2621
RMR,116,0.00337065087842765,79.8186,27.1824,20.36,499.3051,108.9003,103.5999,13.8333,145.992,39.7744,19.6249,131.8812,44.9125,36.284,-36.9044,45.8756,-96.3894,-61.8431,3.8477,-6.3339,0.8379,-0.0501
NU,55,0.003369952645551323,,,-1.1058,,,-111.0582,159.4469,,,-5.0528,,,,,,-456.9246,-212.0682,-19.0564,-10.0898,,1.4916
FBP,73,0.0033661443574947423,,,18.8084,,,88.0837,8.4834,,,27.0129,,,40.3878,-177.3594,-109.7252,-143.6219,-1009.1951,12.1192,36.9321,0.9816,0.5598
RSI,133,0.0033455565355869034,112.6551,-79.185,-49.53,623.6044,-570.866,-595.2999,21.3288,1592.2159,-895.3314,-52.5461,29.9805,,,,,-106.0894,-42.5617,58.1905,37.9677,,1.164
EH,3,0.0033248971230518914,0.3266,-3.3975,-2.9056,-96.0531,-125.4377,-129.0565,-21.9867,999999.0,999999.0,-211.3913,65.9318,,,7.3729,,-7275.1833,-100.173,,62.6764,1.1675,0.6285
BWMX,27,0.0032983075371242846,63.6094,17.3334,17.0846,744.7183,70.4282,70.8461,14.3019,117.008,25.5075,101.1143,65.383,17.8167,9.6416,-78.0783,,-591.8444,-187.6485,-318.8064,8.5755,0.6837,0.8001
ESTC,33,0.003296592393395861,14.6008,-3.5516,-3.0776,15.7697,-120.4936,-130.7761,23.9589,1507.5792,-293.3713,-43.4953,72.2517,,,-19.1603,,-1413.2837,-100.5399,57.6609,3.9804,1.3751,0.6922
BP,69,0.0032458436291048698,8.5953,6.4659,2.0454,-33.2338,-51.3567,-79.5456,53.0325,51.9641,31.2728,14.85,22.8243,17.17,5.1054,-71.4346,-26.0274,-726.0031,-116.1727,15.4449,8.2365,0.8369,0.0682
DMLP,95,0.0032210545885660294,16.2787,15.3148,11.693,28.8512,21.4911,16.9303,84.1035,106.1668,79.9039,60.9182,81.6011,76.7689,61.4152,-354.6174,-209.9145,-520.9784,-93.5381,-14.6007,-20.4396,0.8669,0.3006
RMAX,123,0.0031553414270526054,121.0238,24.8519,4.4325,576.7927,65.6489,-55.675,7.1838,70.839,11.6373,45.746,74.4418,15.2864,4.1038,-10.6153,63.5416,-1032.0581,-237.6575,5.9508,54.0996,1.0125,-0.5717
VITL,107,0.0031352854284436623,20.0925,0.3863,0.3633,53.0696,-84.6719,-96.3672,38.7691,137.4856,2.1145,1.4304,30.229,0.5811,0.6255,,,-393.7479,-84.2128,-52.577,-4.3305,,0.5752
ITW,66,0.0030563454339968803,8.4304,4.9133,4.3858,-35.8344,-66.8042,-56.1423,10.2179,64.1069,29.8896,99.5015,40.8172,23.7886,19.292,-84.2928,-80.2968,-2268.7327,-108.4017,-3.6583,14.8097,0.9045,0.1082
SPRO,19,0.0029619284728046543,999999.0,999999.0,-48.8184,,-278.052,-588.184,1482.3779,999999.0,999999.0,-48.9004,,,,80.137,89.7887,-100.1679,-10.4922,,13.9938,1.3123,0.2414
RDWR,123,0.0029568700310396937,34.5854,-0.4821,0.3951,128.2233,-75.3714,-96.0493,2.4189,340.2634,-3.7944,1.0233,81.6363,,1.285,-5.1245,-1.9886,-259.028,-93.0351,14.2563,0.4189,0.9287,-0.1114
APYX,79,0.0029356904650614303,32.4903,-26.2791,-18.3947,143.9028,-279.1569,-283.947,-8.259,105.5433,-68.2932,-48.4979,65.4482,,,22.9946,,-263.6513,-68.1589,-19.2835,30.0246,1.3621,-0.4861
BARK,105,0.0029042177667067694,191.4956,-39.6714,-19.1061,894.4553,-260.7047,-291.0608,5.5003,417.2343,-69.1495,-28.859,57.5577,,,,,-151.046,-66.605,21.3172,21.4336,,-0.1862
BSBK,12,0.00289789798008328,,,5.5428,,,-44.5718,10.9149,,,5.4369,,,31.3747,-46.6276,,-98.0889,-692.3344,-4.0195,5.3647,0.5204,-0.276
REAX,123,0.0028880566262332397,16.0367,-9.9111,-7.4725,25.8926,-164.0742,-174.7248,213.7351,868.9149,-429.6111,-72.5764,8.3692,,,,,-971.249,-96.5316,,16.9938,,1.5537
NNI,55,0.0028584540577902555,,,12.0919,,,20.9193,11.6933,,,12.5465,,,28.9503,-108.543,-89.9492,-103.7594,-587.1437,14.0807,-8.367,0.7196,0.0303
IKT,14,0.00281046822621623,999999.0,999999.0,-87.0111,,-834.8381,-970.1113,,999999.0,999999.0,-68.662,,,,,,-78.9117,24.3038,,45.2425,,-0.4554
MOBX,132,0.0028019572759960328,0.1423,-7.386,-6.1319,-100.7833,-162.1811,-161.319,660.6897,999999.0,999999.0,999999.0,13.8108,,,,,999999.0,-107.0679,,,,-0.8273
BCSF,54,0.0027880687032112543,,,14.5857,,,45.8566,-6.0889,,,7.6186,,,73.003,-109.1194,,-52.2336,-353.1235,-1.4895,-1.4895,0.7311,0.4604
CNX,95,0.002760741879782949,56.8368,52.8997,-6.1953,637.7912,581.1543,-161.953,68.0502,54.4727,40.5594,-5.7468,72.8856,67.8367,,-182.0423,-10.4828,-92.7609,-282.3798,13.1277,20.2637,0.6632,0.4919
MSCI,123,0.0027497032948203314,3.9255,2.5704,1.9213,-74.1499,-85.8677,-80.7867,10.0342,73.4522,38.4779,999999.0,82.0181,53.7064,37.1375,-99.9753,-302.5979,999999.0,-109.6702,2.5492,,1.0976,-0.0204
DLY,71,0.002724534917265906,,,-26.0651,,,-360.6514,,,,-18.897,,,,1.6564,,-72.499,-143.0498,24.71,24.71,0.6492,0.2523
LOPE,102,0.0027233209504217873,14.5271,7.0773,5.4302,15.3837,-41.1533,-45.6976,1.6443,106.9278,41.6744,30.127,53.4947,26.0615,21.0791,-59.3007,-9.5508,-554.7994,-97.4697,-2.659,38.9866,0.7204,0.1895
UMBF,73,0.0027127266636047358,,,15.9565,,,59.5654,13.6664,,,15.9578,,,31.3077,-38.4354,11.0155,-100.0078,-1443.8817,10.7863,15.2072,0.913,0.474
CMPO,55,0.0026233603998475344,21.1079,11.0415,113.4921,746.5176,-126.4905,1034.9214,41.2498,419.5202,175.5596,999999.0,58.0338,30.3573,28.7839,,,999999.0,-468.7974,,,,-0.0353
FROG,33,0.002603344347558048,14.0969,-5.8161,-3.4105,9.9271,-113.86,-134.105,35.4925,119.9259,-39.583,-10.8514,77.7578,,,,,-318.1771,-84.6985,16.5001,2.1623,,1.203
RARE,19,0.0025692411539333083,16.2063,-31.392,-19.9431,21.7741,-257.859,-299.4308,3.3929,999999.0,999999.0,-159.2594,92.2054,,,19.8321,18.793,-798.57,-108.5305,,61.7918,1.0624,0.1618
NRDS,45,0.002520979336172217,44.1987,-1.0892,-1.3167,235.6629,-101.0287,-113.1674,41.9652,195.1134,-3.8468,-4.6825,92.6146,,,,,-355.6096,-91.3342,-191.344,-32.6475,,-0.1378
CGEN,14,0.0025204866112353615,999999.0,999999.0,-44.3767,123.5359,-429.2465,-543.7668,25.0,999999.0,999999.0,-34.6406,87.0,,,90.3581,83.5294,-78.0603,14.8288,,27.193,1.3936,2.3429
BDMD,79,0.002483840862537437,7.5227,4.0267,3.1541,-40.2904,-68.5906,-68.4588,26.5807,92.5271,39.6212,45.0679,79.8972,42.7662,33.1066,,,-1428.8588,-95.3517,-115.9471,-71.5777,,0.0539
UHG,63,0.00247782403923432,10.8151,6.2922,5.6154,-14.9575,-55.1086,-43.8456,10.1999,70.9034,33.001,94.2163,24.9048,14.4895,11.6533,,,-1677.8088,-94.9172,-42.5384,11.35,,-0.6736
ZVIA,13,0.0024557793738153124,64.6152,-44.1725,-20.6957,245.6379,-267.1179,-306.9569,18.0999,203.6264,-111.363,-46.5429,42.91,,,,,-224.8919,-59.7021,-9.3421,21.78,,-0.7273
PDS,95,0.002455384328462965,65.3928,1.5916,-1.1549,883.8626,-182.2839,-111.5492,63.8748,58.2518,1.1343,-0.9195,82.7457,2.014,,-634.5714,2.9811,-79.6137,-219.9307,-0.1401,-0.4059,1.1351,0.3748
SLNHP,45,0.0024509385843418234,-28.4253,-130.9583,-4140.3981,-4378.3515,-15347.7585,-41503.9809,99.0031,-11.7443,-43.2859,-187.3479,,,,,,-4.5249,-1715.2833,23.7274,49.1449,,0.0161
WTS,81,0.002434707492211173,16.4173,6.114,4.4834,30.407,-49.5688,-55.1658,9.413,76.8683,22.9014,18.9205,44.1677,16.4486,12.4314,-121.6895,-134.6022,-422.0102,-93.6105,-5.992,-10.8592,0.9733,0.2337
PPL,46,0.0024238585049972143,8.8426,4.2084,3.899,-50.884,-115.3564,-61.0098,36.6419,10.3886,3.9554,5.2594,36.5351,17.388,9.2635,-39.2874,-27.0578,-134.8896,-210.5788,-30.0969,-1.421,0.7587,0.0268
SGI,62,0.002387646391434168,22.0021,7.0796,7.0339,107.8681,-61.5327,-29.6611,-0.1947,75.1154,19.3359,999999.0,41.6484,13.4012,9.3831,-339.8798,-264.3388,999999.0,-146.1355,-17.3188,,1.1423,0.3806
TEO,139,0.0023838887862433315,24.3744,0.145,-9.2559,104.4994,-108.7292,-192.5594,91.5822,94.9777,0.4519,-49.7716,73.7799,0.4388,,30.3313,77.6949,-537.7261,-118.3883,-150.8911,-136.2355,0.7797,0.6258
WING,127,0.0023600238312517533,2.8626,1.558,1.0182,-84.5976,-96.0498,-89.8176,26.5552,123.2497,53.6625,999999.0,47.8453,26.0396,15.5104,-151.8073,-363.7,999999.0,-110.7833,-24.7138,,1.2113,0.9679
VKTX,19,0.0023551242089419468,,-6.1312,-4.2283,,-131.2633,-142.2827,,999999.0,999999.0,-37.9114,,,,-270.8241,-284.5266,-896.6181,-88.6995,,28.0171,1.2049,3.6456
EHAB,80,0.002352091141844317,42.2643,7.5619,-2.9273,441.0059,-73.1664,-129.273,-3.208,40.8461,5.8465,-2.6312,50.929,9.1121,,,,-89.8861,-174.0579,10.152,47.7314,,-0.2358
THR,66,0.0023415930303120167,20.3028,6.4578,4.7168,68.1637,-52.7836,-52.8319,23.8747,37.3398,9.5014,9.4004,42.0175,13.3646,8.9395,-73.2962,-13.4274,-199.2948,-95.6362,-1.9884,-4.9559,0.8143,0.3238
BBCP,50,0.0023407845022314854,21.7027,6.6472,8.0774,163.8448,-104.2035,-19.2258,27.0683,23.5595,5.7727,9.7955,40.7708,12.4874,6.8184,-194.3723,30.6122,-121.2708,-254.7296,-11.4066,-6.3799,0.7179,0.1441
BBIO,19,0.002338337886119689,1.9829,-12.5158,-15.5252,-126.0944,-299.9254,-255.2518,11.3776,999999.0,999999.0,999999.0,95.5775,,,32.983,,999999.0,-151.942,,,1.0986,0.737
KTF,53,0.002335116842002278,,,-24.2946,,,-342.9458,,,,-18.5715,,,,0.7632,-0.5295,-76.4428,-184.1883,21.5379,21.5379,0.5743,0.1172
AUDC,139,0.0023180615036083175,45.5701,7.9831,6.2231,236.1908,-32.2599,-37.7695,10.5146,125.3377,17.5657,14.411,64.9882,11.3849,9.9408,36.8466,-132.703,-231.5752,-96.3911,-13.9401,7.6585,0.8108,-0.1337
RMBI,73,0.0022901842894369508,,,11.5804,,,15.8038,6.5173,,,9.5171,,,27.1721,-16.4106,,-82.1827,-1198.9638,13.3424,26.6492,0.7004,0.1725
ALHC,78,0.0022748536628372723,19.5288,-13.6324,-10.0277,44.5479,-165.6234,-200.277,22.6603,999999.0,999999.0,-49.9118,12.8728,,,,,-497.7396,-83.8727,,21.8108,,-0.2421
EPR,124,0.0022697358914112687,10.918,6.7357,5.9704,-27.0378,-98.5199,-40.2958,19.0665,10.5894,5.2264,5.5989,90.8319,56.0371,23.2494,-117.8921,7.9435,-93.7772,-206.4637,-2.032,3.1443,0.8521,0.1599
NYXH,79,0.0022418205105607506,2.4418,-41.0321,-14.5302,-38.5129,-204.9747,-245.3018,261.9718,5.6805,-76.3649,-19.9834,62.7108,,,,,-137.5301,-54.1962,-58.5821,19.0402,,0.5529
ESLT,83,0.0022234699324112516,17.0973,4.5185,3.1756,40.0823,-69.5878,-68.2439,4.4146,40.187,8.4964,8.4871,24.9165,6.5849,4.2465,-44.745,-49.7953,-267.2589,-119.3511,-4.267,-8.3028,0.7294,0.2286
YEXT,45,0.002211073350554488,30.1283,-6.5787,-4.3454,118.2084,-127.9347,-143.4543,2.6302,999999.0,999999.0,-39.9041,74.0651,,,-5.7206,22.5,-918.2996,-102.8509,,39.5747,1.1352,-0.3881
MIN,145,0.002202743195299955,,,-13.8979,,,-238.9788,,,,-10.2542,,,,-0.7602,-10.3654,-73.7822,-100.1279,18.9643,18.9643,0.5173,0.0435
GROY,114,0.0021532788790230963,0.7189,-5.7295,-4.4921,-92.7725,-143.5518,-144.9213,2978.7234,0.4118,-2.6252,-2.5901,75.6047,,,,,-57.6595,-143.8054,-147.9652,-137.9832,,-0.1017
PLTR,33,0.002145060265952373,9.8634,-1.0619,-1.6283,-18.0527,-92.8571,-116.2834,23.6062,17088.8153,-1471.8192,-10.9301,78.5637,,,,,-671.2434,-86.7167,,-15.3384,,1.6888
ACET,19,0.002116884936151815,999999.0,999999.0,-22.5657,,-230.4471,-325.657,156.8345,,-167.3514,-19.0984,,,,22.372,90.3984,-84.6348,-9.8609,-35.556,3.5599,0.9313,-0.5903
MGF,145,0.00211665114734374,,,-15.7308,,,-257.3075,,,,-12.0771,,,,10.4966,-4.1371,-76.7736,-106.7108,18.778,18.778,0.5053,0.0339
FHB,73,0.002090458703471447,,,12.0296,,,20.2965,10.41,,,12.3829,,,36.8685,-56.6969,7.8141,-102.9366,-1055.1238,14.5999,14.5999,0.8586,0.084
ECVT,74,0.002061464422446144,10.6253,5.9852,5.6133,-23.4838,-81.6085,-43.8673,34.1881,15.2687,6.8806,10.7162,27.3886,15.4279,9.2406,-43.0667,-12.6094,-190.9082,-165.9527,0.7092,4.5236,0.955,-0.0145
MSI,121,0.002043174479118585,8.2339,3.3936,2.5977,-37.5698,-80.1959,-74.0231,11.5163,87.7386,28.9295,925.1908,46.4113,19.1286,13.3011,-129.2387,-195.328,-35615.9605,-115.4018,-26.9758,,0.8791,0.2455
OFLX,67,0.00203912914614971,7.753,3.0709,2.3659,-36.6164,-72.7319,-76.3408,-3.4797,233.9558,74.1344,34.8211,62.4009,24.7165,19.7496,-39.6561,-86.8857,-1471.7741,-95.0331,-21.1452,-17.5617,0.8855,-0.3739
MCR,145,0.0020350538506566027,,,-14.0424,,,-240.4241,,,,-10.342,,,,-11.8148,-18.5338,-73.6486,-151.1755,18.5353,18.5353,0.6788,0.0932
SENS,66,0.0020342889809455275,1.0153,-25.5604,33.3865,-72.4378,-240.0598,233.8651,19.8464,999999.0,999999.0,999999.0,16.6331,,693.7287,-29.0909,77.0968,999999.0,-105.5902,,,1.1734,-0.2817
SATL,121,0.002021172036241849,2.4235,-80.7231,-13.567,-47.9879,-443.9596,-235.6699,41.5587,9.1945,-245.0071,-24.1571,45.3759,,,,,-178.0583,-76.5059,,,,-0.25
IVVD,14,0.002016806364243171,999999.0,999999.0,-147.5349,,-1199.0,-1575.3487,,999999.0,999999.0,-54.2331,,,,,,-36.7595,167.262,,36.2083,,2.175
HQH,53,0.0019980735197657846,,,-25.0561,,,-350.5611,,,,-16.9528,,,,-32.0132,-32.1725,-67.6594,-101.5659,20.7742,20.7742,0.8286,0.0282
EHTH,137,0.0019029204204720227,224.6468,-46.2399,-32.9914,1182.2467,-327.3445,-429.9135,-26.7426,70.4943,-11.6081,-13.0748,111.7546,,,93.0144,35.3591,-39.6311,-123.3929,8.559,13.1503,1.2187,-0.4038
SPCE,143,0.001901217939738716,0.0653,-80.374,-35.8309,-55.482,-414.3908,-458.3091,-29.7691,999999.0,999999.0,-83.2203,17.5606,,,68.75,59.6211,-232.2585,-66.8154,,46.2996,1.2701,-0.6765
TER,47,0.0018693364213217421,11.8793,5.4023,4.0594,-4.7125,-53.8867,-59.4065,-14.7949,116.1869,42.2706,27.4267,59.1799,26.9132,21.309,-103.6679,-152.4883,-675.6413,-92.6195,-23.0538,4.3941,1.1549,0.0291
TENB,33,0.0018526992948566959,10.2288,-1.3128,-1.2703,-17.4746,-106.2751,-112.7029,26.2527,807.9418,-82.9529,-25.19,77.3432,,,-132.0957,,-1983.0065,-104.7172,3.4657,-25.801,1.2078,0.0091
NEPH,79,0.0018489539290565404,44.0288,-40.3434,-31.0539,245.9805,-412.2728,-410.5393,-2.3686,88.9453,-65.2002,-38.5272,47.4286,,,82.6016,71.6931,-124.0654,-42.5408,34.5193,39.7857,0.9923,1.0561
RWAY,55,0.0018423362596019718,,,7.6103,,,-23.8967,-16.9146,,,4.4788,,,62.3429,,,-58.8511,-266.8709,4.9725,4.9725,,0.1605
EVN,71,0.0018214092108633146,,,-21.9866,,,-319.8659,,,,-17.1972,,,,-1.95,-9.3942,-78.217,-167.1609,20.9266,20.9266,0.5579,0.0447
RLI,118,0.001816052228864183,,,10.1032,,,1.0321,43.4663,999999.0,999999.0,48.9699,,,33.9544,-73.4953,-151.8538,-484.696,-162.9057,,4.2315,0.7313,0.1316
TVTX,19,0.0017713184510490445,7.6605,-23.3237,-18.3225,-36.716,-271.7832,-283.2249,-16.9726,999999.0,999999.0,-618.2446,95.962,,,-49.6341,-2.0881,-3374.2384,-109.0784,,85.8162,0.8881,-0.687
KOD,14,0.0017517117675059646,999999.0,999999.0,-82.3061,,-794.0857,-923.0607,,999999.0,999999.0,-61.2285,,,,85.8188,,-74.3912,-19.0631,,34.2449,0.8996,-0.3016
CTLP,94,0.0017107114158546454,20.0875,0.8751,0.1572,59.2673,-90.8039,-98.4278,18.7323,52.3782,1.8255,0.3886,33.3425,1.4525,0.2673,-21.2766,33.3333,-247.1403,-98.7646,-45.6729,-4.764,0.89,0.107
NAGE,0,0.0016315983048679848,45.6265,-19.8596,-11.5981,217.8832,-212.8388,-215.9811,6.8215,510.5213,-177.7693,-46.1496,59.399,,,50.6452,61.1675,-397.9056,-78.8329,-126.0787,9.629,1.0549,1.3464
LEU,84,0.0016242043418500515,26.0915,13.3224,11.5069,104.2341,6.307,15.0686,-1.5085,999999.0,999999.0,999999.0,40.1293,20.4901,18.4615,-528.9063,-782.1918,999999.0,-135.7044,,,1.2072,0.3885
