Ticker,Industry,Score,IV0,GP_EV,PB,NCAV,GPOA,REV_G,IE_G,OMGN,Beta,Performance
QBTS,45,0.010798189509838775,-113.3715,0.3075,-3123.6052,-97.4741,999999.0,-0.3214,,,1.579,3.706
SOGP,34,0.01070745816051817,-99.5238,4.0544,-6621.4755,-98.6833,999999.0,-1.9291,26.105,,1.2805,6.3527
DOMO,33,0.009230010933252574,-222.2485,58.0486,999999.0,-175.4487,999999.0,-0.6097,,,1.5286,0.7145
WULF,45,0.008944452158736406,-150.7499,5.6447,-470.1466,-122.6723,16.9133,102.3011,-9.8684,,1.9918,3.8658
JMIA,27,0.005115862999456725,-129.7969,24.6122,-624.4773,-88.207,999999.0,-9.9562,-25.5544,,2.6039,4.3364
DE,66,0.0,-72.0743,10.6014,-554.5054,-105.2926,24.4891,-16.1499,-4.7473,22.6197,0.9675,0.0239
CRUS,132,0.0,-4.9573,21.8474,-264.4258,-82.7315,73.5806,5.9918,-7.2886,21.6425,1.2796,0.3433
AZZ,67,0.0,-39.9382,11.0777,-249.0327,-130.6921,20.1796,2.6116,-11.8786,14.9811,1.2546,0.1489
SWKS,132,0.0,-31.8249,17.9367,-160.3693,-83.8193,29.832,-12.4549,-4.1758,18.8463,1.6575,0.2711
CSW,62,0.0,-57.2226,8.0747,-464.7062,-93.9127,45.3863,10.7791,-72.0156,20.6362,1.15,-0.1931
HLIT,121,0.0,-13.6336,31.6098,-243.1258,-95.7043,74.4174,11.649,-6.4971,13.5287,1.2967,0.0712
DECK,134,0.0,-12.6626,18.2273,-705.1581,-89.4445,462.5757,16.2754,-19.2432,23.6499,1.424,-0.2989
ORLY,8,0.0,-64.5223,9.8505,999999.0,-112.6538,212.8127,5.6679,,19.4581,0.7678,0.0006
RH,105,0.0,-83.3647,19.5146,999999.0,-171.746,58.5242,5.0056,,10.1418,1.9309,-0.2608
NICE,33,0.0,-27.2081,20.6884,-276.8262,-90.566,74.8182,15.0479,-7.4128,19.9598,1.3301,-0.151
PLTK,45,0.0,38.379,49.9236,999999.0,-250.4413,109.0418,-0.6895,,18.0638,1.2579,-0.2696
SVM,114,0.0,56.3933,17.1866,-101.588,-90.3891,21.4877,38.9001,-39.5939,34.5479,1.21,0.6653
HWM,81,0.0,-72.1161,3.567,-1190.5344,-104.3418,27.8439,11.8976,-12.8065,22.0592,1.2804,0.5216
K,107,0.0,-61.4718,13.6866,-722.6115,-127.1605,50.8902,-2.8426,-15.2271,14.6913,0.4807,0.0222
WTRG,147,0.0,-100.2039,6.6661,-171.6576,-205.8935,8.7983,1.5721,-5.1326,36.3196,0.8383,0.0117
ENTG,111,0.0,-101.0855,8.9688,-350.1215,-123.043,20.2457,-8.0228,-8.2999,13.4245,1.6484,0.0277
IDR,114,0.0,-50.8007,6.3748,-513.6234,-95.8991,38.9325,88.6643,-96.7964,32.7066,0.6896,0.961
DHI,63,0.0,43.9305,22.1038,-159.6411,-40.6545,35.0235,3.7817,-11.6108,16.1295,1.1894,0.1655
TMHC,63,0.0,82.7799,25.0707,-106.6568,-29.3726,26.4156,10.1149,-10.2375,14.8591,1.2005,-0.0241
SDHC,63,0.0,8.2834,19.5634,-248.287,-65.2397,66.8216,27.573,-92.3031,12.2157,,-0.0956
GIB,116,0.0,-26.4927,7.2771,-339.2243,-106.9692,22.6854,2.6566,-13.4495,16.465,0.9602,-0.1564
OTEX,45,0.0,-51.336,31.8632,-165.2833,-215.3401,40.8029,-10.4197,6.4075,20.0948,1.2578,0.4997
HON,3,0.0,-57.5465,9.1866,-724.9815,-119.2911,37.3012,5.0079,-16.544,19.8971,0.9292,-0.0042
HEI,3,0.0,-80.1813,3.7915,-1013.6749,-104.6815,26.0505,29.9708,-15.7918,21.3718,1.0475,0.1619
ULH,144,0.0,114.6657,21.9784,-109.5928,-199.5696,22.9704,11.0638,-21.5756,11.2041,1.3765,-0.3724
BCPC,74,0.0,-68.0692,6.021,-473.3779,-101.9464,26.0544,3.3872,-9.1016,19.1792,0.9272,-0.0816
KHC,107,0.0,-24.339,16.7207,-70.8748,-187.8859,13.2154,-2.9805,0.7984,20.7073,0.6378,-0.1582
PRGS,33,0.0,-89.6038,15.7083,-582.8359,-165.1782,33.7268,8.4917,4.5522,20.8661,1.131,-0.2784
SB,75,0.0,104.1085,17.6249,-46.1787,-203.9185,11.2781,8.9908,-4.9346,35.3407,0.8677,0.268
SAP,33,0.0,-68.4,9.249,-592.6879,-102.5138,57.307,9.5139,-5.5338,22.8464,1.0833,-0.0252
NWSA,93,0.0,-35.7324,,-162.3957,-105.1484,,3.1608,-4.1949,12.2048,0.9543,-0.034
GDDY,45,0.0,-71.8143,10.3611,-3682.7112,-121.8628,85.9657,7.501,-1012.701,20.3993,1.0687,-0.2909
A,18,0.0,-69.7658,10.0986,-558.56,-105.0237,44.4151,-4.7271,-0.9068,22.8571,1.1333,0.2448
CP,122,0.0,-62.5781,4.421,-192.8084,-137.395,7.3177,15.8582,-15.2767,35.6043,0.985,0.0078
WMG,133,0.0,-57.836,15.829,-2359.123,-135.8702,76.8711,6.4436,-56.9767,15.0638,0.9249,0.0187
SJM,107,0.0,-20.7784,16.9492,-203.2347,-173.4981,24.7233,6.693,20.9426,18.9604,0.5305,-0.1181
TGNA,22,0.0,95.8121,24.9366,-98.9595,-196.5383,24.8852,6.72,-11.0639,25.7187,0.8721,0.0523
FIZZ,13,0.0,-33.525,11.9652,-879.2732,-94.8285,177.46,0.8106,20.6453,19.5995,0.6811,-0.2224
TME,22,0.0,-69.5437,4.0949,-449.2936,-95.5633,24.9259,2.3386,-21.8943,26.1927,1.028,0.5584
BUD,13,0.0,-30.7905,17.4254,-135.9441,-178.7328,22.4392,0.6534,4.2902,25.3463,0.8501,0.0057
BBWI,28,0.0,24.6649,32.4165,999999.0,-163.8342,177.0115,-1.6422,,17.3259,1.3791,-0.2046
GNTX,10,0.0,-5.494,15.3907,-212.8387,-84.8245,34.789,0.6132,-6.9008,20.2563,1.0265,0.0213
SNPS,33,0.0,-71.5896,7.6783,-749.0222,-94.7589,97.8699,15.2204,-45.905,22.1253,1.5168,0.0383
EMR,37,0.0,-68.4734,12.1639,-229.2778,-108.0035,28.11,15.3445,-3.4251,15.2413,1.1488,0.2334
ITRI,47,0.0,-43.7621,16.5962,-343.2881,-100.7605,52.3717,12.293,-6.0083,10.9547,1.1102,0.2871
AMWD,59,0.0,-3.7573,25.433,-96.7376,-129.9859,24.8177,-7.4651,-0.6175,8.4727,1.3013,0.0648
ERO,82,0.0,-44.897,9.7751,-218.4724,-155.7009,15.7983,8.9243,26.9676,25.2369,1.2809,0.6905
WB,34,0.0,154.7906,82.8712,-57.7009,-68.8893,44.839,-0.2932,-1.7418,28.1718,1.0185,0.3024
VEEV,33,0.0,-64.6437,6.4611,-631.5051,-86.6884,300.0799,16.2013,-25.5671,25.174,1.0695,0.2742
CAMT,48,0.0,-47.1735,8.2509,-497.9079,-89.8206,58.4621,36.1027,-15.3496,25.1772,1.8298,1.1311
TS,138,0.0,-44.7051,11.3253,-244.6755,-86.388,30.8981,-15.7707,1.2719,20.117,0.8894,0.0036
PLAB,132,0.0,70.6651,31.9002,-85.8474,-44.4666,37.6086,-2.817,-16.0825,25.5515,1.3723,0.1754
BAM,102,0.0,-95.2443,0.536,-641.6062,-100.6086,3.2712,25.8486,-57.2182,22.1992,,0.0892
GRBK,63,0.0,93.7036,23.6862,-156.3311,-41.2581,37.1599,18.07,-25.4045,22.7236,1.2451,0.1183
RSVRW,133,0.0,-88.6581,23.2326,-18.528,-718.4924,13.8176,9.4563,-3.3047,23.1178,2.221,-0.6154
CNK,90,0.0,-28.7289,45.6639,-499.7828,-203.3462,104.4502,-0.9936,-89.2723,13.3221,1.0056,0.1069
SQM,84,0.0,-45.263,9.692,-218.5392,-106.3094,17.7093,-39.3536,6.6255,23.3855,1.1691,0.1584
FAST,120,0.0,-64.695,7.7331,-1218.0113,-94.7467,95.5456,2.7128,-7.9879,20.0106,1.0273,0.0787
TMUS,139,0.0,-62.6292,13.8378,-486.9323,-141.9233,38.3149,3.9571,4.5955,22.3891,0.7982,-0.1881
MCW,11,0.0,-55.0643,20.362,-261.3279,-176.4831,38.1191,7.2938,-9.1053,19.247,1.1416,-0.2984
AME,66,0.0,-57.6722,5.9791,-411.306,-105.3241,21.7979,5.218,-10.5967,25.6377,1.0893,0.15
ZWS,66,0.0,-58.5316,11.8712,-357.8638,-105.4573,37.9333,2.3522,0.9983,16.4762,1.0415,0.439
GRMN,66,0.0,-49.5441,9.4475,-530.4005,-90.612,69.1247,20.4399,-11.9271,25.3139,1.2994,0.0115
FE,46,0.0,-101.991,18.9116,-167.059,-254.0455,24.1709,5.3798,-25.6871,18.0966,0.6368,0.1659
DG,41,0.0,-35.2133,48.459,-262.9372,-177.7809,94.48,4.9641,-9.847,4.2206,0.8831,0.1273
AVA,113,0.0,-90.3679,18.0978,-127.7157,-237.3782,20.4264,10.6164,-4.2656,15.7895,0.6834,-0.0695
PCTY,33,0.0,-65.7286,10.6493,-854.0408,-98.0332,109.9001,13.74,-19.426,19.0584,1.2011,-0.2551
CYBR,33,0.0,-97.7513,4.8711,-721.0014,-98.6683,51.1194,33.0972,-199.0946,,1.1653,0.4998
TDUP,27,0.0,-170.087,75.9227,-523.9345,-116.7852,606.853,0.5907,45.8212,,2.5008,2.4646
ABTC,45,0.0,-106.2421,4.529,-78.7689,-92.2727,3.4712,10.0891,-114.2468,,2.0826,5.2045
CSV,102,0.0,-43.2106,12.6082,-288.1779,-270.7765,19.2514,5.2116,-20.5073,22.8062,0.8753,0.1447
APD,74,0.0,-83.1578,5.0651,-346.728,-122.3506,13.1427,-3.9635,-19.2423,24.3583,0.8942,-0.1471
VRRM,143,0.0,-59.3758,17.8148,-1403.1631,-125.5626,68.1926,7.5733,37.0947,26.5123,1.1106,0.0227
TEN,75,0.0,57.9565,17.6027,-28.3927,-387.5621,9.908,-9.612,-6.9313,28.5919,0.7384,0.4429
ZM,34,0.0,-29.3655,23.337,-256.772,-71.0395,309.2429,3.0528,-11.4183,17.4324,0.9126,0.126
ESAB,66,0.0,-54.1321,12.496,-411.2649,-113.5546,39.3776,-1.224,-9.7467,16.6986,1.1926,-0.0695
CEPU,46,0.0,-91.9156,1.1948,-1299.446,-101.0044,14.583,8.1033,0.1176,27.5223,1.0647,0.2709
BMI,66,0.0,-63.3445,6.0491,-946.3718,-93.9515,105.8718,17.4769,-17.3772,19.1077,1.1638,-0.0619
SO,46,0.0,-93.6752,8.0403,-269.1797,-197.4271,13.2851,5.2214,-4.1136,27.6385,0.6951,0.041
ATHM,45,0.0,-67.2619,7.6202,-376.9061,-78.7931,294.7579,-2.012,-0.1089,14.2551,0.8382,-0.0877
VG,98,0.0,-162.0598,6.2033,-377.6196,-235.0578,10.2981,-37.181,-205.3717,35.6378,,-0.1144
BCO,68,0.0,-50.6756,19.5225,-1238.6123,-187.1659,45.0985,2.8166,39.927,8.825,0.9741,0.2521
GLDD,83,0.0,-0.995,15.3286,-135.786,-184.4046,18.1051,29.3522,-16.4343,11.775,1.2707,0.2693
ESP,66,0.0,74.002,37.426,-152.3579,-33.1086,174.5005,13.4617,-23.1987,18.4904,0.6583,0.458
GPK,40,0.0,-47.9479,15.2881,-259.2939,-167.1742,24.4242,-6.5868,-8.3034,12.7626,0.973,-0.3835
PTC,33,0.0,-74.4581,9.1016,-587.468,-109.5449,39.4633,9.6049,-20.0616,25.55,1.0636,0.2657
FTV,66,0.0,-53.9271,16.9916,-186.9135,-120.6717,28.5035,2.7451,1.2561,18.3494,1.0613,-0.0987
DD,74,0.0,-58.5173,12.2254,-130.719,-120.2559,15.4805,2.6351,3.7695,14.7667,0.9769,0.1042
MGRC,42,0.0,-25.6914,13.0612,-244.288,-133.516,25.4217,9.889,-20.3004,27.1188,0.9139,-0.0053
MDLZ,107,0.0,-40.6395,13.9396,-318.4688,-129.1709,32.8836,1.18,4.9637,18.2898,0.7174,-0.0963
CRM,33,0.0,-66.3656,11.5008,-424.936,-103.9427,52.6361,8.7156,-2.5601,20.2296,1.4188,-0.0498
MANH,33,0.0,-70.5502,5.3741,-3643.3449,-99.5506,1736.9042,12.2347,-7.4918,25.0967,1.5523,-0.0031
KMI,92,0.0,-89.7395,8.7767,-197.362,-158.4688,13.2534,-1.8737,-0.4349,29.4762,0.8756,-0.0851
TT,10,0.0,-54.6624,8.7451,-1038.5571,-105.9623,66.377,12.2222,-6.6966,17.6432,1.1199,0.2341
IMPPP,75,0.0,-28.1606,8.4686,-190.6146,-75.0312,23.5581,-19.5804,-16.1086,31.5365,0.4674,0.0905
B,114,0.0,8.187,11.4215,-100.2724,-119.8971,14.4303,13.3807,-3.9185,32.3789,0.8012,0.6605
LMB,50,0.0,-45.9166,17.4563,-561.4847,-96.5397,122.0755,0.4708,-26.9412,8.1718,1.1935,0.2455
CTSH,45,0.0,-14.6065,18.6546,-261.4465,-91.643,51.8473,1.979,-8.9287,15.3324,0.9714,-0.0539
PLNT,65,0.0,-79.1267,6.0942,999999.0,-132.3832,39.7337,10.2983,,27.4359,1.0938,-0.0711
SHOP,33,0.0,-84.8974,3.5566,-1127.3533,-96.2486,63.9131,25.779,-27.4873,14.6622,1.7427,0.7487
DCI,112,0.0,-33.3606,15.4105,-540.651,-99.4464,66.2512,2.9167,2.3907,15.102,0.9526,0.2342
SPSC,33,0.0,-75.6346,8.6387,-606.589,-95.5853,69.5893,18.7843,-28.0482,13.9366,1.2836,-0.2359
YORW,147,0.0,-82.2556,7.974,-210.9952,-179.0953,12.6591,5.5677,-4.5276,37.4214,0.7284,-0.0869
MZTI,107,0.0,-47.8754,9.9811,-473.367,-96.0978,54.4368,1.9961,-7.8554,11.8075,0.7222,-0.0698
VIRC,67,0.0,91.3184,90.1409,-137.2531,-85.2724,132.5421,-1.0691,-19.8357,10.4639,1.071,-0.2244
ABEV,13,0.0,34.6594,27.3642,-196.7462,-103.6822,65.2675,11.6662,-24.2523,16.0342,0.8027,-0.0212
VMI,81,0.0,-32.7976,18.9889,-371.295,-99.4215,57.421,-2.385,-12.4582,12.8731,1.2699,0.4193
AWR,147,0.0,-67.9581,11.7894,-318.5742,-143.9782,24.7935,-0.0403,-18.5466,30.9816,0.7204,-0.0544
PEGA,45,0.0,-68.4806,18.6369,-1060.6235,-97.5318,353.5451,4.5067,-65.4656,10.7411,1.4112,0.7611
FTDR,42,0.0,-9.8948,26.4216,-1250.0903,-144.7834,98.9022,1.5276,-74.4526,19.6759,1.1779,0.668
AU,114,0.0,-16.5398,9.8081,-218.5298,-108.0415,22.7143,26.6295,-127.6203,27.3753,0.812,0.8213
WSC,85,0.0,-58.0254,14.4783,-519.5925,-182.967,27.5948,1.3088,19.2394,24.4439,1.3902,-0.2377
KDP,13,0.0,-59.5761,13.7648,-193.5341,-153.171,21.7095,3.6249,5.5811,21.5556,0.6899,-0.2149
EBR,46,0.0,6.7773,26.9227,-69.2583,-220.7309,20.8079,8.1344,-8.4783,31.1525,0.7497,0.4798
LYV,133,0.0,-79.7982,17.3067,-1622.2257,-126.2888,254.7038,1.889,-37.7756,3.5132,1.149,0.108
CSGS,45,0.0,-36.873,27.4392,-618.3278,-95.8688,88.3976,2.3938,-3.3817,12.0824,0.9582,0.2994
POWWP,101,0.0,-110.0744,1.7643,-1109.6083,-100.1281,22.3847,-8.4174,37.99,,0.6546,0.1451
HRI,85,0.0,-58.2714,14.56,-286.0005,-241.8887,21.6358,2.8032,-9.6622,16.2715,1.5947,0.0068
ALRM,33,0.0,-51.6653,23.8438,-358.6475,-90.5268,114.9061,6.5948,-6.4067,11.5498,1.0158,-0.1193
FWONA,22,0.0,-82.1167,5.6093,-276.2313,-105.2529,15.0342,2.9795,-15.0958,11.8143,0.9921,0.0857
PCAR,89,0.0,-35.0264,11.6344,-294.826,-82.4756,28.476,-4.1665,-10.2533,14.5331,1.0729,0.0041
UAN,4,0.0,-63.8793,9.7927,-258.2392,-164.9401,15.8474,-23.9504,3.2389,19.1468,0.7151,0.3128
GTES,66,0.0,-60.0883,19.7015,-146.9965,-119.2113,27.1217,-4.5376,5.7451,14.3331,1.286,0.1658
WAY,45,0.0,-94.1709,8.399,-208.6119,-117.4668,15.2016,19.2841,-50.2384,13.1127,,0.022
ZD,139,0.0,1.1855,59.6616,-91.4047,-131.1387,55.3807,2.7609,4.3379,14.1915,1.4042,-0.1271
ACMR,66,0.0,23.6905,27.9154,-134.3775,-50.8666,46.9139,40.2341,-18.3277,19.3063,1.7599,0.8033
BBW,125,0.0,31.7739,53.3625,-387.1455,-103.3632,244.7972,2.1168,-7.265,13.352,1.0999,0.3539
BMBL,34,0.0,113.3963,53.3637,-35.0924,-271.6111,42.7287,1.8837,42.2809,17.8953,1.7141,0.2534
CW,66,0.0,-57.7277,8.9302,-500.1854,-104.8822,37.0475,9.6935,-5.2133,17.3987,1.1457,0.8726
SPNS,33,0.0,-28.6831,17.91,-314.0062,-91.829,78.5762,5.4015,-6.5968,15.8282,1.278,0.5988
AAON,66,0.0,-70.4544,5.7753,-815.0878,-97.8446,40.5437,2.7485,-12.1538,17.4154,1.4366,0.2531
BRC,88,0.0,-20.5557,23.0385,-283.253,-97.203,68.0747,12.8383,-11.7707,15.6341,0.928,0.0653
OSK,9,0.0,76.5921,28.5783,-147.7406,-110.2538,40.1182,11.1028,-12.0584,9.9001,1.2373,0.3144
OLLI,41,0.0,-57.4433,13.3998,-427.736,-98.0944,72.1042,8.0395,-12.4038,10.9831,1.0291,0.045
VNT,66,0.0,-49.2902,20.899,-473.3934,-134.4973,50.007,-3.7542,-18.3452,18.0262,1.0278,0.2721
ROCK,138,0.0,-15.2971,23.0846,-171.1356,-82.1724,45.1899,-5.0062,-14.5395,11.7915,1.151,0.1374
CRNC,33,0.0,0.3433,48.0927,-250.1826,-163.8161,82.5199,12.5746,79.6946,13.9706,2.906,0.329
YUMC,127,0.0,-33.2601,9.9503,-311.3789,-109.4592,40.1274,2.8843,9.7205,10.7479,0.9547,-0.172
OGE,46,0.0,-71.1981,9.5644,-195.1801,-189.3243,13.7215,11.8628,-2.8659,25.5537,0.757,-0.0148
PLAY,127,0.0,-22.9805,85.1036,-450.873,-674.3468,111.8954,-3.2921,41.9586,11.2111,1.6715,-0.1298
GDEN,133,0.0,-97.859,33.8233,-150.61,-166.7854,43.6383,-37.7641,11.81,7.4629,1.1924,-0.2227
UP,143,0.0,-312.5961,0.2949,999999.0,-255.4952,999999.0,-36.7994,,,1.6159,0.5665
WHR,37,0.0,-70.7846,24.6864,-165.501,-254.8986,31.1564,-14.6389,-15.609,5.2147,1.4152,-0.1531
DOYU,34,0.0,51.1518,999999.0,-36.9686,108.448,264.2092,-22.7755,37.0626,,1.3821,-0.0469
CTM,116,0.0,-146.283,23.2531,-397.181,-97.6255,98.3285,-1.0586,-55.8615,,,-0.0116
AIN,140,0.0,-39.5324,16.7779,-230.3631,-96.8859,34.8705,7.2049,1.8994,11.7662,1.1876,-0.1892
TUYA,33,0.0,-67.9098,15.9061,-172.4185,-53.5041,88.6275,29.8391,-3.8002,,1.1764,-0.2524
GCL,33,0.0,-82.3181,9.013,-650.0414,-101.0562,67.8389,45.6586,-122.2972,2.2866,,-0.1015
EME,50,0.0,-4.4326,16.9947,-599.1994,-96.0073,172.9082,15.7614,-18.9362,9.2328,1.3534,0.784
AMBI,51,0.0,98.5696,11.4501,-80.1169,-253.5118,11.4659,25.4244,-33.8813,14.911,,-0.8899
XEL,113,0.0,-124.1753,8.9092,-205.269,-212.2338,12.6875,-5.0671,-10.8197,17.8366,0.6651,0.1422
BVN,82,0.0,-41.2785,10.3202,-106.4703,-117.1461,11.6604,40.1483,-12.3214,14.3369,0.7082,0.5189
ED,113,0.0,-94.2104,12.8924,-170.0687,-211.38,17.0291,4.0442,-3.8,17.9077,0.5982,-0.0999
CLX,135,0.0,-46.6341,16.0062,-3649.6705,-119.1798,114.6272,0.1551,2.0325,16.5681,0.5384,-0.2281
DLTR,41,0.0,-21.5797,33.3773,-419.46,-132.3048,102.313,4.7435,45.6127,8.323,1.0911,0.3063
ZBRA,66,0.0,-53.4074,15.0047,-413.0395,-112.2067,49.6911,8.6606,-18.1159,15.3584,1.2512,-0.082
ERII,66,0.0,-63.118,12.1636,-416.6136,-83.6976,73.4391,12.9327,4.4575,15.3158,1.3668,0.0751
PEG,113,0.0,-53.3404,8.6433,-255.0141,-173.5065,22.1465,-8.4275,-4.1158,22.9252,0.8387,-0.0166
EMN,74,0.0,-2.0578,16.1382,-169.8048,-151.887,22.827,1.8675,-5.8228,14.6664,1.0556,-0.2921
IRBT,37,0.0,-665.6034,99.6385,-125.0388,-281.9844,111.6175,-23.4376,68.8331,,1.6589,0.234
CDE,114,0.0,-9.9448,11.8448,-204.3713,-138.7111,20.7852,28.3486,-9.703,20.4415,1.4679,2.0791
JACK,127,0.0,-2.9394,20.9483,999999.0,-779.8478,53.9121,-7.15,,17.2465,1.2525,-0.4014
IT,102,0.0,-64.4084,12.7213,-2416.0121,-108.6051,225.0547,6.1022,-99.6916,18.4647,1.0735,-0.4115
WHD,97,0.0,2.4752,14.2694,-253.7637,-90.2444,47.3652,2.995,-18.7279,27.078,1.1154,-0.102
STNE,45,0.0,318.7879,64.0734,-139.0333,-79.6331,94.2086,12.1007,19.4105,47.9942,1.4199,0.7763
GFI,114,0.0,6.6319,9.9807,-379.0624,-113.902,31.5639,15.5731,-16.1717,40.2415,0.7432,0.6824
TIMB,139,0.0,-66.7159,6.9901,-744.4576,-108.6744,57.0802,9.5477,-1.4941,15.8715,0.8115,0.536
TR,136,0.0,-56.1136,12.1146,-261.5343,-97.5034,37.0036,-5.9982,-5.7468,13.8969,0.5609,0.1358
DIS,133,0.0,-56.2375,14.7855,-167.0484,-135.7769,22.4743,2.7706,6.6276,13.0406,1.0322,0.1465
