Ticker,Industry,Score,IV0,GP_EV,PB,NCAV,GPOA,REV_G,IE_G,OMGN,Beta,Performance
LITB,27,0.012405052798180787,-97.3276,44.0204,999999.0,-105.519,999999.0,24.9936,,,0.913,-0.4242
SPRU,10,0.011414837255985917,-929.9531,7.678,-31.6139,-788.3222,6.0752,244.3089,25.7139,,1.2678,-0.4286
SPOT,22,0.011000586536672992,-98.1705,7.9476,-1813.4489,-100.883,999999.0,12.9615,-5.0812,,1.3196,1.0974
NSP,116,0.010750396657098251,57.3826,29.9138,-4049.6026,-107.9598,999999.0,7.5112,-15.6567,0.5076,1.3562,-0.1433
GTLB,33,0.010621013331854947,-101.1829,6.7479,-1434.5047,-93.4427,999999.0,36.662,26.4734,,,-0.1246
IHG,65,0.010605778000920186,-36.5969,7.7791,999999.0,-128.3504,999999.0,18.8078,,22.3616,1.17,0.0916
BKNG,143,0.01057893961862784,-44.0429,,999999.0,-107.9171,999999.0,25.0146,,27.311,1.3483,0.326
BRZE,33,0.01026876407175245,-108.4636,8.407,-974.9899,-94.4526,999999.0,32.7421,0.5222,,,-0.1605
ATOM,132,0.01025395622276614,-164.3917,0.3722,-879.3332,-90.7438,999999.0,43.9791,10.5543,,2.1818,-0.2908
CPNG,27,0.010206694262879103,-65.3885,21.7891,-798.1828,-103.2141,999999.0,15.7324,-69.3869,2.2287,1.3087,0.2337
WINA,105,0.010097306792070656,-58.6524,6.3001,999999.0,-106.0055,999999.0,2.1201,,65.56,1.1766,-0.0527
VRSN,45,0.010037389696977208,-50.1693,6.432,999999.0,-112.138,999999.0,4.7863,,67.0149,1.0249,0.3348
QBTS,45,0.009752254902324009,-268.5272,1.4471,999999.0,-112.2621,999999.0,22.7939,,,1.5762,2.9891
QLYS,33,0.009512456620113243,-63.0631,7.8297,-1666.1349,-97.0287,999999.0,13.2187,-27.339,29.4105,1.1832,-0.2235
COUR,33,0.009305550083848431,-107.2841,23.3543,-346.3364,-74.4736,999999.0,21.3855,11.2847,,1.4557,-0.5087
AZ,66,0.009291099801539112,-663.4455,16.5129,999999.0,-134.2195,999999.0,21.6447,,,1.7925,4.75
FBYD,133,0.00921858912571737,198.7791,999999.0,999999.0,-760.491,999999.0,0.3449,,,,-0.0332
TEAM,33,0.00917335688296675,-98.469,7.1501,-4944.9814,-101.9456,999999.0,23.4567,-57.7662,,1.5479,0.1425
WK,33,0.00903232639699449,-110.9383,10.9214,999999.0,-106.2541,999999.0,17.1348,,,1.4242,-0.0521
DCBO,33,0.008784680536213877,-93.328,10.7661,-2821.9327,-98.6377,999999.0,26.5387,73.6118,0.376,1.7407,-0.3502
AMPL,33,0.008769051546745038,-117.2218,21.7104,-428.7336,-80.0916,999999.0,16.053,0.0732,,,-0.0294
SEMR,33,0.008737561191668693,-89.2734,15.2349,-851.2452,-91.1812,999999.0,20.9814,-12.2114,,1.6097,-0.2868
ARLO,37,0.008704721466493086,-98.6586,16.3591,-1123.9572,-93.2335,999999.0,0.1554,-17.7673,,1.5726,-0.2087
DBX,33,0.008599153460437475,-47.5032,25.0727,999999.0,-119.1472,999999.0,7.6003,,15.3302,1.3015,0.1494
TZOO,2,0.008555757074765039,46.1192,59.0896,-1525.1181,-111.5445,999999.0,19.6575,-0.3615,18.4334,1.8444,0.3317
RBLX,33,0.008466219046748371,-126.6149,9.77,-33811.8103,-112.122,999999.0,25.8071,77.5023,,1.8139,0.676
RSI,133,0.008365032751741656,-146.0935,52.4462,-293.2464,-81.5638,999999.0,16.7084,12.964,,1.9348,0.6895
UIS,45,0.007016466559004518,94.2208,108.931,999999.0,-374.0564,999999.0,1.793,,3.4881,1.822,-0.1709
SOGP,34,0.00647967258767648,-100.3831,2.4552,-8394.9585,-98.9265,999999.0,-5.1936,26.1422,,1.8159,-0.3797
PLTR,33,0.006439058297869152,-89.7365,3.8663,-1403.7459,-93.4447,999999.0,16.7452,-34.7606,5.3917,2.1652,2.849
ADBE,33,0.0,-66.4629,7.6503,-1375.1093,-100.5103,138.5459,10.2408,-17.5575,34.2625,1.5755,-0.2272
SQM,84,0.0,54.8654,19.4897,-245.8011,-101.9749,40.3286,-30.2793,-12.8732,38.5804,1.8288,-0.1698
FDS,34,0.0,-62.2575,6.7577,-1016.7659,-109.242,42.9233,5.6364,-21.6704,32.0453,1.0998,0.0373
ODFL,144,0.0,-70.8459,4.465,-1098.3062,-100.0364,53.079,-6.2927,-16.5592,27.9685,1.4439,-0.2101
SCCO,82,0.0,-58.6153,5.0534,-1096.053,-105.8251,36.4998,-1.5137,8.1712,42.3644,1.4219,-0.0975
MSI,121,0.0,-63.4155,8.0177,-7802.4519,-111.521,98.3769,9.504,-464.1221,23.642,0.9874,0.2534
CLS,47,0.0,-37.2587,12.8166,-315.0117,-88.8974,36.3264,9.8069,-5.5612,4.4015,1.8557,0.7559
F,9,0.0,-203.8926,10.3071,-111.4537,-320.9603,10.6415,11.4731,0.8548,3.0978,1.555,-0.1777
CWST,51,0.0,-93.9922,6.8279,-539.4298,-119.5476,23.4506,16.5381,-105.2201,8.0726,1.0464,0.2025
MG,83,0.0,-70.9916,43.5462,-154.8328,-150.6294,56.1056,2.6332,4.149,3.5765,1.4668,0.0778
TPCS,81,0.0,-208.23,10.8214,-392.5828,-139.369,27.0494,0.5071,46.5334,,0.987,-0.3295
ARBE,45,0.0,-211.4895,-0.034,-370.252,-74.9477,999999.0,-58.203,13.6607,,0.8213,-0.47
LBRDA,26,0.0,-139.2586,,-80.8675,-183.5175,,0.6154,-6.1405,7.4414,1.4926,0.605
HURC,66,0.0,-27.5317,62.6033,-59.1747,42.7031,31.1271,-9.1729,0.1855,2.9042,1.1801,-0.2373
ECO,75,0.0,93.7172,14.6284,-213.236,-166.6444,21.0584,52.4497,3.3419,48.6867,,-0.2079
QSR,127,0.0,-61.0497,7.6235,-487.8357,-170.9394,16.9346,7.9477,-10.8247,30.4329,0.9875,-0.1114
TRP,92,0.0,-116.9492,5.3123,-138.5461,-237.658,6.7674,7.7829,-14.3393,44.3733,1.0158,0.2874
GOOGL,34,0.0,-47.6514,9.5977,-674.9357,-96.5928,94.428,8.6828,-10.6327,27.4218,1.4152,0.0209
BRSL,133,0.0,-72.7699,13.362,-173.2489,-287.5249,17.0063,-2.6184,1.3138,30.2887,1.6285,-0.2034
LGO,84,0.0,-213.0061,16.8594,-40.0636,-88.9727,8.3052,-13.3334,6.8311,,1.432,0.0
WLFC,67,0.0,-127.4512,13.7228,-74.4208,-667.0651,13.0333,43.1622,-8.4695,35.8993,1.2001,2.3548
ASR,3,0.0,-90.5925,0.9736,-3088.5983,-99.9812,31.1609,2.0059,-5.2546,59.0339,1.5864,-0.0876
MCHX,116,0.0,-149.4154,59.2353,-178.7512,-78.159,137.9297,-4.332,18.6843,,1.6017,0.027
UNP,122,0.0,-67.0643,6.0385,-966.0365,-133.5544,22.7428,-2.539,-21.5818,40.2375,1.0932,0.0053
HLT,65,0.0,-67.7351,4.7614,999999.0,-128.2586,48.4378,16.4007,,53.4988,1.0918,0.1027
WLKP,74,0.0,185.478,24.0836,-80.7518,-133.8349,32.3609,-25.2554,5.2515,30.0395,0.8661,0.1349
MAR,65,0.0,-53.3805,6.2159,999999.0,-132.1362,47.2128,17.3186,,61.4277,1.1543,-0.0111
CQP,98,0.0,15.6383,16.7799,999999.0,-178.7861,42.9573,-43.9946,,52.4529,0.9121,0.4585
SCI,102,0.0,-58.1088,7.3288,-672.7128,-238.0132,17.99,-0.9281,7.885,24.5387,1.0986,0.1417
CLCO,75,0.0,141.0757,14.533,-68.2481,-298.9708,12.9783,123.1332,-12.7275,55.5902,,-0.4751
DPZ,58,0.0,-83.081,7.9331,999999.0,-128.9835,214.3296,-1.2739,,18.2988,0.8885,-0.0449
GSL,75,0.0,399.788,29.3257,-53.8437,-204.4272,20.4969,10.2943,-22.5452,53.0914,1.0832,0.2287
PAYX,42,0.0,-44.6894,9.1799,-1106.8011,-97.6437,121.9387,4.5789,-8.8114,42.3636,1.171,0.3069
MEI,47,0.0,-152.621,32.74,-49.1803,-94.983,19.1148,-5.5188,19.6138,,1.9332,-0.411
CABO,26,0.0,-38.9604,21.481,-127.3269,-299.8184,23.4982,-1.82,-4.1659,34.1769,1.4114,-0.3267
YALA,34,0.0,105.5215,91.9211,-135.5317,-34.802,745.9219,5.0309,-27.9183,30.3225,1.0138,0.1123
DSP,34,0.0,-161.3979,66.6041,-59.8249,31.8167,176.857,13.068,-3.2438,,1.5427,0.3115
GPRE,74,0.0,-151.7902,9.2292,-140.2585,-113.8694,13.2842,-10.0224,6.6923,,1.4182,-0.7853
BKSY,121,0.0,-292.9275,27.4756,-203.9236,-125.0877,48.9017,44.5937,23.5612,,1.5936,-0.2425
BL,33,0.0,-98.3507,10.9127,-1321.8779,-109.6532,93.0487,12.8233,-114.3029,4.2902,1.4684,-0.2092
CIEN,139,0.0,-42.7496,25.1235,-247.1153,-87.7346,57.141,20.7531,-4.9947,8.7735,1.4998,0.3381
GXO,143,0.0,-52.675,18.7896,-208.4912,-159.3603,33.503,8.729,-10.0075,3.9272,,-0.2225
FND,120,0.0,-72.0702,14.1647,-670.9962,-110.5442,88.7612,3.5036,-16.5229,8.3013,1.699,-0.3239
DNUT,57,0.0,-130.9016,36.457,-194.8081,-172.2137,58.7129,10.2102,2.7017,1.024,,-0.6637
MPAA,10,0.0,98.6928,45.241,-52.6197,-198.8049,30.9644,5.0668,11.0352,5.8948,1.7212,0.2398
NTGR,139,0.0,-67.4448,146.8186,-84.6724,2.9413,98.9696,-20.551,13.7488,,1.3201,0.6264
ASPN,120,0.0,-120.9811,4.5267,-262.7148,-94.6565,12.2854,32.3535,-9.0784,,2.2705,-0.6169
RELL,48,0.0,-78.1754,58.5546,-80.1974,2.2772,44.8548,-25.2031,0.8586,0.2128,1.2381,0.217
LBTYA,26,0.0,-321.7839,31.1064,-17.2878,-618.4304,11.3779,2.4468,15.7974,,1.2904,0.3402
MATW,81,0.0,-78.2189,36.5336,-158.6802,-178.015,45.366,6.7234,-7.8437,4.6848,1.323,-0.1987
XPER,33,0.0,-221.6239,102.6864,-129.5033,-92.5629,136.4874,3.7976,13.7757,,,-0.3122
UTZ,107,0.0,-194.0357,15.0898,-103.8198,-169.8905,20.2157,2.1184,4.6843,1.6247,0.8725,-0.2185
BZFD,139,0.0,-588.9409,51.7776,-61.9469,-313.1327,42.9506,-29.2642,42.8524,,1.4686,0.1416
URBN,28,0.0,12.0306,48.6283,-188.9975,-112.9232,104.1232,7.4656,-17.8424,7.3002,1.51,0.2879
CARS,45,0.0,-88.7811,36.7274,-223.4663,-145.5207,60.5643,6.2382,-28.0098,7.9868,1.3703,-0.3022
UVV,52,0.0,21.3947,25.0842,-75.4932,-33.9105,21.8111,6.7388,-2.9208,8.2866,0.8618,0.1707
NYAX,33,0.0,-109.2833,10.714,-834.9613,-101.7289,82.6404,35.7187,6.7329,,,0.5131
NRGV,66,0.0,-297.0872,10.7744,-121.8238,-40.3404,15.3956,134.1308,22.2166,,1.6642,-0.5419
ESOA,146,0.0,-8.8409,22.3043,-395.0863,-106.7449,58.4499,53.9068,-22.4799,4.2868,0.7593,0.21
ASUR,45,0.0,-95.6567,53.7201,-96.6503,-90.0246,51.6381,24.2664,-32.1157,,1.2016,0.3225
ARCO,127,0.0,42.3898,21.9006,-430.9748,-185.1165,58.8641,19.7014,-59.3083,7.2495,1.3061,-0.2336
ENVX,66,0.0,-193.6061,-4.8469,-487.2336,-98.0209,-42.8579,23.2506,26.7443,,2.2726,0.0039
ALM,103,0.0,-162.2022,0.3325,-448.7134,-167.7827,0.6918,-9.2192,-22.0327,,0.8166,2.3933
AUDC,139,0.0,-57.7118,48.2325,-194.8306,-101.8401,105.6252,-11.1635,0.8685,5.9022,1.666,-0.2168
SWIM,111,0.0,-116.3286,24.8519,-104.4551,-145.5314,25.5914,-18.5766,-4.2869,2.8472,,0.8512
PEG,113,0.0,-33.7174,9.3255,-204.0593,-191.1081,13.5377,14.6633,-12.7322,32.8557,0.9828,0.3006
AFRI,107,0.0,-160.8024,6.2391,-946.1008,-155.1592,13.998,6.3473,35.0328,0.4113,0.5653,-0.1566
MKSI,66,0.0,-100.0959,13.1276,-347.6545,-143.3208,25.7125,2.1145,44.8584,10.6019,1.7512,-0.3703
PAMT,144,0.0,-65.0658,18.2493,-108.6293,-157.1879,19.3945,-14.369,-4.6748,3.6096,1.6108,-0.2135
DVLT,132,0.0,-15008.0821,-687.0892,999999.0,-850.8203,999999.0,-38.0981,,,1.8194,-0.74
ACI,57,0.0,25.4944,116.0332,-421.473,-247.9037,216.8358,2.2291,-65.8718,2.7068,0.5252,0.0916
VERX,33,0.0,-101.5194,7.1146,-1949.0114,-104.7931,157.145,16.4278,-10.1234,,1.2851,0.1536
SBGI,22,0.0,-788.3218,35.3703,-325.0384,-684.6854,39.4751,-20.2138,67.5477,,2.2006,0.375
OPAL,92,0.0,-979.9301,5.327,-29.876,-219.2918,11.8878,8.7364,-21.0858,0.5915,,-0.6674
GLW,139,0.0,-95.7999,11.9746,-225.5128,-132.6037,22.3162,-11.2834,3.3157,7.0702,1.1938,0.4693
CECO,112,0.0,-53.3107,19.1998,-337.2184,-108.6899,53.029,28.9186,-8.8669,7.3217,1.5504,-0.0713
ALTG,66,0.0,-196.038,36.4839,-259.1856,-243.3502,44.0316,19.4045,-7.0815,2.8986,1.6415,-0.6012
NEON,66,0.0,-148.0,64.0151,-128.8682,-22.8851,378.6706,-32.4691,11.6129,,2.076,4.9653
IEP,10,0.0,-41.7339,26.9081,-86.5502,-98.4209,34.4403,-17.1999,36.4616,7.9986,1.767,-0.3306
HIMX,132,0.0,-96.8247,12.9948,-200.7243,-70.7307,22.8964,-21.3021,3.3697,4.5706,1.1807,0.4506
HAIN,107,0.0,-98.0875,28.3794,-69.1773,-187.1007,23.3273,-3.3594,7.3675,4.8918,1.1564,-0.4421
VLTO,47,0.0,-53.5996,12.5711,-1526.5463,-109.6351,89.0971,3.1006,57.1296,22.7046,,0.1443
RPID,18,0.0,-692.808,999999.0,-34.8652,132.2207,-21.1482,31.4364,28.1295,,,1.8557
IHS,139,0.0,123.1849,20.2272,-346.5396,-436.021,26.4347,8.374,74.4636,27.1398,,0.4613
KMT,66,0.0,-34.4395,27.3658,-138.3994,-108.713,35.6711,-1.5054,1.9456,8.9098,1.4262,-0.0599
ALRM,33,0.0,-75.4011,16.6819,-483.3027,-92.1472,106.7392,4.6434,-16.3775,7.5797,1.3127,-0.2064
LRCX,66,0.0,-71.3472,5.7198,-1454.2496,-97.6035,92.0855,-14.477,-4.0107,28.7285,1.6868,-0.2289
SSTK,45,0.0,-45.3925,38.0744,-273.4573,-108.0065,114.3128,5.6487,-17.7911,7.8208,1.4428,-0.5675
CSW,62,0.0,-57.8662,9.4991,-555.7101,-102.1276,45.0295,4.6096,-16.7125,20.0694,1.1478,0.3297
IBEX,45,0.0,63.7962,82.6137,-147.9031,-78.0847,145.3387,-2.7812,-10.5592,7.7529,1.0344,0.7335
HSY,136,0.0,-41.8743,11.4968,-954.7396,-112.1979,59.2521,7.1569,-24.2319,22.9405,0.8484,-0.1574
POWWP,101,0.0,-99.4494,1.7785,-739.2357,-96.7306,14.7642,-14.5806,4.2957,,,-0.0504
IDR,114,0.0,-92.0462,3.5044,-537.3049,-98.7948,19.2856,42.5518,-15.9347,7.3176,0.6256,0.7067
INTA,33,0.0,-99.544,13.9404,-597.565,-99.4649,157.4717,22.7005,-18.1795,,,0.8442
WB,34,0.0,129.3716,98.3788,-52.9588,-55.6952,47.06,-4.1657,-3.748,26.8738,1.2412,0.101
AISP,33,0.0,-114.8495,2.8306,999999.0,-109.1977,999999.0,-15.6642,,,,-0.547
SMRT,45,0.0,-109.043,15.7001,-154.9675,-66.9771,38.9275,41.1254,5.9725,,,-0.5594
TLYS,28,0.0,-134.0332,153.9739,-139.8751,-153.2157,332.5044,-7.3179,18.0596,,1.2462,-0.6756
MLKN,94,0.0,-67.8464,48.6337,-119.2638,-186.4856,55.367,-11.2231,5.272,5.92,1.7563,-0.2379
TUYA,33,0.0,-80.6755,69.8276,-97.1034,-20.1214,58.973,10.4808,-0.8728,,1.3269,0.8717
SWBI,101,0.0,-26.0284,22.459,-181.2584,-84.1642,41.7181,11.8084,-3.9756,8.7884,0.8881,-0.4197
FRPT,107,0.0,-104.9995,4.4256,-584.4495,-101.4501,23.9004,28.8154,7.5724,,1.4262,-0.2575
EVGOW,45,0.0,-8587.9942,1.9089,-3.0691,-8.0601,2.9285,194.8505,-4.4958,,2.724,0.4375
LUXE,27,0.0,-139.9398,174.4092,-56.517,-10.8741,93.041,9.7714,-2.7248,,1.8838,1.2478
TISI,102,0.0,-1101.904,67.8831,-76.8845,-640.4255,65.6584,2.6668,61.2806,,1.8171,1.2368
DLTH,28,0.0,-125.4043,205.8123,-76.0509,-154.1437,152.1535,-1.0142,3.2778,,1.1925,-0.6255
HUN,74,0.0,-113.6625,16.7801,-115.7061,-134.6399,19.585,-23.8315,9.4271,1.6691,1.2641,-0.3672
BATRA,133,0.0,-127.5817,4.8781,-482.271,-127.932,15.1754,8.8531,-80.5088,,1.0555,0.0539
CDLX,34,0.0,-195.7178,18.4159,-402.2996,-138.5993,43.3911,3.5714,36.2973,,3.9524,-0.8667
LXU,74,0.0,-79.7877,9.3003,-123.1474,-153.3868,10.6821,-34.1575,-0.4765,8.7209,1.0834,-0.2486
CPRI,7,0.0,-72.3538,49.4069,-327.0732,-165.5625,106.8822,-7.9907,13.4667,7.0986,1.9366,-0.5625
GCI,93,0.0,-204.6818,75.4272,-108.4261,-508.2951,76.9973,-9.5662,-7.4279,2.7035,1.7051,0.4069
CCRN,116,0.0,77.6306,75.3562,-131.466,-66.5757,99.9674,-27.9539,-2.2816,6.5222,1.1102,-0.1667
COST,41,0.0,-68.7239,9.783,-1246.7225,-102.032,182.4346,6.7573,-21.3639,3.3489,0.9684,0.3642
UPWK,45,0.0,-92.4122,35.2582,-436.953,-85.3025,277.2773,11.4533,-53.1166,,1.7099,0.1039
TKO,133,0.0,-128.041,7.9287,-83.5314,-144.7957,10.2226,46.9081,-1429.0565,26.667,1.0279,0.7545
SNOW,33,0.0,-105.3136,3.9481,-1004.921,-95.8082,141.9226,35.8641,5.0839,,1.8008,-0.0146
BWA,10,0.0,45.8227,24.9216,-128.9207,-126.6741,30.8951,12.3704,19.2062,8.8956,1.4807,-0.1506
GT,11,0.0,-131.4584,32.7962,-78.735,-330.4373,30.3573,-3.552,11.5075,3.4636,1.837,-0.3204
BW,24,0.0,-209.8713,39.7908,999999.0,-520.4487,126.8691,19.3421,,2.6616,2.8902,-0.5802
ALLT,31,0.0,-445.0834,74.0416,-169.6627,-98.2092,144.3808,-24.106,51.1998,,1.5713,1.6136
KEX,75,0.0,-53.1284,10.722,-173.973,-124.006,16.7853,11.0202,-4.647,10.6766,1.0452,0.0908
SMHI,75,0.0,-122.7517,10.1442,-100.2474,-163.6386,10.1645,28.6143,1.2982,5.0477,1.1662,-0.6348
EVGO,45,0.0,-714.5154,1.3466,-42.3922,-93.3437,2.9285,194.8505,-4.4958,,1.9568,0.1991
HTZ,126,0.0,-397.9976,10.0408,-73.8271,-937.4172,9.5899,7.8987,-16.8998,8.1742,,-0.4586
FRD,138,0.0,27.2757,43.9868,-99.8108,-43.8153,43.9224,-5.7148,-10.433,4.7492,1.2579,-0.199
CAL,134,0.0,10.3131,84.3764,-234.1972,-129.5495,173.4326,-5.0821,-33.1971,7.1188,1.4305,-0.5285
VTOL,143,0.0,-68.2715,69.7046,-91.721,-166.8953,65.6862,13.9032,1.4591,4.2141,1.1031,0.2373
RDW,83,0.0,-189.4252,13.3785,-528.2059,-136.8078,52.3342,51.854,24.4169,,1.5875,1.1519
ONTF,33,0.0,-130.1763,137.3621,-157.7023,-44.2602,999999.0,-14.2315,41.4806,,1.1786,-0.2391
CTM,116,0.0,-644.8793,86.3933,-93.5137,-159.9413,83.1646,7.2366,26.1422,,,3.0945
JBSS,136,0.0,-26.2875,18.4022,-352.1488,-90.0358,61.1483,6.7118,-10.4056,7.6548,0.7414,-0.3102
AMKR,132,0.0,-43.32,13.4824,-184.0767,-93.4971,26.171,-8.2988,-7.9826,7.2318,1.7548,-0.3819
WALD,106,0.0,-191.9874,12.6318,-108.8618,-119.6731,15.5926,53.1094,3.8286,,,-0.5671
HUBG,68,0.0,-41.2842,18.4965,-156.5854,-116.0598,28.0116,-21.3071,-2.1907,4.8874,1.1393,-0.0659
IQ,38,0.0,-88.6684,4.0199,-1713.412,-109.1448,40.8357,13.2466,-92.0869,10.3097,1.1924,-0.4989
WSO,66,0.0,-53.7922,12.1106,-617.6006,-91.8575,78.9985,0.1295,-16.3642,10.5527,1.192,0.2466
AEO,28,0.0,-10.0693,46.898,-274.7113,-107.592,157.8415,5.4498,-8.6043,6.9257,1.5577,-0.4945
AIR,3,0.0,-72.9286,14.8235,-175.1698,-102.423,21.1688,16.4984,-8.2522,5.5802,1.3028,-0.0134
COHR,48,0.0,-154.6336,9.7656,-113.2444,-127.6045,13.0927,-8.7675,-9.9228,2.6165,2.3039,0.1467
CASY,128,0.0,-53.9709,26.3842,-373.4065,-121.9937,75.3213,-1.3827,-13.3318,4.8633,0.9476,0.4276
BBSI,116,0.0,-0.8558,36.7317,-407.9915,-106.9483,516.6301,1.4209,-11.9758,5.6719,1.0334,0.3349
OPTT,46,0.0,-1134.9251,21.1046,-85.5122,-92.8483,17.452,102.2328,55.9894,,1.3621,0.5185
PKX,138,0.0,98.6143,31.3999,-13.2747,-38.5522,9.625,-8.8118,-2.4174,4.5513,1.7365,-0.3691
MRC,66,0.0,33.7192,42.5699,-124.4225,-86.0804,66.1402,2.1583,-13.7652,5.7563,1.3243,-0.0603
GIII,7,0.0,92.77,105.6205,-81.9155,-53.0392,85.1755,-3.9819,-11.8001,9.3634,1.7635,0.0061
ARKO,57,0.0,-15.169,31.8802,-160.9579,-511.8996,42.3827,2.8031,1.2531,1.2686,0.7691,-0.2112
REZI,148,0.0,41.176,42.8399,-115.9304,-130.1231,48.1681,-2.0094,-8.6991,9.4361,1.528,-0.1505
AI,33,0.0,-134.9919,7.3292,-364.877,-76.0413,145.1873,16.4122,6.0572,,2.6615,-0.1467
GAP,28,0.0,-47.0249,64.0157,-362.4751,-141.3556,261.3122,-4.6555,-16.2114,3.7612,2.0586,-0.1364
BROS,127,0.0,-89.7542,8.89,-377.4166,-133.9937,39.2624,30.6848,-168.2482,4.786,,0.9801
CGAU,114,0.0,-9.9521,42.4536,-73.9226,-70.9377,24.9422,26.6973,7.5153,3.8981,1.1313,0.0871
CULP,140,0.0,-171.6582,59.9919,-75.5116,-50.7239,42.842,-4.0867,14.5386,,0.8832,0.0195
LHX,66,0.0,-74.0775,10.1369,-200.8098,-138.0133,16.2866,13.8143,-1.1007,10.4279,0.9631,0.0538
BIDU,34,0.0,-84.6471,3.3742,-822.5858,-95.87,47.9263,8.6895,-10.43,26.9153,1.2664,-0.153
TS,138,0.0,22.1151,15.4601,-252.1338,-84.9719,44.265,26.4087,-21.3475,28.7468,1.1292,0.032
CSTE,23,0.0,-194.8731,150.8894,-43.9614,-55.6544,38.364,-18.178,24.7351,,1.3078,-0.4015
QTWO,33,0.0,-119.9795,9.5904,-666.5484,-110.4825,49.2167,10.4214,-7.0294,,1.6703,0.6248
AME,66,0.0,-63.328,5.4012,-472.4217,-107.7569,20.4961,7.2582,-16.7682,25.8826,1.1026,-0.0361
BKR,97,0.0,-16.1998,14.6242,-208.649,-111.2383,27.7919,20.5615,-6.8434,10.3505,1.0597,0.3686
VRRM,143,0.0,-72.4797,15.3926,-978.8589,-122.4992,58.479,10.2093,-82.398,23.1019,1.1432,-0.0589
CTAS,60,0.0,-70.5735,6.7172,-1566.9168,-102.2453,72.6589,8.2363,-11.7078,27.7104,1.1342,0.2448
DLNG,75,0.0,289.0745,16.2717,-23.118,-435.1519,9.21,21.8925,-5.7342,40.3247,0.9138,0.3316
EXC,113,0.0,-97.5438,11.2974,-137.6644,-284.5385,12.8783,13.8851,-4.0858,18.4701,1.0897,0.2725
IRBT,37,0.0,-651.5416,81.7899,-113.8559,-110.3741,92.2506,-24.7429,58.6966,,1.6038,-0.6875
IAS,34,0.0,-89.0747,23.8788,-169.5009,-99.8949,39.9625,16.1678,-12.5264,3.6937,,-0.171
SIFY,34,0.0,-99.947,4.6206,-1448.3942,-110.9649,30.6983,6.6765,-19.3316,6.7335,1.9034,-0.38
WGS,130,0.0,-397.0044,54.4107,-106.3003,-102.6578,59.5853,-13.9354,10.1251,,2.6915,8.0965
VMEO,34,0.0,-37.4378,92.5639,-170.8831,-81.647,402.7183,-3.652,-8.0185,3.1272,,0.3548
DMRC,45,0.0,-146.9193,4.0209,-853.6362,-95.7362,58.0371,15.4121,36.5437,,1.8766,-0.4934
BG,107,0.0,50.8246,26.9426,-125.6255,-79.3905,34.6319,-11.441,-18.6245,5.257,0.9586,-0.2257
CEVA,34,0.0,-80.4419,23.798,-199.3449,-65.4326,87.6977,-19.21,-2.113,,1.8225,0.1659
YIBO,66,0.0,-9.8462,37.7971,-488.1906,-86.7277,214.5492,5.6926,-32.1111,8.8083,,-0.6067
