Ticker,Industry,Score,PB,NCAV,BAB_1,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BIG,IV0,IV1,IV2,Beta,Performance
AOMR,123,0.03085398107861019,-56.0035,-2146.0607,,,,-115.5511,,,-1255.5115,,,,-64.7127,,,,0.0,108.7561,360.6091,2632.713,,0.6486
ETV,70,0.03082119520523305,-83.5937,-101.0208,-0.8798,,,-21.3286,,,-313.2865,,,,-17.8294,,,,0.0,164.544,492.7218,2419.853,0.8798,0.1178
INSW,75,0.030796534647879244,-103.7236,-130.8442,-0.7397,20.9786,18.912,20.1136,98.5834,74.5541,101.1361,217.2547,21.5099,15.5127,20.8626,54.416,49.0554,35.8964,2.1972,118.3229,552.2479,3552.8153,0.7397,0.4771
MLCI,71,0.03075774965724586,-179.2463,-864.3158,-0.6366,59.3891,16.2725,34.9417,164.0663,13.1999,249.4173,128.4691,999999.0,999999.0,62.6318,57.5098,15.7575,77.3611,2.0794,205.3648,794.3367,6348.1325,0.6366,-0.1551
XFLT,71,0.02815277231375488,-69.5073,-213.0277,-0.7157,,,-18.616,,,-286.1595,,,,-12.9394,,,,0.0,46.3742,255.3052,1731.0071,0.7157,0.2789
XYF,55,0.024631848494267826,-117.9121,-172.8752,-0.7503,,,17.4126,,,74.1259,-1.4431,,,20.5316,,,65.4928,2.1972,256.1781,887.1748,5148.2199,0.7503,0.2802
EFSI,73,0.024394680817375117,-105.8528,-1506.8966,-0.4674,,,13.1282,,,31.2817,20.1499,,,13.8965,,,23.0782,2.0794,31.9944,188.6072,1810.9461,0.4674,-0.095
UGP,98,0.023539016339872133,-125.7918,-137.2275,-1.0005,34.3964,15.4833,9.8189,244.6901,33.3378,-1.8107,30.8949,41.3705,14.8981,12.3514,5.123,2.3061,1.0469,2.3979,91.5397,432.8785,4770.1476,1.0005,1.1016
NMIH,118,0.02353394073353646,-115.6124,-148.3635,-0.9231,,,16.1789,,,61.7886,7.9936,,,18.7048,,,57.5535,2.1972,142.2034,460.0727,2768.014,0.9231,0.4138
CUK,75,0.022699983280837683,-163.0783,-416.801,-1.6135,-4.4318,-10.4147,-42.2228,-494.2847,-668.9397,-522.2277,537.7883,-4.9573,-9.3196,-68.8562,,,,2.3979,-45.2991,385.5009,3698.3714,1.6135,0.5235
STEL,73,0.020197049112630847,-89.4761,-869.0021,-0.7624,,,4.0416,,,-59.5841,30.442,,,3.6163,,,16.1711,2.1972,6.4854,148.5665,1207.2393,0.7624,-0.0331
SLQT,137,0.01785211805462969,-104.3612,-240.5839,,48.6326,1.185,-15.2761,780.287,-244.3483,-252.7614,31.2551,49.3973,0.9629,-15.9424,47.4011,1.155,,2.3026,-85.6902,163.1721,2574.1875,,-0.1382
AFYA,102,0.0159452693842151,-167.7093,-141.4613,-0.969,23.1268,10.4487,6.288,99.1027,-19.1303,-37.1202,33.0877,35.8228,12.9478,10.5455,51.9707,23.4803,12.1216,2.1972,45.5368,285.8929,2083.4838,0.969,0.6371
CAMT,48,0.015875585288966217,-322.5034,-78.6294,-1.0781,15.4477,7.8755,5.6953,19.6994,-30.9055,-43.0467,19.0055,88.7187,36.1845,18.3676,49.8135,25.396,21.9846,2.1972,-8.5772,88.7836,868.1443,1.0781,1.9005
PBYI,19,0.014751710116537893,-662.7549,-144.841,-1.0035,107.7891,19.1472,0.2553,854.046,59.5769,-97.4471,-9.9244,445.246,63.2733,1.692,75.8397,13.4719,0.1603,2.1972,35.451,37.1201,162.4318,1.0035,0.7087
CXDO,139,0.014369603312009689,-102.1655,-102.7174,-0.8477,59.6918,-11.7883,-68.3244,356.4276,-183.4436,-783.2437,33.6822,61.0626,-9.6472,-69.8039,63.5618,,,2.0794,-26.6279,25.5339,645.2018,0.8477,1.9939
LEGN,19,0.014283013648656282,-2138.7651,-96.7808,,0.3408,-3.0065,-2.2399,-92.601,-118.093,-122.3995,78.3997,999999.0,999999.0,-47.9072,44.2607,,,2.1972,-102.9857,-108.4953,-87.6355,,0.1703
FE,46,0.013084528492396982,-193.7279,-259.2408,-0.6746,18.4694,4.4847,5.5833,98.6423,-132.4515,-44.1666,10.9447,24.4765,4.7546,10.8165,66.7799,16.2153,9.7733,2.3979,-130.5419,-19.8022,1095.8187,0.6746,0.0027
INVA,19,0.013066408453155983,-137.5718,-128.1699,-0.711,30.899,20.1418,29.4925,194.3406,80.7168,194.9249,-15.4458,38.9573,20.3157,40.5734,95.8372,62.4723,69.2823,2.1972,27.8916,26.338,148.8671,0.711,0.3156
ETO,71,0.012296376192489529,-83.3354,-134.6107,-1.0088,,,-31.4843,,,-414.8432,,,,-26.2376,,,,0.0,129.1551,128.8953,290.4312,1.0088,0.1876
IAS,34,0.011398794204156274,-271.8876,-105.2133,,14.251,0.8529,0.4764,14.8773,-98.9596,-95.2363,26.2231,35.2099,1.6859,1.2952,81.4484,4.8748,2.5635,2.1972,-74.9734,-46.0218,237.5812,,-0.3196
BLD,50,0.010996092072461053,-341.3027,-116.608,-1.0896,19.0522,10.2156,9.0145,62.1055,-21.6528,-9.8549,43.6732,47.243,20.265,30.7668,29.6825,15.9154,11.8534,2.3026,11.6014,174.1713,1570.4922,1.0896,1.0811
