Ticker,Industry,Score,PB,NCAV,BAB_1,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BIG,IV0,IV1,IV2,Beta,Performance
MLCI,71,0.016121155727300662,-176.9426,-1063.7355,-0.6974,999999.0,999999.0,4.8505,491.8559,246.0213,-51.4952,-8.8756,999999.0,999999.0,8.5826,31.1885,15.2868,2.51,2.1972,205.5056,241.7482,450.2794,0.6974,0.9668
IAS,34,0.01604384105331129,-130.0694,-88.7473,-1.1938,33.0052,5.1008,3.3576,157.7509,-56.9233,-66.4237,11.7487,43.4507,5.3721,4.3673,78.5022,12.1322,8.3045,2.1972,-62.666,-44.1601,91.0063,1.1938,0.2646
CCEC,75,0.015590673345563697,-86.124,-303.6965,-0.8155,6.0742,5.5866,3.7771,-152.0541,-163.5926,-62.2285,52.7971,5.7604,4.2384,3.253,56.2533,51.7375,11.8261,2.1972,-147.9422,38.4323,1477.4644,0.8155,0.0374
UGP,98,0.014783747571434927,-116.6246,-141.6544,-0.9876,33.6357,17.3408,17.3903,263.8793,60.4372,73.9031,5.9106,37.9817,15.665,20.2814,7.2563,3.7409,2.4039,2.3979,31.5167,96.6932,555.7868,0.9876,0.2548
LEGN,19,0.013578809235281394,-1173.326,-94.6408,-0.9123,3.4482,-2.6629,-1.0362,-67.5422,-113.1416,-110.3617,117.9166,179.2485,-110.7439,-12.1577,63.2319,,,2.1972,-104.3313,-112.3238,-82.0633,0.9123,-0.0463
XOMAP,19,0.012006007086937338,-357.0866,-103.9914,-0.4659,,-2.968,-5.3271,,-129.3,-153.2706,114.7961,,-7.639,-19.0222,,,,2.0794,-118.8447,-129.7504,-96.7915,0.4659,0.0697
AOMR,123,0.011739952255481507,-85.6818,-1091.8382,-0.8475,,,12.5073,,,25.0727,-6.2081,,,10.7165,,,49.7664,2.0794,-14.1129,-15.4974,66.0801,0.8475,0.033
CUK,75,0.011063798510738285,-254.7732,-249.9939,-1.5089,13.695,7.1696,6.4993,20.2124,-90.1577,-35.0066,15.8755,19.2167,8.0482,16.5586,27.2771,14.28,6.1229,2.3979,-96.9737,-5.4044,685.5224,1.5089,0.4026
TAL,102,0.010134673553343257,-73.8109,-13.5786,-0.7176,999999.0,999999.0,3.8017,375.5596,29.2552,-61.9826,50.9778,810.8865,-1.7052,2.8061,53.3393,,4.6968,2.3026,29.4621,33.3829,208.5299,0.7176,-0.2662
CCSI,33,0.009323522713749834,999999.0,-232.208,-1.2195,27.561,14.6694,21.3059,267.3379,38.5077,113.0589,-3.3561,58.4811,24.9013,999999.0,80.1136,42.6406,27.9122,2.1972,-31.7945,-30.776,140.1301,1.2195,0.1063
BOW,118,0.00895702392287383,-367.7662,-194.2335,,,,2.9675,,,-70.325,50.1641,999999.0,999999.0,10.9134,,,9.4992,2.1972,-64.0005,24.8878,702.3364,,-0.3719
GERN,19,0.008218902211332256,-343.9485,-81.0628,-1.0561,11.2027,-25.6975,-14.485,-7.2771,-214.2725,-244.8495,37839.6624,999999.0,999999.0,-49.8208,84.231,,,2.0794,-163.9339,-236.6343,3.8627,1.0561,-0.1761
PBYI,19,0.008182511371382793,-160.4435,-79.602,-1.0397,145.8089,27.189,13.0439,821.7524,90.5472,30.439,-2.1936,285.2941,42.5591,20.9281,72.0551,13.4361,8.3656,2.1972,50.4161,59.3287,202.9338,1.0397,0.701
BLD,50,0.007802225126711921,-415.9816,-109.6441,-1.3939,15.982,8.7177,7.3179,30.8123,-33.4702,-26.8212,2.6009,51.0145,22.2615,30.441,30.4874,16.6299,12.6202,2.3026,-44.7336,-35.3419,46.1376,1.3939,0.3522
GNK,75,0.0077626927330737335,-61.0661,-105.048,-0.8132,19.2291,12.7185,10.7963,57.6292,1.8709,7.9627,10.2106,12.0701,6.3867,6.5929,27.5836,18.2442,14.4668,2.1972,-13.7165,29.6872,309.6796,0.8132,0.1745
AMPX,66,0.007564338412872491,-464.5594,-94.248,,-7.0744,-16.5929,-11.073,-129.8337,-192.9684,-210.7298,168.081,-132.2204,-248.0967,-51.4406,,,,2.0794,-139.3916,-188.6863,-66.8192,,3.3225
EHTH,137,0.007202356256170643,-33.6791,-206.5722,-1.2728,287.7598,17.9213,7.7958,2048.9379,40.354,-22.0416,14.2906,92.3379,4.6005,2.6256,114.9398,7.1583,3.3466,2.1972,21.8308,104.4428,836.7114,1.2728,-0.3328
S,33,0.006549603428223973,-367.6608,-93.8185,-1.3997,11.271,-6.0821,-3.6708,-8.6754,-131.1702,-136.7084,32.2476,64.4282,-27.8133,-13.4962,74.3012,,,2.1972,-112.4806,-130.09,-58.7419,1.3997,-0.0849
ENVX,66,0.006350768825566701,-582.9793,-98.1332,-2.4507,-0.15,-14.7364,-12.3208,-94.8709,-204.2637,-223.2082,201.8577,-1.3125,-103.1344,-71.8278,,,,2.0794,-150.3073,-200.0773,-90.2487,2.4507,0.5819
ADSK,33,0.006032957734690753,-2187.6009,-107.224,-1.262,9.6176,2.3711,1.931,-23.2206,-81.5983,-80.6896,11.3733,183.7525,36.2409,42.2434,96.4397,23.7756,19.2289,2.3026,-81.9955,-71.5972,-19.3686,1.262,0.1328
IDT,139,0.005511269531436853,-398.559,-78.6444,-0.8863,40.9956,9.7533,6.4295,188.409,-18.1605,-35.7049,2.1328,582.31,110.8307,25.6254,36.232,8.62,6.8754,2.3026,-14.3704,7.5796,80.2071,0.8863,-0.1064
ORCL,33,0.005185534058041091,-1938.067,-129.0347,-1.3036,8.2888,3.6971,2.7874,-40.4781,-84.6127,-72.1255,8.3798,39.5489,14.1122,54.0226,70.5099,31.45,19.7355,2.3979,-86.8382,-73.9372,-13.8821,1.3036,1.0235
XYF,55,0.00503541207519168,-409.858,-117.0753,-0.8166,,,5.3178,,,-46.8222,34.2379,,,21.7953,,,59.2188,2.1972,-39.0114,45.3239,648.1797,0.8166,-0.1761
AFYA,102,0.00467851676165839,-212.0906,-131.4146,-0.9393,19.9551,9.6601,5.9188,68.2833,-26.011,-40.8124,15.6088,37.3338,14.4584,12.5531,51.5432,24.9517,13.353,2.1972,-31.8213,31.1672,486.7152,0.9393,-0.2184
GDDY,45,0.004634462512927761,-3682.7112,-121.8628,-1.0687,10.3611,3.3089,2.4024,-18.9283,-81.3356,-75.9762,7.501,85.9657,21.9629,88.4728,63.8765,20.3993,13.3893,2.3026,-84.2755,-75.192,-28.7834,1.0687,-0.276
EFSI,73,0.004308103675571459,-96.2392,-1625.8018,-0.5099,,,13.2045,,,32.0454,4.3579,,,12.7079,,,22.9695,2.0794,7.4081,28.7023,182.4343,0.5099,0.1156
OII,99,0.004221895034137706,-315.1237,-110.0502,-1.1232,21.5444,10.9285,7.9269,71.8308,-12.4808,-20.7311,9.7519,69.5735,28.2333,24.9795,18.2437,9.2542,6.7614,2.3026,-20.0956,18.1956,245.8966,1.1232,-0.0155
DOUG,123,0.003926359653145077,-91.9029,-177.9403,-1.6891,685.7649,-136.2635,-40.669,1324.9154,-292.7512,-506.6903,4.4319,507.3297,-80.6463,-37.376,25.6074,,,2.1972,-174.0156,-171.3645,176.8091,1.6891,0.5476
KYIV,139,0.0039158577787166025,-245.3994,-97.0192,,19.1726,11.5035,10.4742,61.9809,-9.256,4.7423,0.4391,39.1506,18.7923,25.7037,64.4809,38.6885,30.3388,2.1972,-24.8706,-14.5309,80.6251,,0.0436
NMIH,118,0.003848237703133452,-131.082,-138.9637,-0.931,,,12.7545,,,27.5448,12.4296,,,16.7188,,,56.9501,2.1972,32.0457,111.8157,479.3414,0.931,-0.0408
ASX,132,0.003809648767428716,-339.2099,-110.1598,-1.3367,7.5083,3.1299,2.8756,-44.404,-83.3522,-71.2436,2.3191,21.5403,7.1835,9.7545,16.2798,6.7865,5.6073,2.3979,-88.3584,-84.6965,-47.2071,1.3367,0.2711
XFLT,71,0.003458003702449363,-82.5589,-191.0725,-0.5974,,,10.3627,,,3.6272,8.8834,,,8.5553,,,67.745,2.0794,2.3967,44.7521,215.8417,0.5974,-0.0525
TREE,55,0.003099538481798885,-657.9811,-153.9527,-2.0014,80.1262,4.5371,-4.1769,814.8767,-95.9505,-141.7686,33.8712,183.3609,8.3062,-27.4829,96.0142,5.4368,,2.1972,-98.927,-32.3423,830.607,2.0014,0.0643
PFIS,73,0.00302152611311628,-92.7595,-1162.702,-1.0603,,,1.5573,,,-84.4265,33.1203,,,1.4446,,,5.0433,2.1972,-85.6059,-67.367,168.6556,1.0603,0.0482
CRSP,14,0.0025950185512818727,-151.7286,-44.2103,-1.3139,-7.3222,-45.3994,-9.897,-55.5921,-162.3807,-198.9699,-90.5405,-266.334,-1321.0618,-15.0166,,,,2.0794,-82.3795,-84.2896,-34.8232,1.3139,1.1372
PGR,118,0.001502443628940519,-643.2396,-148.6928,-0.6787,,,5.2064,,,-47.9356,21.3585,,,33.4899,,,11.3752,2.3979,-44.3156,24.167,596.4034,0.6787,-0.1456
CXDO,139,0.00137525553472191,-270.236,-90.3769,-1.2109,31.1063,1.5033,1.0877,129.9937,-76.829,-89.1231,14.3593,111.626,4.3156,2.9393,62.0385,2.9981,2.484,2.0794,-78.5689,-71.4137,9.0817,1.2109,0.173
SXT,74,0.0011929816005905372,-298.4092,-98.6119,-1.0277,13.4407,5.0779,4.1136,8.9675,-70.756,-58.8645,6.9194,30.4062,9.1899,12.2752,32.5638,12.3026,8.3635,2.3026,-78.1226,-64.7875,14.7115,1.0277,0.2342
INSW,75,0.000915354633341407,-84.989,-124.6258,-0.7662,22.6796,20.1844,21.0793,108.8453,82.1655,110.7926,-11.2115,20.0324,14.2628,17.9151,50.2476,44.7194,34.9419,2.1972,14.8494,12.6545,156.2436,0.7662,0.3566
FE,46,0.0007400287748781412,-167.0591,-254.0455,-0.6368,18.9116,4.9379,5.2494,107.6351,-126.9497,-47.5055,5.3798,24.1709,5.0489,8.7697,69.3081,18.0966,9.1679,2.3979,-138.5704,-120.4668,-15.6699,0.6368,0.1801
VSTM,19,0.0,999999.0,-111.2896,-1.6558,,-53.857,-39.9026,,-433.2385,-499.0264,,999999.0,999999.0,999999.0,,,,2.0794,,,,1.6558,0.4675
IPX,103,0.0,-8518.1056,-99.1436,,,,,,,,,,,,,,,,,,,,2.1935
SION,19,0.0,999999.0,-138.8386,,,-10.3009,-9.8284,,-248.8242,-198.2838,,999999.0,999999.0,999999.0,,,,0.0,,,,,1.4869
ZURA,14,0.0,-47.7431,111.3613,,999999.0,999999.0,-54.8736,,-464.1687,-648.7361,,999999.0,999999.0,-26.1984,,,,0.0,,,,,2.547
NB,82,0.0,-0.0,999999.0,,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0,,,-265.2176,-49.3316,,,,0.0,,,,,4.1182
CABA,14,0.0,-41.3047,117.2185,-1.5668,999999.0,999999.0,-147.3126,,-1430.4939,-1573.1257,,999999.0,999999.0,-60.8469,,,,0.0,,,,1.5668,0.871
TVRD,19,0.0,999999.0,-143.9438,-1.2875,,-15.5256,-9.6951,,-188.306,-196.9514,,999999.0,999999.0,999999.0,,,,0.0,,,,1.2875,1.719
RPT,124,0.0,-50.3509,-687.9851,-1.084,,,-59.8182,,,-698.1815,,,,-30.119,,,,0.0,,,,1.084,-0.1263
ATHE,19,0.0,-103068.4914,-99.9032,-1.1669,,-0.0282,-0.0221,,-100.1327,-100.2211,,,-565.6213,-22.7904,,,,0.0,,,,1.1669,0.3839
RVMD,14,0.0,-283.9489,-67.7727,-1.0125,,-16.6442,-7.4732,,-150.1692,-174.7318,,999999.0,999999.0,-21.22,,,,0.0,,,,1.0125,0.3942
QNTM,19,0.0,-177.0851,-66.2757,-1.8518,,-144.129,-64.5411,,-746.9293,-745.4113,,,-316.6395,-114.2927,,,,0.0,,,,1.8518,0.8047
BMEA,19,0.0,-152.0779,-36.2243,-0.8615,,-714.9116,-141.1949,,-1495.2124,-1511.9493,,999999.0,999999.0,-214.7263,,,,0.0,,,,0.8615,-0.2222
NG,114,0.0,999999.0,-105.57,-1.0119,-0.0021,-2.4605,-3.6766,-105.1666,-125.8459,-136.7656,,-0.7634,-701.5961,999999.0,,,,0.0,,,,1.0119,2.3219
BBOT,19,0.0,999999.0,-121.0753,,,-11.479,-6.9087,,-157.1197,-169.0869,,999999.0,999999.0,999999.0,,,,0.0,,,,,0.0884
WWR,82,0.0,-27.2718,-122.9474,-1.2858,-0.8866,-35.8009,-27.8906,-94.4911,-340.9381,-378.9056,,-0.2204,-7.1202,-7.6063,,,,0.0,,,,1.2858,2.5357
TIC,123,0.0,-115.3377,-148.4847,,12.325,2.8044,-0.2579,-2.0497,-113.531,-102.5788,,13.5566,2.4677,-0.2974,22.8105,5.1903,,2.3026,,,,,0.1217
ZNTL,19,0.0,-28.6452,213.5981,-1.9124,999999.0,999999.0,-137.2349,,-1268.4516,-1472.3493,,999999.0,999999.0,-39.3112,,,,2.0794,,,,1.9124,0.2399
NEWP,114,0.0,-140.8129,-91.4505,-0.982,-0.1141,-3.4693,-1.5993,-91.9259,-116.3768,-115.9929,,-0.1673,-4.0705,-2.252,,,,0.0,,,,0.982,1.2818
GAU,84,0.0,-119.3207,-126.536,-0.9717,40.1055,25.5436,2.3112,145.0517,68.5369,-76.8881,,54.8446,27.9448,2.7577,33.6632,21.4404,2.9536,2.1972,,,,0.9717,1.3739
COO,100,-5.191219443239355e-06,-200.5729,-112.0634,-1.0555,13.8909,3.7766,2.8732,12.8244,-80.4311,-71.2684,8.4103,24.5893,5.3481,5.7628,66.635,18.1162,11.9587,2.3026,-85.2361,-73.7146,-6.3065,1.0555,-0.1583
HCAT,34,-0.00021414270869338833,-78.0365,-104.0717,-1.686,51.1264,-25.3513,-19.4162,298.5587,-292.5677,-294.1621,3.5974,39.5928,-15.7058,-15.1517,45.9186,,,2.1972,-199.5338,-206.9598,-65.1808,1.686,-0.4045
PGNY,86,-0.00026462726201327644,-464.491,-84.844,-1.4594,14.6242,3.8935,3.3952,15.018,-60.8458,-66.0476,7.2224,130.5268,27.801,15.7706,21.7065,5.7791,5.7026,2.3026,-63.937,-54.5005,2.3795,1.4594,-0.1253
CRNT,121,-0.00027416273810370543,-129.6731,-61.8103,-1.4166,66.5722,20.3354,10.1087,412.2985,59.7445,1.0874,13.5409,87.6048,21.4081,13.1083,34.717,10.6048,5.5309,2.1972,44.8381,137.1701,827.0902,1.4166,-0.0656
DGII,31,-0.0002797325255397037,-174.5487,-107.4595,-1.3916,22.5168,4.3329,1.8031,87.6941,-71.5007,-81.9694,-4.6764,36.9296,5.685,3.1472,58.9337,11.3405,4.3124,2.1972,-85.2811,-85.4917,-52.377,1.3916,0.2746
EYPT,18,-0.0002956621176066587,-108.9413,-17.415,-1.3201,999999.0,999999.0,-28.5399,87.513,-317.1151,-385.3991,-5.9651,999999.0,999999.0,-31.0917,91.4219,,,2.0794,-144.2405,-126.0888,9.4908,1.3201,1.527
CSTL,78,-0.00030196711698420866,-126.1587,-49.1502,-1.2918,93.1141,2.9695,2.9998,327.4253,-38.7095,-70.0019,51.086,157.3943,4.0156,3.7845,81.8697,2.6109,5.1951,2.1972,-39.0573,-21.895,231.8368,1.2918,0.1431
PIII,80,-0.0003038162864129601,-19.9319,-1560.6408,-1.2835,,-142.4763,-821.3428,,-9126.9876,-8313.4283,18.4843,,-94.179,-163.7092,,,,2.3026,-5255.1003,-8005.7384,6515.6827,1.2835,0.0055
VHC,91,-0.0003144879991403327,-90.285,-20.7796,-1.2356,999999.0,999999.0,-40.6378,,-449.6822,-506.3776,-28.5714,,-1058.8968,-36.6898,,,,1.3863,-163.0066,-169.9523,6.4555,1.2356,0.8886
OSS,32,-0.0003181640588480916,-185.2425,-53.7581,-1.2191,18.6622,-32.2955,-20.5154,40.5061,-294.4572,-305.1542,-10.1852,42.4177,-58.7244,-38.0033,14.1117,,,2.0794,-172.755,-163.5184,-60.915,1.2191,1.3445
STRS,63,-0.0003188101541906674,-47.9396,-242.0753,-1.2162,2.6586,-0.8998,-0.8221,-231.9072,-315.7585,-108.2214,213.7406,2.3655,-0.6405,-0.3941,20.6172,,,2.0794,-308.2761,-318.1664,-210.8562,1.2162,0.0714
HOG,89,-0.00032279812199484213,-99.322,-210.5063,-1.1983,21.2827,4.9013,13.1877,190.3823,-164.7165,31.8773,-11.1313,21.2104,3.9077,13.0983,34.8788,8.0324,7.9762,2.3026,-203.5362,-203.4153,-101.7207,1.1983,0.0324
NVFY,62,-0.0003299720082124079,-151.9373,-76.0294,-1.1661,82.0321,-103.5341,-93.71,607.1842,-1013.2598,-1037.0998,-12.6312,119.4345,-120.5922,-142.3804,43.8681,,,1.9459,-458.2319,-457.4,-69.2346,1.1661,7.2769
FLS,56,-0.0003337149053693987,-316.0754,-106.6069,-1.1493,19.493,6.2004,4.7637,63.4733,-57.1797,-52.363,5.4907,49.7922,12.6704,15.0569,31.4679,10.0094,6.7779,2.3026,-66.1221,-53.3822,29.3276,1.1493,-0.0076
LYV,133,-0.00033378174281863067,-1622.2257,-126.2888,-1.149,17.3067,2.416,1.8745,41.0305,-86.0783,-81.2549,1.889,254.7038,28.4446,30.4088,25.1665,3.5132,2.5546,2.3979,-88.6858,-84.8608,-50.1468,1.149,0.136
IIIN,138,-0.00033509621265352625,-147.3475,-61.6336,-1.1431,12.2416,4.943,3.9131,-1.6214,-47.4123,-60.8694,-18.4831,20.739,6.6994,5.7658,9.3787,3.7871,3.8227,2.1972,-59.4239,-58.8087,-18.4428,1.1431,0.3884
DCO,83,-0.00034808495695427415,-127.1237,-83.6953,-1.0848,18.387,5.4672,3.4029,58.234,-69.5676,-65.9709,3.9048,22.2215,5.2859,4.3259,25.0797,7.4572,3.7538,2.1972,-80.9466,-71.8652,9.1639,1.0848,0.5526
DCTH,79,-0.0003510480838702253,-624.228,-84.3158,-1.0715,8.2514,-3.3014,-4.919,-29.7724,-110.7303,-149.1896,1701.6949,199.942,-63.9979,-30.7055,83.3678,,,2.0794,-101.2214,-111.0041,-68.4903,1.0715,-0.1941
WAB,122,-0.0003520729247584489,-313.486,-110.7475,-1.0669,9.5948,4.5865,3.551,-25.6679,-69.9171,-64.4898,7.337,25.1063,9.601,11.1319,32.4059,15.4905,10.8597,2.3979,-74.77,-62.5382,3.7704,1.0669,0.0302
AGM,53,-0.00035739764154726325,-137.0435,-1562.0956,-1.043,,,10.1186,,,1.1864,6.7852,,,13.8669,,,55.0363,2.1972,-5.6776,23.5172,145.2534,1.043,-0.1248
CHH,65,-0.0003661310682469085,999999.0,-135.7252,-1.0038,9.3301,6.0307,5.0662,-32.3749,-66.0721,-49.3384,1.6636,44.2146,22.8632,999999.0,48.8607,31.5821,20.7819,2.3026,-73.4822,-66.8683,-11.6611,1.0038,-0.2592
QVCGP,27,-0.0003775825512153209,999999.0,-3489.6083,-0.9524,80.8541,15.8348,-527.3064,12130.4664,591.8089,-5373.0644,-8.044,110.5412,17.3191,999999.0,35.0005,6.8546,,2.3979,-322.8795,-298.4053,2404.9616,0.9524,-0.7542
ALM,103,-0.00040569883819223997,-2154.6591,-123.0662,-0.8262,0.1986,-0.6972,-1.5134,-115.9679,-124.4127,-115.1336,28.1031,1.0409,-2.9237,-32.6077,6.8317,,,2.0794,-121.6342,-124.4568,-110.2922,0.8262,1.2811
LAKE,67,-0.00042546044401516183,-133.1569,-63.8266,-0.7375,35.1937,0.6524,-7.5213,181.4462,-94.7271,-175.2131,34.1035,46.8717,0.6951,-10.0151,41.0703,0.7613,,2.1972,-95.1711,-84.8438,155.9699,0.7375,-0.1793
VFS,9,-0.0004441526506503719,999999.0,-195.0996,-0.6536,-6.2851,-13.4421,-31.6374,-308.8749,-426.5542,-416.3744,57.8658,-60.4861,-103.4902,999999.0,,,,2.3026,-316.3699,-417.7999,-155.9602,0.6536,0.0031
MMT,145,-0.0004613967125522225,-88.3404,-141.1512,-0.5762,,,14.5965,,,45.9647,146.5917,,,12.8946,,,79.0176,2.0794,67.3163,407.6568,2914.785,0.5762,0.0663
HRL,76,-0.0004696845562569879,-205.8897,-113.0404,-0.539,10.8822,5.4722,5.0266,-14.5943,-63.3966,-49.7345,-1.5625,20.0288,8.0573,10.3492,16.9631,8.53,6.9488,2.3979,-75.9613,-72.9055,-19.7805,0.539,-0.21
FFIN,73,-0.00048379602443355564,-312.6725,-346.3108,-1.0683,,,4.3294,,,-56.7061,12.3393,,,13.5368,,,40.4957,2.1972,-58.1983,-33.8344,96.8541,1.0683,-0.0922
EICA,54,-0.0004877306675496222,-157.4019,-127.7682,-0.458,,,6.6626,,,-33.3744,37.8774,,,10.487,,,72.7804,2.0794,-23.6325,82.09,833.6636,0.458,0.0429
WRBY,100,-0.0005862444115187976,-653.8714,-99.6753,-1.5842,21.6724,-1.5289,-0.7021,64.9922,-99.4035,-107.0209,15.162,496.827,-28.0399,-4.5908,55.3385,,,2.1972,-95.4093,-96.9595,-54.6471,1.5842,0.2098
FIP,96,-0.0005897691733771101,-673.0466,-509.3786,,,-0.9357,-41.5652,,-492.9849,-515.6517,2.8047,,-1.0618,-279.753,,,,2.1972,-477.0953,-477.7279,-440.3059,,0.1377
RECT,66,-0.0009625162437437717,-314.2353,-89.0396,,19.805,3.1095,2.5264,55.8777,-71.8302,-74.7362,5.9066,69.0146,8.6685,7.9388,33.6517,5.2835,4.4896,2.0794,-76.8458,-71.0165,-25.1082,,-0.07
BBCP,50,-0.0014092365990243769,-94.0566,-251.7891,-1.1282,26.205,7.7978,6.4274,229.2967,-78.6721,-35.7265,-3.7014,25.4365,6.0553,6.0454,38.9399,11.5873,4.5668,2.1972,-125.5889,-126.1787,-12.7126,1.1282,0.1426
CNP,46,-0.001488324853521607,-223.0151,-219.2216,-0.8108,9.0026,4.5059,4.0829,-51.9481,-118.7415,-59.1706,-0.6095,12.8076,5.1282,9.1056,46.0025,23.0244,11.2368,2.3026,-133.1653,-128.275,-65.1217,0.8108,0.0751
TBRG,45,-0.0015284466550370527,-239.4975,-129.748,-1.0432,30.9112,1.1779,-2.0205,205.3475,-126.2794,-120.2049,1.9916,53.0921,1.6185,-4.839,50.8148,1.9364,,2.1972,-129.4187,-126.6612,-93.054,1.0432,-0.2707
ECVT,74,-0.0018645107748822293,-107.4743,-203.8823,-1.2525,13.7311,7.204,-0.5337,19.2006,-82.5976,-105.3368,1.9353,14.2391,5.9764,-0.5736,28.6053,15.0077,,2.1972,-106.097,-94.9247,30.5123,1.2525,0.2539
DNA,14,-0.001957508285955247,-45.2505,-112.3196,-2.7403,999999.0,999999.0,-135.1788,523.891,-1130.8756,-1451.7878,-9.7083,118.1304,-252.5676,-61.1691,80.379,,,2.1972,-378.3003,-391.9097,87.0182,2.7403,1.2685
ELME,124,-0.0031467130935372237,-136.9879,-150.0949,-0.8891,6.6366,1.0788,-0.7072,-68.8397,-134.0911,-107.0716,6.1533,8.1342,1.0578,-0.9687,59.6743,9.7005,,2.1972,-136.6292,-133.6415,-113.2868,0.8891,-0.0142
AMX,139,-0.0035394666591732726,-3724.9432,-106.2593,-0.7987,3.2323,1.074,0.3122,-76.6626,-94.5159,-96.8777,6.5205,58.711,15.6063,11.6302,61.8995,20.5673,5.7826,2.3979,-95.4073,-92.9799,-81.1759,0.7987,0.4874
LKFN,73,-0.003926953939702797,-218.2988,-501.5128,-0.8566,,,5.9848,,,-40.152,2.6854,,,13.0647,,,35.2438,2.1972,-47.9383,-40.7618,14.3803,0.8566,0.0431
LNN,66,-0.004032748852288307,-292.7218,-82.5847,-1.0775,14.3432,5.7513,4.4925,13.9533,-51.0882,-55.075,-9.9409,47.1466,15.1236,13.1505,31.4715,12.6192,10.4172,2.1972,-66.5247,-66.8437,-30.0902,1.0775,0.0234
SLAB,132,-0.004338635941658341,-350.8101,-86.2983,-1.5833,9.164,-4.8578,-3.2688,-23.9958,-124.8562,-132.6884,-25.295,44.735,-18.9711,-11.4674,53.4215,,,2.1972,-105.1073,-103.3208,-86.8969,1.5833,0.0467
AZTA,66,-0.004444939666172453,-91.2192,-63.9068,-1.3575,22.8707,-6.3302,-8.2954,59.2073,-107.5029,-182.9545,-1.3155,20.1524,-4.4622,-7.567,40.1277,,,2.1972,-89.4768,-88.7303,-61.659,1.3575,-0.1581
LBRT,99,-0.004914990425381583,-129.6374,-114.9604,-1.0602,22.2819,14.0405,12.5759,83.4571,13.1435,25.7592,-9.1149,28.3618,14.2973,16.3031,14.1271,8.9019,7.4764,2.3026,-28.1805,-28.1701,80.6094,1.0602,-0.2397
AREN,45,-0.005367813977304507,999999.0,-328.1486,-0.769,27.0304,4.3987,-6.6376,268.0064,-149.4252,-166.376,-12.3393,999999.0,999999.0,999999.0,44.2533,7.2013,,2.1972,-162.5226,-138.1467,-26.8602,0.769,1.4202
PHAR,19,-0.005697336090722029,-2561.9942,-98.2429,-1.1142,4.6934,-0.0657,-0.12,-61.5101,-99.0082,-101.1995,21.1499,193.1156,-2.1628,-3.0732,88.0892,,,2.1972,-98.8086,-98.9111,-88.3319,1.1142,0.7141
