Ticker,Industry,Score,PB,NCAV,BAB_1,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BIG,IV0,IV1,IV2,Beta,Performance
EFSI,73,0.013951921711478115,-90.7146,-1846.639,-0.5438,,,8.6521,,,-13.4786,2.9793,,,7.8488,,,13.4849,2.0794,27.4784,69.3083,314.1526,0.5438,0.1553
LEGN,19,0.013884430854034454,-1640.6389,-95.6135,-0.9715,0.7226,-2.2534,-2.0267,-89.5043,-112.121,-120.2672,144.2332,62.9198,-156.9715,-33.2511,49.455,,,2.1972,-102.5513,-107.2593,-89.4344,0.9715,-0.411
CCSI,33,0.012490297489552382,999999.0,-340.3756,,31.4537,15.7383,28.438,488.7632,83.5078,184.3796,0.0395,62.7193,25.106,999999.0,81.1622,40.6108,22.7649,2.1972,6.9284,8.8893,276.1392,,0.559
GDDY,45,0.01212772372410793,-27914.6209,-135.8731,-1.1932,12.9615,3.086,1.8605,4.3973,-89.7022,-81.3948,3.9792,79.3094,15.1062,519.3569,63.0098,15.002,7.5936,2.3026,-75.2356,-52.7283,79.4211,1.1932,0.4767
OII,99,0.011141857283060642,-394.1012,-111.9757,-1.4411,15.8291,7.1942,5.156,26.8629,-42.8127,-48.4403,17.3576,61.4203,22.3319,20.3197,16.4544,7.4783,5.3138,2.3026,-18.2547,85.8617,1152.6762,1.4411,-0.0904
SHAK,127,0.009020701320952984,-869.6006,-119.6211,-1.7521,11.7792,0.6936,0.3328,-5.7358,-93.951,-96.6719,20.7718,113.3824,5.3408,2.8941,43.9746,2.5893,1.2491,2.3026,-89.0667,-75.8907,94.5785,1.7521,-0.0744
CCEC,75,0.008849289461036953,-76.4091,-292.9532,-1.0326,5.2929,4.7289,0.6318,-153.1076,-165.0886,-93.682,29.1132,4.7416,3.3891,0.4828,52.1916,46.6304,2.3461,2.1972,-153.7776,149.4228,2250.8398,1.0326,0.2145
CXDO,139,0.008719575483851846,-289.3401,-95.788,-1.746,26.4098,-1.41,-0.1636,103.2626,-103.2646,-101.6362,41.66,89.5795,-3.8261,-0.4734,59.4654,,,2.0794,-76.674,-61.7767,148.9034,1.746,0.0182
PHAR,19,0.007527703885935393,-3300.4458,-98.9991,-1.3485,3.0802,-0.3119,-0.1331,-74.5756,-101.4307,-101.3308,19.3044,153.0849,-12.4018,-4.3923,89.7226,,,2.1972,-99.0856,-99.1748,-89.8853,1.3485,-0.2263
FE,46,0.007408395693305412,-190.1231,-268.5953,-0.8531,17.876,4.9255,5.6433,95.3373,-134.3262,-43.5671,5.7305,23.0435,5.0794,10.7292,66.035,18.195,9.4042,2.3979,-138.0776,-93.5173,178.8557,0.8531,0.1
S,33,0.0066171215859893145,-431.0297,-90.2069,,7.4329,-6.2526,-3.8753,-35.0739,-129.8033,-138.7535,47.1305,66.14,-44.5104,-16.7039,71.1374,,,2.1972,-112.0435,-128.2923,-65.5115,,-0.1641
IDT,139,0.0059375054118737235,-350.5953,-79.9794,-1.0337,51.2083,8.1507,5.2998,252.4635,-28.3673,-47.0024,-2.6699,530.4506,67.5441,18.5807,32.3573,5.1502,4.1076,2.3026,16.3792,42.1444,136.4302,1.0337,0.4107
AMPX,66,0.0056348968347580295,-353.6945,-97.8379,,-9.0125,-23.3541,-13.9099,-134.8651,-224.7751,-239.0993,110.2104,-106.4036,-220.5798,-49.1987,,,,1.9459,-145.681,-202.8463,-61.5214,,0.1597
ADSK,33,0.005497501268357965,-2868.0799,-107.5579,-1.3954,9.365,2.1187,1.7082,-25.098,-83.1099,-82.9182,9.6268,263.3914,47.6704,48.9919,96.441,21.8182,17.5783,2.3026,-78.7518,-51.1444,179.9278,1.3954,0.0773
SXT,74,0.004984150167049211,-261.5916,-99.5445,-1.2943,13.5981,4.5797,3.7701,10.7918,-77.8409,-62.2993,1.3508,27.3508,7.3692,9.8622,31.604,10.6439,7.1325,2.3026,-74.3242,-55.7086,58.6008,1.2943,0.1462
UGP,98,0.004804286373373341,-229.5142,-117.308,-1.2064,24.3447,11.6391,8.891,112.6368,-8.1867,-11.0896,-12.2436,47.5849,18.2001,20.4062,7.3926,3.5344,2.2713,2.3979,-48.3904,-44.6918,110.2685,1.2064,-0.423
AFRM,55,0.00446907578439772,-388.1347,-86.5909,-3.1862,9.8304,-1.7615,-3.8894,-30.2795,-161.7583,-138.8938,46.286,20.6349,-2.9581,-15.096,63.62,,,2.3026,-122.5046,-83.1659,240.8582,3.1862,0.4007
ORCL,33,0.0034875337977877856,-3640.9106,-131.2631,-1.371,9.1541,3.8901,2.7923,-32.874,-84.5935,-72.0771,6.0195,44.259,15.0465,101.6647,71.4073,30.345,17.7353,2.3979,-81.9188,-50.9046,136.7539,1.371,0.1857
OZ,124,0.0032528426719990212,-68.422,-116.6032,,-0.8428,-4.5213,-5.1655,-109.6176,-139.8385,-151.6547,62.0417,-0.5858,-2.5141,-3.5343,,,,1.9459,-196.7866,-217.2556,-167.2354,,0.0555
BLD,50,0.00223153287444398,-536.894,-103.7272,-1.5664,11.1877,6.1304,4.7979,-10.9346,-53.0729,-52.0211,3.7125,51.156,22.425,25.7596,30.8742,16.9177,12.7127,2.3026,-58.4183,-43.726,32.8109,1.5664,-0.2774
AFYA,102,0.0019954900665966465,-244.9837,-130.0027,-1.2325,17.2909,7.4908,3.8507,43.8639,-45.8625,-61.4931,23.967,36.111,12.5153,9.4336,50.3844,21.8277,9.8043,2.1972,-21.1056,94.2928,1148.3287,1.2325,0.0208
AGO,118,0.0018374867582895882,-81.2945,-244.5389,-1.0779,999999.0,999999.0,11.4027,,,14.0266,48.3918,999999.0,999999.0,9.2697,,,52.6502,2.3026,-3.3896,93.4058,775.2042,1.0779,0.0479
ALGM,132,0.0008379496322374017,-438.3138,-95.8288,-1.7716,11.4834,4.1866,3.1416,-8.2031,-67.0794,-68.5841,7.7763,48.9747,14.2842,13.77,54.7501,19.9608,14.8506,2.3026,-106.3036,-105.9993,-101.7864,1.7716,0.009
BBCP,50,0.0007695859005234959,-122.449,-231.3425,-1.0258,23.6981,8.1675,8.5974,178.582,-69.0928,-14.0264,10.2043,26.0983,7.1958,10.5274,40.3183,13.8956,7.3375,2.1972,-102.4656,-77.2913,86.1733,1.0258,-0.176
COO,100,0.0005246130189803795,-257.2554,-111.1411,-1.1766,10.7817,2.4376,1.7005,-15.4764,-90.6277,-82.9954,8.6084,23.5908,4.2669,4.3745,65.6212,14.8364,9.1929,2.3026,-85.6081,-61.2213,142.7038,1.1766,-0.1716
EHTH,137,0.000207206293620416,-26.36,-177.7647,-1.6612,426.1618,-27.4667,-15.3215,2192.7713,-211.8587,-253.2146,11.8141,81.7013,-4.2126,-4.0387,111.6794,,,2.1972,54.8589,237.6813,2563.9212,1.6612,0.19
NB,82,0.0,-3755.1941,-114.3889,,,-13.4426,-10.1197,,-223.2053,-201.1974,,,-134.5099,-380.0158,,,,0.0,,,,,-0.188
ATHE,19,0.0,-107449.456,-99.9079,-1.5061,,-0.131,-0.1029,,-100.9617,-101.0294,,,-1339.0466,-110.6091,,,,0.0,,,,1.5061,0.694
AOMR,123,0.0,-85.3861,-1038.319,,,,12.7895,,,27.8953,,,,10.9205,,,50.977,2.0794,,,,,-0.0053
IMNM,19,0.0,-771.7218,-86.7475,-1.561,,-3.6503,-9.2357,,-109.9099,-192.3572,,999999.0,999999.0,-71.2741,,,,2.0794,,,,1.561,-0.6863
IPX,103,0.0,-14255.7074,-99.6413,,,-0.7747,-0.5961,,-105.7662,-105.9612,,,-209.0284,-84.9814,,,,0.0,,,,,0.1221
EICA,54,0.0,-150.4148,-135.938,,,,9.8457,,,-1.5434,,,,14.8093,,,70.7248,2.0794,,,,,0.0906
NG,114,0.0,999999.0,-101.3281,-1.1329,-0.0009,-2.0,-3.476,-101.0294,-117.1851,-134.7599,,-0.3602,-626.6571,999999.0,,,,0.0,,,,1.1329,-0.0932
BMEA,19,0.0,-271.272,-67.1513,,,-44.6928,-20.4325,,-281.2737,-304.3248,,999999.0,999999.0,-55.4276,,,,0.0,,,,,-0.8312
ZURA,14,0.0,-160.563,-36.9073,,,-130.1042,-37.932,,-430.0092,-479.3204,,999999.0,999999.0,-60.9048,,,,0.0,,,,,-0.6007
MMT,145,0.0,-86.7233,-145.1704,-0.6909,,,6.2776,,,-37.2245,,,,5.4441,,,77.5272,2.0794,,,,0.6909,0.1097
ZNTL,19,0.0,-233.4632,-61.1985,-1.7303,,-47.1716,-21.6926,,-251.6644,-316.9263,,999999.0,999999.0,-50.6443,,,,0.0,,,,1.7303,-0.9061
ETO,71,0.0,-95.9439,-129.9415,-1.0059,,,8.6076,,,-13.9238,,,,8.2585,,,78.7988,2.0794,,,,1.0059,0.0936
GAU,84,0.0,-167.9587,-86.5246,-1.1539,-0.0507,-6.1289,6.1839,-83.9607,-124.6222,-38.1614,,-0.0982,-9.4996,10.3863,,,,0.0,,,,1.1539,-0.2333
WWR,82,0.0,-19.3245,-91.4333,-1.2879,-1.5656,-81.4775,-22.8475,-67.5312,-451.2019,-328.4751,,-0.1968,-8.1925,-4.4152,,,,0.0,,,,1.2879,0.1429
NEWP,114,0.0,-199.6055,-92.1484,-1.0987,-0.0853,-2.8868,-1.7703,-92.415,-112.9869,-117.7035,,-0.1867,-5.0539,-3.5337,,,,0.0,,,,1.0987,-0.3082
XFLT,71,0.0,-85.2622,-196.2625,-0.742,,,14.667,,,46.6703,,,,12.5054,,,70.3854,2.0794,,,,0.742,-0.0363
CABA,14,0.0,-323.7913,-69.8899,-1.5752,,-14.2606,-7.0791,,-146.5529,-170.7908,,999999.0,999999.0,-22.9214,,,,0.0,,,,1.5752,-0.9248
ETV,70,0.0,-85.6169,-102.3099,-0.9214,,,15.4553,,,54.5527,,,,13.2323,,,79.5798,2.1972,,,,0.9214,0.1266
QNTM,19,0.0,-204.3681,-75.2876,-1.3264,,-85.6748,-55.281,,-680.0107,-652.8103,,,-161.4584,-112.9768,,,,0.0,,,,1.3264,-0.8154
NXC,71,0.0,-89.6094,-100.4707,-0.5782,,,5.1155,,,-48.8447,,,,4.584,,,78.6273,1.9459,,,,0.5782,0.029
RPT,124,0.0,-29.3934,-1222.0908,-1.6882,,,-40.8953,,,-508.953,,,,-12.0205,,,,0.0,,,,1.6882,-0.178
OXLCP,71,0.0,-86.5238,-157.2261,-0.5299,,,18.5622,,,85.6217,,,,16.0607,,,76.2529,2.1972,,,,0.5299,0.1084
TBLD,71,0.0,-85.6723,-101.173,,,,17.9261,,,79.261,,,,15.3577,,,77.3694,2.1972,,,,,0.1827
EYPT,18,-0.000911823538528188,-373.4539,-74.1655,-2.4889,6.2371,-11.313,-5.6877,-33.4263,-127.0951,-156.8771,11.1439,999999.0,999999.0,-21.241,89.9344,,,2.0794,-118.6014,-123.9173,-69.7527,2.4889,-0.7352
NVFY,62,-0.0009505497736621838,-1147.4848,-134.9874,-2.2553,76.245,-117.2578,-98.2117,490.1089,-997.6542,-1082.1169,-13.0045,1519.6188,-1869.6275,-1126.9642,37.6421,,,2.0794,-177.5497,-178.2188,-93.2668,2.2553,-0.7811
CSTL,78,-0.0009523733549398977,-155.5231,-60.5833,-2.2443,47.8377,-18.6027,-7.5417,169.7633,-149.4183,-175.4165,60.3835,117.9766,-36.7022,-11.729,79.5339,,,2.1972,-42.979,-23.8407,201.7921,2.2443,-0.0905
PIII,80,-0.0010338045479956288,-21.2925,-379.0572,-1.7531,,-36.8374,-159.1818,,-1948.6178,-1691.818,20.6679,,-26.568,-33.8939,,,,2.3026,-1328.8895,-2089.8976,2316.3591,1.7531,-0.7689
OSS,32,-0.0010537313179575566,-163.903,-47.0186,-1.6329,32.5656,-4.1578,-7.1385,136.4178,-113.2498,-171.3853,-15.9132,60.1708,-6.1459,-11.7003,29.4837,,,2.0794,-154.1222,-148.1445,-70.3751,1.6329,-0.242
DGII,31,-0.0010664134968434754,-207.3864,-111.1279,-1.5564,19.5086,3.875,1.7784,64.6664,-79.5808,-82.2157,14.5854,35.4034,5.6257,3.6882,56.6941,11.2611,4.4812,2.1972,-80.1646,-68.0542,14.4579,1.5564,-0.1071
VHC,91,-0.0010823283879944326,-39.6643,123.7639,-1.4604,999999.0,999999.0,-100.6429,,-991.2613,-1106.429,-85.4167,,-1020.1135,-39.9193,,,,1.3863,-186.6084,-196.1559,46.3329,1.4604,0.3746
HOG,89,-0.001086821029142255,-174.4148,-161.8799,-1.4333,19.3701,6.9168,12.2257,109.1347,-88.6915,22.257,1.4135,24.6697,7.0473,21.3234,37.382,13.3485,11.8822,2.3026,-162.6947,-162.6008,-101.0438,1.4333,-0.3934
PGNY,86,-0.0010888601245709712,-620.9923,-86.4795,-1.421,7.7895,2.0284,1.6455,-33.6152,-74.7273,-83.5447,38.3378,130.9621,27.2824,10.2186,21.9364,5.7123,5.195,2.3026,-73.3478,-47.2262,220.4498,1.421,-0.3558
QVCGP,27,-0.0010945795385783467,-64.8469,-2303.7111,-1.3865,79.4164,13.2325,16.6508,7833.4231,85.745,66.5082,-9.8381,78.271,10.4333,10.7975,33.7609,5.6253,0.4837,2.3979,-258.1735,-247.9593,1420.7047,1.3865,-0.3929
IIIN,138,-0.0011048910618032376,-180.3756,-65.813,-1.3243,11.6269,6.1715,4.8542,-5.7093,-41.3822,-51.4577,-21.4849,25.5626,10.8548,8.7558,10.0738,5.3471,5.1455,2.1972,-70.0012,-69.6523,-38.7228,1.3243,-0.2487
LYV,133,-0.001106930157231954,-1733.0062,-132.9038,-1.312,20.8247,4.0731,2.9859,71.5673,-72.4455,-70.1408,36.2387,308.7601,48.3122,51.7461,24.0945,4.7126,3.2149,2.3979,-79.7767,-37.7321,440.0437,1.312,0.2838
AGM,53,-0.0011130142874948722,-138.105,-1541.7759,-1.2753,,,10.3844,,,3.8441,13.6601,,,14.3414,,,57.6317,2.1972,11.7204,142.2331,1166.3135,1.2753,0.0418
DCO,83,-0.0011142742163776562,-111.257,-88.4,-1.2677,17.5543,4.675,1.8515,53.1138,-82.2296,-81.4848,6.239,19.0194,4.0521,2.0599,21.5573,5.741,1.731,2.1972,-73.9741,-46.407,163.0024,1.2677,0.2111
CHH,65,-0.001116644872038684,-16444.2869,-135.1651,-1.2534,9.3343,5.8761,4.6049,-31.9935,-66.9435,-53.9508,12.0329,43.7756,22.0459,757.247,46.0767,29.0059,17.9936,2.3026,-62.7985,-16.4945,253.0539,1.2534,0.1281
FLS,56,-0.0011167774961316087,-299.4922,-105.3055,-1.2526,19.2237,4.7525,3.0261,60.399,-69.5958,-69.7386,19.5141,47.9484,9.4831,9.0631,29.5523,7.3059,4.143,2.3026,-54.7884,19.4982,848.4069,1.2526,0.0947
CRNT,121,-0.0011211872472213532,-196.9442,-79.7554,-1.226,44.6763,8.6562,3.8621,261.6654,-31.2589,-61.3795,17.6188,86.6218,13.4266,7.6061,34.5266,6.6896,2.9361,2.1972,25.3506,176.1268,1798.9264,1.226,-0.2104
STRS,63,-0.0011221156158718257,-59.8992,-203.8992,-1.2204,-0.4202,-4.0027,-6.8156,-247.9768,-316.7356,-168.1558,-53.9442,-0.4058,-3.0925,-4.0825,,,,2.0794,-267.1876,-274.4738,-189.3888,1.2204,-0.1937
FRGE,70,-0.0011325597631896413,-110.6213,-59.1146,-1.2164,-24.0003,-58.9953,-24.445,-152.4394,-298.5922,-344.4502,0.6313,-30.5958,-60.1663,-27.0414,,,,2.0794,-170.7934,-231.5469,-46.9364,1.2164,-0.6464
DCTH,79,-0.0011401690705211927,-678.0712,-86.2973,-1.1115,1.6888,-45.0923,-35.654,-68.4574,-364.6792,-456.54,-18.956,999999.0,999999.0,-241.7595,69.2494,,,1.9459,-103.3731,-130.3901,-12.9797,1.1115,1.7617
WAB,122,-0.001149916941351154,-244.749,-112.9749,-1.0527,10.0672,4.3292,3.3916,-22.0961,-74.2132,-66.0835,15.7259,21.0692,7.2483,8.301,30.4227,13.0826,9.0276,2.3026,-61.5357,2.267,647.0373,1.0527,0.2801
ALM,103,-0.0011890576267755393,-450.7121,-167.4821,-0.8166,0.3315,-1.7981,-3.2091,-145.4573,-170.9139,-132.0905,-9.2192,0.6918,-3.0016,-14.4636,4.8112,,,2.0794,-173.0171,-179.3402,-147.5596,0.8166,2.3933
HRL,76,-0.0012118523927469624,-235.5133,-113.0225,-0.6791,9.6209,5.0883,4.4484,-26.2684,-67.6225,-55.5162,-2.7996,19.4253,8.2189,10.4765,16.514,8.7339,6.6951,2.3979,-81.8947,-81.6886,-41.4487,0.6791,-0.0992
LAKE,67,-0.0012588842117003643,-105.1367,-45.135,-0.3954,48.4781,5.6743,5.7668,234.1742,-44.4269,-42.332,10.4939,51.5752,4.8295,6.063,41.0561,4.8056,6.0028,2.1972,-94.1623,-81.4472,198.5497,0.3954,0.1663
VFS,9,-0.001324433669628369,999999.0,-154.3126,,-2.7938,-8.4696,-16.1705,-201.6991,-276.5526,-261.7049,100.2034,-27.2673,-66.1297,999999.0,,,,2.3026,-245.7296,-308.8024,-136.7672,,-0.343
CRGY,95,-0.001324433669628369,-26.6987,-361.7741,,41.0892,10.5436,28.4514,1082.1993,-74.0547,184.5138,-22.0624,35.4267,7.2725,7.5961,79.2084,20.3252,11.5913,2.3026,-198.6483,-199.6526,-61.9916,,0.028
FIP,96,-0.001324433669628369,-151.6533,-383.5895,,,-1.8021,-20.096,,-400.4692,-300.9601,24.729,,-1.8321,-30.4763,,,,2.1972,-370.4187,-380.6642,-252.7589,,-0.2869
LKFN,73,-0.00151999984708218,-236.6835,-481.9516,-1.1756,,,5.7392,,,-42.6079,0.876,,,13.5838,,,35.7509,2.1972,-49.2083,-40.4396,16.2361,1.1756,-0.0323
AZTA,66,-0.0020322218950978802,-134.2158,-65.7086,-1.9152,11.0381,-3.6536,-0.7157,-8.1958,-90.5636,-107.1571,19.7254,17.3493,-4.594,-0.9606,39.5656,,,2.1972,-95.4546,-102.5443,-48.8281,1.9152,-0.398
PGR,118,-0.0020635278342279522,-593.3267,-156.8653,-0.9994,,,3.2609,,,-67.3906,25.2002,999999.0,999999.0,19.348,,,6.3193,2.3979,-17.767,96.0742,980.079,0.9994,0.3666
SLQT,137,-0.0022025684149909767,-99.9837,-265.3853,-2.2808,62.4585,6.7423,-7.3411,1208.0204,-139.2247,-173.4107,31.8022,62.4552,5.3935,-7.3399,45.2402,4.8836,,2.3026,-107.1906,126.2643,2946.674,2.2808,0.8824
DNA,14,-0.0026023864181163037,-191.5305,-77.475,,17.0611,-66.3778,-33.9944,20.0959,-347.5275,-439.9441,-47.362,128.9857,-401.4638,-65.1097,78.523,,,2.1972,-139.0611,-141.4234,-73.4612,,-0.8581
WRBY,100,-0.0027833665888992794,-516.4204,-97.5742,,27.2231,-5.3664,-3.2218,101.3928,-123.0399,-132.2179,11.9799,430.2169,-67.8463,-16.638,54.5302,,,2.1972,-93.9876,-98.521,22.5733,,0.395
CDLX,34,-0.0027896491332795215,-402.2996,-138.5993,-3.9524,18.4159,-8.9932,-19.8715,61.7856,-224.4765,-298.7151,3.5714,43.3911,-16.9517,-79.943,42.1657,,,2.1972,-153.6047,-148.9731,-113.3736,3.9524,-0.8667
CCOI,139,-0.00311054821827285,-451.4665,-172.9612,-1.0545,10.9509,-3.0597,35.4507,-16.3127,-163.8527,254.5067,56.9239,26.8025,-5.991,160.0479,42.1597,,103.6836,2.1972,-177.3373,-201.4657,-62.4546,1.0545,0.0362
PFIS,73,-0.0031320538770033273,-75.2722,-1427.5941,-1.2514,,,10.1469,,,1.4693,-6.6317,,,7.6378,,,25.7676,2.1972,-83.1605,-62.0422,221.4082,1.2514,0.1964
TBRG,45,-0.0031330179072665346,-69.4342,-196.4356,-1.5489,49.6697,-2.4291,-36.236,750.2671,-301.3422,-462.3604,2.8492,42.2911,-1.6546,-25.1602,47.6513,,,2.1972,-190.0752,-177.5219,-55.8077,1.5489,2.0877
ELME,124,-0.0032767324420323856,-95.3461,-165.3716,-1.1938,7.889,1.4167,-3.8507,-59.4656,-142.9358,-138.5068,8.8504,7.6584,1.1002,-3.6715,61.4156,11.0289,,2.1972,-148.0932,-136.6616,-34.2091,1.1938,0.3443
HCAT,34,-0.003437584298343244,-110.5793,-81.7909,-1.5994,41.7137,-40.1519,-23.2251,182.0445,-328.0992,-332.2512,7.1323,47.5545,-36.6192,-25.6822,44.5475,,,2.1972,-166.4399,-186.8168,-56.803,1.5994,-0.3606
ASX,132,-0.0034539611009109295,-428.3811,-106.3772,-1.4058,6.2521,2.8537,2.5283,-54.406,-83.9979,-74.7173,-13.2601,22.1754,8.0976,10.8306,15.7681,7.1973,5.8582,2.3979,-94.0489,-93.8629,-70.3201,1.4058,-0.145
TAL,102,-0.00428998582955874,-64.5387,3.0158,-0.9051,999999.0,999999.0,0.5956,316.2677,18.0735,-94.0443,46.1542,240.3363,-16.5118,0.3844,54.0863,,0.9384,2.3026,52.1655,57.8347,262.774,0.9051,0.1758
CNP,46,-0.004774511771676919,-178.5183,-254.8034,-1.0063,10.4584,4.9937,5.039,-33.356,-122.6396,-49.6099,-6.7053,13.329,5.0915,8.9956,42.3873,20.2392,10.0,2.3026,-155.2028,-156.0658,-89.7496,1.0063,0.335
FFIN,73,-0.005062178282433294,-285.9422,-370.8056,-1.4184,,,4.5413,,,-54.5871,-8.0369,,,12.9855,,,40.7153,2.1972,-54.98,-47.6507,-0.3678,1.4184,0.1701
OGS,98,-0.007094455275303766,-123.5386,-220.888,-0.9573,11.3081,5.8565,6.3619,-17.9915,-100.2856,-36.3809,-10.1025,12.5783,5.2114,7.8594,31.7317,16.4338,9.4611,2.3026,-134.1552,-135.2396,-65.8905,0.9573,0.2434
LNN,66,-0.007124525415843173,-272.7747,-82.4651,-1.3591,17.8707,8.5726,6.4607,41.2052,-30.1318,-35.3931,-12.541,52.6314,20.198,17.6231,31.6007,15.1589,11.9125,2.1972,-62.2761,-62.7679,-19.6248,1.3591,0.1497
ECVT,74,-0.007203613849439183,-179.2456,-168.6846,-1.2959,9.6847,5.205,5.1839,-36.4072,-94.3388,-48.1609,-15.7337,13.3306,5.7316,9.2919,28.6442,15.3948,9.4848,2.1972,-114.3866,-115.1004,-59.5867,1.2959,-0.4068
XOMAP,19,-0.007205283671565103,-282.0051,-90.3213,-0.5688,,-9.9105,-13.0556,,-158.2591,-230.5559,-21.0553,,-29.5131,-36.8174,,,,1.9459,-120.6086,-132.2992,-96.392,0.5688,0.1245
SLAB,132,-0.0077875899569741095,-357.1346,-86.5943,-1.7709,11.7425,-0.6158,-0.1954,-5.5068,-95.3438,-101.9539,-23.6155,56.5512,-2.3725,-0.6978,58.879,,,2.1972,-104.1612,-102.8644,-88.6978,1.7709,-0.1374
INSW,75,-0.009319368425354035,-132.2438,-114.524,-0.8331,22.3624,20.6707,19.7445,97.5236,80.7953,97.4445,23.9526,27.8575,20.6001,26.1108,58.5513,54.1219,41.824,2.3026,16.1535,80.4611,405.222,0.8331,-0.309
ENVX,66,-0.009446199070908658,-487.2336,-98.0209,-2.2726,-4.8469,-19.4888,-13.5053,-124.7208,-229.9925,-235.053,23.2506,-42.8579,-137.8599,-65.8024,,,,1.9459,-150.5059,-200.4724,-90.2102,2.2726,0.0039
THCH,127,-0.01121652475877914,999999.0,-282.6514,-0.9807,8.1065,-28.0048,-56.6694,-57.1881,-527.2327,-666.6942,48.134,49.4652,-136.7065,999999.0,11.2504,,,2.1972,-303.4723,-380.7087,21.1354,0.9807,-0.4248
AMX,139,-0.011399614169947326,-4895.695,-103.8846,-1.0039,2.3674,0.7902,0.4469,-82.8485,-95.7446,-95.5308,-3.3734,60.769,16.2265,21.8796,61.2168,20.4325,11.307,2.3979,-96.5372,-95.5803,-88.3328,1.0039,-0.2017
RVMD,14,-0.0119940234623304,-278.817,-67.2245,-1.6715,,-15.0422,-6.9114,,-140.1538,-169.1145,-67.2696,999999.0,999999.0,-19.2703,,,,2.0794,,,,1.6715,0.119
