Ticker,Industry,Score,PB,NCAV,BAB_1,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BIG,IV0,IV1,IV2,Beta,Performance
LBRT,99,-0.012783199275688079,-190.1604,-103.2488,-1.2766,27.1036,20.9617,16.7897,120.2728,69.6892,67.8967,14.4292,50.2433,31.0862,31.9273,20.5783,15.9151,12.3825,2.3026,-29.8384,-13.957,110.6338,1.2766,-0.2459
TREE,55,-0.013981179523392347,-416.7774,-187.4977,-2.7003,67.8494,0.9095,-19.3166,799.4345,-167.4066,-293.166,-31.7157,117.1814,1.2566,-80.5072,94.2646,1.2636,,2.1972,-121.8791,-121.2051,-40.1418,2.7003,0.3479
BANC,73,-0.014245708807234555,-68.3886,-1615.5174,-1.6579,,,-76.2893,,,-862.8928,-79.2408,,,-52.1732,,,,2.1972,-64.5567,-65.3969,-16.9658,1.6579,0.0121
DOMO,33,-0.014297609508872324,999999.0,-164.8203,-2.393,62.5517,-13.9044,-17.852,468.1028,-246.9441,-278.5203,3.3514,999999.0,999999.0,999999.0,76.3409,,,2.1972,-202.1391,-199.1864,-35.2099,2.393,-0.1031
GERN,19,-0.015115577630992175,-681.2803,-88.1544,-1.5136,0.0165,-13.492,-8.7201,-84.9842,-176.9462,-187.2006,-60.2349,999999.0,999999.0,-59.408,100.0,,,1.7918,-132.7919,-170.0802,-46.7285,1.5136,-0.4871
VSTM,19,-0.01599136825542865,-507.6147,-80.1225,-1.9336,,-47.4181,-23.9987,,-319.6235,-339.9872,,999999.0,999999.0,-121.821,,,,0.0,-206.9275,-299.0315,-75.3015,1.9336,-0.4931
AREN,45,-0.016615566165444694,999999.0,-855.1232,-1.4523,39.195,-12.0663,-144.4635,1469.1209,-1351.9728,-1544.6354,-34.9899,89.8368,-22.1253,999999.0,38.4829,,,2.1972,-248.023,-202.777,59.8871,1.4523,1.186
XIFR,46,-0.018814472576056722,-17.3555,-351.3054,-1.8517,2.9457,-0.1478,-8.4274,-593.4702,-785.628,-184.274,11.2487,2.78,-0.1116,-1.4626,51.7625,,,2.3026,-669.5541,-630.2316,-155.5723,1.8517,-0.6438
GNK,75,-0.019764522863049663,-84.1952,-108.9809,-1.0859,7.4484,3.92,-1.2836,-48.0227,-81.5659,-112.8359,-28.5154,6.4408,2.7117,-1.0807,17.7584,9.3459,,2.1972,-55.3311,-56.4131,8.3252,1.0859,-0.2676
QURE,19,-0.02051209445931464,-114.7072,-87.2009,-1.8895,999999.0,999999.0,-102.9525,124.1121,-832.0125,-1129.5246,-85.1216,999999.0,999999.0,-118.0939,13.9809,,,2.0794,-222.321,-199.2059,37.4365,1.8895,1.1325
BBU,50,-0.021679574073035487,-8.5544,-3128.5552,-1.7681,8.9141,6.1976,187.8244,-1024.5508,-1800.6764,1778.2442,-4.9427,8.8634,4.9299,16.0673,9.6873,6.7353,5.7153,2.3979,-1857.8853,-1875.3796,89.3728,1.7681,0.1338
KW,123,-0.022036785402564922,-59.3141,-590.0701,-1.6057,5.4051,0.7888,-25.2516,-366.3062,-604.6477,-352.516,4.1055,5.486,0.6405,-14.9778,66.399,9.6895,,2.1972,-573.5532,-571.1349,-518.4174,1.6057,0.0846
QMCO,48,-0.02381555577226668,999999.0,-426.349,-2.9875,92.3961,-18.9373,-62.7137,1669.1686,-656.7805,-727.1373,-26.1746,999999.0,999999.0,999999.0,40.0799,,,2.1972,-433.0381,-386.842,14.8252,2.9875,0.2139
TORO,75,-0.026072423011422697,-32.7255,59.2977,,7.6121,-0.0372,9.2622,-28.2398,-72.4327,-7.3784,42.634,3.5589,-0.0139,3.0311,23.9019,,40.2715,2.0794,-214.1525,-234.2578,-136.7924,,-0.5205
UPLD,33,-0.030617664123285815,-35.0663,-471.5949,-2.1637,45.4534,-7.2422,-170.5599,1366.219,-818.4932,-1805.599,-6.1301,41.6263,-5.3059,-59.8091,67.648,,,2.1972,-611.754,-600.3757,-476.4272,2.1637,0.0315
GSBD,71,-0.03080827810084176,-81.2233,-247.6489,-0.8898,,,12.3808,,,23.8078,267.2193,,,10.0561,,,77.4453,2.1972,-55.016,3.0676,424.5731,0.8898,-0.1116
