Ticker,Industry,Score,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BAB_1,HML_3,HML_5,UMD_3,UMD_12,IV0,IV1,IV2,Beta,Performance
THG,118,0.0016144004542075169,,,6.913,,,-30.8705,4.2475,,,15.1397,,,6.9206,-0.8225,-22.4891,-123.4713,5.5411,35.6913,-40.2734,-26.5099,68.1088,0.8225,0.0152
BE,66,0.0016086794754279848,7.7994,0.4416,-0.4357,-40.314,-103.418,-104.357,10.5279,44.4103,2.0114,-3.603,27.4551,1.5544,,-2.148,13.9364,-325.8065,-10.7727,164.5375,-104.0282,-101.6157,-76.4566,2.148,3.1132
AIIO,9,0.0016057903643007757,2.5056,-89.5809,-142.4393,-87.7601,-896.367,-1524.3932,-67.8702,999999.0,999999.0,999999.0,22.2426,,,-0.8265,96.7861,96.5631,-50.8696,-81.0403,-445.9873,-413.1199,-101.0561,0.8265,3.2169
IHRT,22,0.0015720815010864446,44.9314,3.1647,-414.93,5809.9172,-1672.3775,-4249.3,2.7594,65.8584,3.7109,999999.0,58.7776,4.1399,,-2.1647,91.9133,72.1818,-28.3401,-21.6814,-1790.4141,-1697.3934,-718.3669,2.1647,0.6928
PHM,63,0.0015297728947375397,24.8717,18.5299,15.1954,98.5165,48.0163,51.954,11.7384,43.4212,25.8797,26.4372,29.0924,21.6744,17.8565,-1.2066,-153.4041,-455.4564,-23.4316,-6.4959,44.2954,125.911,559.768,1.2066,0.1549
SAVA,19,0.0015183593546637894,999999.0,999999.0,-29.064,,-1606.8859,-390.6403,,,-664.4623,-13.3652,,,,-1.3394,96.3373,71.1618,-30.4348,-89.5652,,,,1.3394,1.759
SRL,30,0.001515646324183804,16.2187,1.6679,-8.8448,30.1045,-87.6915,-188.4481,-41.4002,9.279,0.7634,-4.904,102.1117,10.5008,,-0.8112,3.3061,-29.6426,6.5878,7.4462,-93.478,-93.6619,-80.7032,0.8112,-0.2786
NGNE,19,0.0015060127618858501,999999.0,999999.0,-38.689,,-324.2464,-486.8904,,999999.0,999999.0,-19.3686,,,,-1.7292,71.5761,95.1574,-28.0016,-44.7187,,,,1.7292,1.8881
SYRE,19,0.0014883978123595208,,-42.9048,-17.8248,,-230.8426,-278.2483,,999999.0,999999.0,-32.1306,,,,-0.745,76.2605,85.7563,-28.7523,-34.1137,,,,0.745,0.1827
SER,19,0.0014853364994496792,,-36.2881,-17.6542,,-361.0615,-276.5418,,999999.0,999999.0,-1764.8819,,,,-0.7149,82.2447,82.6529,4.8421,-62.3135,,,,0.7149,-0.0148
KYIV,139,0.0014841622238077991,19.1726,11.5035,10.4742,61.9809,-9.256,4.7423,0.4391,39.1506,18.7923,25.7037,64.4809,38.6885,30.3388,,,,,,-24.8706,-14.5309,80.6251,,0.0436
CASY,128,0.0014658167996347473,20.1499,4.2766,3.4668,69.321,-74.5184,-65.3322,6.4465,65.9409,11.1961,16.2443,24.1597,5.1276,3.6697,-0.9808,-128.1108,-264.0073,-1.5148,35.6748,-80.0061,-68.4093,7.3629,0.9808,0.2568
SFST,73,0.0014315486503872715,,,5.8641,,,-41.3588,6.6515,,,4.8207,,,17.0671,-1.013,34.6365,-31.502,-21.9913,7.1182,-52.545,-38.5898,48.4174,1.013,0.2474
NWN,98,0.0014173612855148006,11.2395,5.4031,5.1864,-21.035,-118.4348,-48.1359,-4.8559,12.3209,4.7384,6.3487,35.6201,17.1235,7.8793,-0.6863,4.7625,6.9539,-4.344,16.298,-149.3918,-150.078,-79.5411,0.6863,0.0591
JACK,127,0.0013947134699232489,20.9483,12.2616,-0.6923,299.0188,-8.4383,-106.9231,-7.15,53.9121,25.2449,999999.0,29.4647,17.2465,,-1.2525,67.966,6.2945,-21.3777,-46.8284,-144.4535,-146.0227,178.3155,1.2525,-0.3464
WAFD,73,0.0013911459523156474,,,8.9346,,,-10.6536,-2.7986,,,6.8275,,,28.3786,-1.0598,3.64,-33.6517,-17.9896,11.2242,-37.3546,-36.4317,31.1462,1.0598,0.0178
BEDU,102,0.001372382527214547,,,,,,,,,,,,,,-0.7796,26.7544,90.8584,-10.3261,-34.5238,,,,0.7796,0.2814
LPTH,132,0.0013713239676805514,11.7208,-11.759,-13.7479,-6.241,-194.2976,-237.4791,17.2616,64.3374,-51.6376,-75.8612,27.2296,,,-1.1456,-5.2356,-101.0,24.5902,50.9934,-151.0663,-178.9488,-46.2528,1.1456,2.9652
LSF,107,0.0013222543811665648,36.0298,-4.4266,-2.4514,160.9033,-115.7489,-124.5139,22.412,364.1707,-35.7935,-10.6682,35.591,,,-1.2404,-47.2296,,-31.3941,663.1258,-105.073,-113.7199,104.1476,1.2404,-0.0412
PAYO,123,0.001314043130952554,25.6057,-4.8538,4.104,85.6612,-113.4275,-58.9596,20.2203,250.2008,-37.9425,15.3944,80.0744,,15.7085,-1.2989,-67.7778,,-19.5673,73.0769,-100.2525,-111.1502,-35.8246,1.2989,-0.2252
HAYW,66,0.0013090044151352527,13.9527,5.6586,3.802,14.5715,-68.6248,-61.9804,5.9604,24.1937,7.8495,8.1021,50.4711,20.4688,10.9685,-1.0505,16.5083,,-9.4375,1.1165,-76.9056,-63.6397,10.2824,1.0505,0.0548
SMHI,75,0.001294997393585724,4.8934,-5.6243,-47.6414,-185.5087,-442.0127,-576.4137,-2.9158,3.5642,-3.2772,-22.2704,7.6662,,,-1.0724,38.1595,-40.0,-17.9887,-52.1883,-369.9301,-362.5289,-264.0907,1.0724,0.1131
NTST,124,0.0012900427563339,6.338,1.7625,-0.7656,-83.3353,-145.215,-107.6561,21.8944,6.1005,1.3572,-0.7145,88.9847,24.7453,,-0.8415,20.5243,,-5.6747,-7.9128,-146.5984,-120.4971,148.6363,0.8415,0.1899
TBLA,34,0.0012899885121262994,57.9576,2.8118,1.0766,323.662,-68.9811,-89.2342,22.681,56.9532,2.2104,1.0599,30.2464,1.4674,0.6313,-1.2008,39.4477,,-27.2,-37.0968,-70.6129,-40.0379,544.6915,1.2008,0.0065
DWSN,95,0.0012656299061516998,14.5071,-12.2277,-8.5623,15.5482,-191.5552,-185.6233,-23.431,33.5969,-22.6544,-19.0359,7.2781,,,-0.8405,38.7261,-48.1829,0.6944,28.6461,-140.5428,-132.1342,-59.0836,0.8405,0.4113
CSGP,123,0.001253865957565201,7.4994,0.0162,0.5136,-35.495,-88.6128,-94.8642,11.4542,56.3529,0.0973,2.2252,79.5885,0.1718,6.1428,-1.1312,-21.0909,-48.6331,-4.7708,-13.6173,-88.6316,-88.2991,-82.9981,1.1312,-0.0543
EFSCP,73,0.0012399194175613088,,,27.6583,,,176.5834,-1.7994,,,10.1423,,,34.8095,-0.5986,-2.2856,,-3.1991,19.5447,111.125,121.8699,336.2959,0.5986,0.1159
ECO,75,0.001239724166302386,14.1924,12.6741,12.6338,25.2514,2.598,26.3378,-4.8092,18.1245,12.9485,21.2195,46.4016,41.4376,22.1475,,,,-0.173,-19.7064,-55.8427,-57.6002,68.3232,,0.3492
HOUS,123,0.0012005359708377064,67.2477,2.1803,-27.9392,3301.5004,-622.3201,-379.3925,1.2568,47.9942,1.2448,-6.9299,35.51,1.1513,,-1.746,77.4775,-33.5878,-29.4715,-44.48,-652.2492,-611.9805,-137.7612,1.746,1.71
CMRE,75,0.0011724912214647267,21.9468,18.2902,20.8511,157.9383,96.8037,108.5108,37.8778,14.5106,9.6743,9.8523,26.7125,22.2618,12.144,-0.9861,32.32,-200.463,-21.7465,-9.0113,105.4423,492.9243,4108.3557,0.9861,0.0743
MDLZ,107,0.0011358553968581046,13.9396,6.5166,5.8342,13.7202,-57.0241,-41.6583,1.18,32.8836,12.2982,18.58,39.1235,18.2898,13.745,-0.7174,-12.1538,-47.7496,-0.7498,-8.8402,-66.643,-60.1078,2.0721,0.7174,-0.0568
TTEC,116,0.0010934935837610851,41.2151,7.0531,-79.9511,1110.9698,-210.7378,-899.5108,-10.3633,40.7314,5.5762,-70.5708,21.3682,3.6567,,-1.881,93.6224,83.704,-35.3728,-75.4869,-310.6336,-303.1653,50.4422,1.881,-0.2745
TDY,66,0.00108789282425423,9.6072,4.1099,3.215,-25.131,-72.8876,-67.8504,0.6122,21.0721,7.2117,7.8523,42.9418,18.3704,13.2332,-1.0325,-5.351,-70.8483,7.2735,21.1812,-79.6853,-76.2444,-39.3365,1.0325,0.1356
PLYM,124,0.0010515532902285927,10.0798,2.6664,16.0545,-36.3614,-147.7403,60.5453,-0.7471,11.2617,2.3832,19.7376,68.8851,18.2219,58.4221,-0.9543,30.9184,-103.3881,-6.6061,-16.7804,-157.8615,-155.2297,-115.0088,0.9543,0.3256
OFS,54,0.0009967659057480759,,,19.5548,,,95.548,586.1824,,,13.2116,,,69.2125,-0.7581,-2.4533,-357.134,4.2368,-15.9781,124.1699,580.5081,3726.4707,0.7581,-0.1721
TAP,13,0.0009967308055639586,25.3395,10.15,9.7333,148.7558,-27.2264,-2.6674,-1.0825,24.3345,7.798,8.938,33.0079,13.2216,8.7547,-0.8039,-28.9808,-72.868,0.6366,1.7934,-54.0974,-46.1194,70.5764,0.8039,-0.244
CVM,14,0.0009936834657976554,,-304.4025,-160.7757,,-1638.4636,-1707.7574,,,-259.3457,-167.3757,,,,-1.3248,94.6292,97.9412,-48.4375,-85.2679,,,,1.3248,0.5254
KRC,124,0.000981577417256345,9.0248,3.9579,4.8775,-61.4974,-151.1626,-51.2248,0.5254,7.6177,2.6726,3.3227,67.1661,29.4559,16.4106,-1.1644,48.9585,28.7788,-11.9863,3.3145,-163.6823,-157.1234,-90.2475,1.1644,0.2219
RARE,19,0.0009651230707222997,18.1213,-20.0878,-13.8809,36.6802,-212.6434,-238.8093,29.0112,999999.0,999999.0,-173.1125,86.3042,,,-1.0099,54.2846,29.2883,-9.8319,-20.0596,-160.7092,-219.1367,54.2968,1.0099,-0.1108
CZNC,73,0.0009501462086953723,,,8.4947,,,-15.0527,3.2685,,,9.262,,,23.9393,-0.9313,4.3148,-43.6489,4.3105,25.2855,-29.7255,-18.5827,70.8474,0.9313,-0.0091
VSTM,19,0.0009440319382893655,,-53.857,-39.9026,,-433.2385,-499.0264,,999999.0,999999.0,999999.0,,,,-1.6558,65.9674,81.2098,1.4493,-56.9892,,,,1.6558,0.4675
WBD,133,0.0009431295337706056,26.8013,0.0295,-35.156,269.349,-234.8679,-451.5596,-5.1121,23.6522,0.0208,-26.0759,42.9295,0.0473,,-1.2337,57.7938,43.4689,8.5227,32.1799,-235.0679,-232.7759,-205.9621,1.2337,0.6193
EMX,82,0.0009273344679041368,2.7683,-1.1982,0.1603,-78.7124,-110.7943,-98.3968,17.3362,5.2353,-1.8129,0.3062,25.9326,,1.4855,-0.9449,9.5023,-48.1481,2.8736,9.8159,-106.6553,-109.6045,-87.4955,0.9449,1.43
HHH,124,0.000923369306127851,8.77,6.4343,7.7969,-66.4281,-108.0237,-22.0314,92.6474,9.9272,5.8267,10.2865,41.8093,30.6744,16.6974,-1.2772,25.0328,-71.4941,-7.5415,8.4606,-91.2346,106.3454,1541.0386,1.2772,0.0465
VENU,133,0.000918350544226603,1.9548,-7.511,-7.7131,-89.98,-170.7498,-177.1308,41.569,6.0138,-18.4858,-20.1496,39.9529,,,,,,-8.3969,,-140.384,-168.2371,-95.1602,,0.3656
GLDG,114,0.0009045871500545218,-0.1553,-12.3091,-9.0327,-96.4983,-189.1722,-190.3269,,-0.3205,-20.3205,-17.5386,,,,-0.8958,52.6012,5.7471,-5.8824,0.0,,,,0.8958,1.0854
AXS,118,0.0008961842912699116,,,9.6581,,,-3.419,7.661,,,13.2459,,,13.4012,-0.8507,-81.3651,-222.9524,3.6875,61.871,4.7698,69.5472,244.406,0.8507,-0.044
BYFC,131,0.0008813029951853738,,,3.5878,,,-64.1222,-4.2965,,,0.7751,,,6.6381,-0.955,46.519,25.8772,7.5071,33.8624,-78.0148,-78.1123,-43.1982,0.955,0.0814
KMPR,118,0.00085742745520588,,,7.3807,,,-26.1927,-5.7379,,,11.1626,,,6.7088,-0.8494,-24.7733,-7.3879,-4.3232,19.6606,-51.8372,-51.6978,16.6223,0.8494,-0.2721
TRDA,19,0.0007942056166379876,999999.0,999999.0,16.0856,,140.7596,60.856,63.3804,,433.2811,12.4074,,22.3031,25.2337,-0.7678,4.6587,,-41.2402,-13.0371,161.4176,494.2833,2905.0226,0.7678,-0.3227
DBI,28,0.000790637658053449,203.6712,6.3549,-4.7211,5310.8288,-170.7146,-147.2109,-2.1371,176.6285,4.4089,-3.0464,42.7333,1.3334,,-1.688,69.0154,-2.4003,-26.5406,-61.5959,-224.5023,-193.6756,281.7915,1.688,-0.1615
BTMD,0,0.0007775687013118469,76.9246,17.4863,0.7461,855.2464,66.1939,-92.5391,6.3827,999999.0,999999.0,999999.0,70.521,16.0307,0.4122,-0.5958,64.9087,,-36.9408,-25.1712,86.7796,229.974,599.5084,0.5958,-0.1994
ALRM,33,0.0007740161793836645,23.8438,4.2175,4.1011,84.4357,-61.6495,-58.989,6.5948,114.9061,16.2598,14.7085,65.2969,11.5498,12.0709,-1.0158,17.1127,-51.4946,-10.1608,-23.0902,-66.6868,-58.5534,-8.615,1.0158,-0.1053
PTEN,95,0.0007188926514659568,6.7819,0.6764,-23.7557,-59.8974,-123.8525,-337.5569,30.4618,6.4123,0.5116,-22.0251,5.387,0.5372,,-1.0957,41.6425,-405.7282,-0.2401,-27.3824,-124.3556,-107.144,323.5732,1.0957,-0.3521
LTC,124,0.0007074577187054026,8.4723,5.7036,4.876,-48.1091,-81.1801,-51.2401,6.3895,11.3944,6.1366,7.2082,93.8384,63.1727,36.1707,-0.7615,-9.3913,-71.5132,-6.9077,18.3863,-86.0421,-67.5641,9.0526,0.7615,0.0022
PKBK,73,0.0006981122038898712,,,13.2182,,,32.1823,-11.1373,,,9.6768,,,46.0848,-0.8723,10.2954,-101.831,-13.5821,22.6462,-10.2112,-11.8192,75.9357,0.8723,0.0855
KMT,66,0.0006954896897648723,28.0241,7.3308,6.4541,161.9842,-53.9374,-35.4595,-3.911,33.5641,7.024,7.9722,30.4076,7.9543,5.3692,-1.1381,14.5838,-28.9803,-23.1798,-9.2781,-80.7555,-80.5004,-8.3546,1.1381,-0.05
NKTR,19,0.0006909583446084392,999999.0,999999.0,-77.7733,550.1392,-739.5074,-877.7328,9.2153,999999.0,999999.0,-157.0048,68.8236,,,-1.2812,88.1932,96.1358,-28.8136,7.6923,-359.7759,-477.1862,247.6156,1.2812,4.4889
MMS,123,0.0006894339318456843,24.0542,9.388,7.6438,113.0509,-30.4496,-23.5615,8.1853,44.8334,13.9982,17.6473,23.5885,9.2062,6.1288,-0.9466,0.1185,-36.4976,-11.6889,-21.0489,-43.0254,-11.9184,184.0712,0.9466,0.2131
DEA,124,0.0006877255698289283,7.3293,2.8688,1.5011,-103.4333,-192.6575,-84.9885,5.7558,6.7747,2.1214,1.1868,68.8506,26.9497,5.6397,-0.8413,37.3663,42.8283,-7.623,2.798,-202.2695,-189.9485,-117.1469,0.8413,-0.16
LNZA,74,0.0006772509745944025,0.4317,-1.9906,-1.8038,-96.4628,-115.824,-118.0382,-20.8188,271.9549,-1003.2973,-734.7185,47.6327,,,-1.3364,97.1177,,-32.8571,-75.9337,-105.8398,-106.0602,-99.736,1.3364,-0.069
DHC,124,0.0006626907706503775,7.7208,-1.5684,-50.6346,-218.4861,-643.1506,-606.3457,6.0355,5.4789,-0.8904,-15.1675,17.3118,,,-1.3102,18.3555,-2.1693,6.0836,-10.7863,-611.374,-614.8061,-486.4926,1.3102,0.6653
SRTS,79,0.0005973339724393492,40.1061,13.2806,8.6989,162.1419,4.5849,-13.0115,71.3051,72.3431,19.1644,12.9285,58.4376,19.3508,17.2641,-1.128,53.2093,-108.7137,-44.1589,15.7385,11.7535,119.6157,1042.3991,1.128,-0.3479
JOBY,3,0.000573113344456607,0.0018,-15.6893,-10.2677,-80.2931,-181.0987,-202.6774,-86.8217,999999.0,999999.0,-53.3038,50.7353,,,-1.8931,6.6461,,-13.6868,27.9708,-121.6836,-119.2855,-80.3027,1.8931,1.6954
SSII,79,0.0005606328707801149,0.5008,-1.1243,-0.9158,-96.8533,-109.9699,-109.1583,251.4625,29.7247,-53.3867,-113.8503,40.9325,,,,,,162.1622,,-105.8756,-109.6043,-98.1753,,-0.2872
SLF,72,0.0005539525066852589,,,7.4239,,,-25.7612,-5.1466,,,13.2849,,,10.0664,-0.9197,-20.2807,-134.6855,-9.0024,8.4101,-48.3318,-48.1837,9.7861,0.9197,0.0583
BLX,30,0.0005386553083979484,,,12.2724,,,22.724,19.9903,,,12.3166,,,57.8338,-0.9186,-189.1012,-525.2967,23.2402,63.8759,31.7306,174.1071,1182.8846,0.9186,0.2103
MNRO,11,0.0005336597104845018,87.6943,2.6383,-1.0856,657.4904,-86.2294,-110.8562,-6.3797,63.16,1.5202,-0.762,34.9396,1.0512,,-1.2008,62.6746,60.3081,-35.5524,-43.5582,-94.7596,-91.1715,-25.9202,1.2008,0.1126
ZS,45,0.000531042356055343,6.6496,-0.4114,-0.0446,-44.13,-97.3927,-100.4465,23.3117,999999.0,999999.0,-0.8133,76.8742,,,-1.3247,15.9092,-238.4112,-5.8894,-10.4913,-96.1712,-95.6692,-25.2958,1.3247,0.4967
BTG,114,0.0005247873470091863,17.9695,14.4702,-6.4635,44.9297,16.1842,-164.6355,-1.6669,22.8858,14.7433,-8.149,37.1285,29.8982,,-0.9788,28.41,-5.4396,-3.6232,10.2514,-10.7987,-5.4131,90.4555,0.9788,0.7494
AGEN,14,0.000502592097298571,-102.6096,-242.9565,-482.3339,-1224.2141,-2716.8326,-4923.3395,-94.0468,999999.0,999999.0,999999.0,,,,-2.1307,96.7685,96.4958,-23.5925,-78.4091,-1196.6726,-1131.7868,-128.3984,2.1307,1.4356
ANAB,19,0.000501301464438572,,-59.6519,-20.0982,,-192.4138,-300.9823,432.0277,999999.0,999999.0,-163.942,,,,-1.0311,24.2715,-40.5185,-31.009,-33.9096,-136.7243,-215.6891,91.9299,1.0311,0.6537
BRIA,7,0.0004873245011000345,24.5072,9.5412,5.7616,81.3632,-20.0498,-42.3841,15.0579,100.5785,31.3258,16.0186,16.1995,6.3068,4.4963,,,,-23.3596,,-25.5732,21.978,421.0835,,-0.005
FITBI,73,0.00042854054012001933,,,14.3768,,,43.7677,-2.0066,,,11.8748,,,28.2661,-0.4906,-21.2688,-46.4912,3.9914,11.2982,8.2224,13.1508,125.1561,0.4906,0.0527
UCTT,132,0.00041845875856810674,29.0025,7.4236,5.4429,164.2053,-50.5121,-45.5714,20.934,31.9724,6.547,5.7448,16.9861,4.3478,2.5629,-1.9791,45.8364,-69.3972,-39.3939,-45.126,-55.5778,28.7559,1101.6511,1.9791,0.1647
WEYS,7,0.00039822480604120327,60.073,16.7232,10.9606,286.5823,25.4405,9.6063,-8.7276,75.6891,16.8563,12.9767,45.3081,12.6129,10.9783,-0.9121,-44.939,-93.9648,-3.362,16.8711,-9.8396,-10.5336,74.0377,0.9121,-0.0721
CPAY,123,0.00037853170748114207,9.8203,5.5524,4.4046,-26.948,-69.8669,-55.9536,5.7713,32.388,14.6497,35.2223,78.134,44.1768,27.8794,-1.111,-43.6378,-97.5099,-4.162,32.7006,-74.1742,-60.4222,0.3912,1.111,-0.2187
STRO,14,0.0003759821127207765,999999.0,999999.0,-346.3602,,-3159.5855,-3563.6023,-59.6418,999999.0,999999.0,-403.7542,,,,-1.6847,92.6402,93.8175,-42.1818,-67.8788,-1071.7524,-901.2409,593.531,1.6847,0.2698
GSBC,73,0.0003699109359322131,,,9.3851,,,-6.1493,-1.6033,,,10.0735,,,27.4899,-0.9693,-2.4206,-69.1901,-7.6831,17.7093,-29.757,-25.855,52.0908,0.9693,0.0768
AXGN,16,0.00032634889017960555,17.8586,-0.4135,-1.0206,43.6379,-105.1614,-110.2065,17.8137,120.4001,-2.23,-7.6715,75.7865,,,-1.3924,-116.7892,-113.9057,37.4313,87.1843,-103.8151,-104.4835,-69.8258,1.3924,-0.0961
CNC,78,0.0003125432720378284,52.4849,9.9425,11.3081,340.5701,-21.7836,13.0811,3.8617,59.3448,8.9936,12.8465,11.5659,2.191,2.3405,-0.8973,28.9791,-7.7537,-3.1635,-25.4168,-34.1121,-10.2065,202.1603,0.8973,-0.4112
TDG,83,0.0003047355444916661,5.0649,3.8811,2.4071,-74.5302,-86.3971,-75.9293,20.5771,37.8729,23.2166,999999.0,58.8413,45.0882,22.3174,-1.0733,-136.204,-453.8634,8.4675,21.9916,-83.0094,-35.2416,313.2882,1.0733,-0.0241
LBRDP,26,0.0002748280882224883,,1.3228,25.8613,,-185.8059,158.6126,3.5678,,0.5492,8.8254,,9.0551,85.1969,-0.54,-11.395,,6.571,16.5643,-190.2364,-186.8131,-156.6693,0.54,0.0466
CRBG,72,0.0002701979298294901,999999.0,999999.0,12.7077,,,27.0772,-0.1676,999999.0,999999.0,18.1924,,,11.7674,,,,9.365,46.3272,31.7044,85.9845,247.1485,,0.0082
BCX,54,0.000266673727082303,,,-2.9863,,,-129.8628,,,,-2.7955,,,,-0.7513,-1.1766,-150.897,-0.8611,15.204,,,,0.7513,0.1214
GTM,33,0.0002445964340730082,23.0583,2.1922,0.7463,111.8503,-109.1974,-92.5372,-1.9352,36.8353,2.8016,1.4786,84.5925,8.0423,2.0675,-1.5574,83.6609,,2.6408,-30.8832,-116.0651,-114.9383,-89.513,1.5574,0.0245
LI,9,0.00022922422975598638,11.3422,2.6845,2.0396,-6.6278,-56.1897,-79.6042,15.1656,999999.0,999999.0,10.4493,21.4065,5.0666,5.3794,-1.1208,6.3142,,34.7807,-29.4212,-52.2224,-13.1487,182.1526,1.1208,-0.1066
AMN,116,0.00022766628571875206,47.5285,6.1924,-15.5272,609.6466,-109.7792,-255.2719,-21.2568,52.4805,5.4701,-19.538,30.8124,4.0145,,-1.0401,77.821,61.7589,-8.2609,-55.4304,-150.7561,-148.6378,-13.047,1.0401,-0.2223
FE,46,0.00022458088022615699,18.9116,4.9379,5.2494,107.6351,-126.9497,-47.5055,5.3798,24.1709,5.0489,8.7697,69.3081,18.0966,9.1679,-0.6368,1.377,-25.4916,-5.7827,10.7696,-138.5704,-120.4668,-15.6699,0.6368,0.1801
CTLP,94,0.00021473675170871162,21.3951,4.0342,3.0152,69.9807,-66.6027,-69.848,12.6405,51.3222,7.7418,6.993,40.9271,7.7171,5.8651,-1.1045,-16.7151,-70.8511,7.3224,50.3828,-71.1239,-54.222,82.5318,1.1045,0.3163
ACEL,133,0.00020529382051422617,31.1164,7.6123,4.9093,203.0826,-53.3185,-50.9072,4.8968,64.791,12.6804,16.5762,30.7722,7.5281,3.5604,-1.033,18.4358,-38.295,-8.3404,-6.2663,-67.2042,-49.5834,78.4024,1.033,-0.0039
DSX,75,0.0001837449742823846,16.616,10.0808,5.1224,86.9323,-51.0936,-48.7763,-12.9299,10.5019,5.0971,2.0189,38.2649,23.2151,4.4682,-0.8049,57.4216,-83.8072,-2.0942,-34.649,-127.6767,-130.4816,32.7677,0.8049,-0.0125
LOW,120,0.0001764190461632679,16.988,6.3779,5.6166,45.1925,-61.6466,-43.8345,-3.087,142.9956,42.9484,999999.0,33.8018,12.6904,8.8786,-0.9874,-23.314,-210.5663,-8.2057,3.4805,-76.9399,-74.4384,-25.4103,0.9874,0.0005
RMBI,73,0.0001459651997864632,,,6.9651,,,-30.3485,2.7714,,,6.5409,,,20.1017,-0.7049,14.339,-56.9241,-11.8315,15.9519,-45.0518,-37.4696,37.9005,0.7049,0.0928
MRX,70,0.00011462126420720092,36.1731,23.5018,8.7329,248.7008,115.5812,-12.6707,23.0625,70.5083,36.6477,24.2236,44.4659,28.8897,8.1747,,,,26.3448,,137.5475,478.167,3284.5394,,-0.22
GANX,19,0.00010392294053785517,,-49.2354,-31.0049,,-398.0804,-410.0491,,999999.0,999999.0,-216.627,,,,-1.5789,55.7377,,21.7143,-54.4872,,,,1.5789,0.0159
BFS,124,9.456772787048183e-05,7.2147,4.4442,6.3357,-134.9058,-205.6234,-36.6425,4.8668,9.7253,4.7925,10.8082,75.3455,46.412,20.7377,-0.8281,19.6093,-65.0127,-7.3297,7.3434,-220.0137,-197.9794,-75.558,0.8281,-0.1395
AAON,66,8.132291682181613e-05,5.7753,3.041,2.459,-55.037,-77.416,-75.4097,2.7485,40.5437,17.0784,20.0432,33.0749,17.4154,13.7654,-1.4366,-124.4346,-164.9705,-41.9457,-7.4267,-81.28,-78.1845,-51.5601,1.4366,0.2056
ABEO,19,7.681675312366722e-05,0.0,-47.614,-23.8688,-63.1312,-303.6057,-338.6881,,999999.0,999999.0,-115.7984,,,,-1.1494,41.5,91.128,-17.3502,-32.9065,,,,1.1494,0.1453
ANL,19,6.853936154412483e-05,,-26.8963,-17.935,,-268.0659,-279.3498,,999999.0,999999.0,-162.8221,,,,,,,-2.5862,-71.3924,,,,,-0.2488
SION,19,6.853936154412483e-05,,-10.3009,-9.8284,,-248.8242,-198.2838,,999999.0,999999.0,999999.0,,,,,,,,,,,,,1.4869
TLX,19,6.853936154412483e-05,,,,,,,,999999.0,999999.0,,,,,,,,11.0562,,,,,,-0.4096
UROY,70,1.069189425660723e-05,1.1037,-1.4997,-1.2469,-85.7942,-105.393,-112.4692,-63.4829,1.2871,-1.3991,-1.44,22.6803,,,-1.3291,55.7178,,-15.272,-23.5849,-98.7986,-98.442,-93.226,1.3291,1.2253
ACDC,99,3.1474178045821585e-06,10.1527,1.5773,-12.8771,-35.1501,-163.561,-228.7706,-16.379,11.685,1.4523,-15.9688,10.6389,1.6529,,,,,-18.6652,-14.6081,-172.6064,-170.5838,-121.8098,,-0.5642
RAPP,19,0.0,,-140.631,-17.1943,,-198.5786,-271.9433,,,-45200.0,-20.5108,,,,,,,-58.2083,,,,,,1.6606
SLNG,98,-1.6148984010279667e-05,15.8039,2.5988,4.5592,26.3933,-79.0949,-54.4077,0.6242,21.05,2.7692,6.0697,19.5365,3.2126,5.6442,-0.702,5.1383,-231.0345,2.0522,35.732,-84.4951,-81.4881,-41.794,0.702,0.0208
ALLE,42,-4.504804138629089e-05,12.9821,6.0744,4.9226,4.3645,-58.1751,-50.7742,3.3253,55.6835,20.8437,37.2519,44.2315,20.6961,14.82,-0.9826,-24.1806,-68.0178,-8.0051,2.9888,-65.6314,-57.6454,0.7278,0.9826,0.3162
ATRC,79,-5.5596052465446275e-05,21.5874,-2.4855,-2.0948,70.1688,-115.7116,-120.948,16.5467,86.2518,-7.9446,-7.5795,74.687,,,-1.5132,48.2957,-3.4556,4.5332,6.7806,-107.7068,-112.9591,-64.4368,1.5132,0.0524
EVC,22,-7.266566747789402e-05,46.3882,3.4117,-28.4167,396.7452,-106.4006,-384.1672,22.4598,54.4347,3.2028,-36.2608,35.3325,2.5986,,-1.2842,60.2651,-56.4043,-7.8589,-34.8053,-110.4273,-59.5081,789.2939,1.2842,0.0791
BAH,116,-8.019044966141397e-05,38.465,8.0319,6.9937,254.0934,-43.7251,-30.0634,12.3617,159.4023,26.6278,97.2283,54.7663,11.4357,8.1402,-0.9214,-32.7024,-74.0273,-28.3505,-27.355,-46.9643,-0.4638,282.6854,0.9214,-0.13
POWWP,101,-8.258988075635807e-05,1.7643,-2.4539,-1.9138,-84.8315,-118.1635,-119.1377,-8.4174,22.3847,-24.9066,-21.2354,86.9072,,,-0.6546,-3.4096,,3.5195,-7.748,-106.5454,-106.2583,-98.3809,0.6546,0.1356
ACNT,138,-8.326197501487603e-05,19.3306,-3.9091,-3.1142,48.0361,-115.3967,-131.1424,-7.9237,28.422,-4.5981,-4.3325,12.4325,,,-0.6869,20.4923,-61.7021,-2.6132,4.1939,-100.8837,-97.9869,-61.1744,0.6869,-0.0751
