Ticker,Industry,Score,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BAB_1,HML_3,HML_5,UMD_3,UMD_12,IV0,IV1,IV2,Beta,Performance
VKQ,145,-9.081729069964859e-05,,,3.0986,,,-69.0143,-56.4736,,,2.6848,,,77.1541,-0.5574,0.1072,-14.2305,0.032,12.7082,-79.4126,-79.9006,-59.2872,0.5574,0.0405
RDZN,137,-9.13999336683243e-05,22.9674,-54.853,-62.4548,99.1786,-638.1692,-724.5479,-5.1968,999999.0,999999.0,999999.0,57.4833,,,-1.078,87.3747,,-5.7692,-81.1248,-355.6574,-324.3924,-85.1192,1.078,-0.0317
NUS,104,-9.365134539500062e-05,216.2729,9.2916,-39.9154,2539.1199,-39.9787,-499.1542,-12.0382,139.5216,4.7953,-21.4966,68.2329,2.9314,,-1.1862,83.5418,57.1594,4.6268,-35.6393,-82.8267,-78.3175,89.9862,1.1862,0.495
RNP,71,-9.4211759742388e-05,,,7.0953,,,-29.0468,-16.1393,,,7.2829,,,78.316,-0.8838,-9.0568,-123.4524,-0.3594,16.7924,-47.4138,-47.6464,-7.4281,0.8838,-0.0153
CLMT,69,-9.446077160727149e-05,6.7133,0.2938,-15.6567,-140.814,-297.0274,-256.5673,0.2009,14.463,0.5063,999999.0,5.5091,0.2411,,-1.2251,3.3088,-1241.8367,-36.3394,-8.7261,-298.7073,-290.4436,-193.1557,1.2251,0.3445
MITK,35,-9.642711549055163e-05,38.0981,1.03,-0.1942,212.0381,-95.0098,-101.9424,-0.2718,64.7578,1.4007,-0.3385,85.8237,2.3204,,-1.3196,43.7458,-9.7625,-0.213,-20.7276,-97.2448,-95.8206,-77.026,1.3196,0.0877
JYNT,91,-9.666016365449595e-05,25.0131,-1.1218,-0.6863,86.7452,-94.4316,-106.8629,10.0303,999999.0,999999.0,-6.2239,81.2765,,,-1.3308,66.1467,-21.6322,-3.157,14.7624,-90.898,-86.7225,-35.5644,1.3308,-0.3484
PAMT,144,-9.907179599388395e-05,3.0229,-6.1597,-12.5172,-137.1778,-270.0929,-225.172,-11.8599,2.9494,-4.8079,-11.9769,2.0322,,,-1.4467,58.9562,-59.9213,-31.7777,-26.7455,-222.2945,-214.6721,-128.2957,1.4467,-0.128
CURI,90,-0.00010207021031748892,22.4677,-11.624,-6.9821,62.3216,-150.8312,-169.8208,-10.1162,99.9418,-41.3651,-17.714,50.399,,,-1.5908,-2.3818,70.2257,40.4372,451.6875,-109.6415,-106.0208,-71.34,1.5908,0.8202
VIASP,113,-0.0001070236716386198,59.7542,22.3137,40.4433,1068.6012,221.9264,304.4334,-5.0679,68.6841,20.5187,23.5027,28.3248,10.5772,6.782,-0.5603,-42.9274,-146.3545,11.1446,41.9716,49.5807,47.7362,484.1674,0.5603,0.1101
CDZIP,147,-0.00010803235165979174,0.1678,-1.6893,-1.863,-101.5753,-116.8717,-118.6298,382.5716,3.143,-25.3061,-73.3288,24.0425,,,-0.502,-65.8981,,14.1851,52.571,-110.6424,-116.4188,-101.3739,0.502,0.093
IMKTA,57,-0.00010878401759127058,91.7561,10.0619,9.0169,725.7146,-22.3251,-9.8308,-4.2963,75.3666,6.6117,7.2199,23.0483,2.5274,1.9789,-0.6449,24.6755,-93.842,-15.5139,-18.6463,-55.1253,-50.3925,93.378,0.6449,0.0775
BFLY,77,-0.00011110498824468716,11.7821,-17.9542,-11.5295,-4.7297,-200.6535,-215.2949,24.5159,60.9953,-74.358,-34.365,59.5094,,,-2.025,50.1066,,7.4184,178.4615,-140.5889,-195.8838,-46.4267,2.025,-0.0256
ORLY,8,-0.0001113413050331238,9.8505,3.7437,2.9908,-22.5991,-74.6865,-70.0925,5.6679,212.8127,64.7041,999999.0,51.1985,19.4581,14.5797,-0.7678,-112.3084,-366.905,10.1715,26.5503,-73.7462,-63.1357,-30.9192,0.7678,0.0813
UNM,1,-0.00011172833144824561,999999.0,999999.0,12.299,,,22.9903,3.9111,999999.0,999999.0,16.4312,,,14.0815,-0.7864,-187.8605,-682.1115,8.3824,71.5149,31.1708,99.3866,273.2457,0.7864,-0.075
WLYB,21,-0.00011208206526851823,40.8825,8.1018,4.8957,296.4546,-45.9386,-51.0433,-10.4314,85.0228,13.4794,15.1956,74.286,14.7215,6.8134,-0.8034,5.2258,-37.9206,-25.6848,21.1157,-74.7948,-75.3617,-7.4658,0.8034,-0.1618
PPC,76,-0.00011226517454018876,18.8362,13.0267,10.1708,56.0278,4.657,1.708,2.9724,42.7553,23.6549,26.5627,12.9362,8.9464,6.3195,-0.8122,-118.146,-212.253,5.8171,69.4921,-10.4849,7.0342,149.31,0.8122,-0.19
PAA,92,-0.00011248989955542078,7.0933,5.5212,7.4865,-76.634,-98.918,-25.1351,2.794,8.4393,5.255,7.8192,3.433,2.6721,2.045,-0.823,-134.0373,-478.3133,13.138,31.819,-113.4799,-97.18,69.4752,0.823,-0.1814
AGRO,52,-0.00011317031696265105,25.2488,10.848,2.5175,157.54,-20.4142,-74.8249,17.3523,22.0013,7.5622,1.9934,29.5784,12.7082,1.9093,-0.8557,-1.5061,-251.8498,-1.1111,9.2616,-30.2215,80.0435,1031.8192,0.8557,-0.3225
GHG,65,-0.00011325979081130822,86.3731,46.7649,8.7511,197.6796,91.6905,-12.4894,-17.4848,201.1341,87.1198,10.5698,42.277,22.89,12.8056,-0.86,49.9113,71.4853,-1.9537,-13.9513,63.5526,67.9101,146.2768,0.86,-0.2369
SYY,58,-0.00011332637600100661,31.5143,6.5012,5.4833,205.0656,-64.6961,-45.1667,3.1135,106.2008,17.5268,104.0388,19.0153,3.9227,2.4542,-0.8632,1.685,-106.401,-0.2854,-2.9364,-75.1912,-62.024,60.2827,0.8632,0.0632
CENTA,39,-0.000114683049241111,35.6927,7.0115,5.1658,222.4189,-52.6353,-48.3422,-3.3118,47.3277,7.4376,7.3154,29.4875,5.7925,3.5601,-0.9284,1.4042,-55.8824,-9.384,-16.232,-75.3417,-73.8549,-0.6279,0.9284,-0.1856
ECL,106,-0.00011499308653064405,8.7863,3.3563,2.8757,-32.3431,-79.6331,-71.2426,2.7493,45.3174,13.8488,23.4033,43.4631,16.6027,13.0672,-0.9433,-45.6406,-75.9203,8.5594,20.4569,-83.8091,-80.0384,-48.9771,0.9433,0.0778
WFG,59,-0.00011511793376132852,31.5653,1.8689,0.4846,141.8001,-79.0702,-95.1541,-4.3384,28.2665,1.3389,0.4372,29.8186,1.7655,0.4924,-0.9493,-3.8929,-369.6783,-15.3093,-1.1328,-84.18,-82.9995,-55.8111,0.9493,-0.1413
WKC,96,-0.00011605220720428383,49.0803,11.8015,4.8166,385.8319,-7.3678,-51.8335,-11.6171,41.829,8.0463,3.9061,2.4341,0.5853,0.1812,-0.9942,-9.9273,-40.0404,2.6947,24.7415,-48.7398,-12.5417,548.4927,0.9942,-0.1096
LUV,5,-0.00011869896849479424,26.7585,1.9263,2.5597,101.7031,-75.4198,-74.4032,5.64,53.568,3.0851,4.6222,17.7261,1.2761,1.9018,-1.1214,26.5725,-7.0176,-5.383,-6.4185,-77.7798,-71.5772,-15.696,1.1214,-0.0067
KTB,60,-0.00011895698610487544,28.6957,8.456,6.6217,144.0199,-35.9611,-33.7829,-0.0014,144.061,33.9613,60.2763,44.734,13.1821,9.2866,-1.1338,-80.6757,-404.4846,-30.5463,13.1944,-46.8352,-38.0532,39.1332,1.1338,0.129
BBU,50,-0.00011919211505599783,10.9935,8.5656,26.4374,-349.9089,-913.8172,164.3737,-28.2501,11.0031,6.8585,2.7456,15.3474,11.9579,1.2712,-1.1451,15.1871,-64.6135,-3.6694,17.2786,-1641.0578,-1654.9261,67.0221,1.1451,0.3629
SANM,47,-0.00012050925333971881,15.8688,8.5664,6.0781,26.0243,-30.3871,-39.2193,-15.2962,31.1952,13.472,10.757,8.462,4.568,3.3565,-1.2084,-89.9289,-220.8195,2.3744,25.8565,-54.096,-53.0712,24.1256,1.2084,0.5832
SNX,130,-0.00012096910730607321,33.9718,10.7985,7.8098,226.9225,-17.9819,-21.9025,1.5585,36.581,9.3023,8.6222,6.8112,2.1651,1.1853,-1.2305,-8.3178,-210.3181,12.9423,32.2885,-38.7477,-15.2245,247.9349,1.2305,0.454
SEM,64,-0.00012111892398289455,15.3619,6.505,6.5607,44.3143,-92.8274,-34.3931,7.7227,17.2419,5.8408,7.0009,13.5523,5.7387,2.9904,-1.2377,-32.4219,-150.1508,-13.5045,25.7738,-109.5452,-76.2327,158.6003,1.2377,-0.1939
BRKR,18,-0.0001230041171662298,20.1927,4.6421,2.6594,80.7727,-82.5077,-73.4057,13.5571,44.2688,8.1415,9.1186,48.9989,11.2643,4.9168,-1.3283,36.0836,-24.275,-19.1023,-46.4147,-87.6608,-58.8289,156.5074,1.3283,-0.1402
MEDP,15,-0.00012375736212469267,7.4043,5.0415,3.9938,-37.9027,-55.4779,-60.062,11.8362,420.4146,229.0041,46.1195,31.1185,21.1882,18.0525,-1.3645,-85.2229,-332.7447,-4.393,-19.0283,-51.0198,-9.296,141.9763,1.3645,0.6104
YETI,125,-0.00012436287119351228,40.9473,9.4495,6.4688,205.2173,-22.0063,-35.3123,10.3188,232.5836,42.939,25.1691,58.107,13.4095,10.1799,-1.3936,43.4067,-105.0797,-13.4951,-13.6628,-24.3849,10.3773,183.0884,1.3936,-0.0752
SITE,117,-0.00012529298306211144,26.8561,3.3103,2.3294,121.1136,-77.5279,-76.7056,5.5659,83.2942,8.2136,8.0608,34.3589,4.2351,2.8261,-1.4383,25.2225,-75.6408,-16.6216,-26.4228,-82.4802,-75.1082,-18.8574,1.4383,-0.0461
WWW,134,-0.0001260711974667112,46.8759,6.1062,4.2407,394.5414,-73.3836,-57.5928,-21.7531,96.1965,10.0246,15.5703,44.5299,5.8006,2.808,-1.4757,27.7677,-22.1921,-36.8597,49.6424,-99.4569,-99.0143,-23.6231,1.4757,0.7033
SEI,97,-0.00013099225914285672,5.8846,3.297,3.4223,-84.3516,-117.3457,-65.7768,6.8763,9.3244,4.1793,4.4303,25.8557,14.4862,9.4344,-1.7122,-127.6404,-435.7137,38.6205,319.1656,-124.9014,-114.0632,-46.03,1.7122,1.1193
SCS,94,-0.0001451536729165839,78.5974,11.9042,8.4385,553.3843,-4.9886,-15.6153,0.2026,103.5216,12.5433,11.2809,33.0543,5.0063,3.391,-1.0294,-9.1732,-65.1581,-10.6236,-6.3676,-25.2649,-12.6596,135.9854,1.0294,0.4723
BROS,127,-0.00015667307307435594,4.5951,1.4333,0.939,-64.7277,-90.6173,-90.6098,32.641,48.0695,11.9951,8.8901,26.5515,8.2819,5.3011,-1.6214,-10.2411,,45.2477,166.8015,-90.7984,-76.2244,87.8601,1.6214,-0.2198
ZION,73,-0.0001621610026859701,,,11.0418,,,10.4184,0.4815,,,13.2201,,,25.8658,-1.1518,12.0264,-136.5812,-9.1085,44.1025,-7.3371,3.2607,105.252,1.1518,0.0558
QNST,123,-0.00016404658867553323,11.9573,0.6679,0.4382,-3.915,-85.3524,-95.6176,78.4797,77.5506,3.4654,1.8466,10.2758,0.574,0.4177,-1.0825,-51.3036,-155.9033,-15.3846,32.4763,-84.9337,-71.1281,203.1066,1.0825,-0.229
AWK,147,-0.00017070679433479118,6.7123,4.0806,3.8602,-69.2161,-100.6888,-61.3977,10.6282,11.644,5.663,10.5226,60.333,36.6781,23.2109,-0.8286,7.8966,-36.2098,0.8954,16.2458,-104.4616,-82.4246,36.5469,0.8286,-0.0205
SKIN,79,-0.00017295850961613433,49.6688,-18.4659,-12.7861,590.2743,-491.7657,-227.8613,-16.0046,77.9249,-23.1767,-45.6344,54.5316,,,-1.753,91.2478,,-3.2895,-60.5898,-328.8448,-310.6771,-163.1489,1.753,-0.027
ABOS,14,-0.00018858513516545629,999999.0,999999.0,-126.1343,,-1284.9136,-1361.3431,,,-235.6453,-45.0253,,,,-1.1278,73.0673,,-45.5319,-72.4138,,,,1.1278,0.9483
BBBY,27,-0.0002225077877011455,218.7621,-143.9764,-77.3549,819.9209,-622.0159,-873.5486,-10.6435,1020.4825,-537.2976,-126.8889,20.8008,,,-2.1451,88.305,-8.6393,0.314,-80.9708,-295.6855,-267.4261,52.516,2.1451,0.8111
RMM,145,-0.00023237386111767743,,,-3.7843,,,-137.8431,,,,-3.541,,,,-0.5789,-3.2973,-19.6637,-2.4853,7.3347,,,,0.5789,0.0363
GLSI,19,-0.00025139535300546445,,-13.4682,-10.271,,-200.8331,-202.7098,,999999.0,999999.0,-498.4557,,,,-0.7325,51.928,,-18.2609,-6.0,,,,0.7325,0.139
SHW,120,-0.0002775851591998005,11.4045,3.8323,3.1208,-9.7224,-76.926,-68.7923,0.2022,81.5423,21.9206,68.1635,48.4668,16.2863,11.9551,-0.9557,-42.4552,-153.7748,-8.4205,8.7287,-81.824,-78.2607,-44.4486,0.9557,-0.0598
HIG,118,-0.0002788908946138601,,,8.6446,,,-13.554,8.4423,,,18.722,,,11.6707,-0.8468,-83.275,-320.8143,-2.4253,26.8481,-4.162,77.8408,309.0896,0.8468,0.0416
CLBT,33,-0.0002946963321730313,8.0556,1.3538,-4.7475,-32.1359,-80.5946,-147.4747,23.4053,999999.0,999999.0,-65.7066,84.3987,14.1838,,-1.0793,-202.7481,,-8.8409,51.0171,-78.6157,-55.0432,125.9746,1.0793,-0.0368
NBHC,73,-0.0002979281411500908,,,7.9872,,,-20.1283,-4.443,,,8.9035,,,28.9456,-1.0123,-3.3375,-88.6834,-11.5528,27.931,-46.0229,-46.8853,8.317,1.0123,-0.0383
ALV,10,-0.0003055968153628268,22.633,11.5103,10.1081,99.6648,-9.7342,1.0815,-0.8115,49.8706,20.2899,30.6346,18.5467,9.4321,6.7372,-1.1772,-27.7344,-140.4573,-1.944,-14.484,-32.025,-22.4662,99.6883,1.1772,0.3172
BTDR,55,-0.00032265900869819965,4.508,-6.0675,-26.3977,-51.6546,-120.0067,-363.977,-5.0934,999999.0,999999.0,-173.9981,18.9833,,,-1.2643,5.7654,,-11.0549,82.1006,-100.2337,-96.7079,-67.2826,1.2643,0.8755
CMCO,36,-0.0003271941747138293,36.6052,6.1338,-0.9086,353.9898,-93.4887,-109.0863,-4.9838,25.303,3.3919,-0.4993,33.8184,5.6668,,-1.7618,58.3763,17.4469,-55.332,-58.4059,-127.1816,-126.3621,-28.6358,1.7618,-0.1521
EWBC,73,-0.00034914199390429374,,,9.5599,,,-4.401,0.0846,,,15.35,,,46.1901,-1.129,-25.7301,-325.7627,-12.0524,34.2352,-14.1588,-4.23,72.6841,1.129,0.1083
JILL,7,-0.00036536058457017765,135.6051,24.125,15.2597,1103.1335,104.1703,52.597,0.4628,307.5651,43.7742,40.8294,70.3693,12.5191,7.0695,-1.0403,-26.5629,-820.5134,-15.5253,-4.4829,73.8245,101.7023,325.0079,1.0403,-0.1802
LCNB,73,-0.0003734902025708208,,,6.1985,,,-38.015,13.1536,,,5.0462,,,15.7253,-0.8656,-0.0751,-73.38,-10.7205,16.4929,-47.0959,-14.8965,227.1305,0.8656,-0.0062
GTX,10,-0.00039229185970822785,23.3522,15.4025,16.4018,156.6668,41.902,64.0181,-10.5764,104.7548,55.2749,999999.0,20.2878,13.3813,7.8964,-0.7179,-14.8012,-194.383,14.7838,-1.4976,-18.0683,-12.2603,146.6914,0.7179,0.5926
KFY,42,-0.0004141380173588574,85.573,12.1871,7.8901,477.6128,-2.0449,-21.0989,-1.1794,199.3451,22.7123,14.7387,89.558,12.7547,10.107,-1.1157,-10.3195,-204.6049,-16.0092,4.6515,-19.6742,-14.4857,63.7324,1.1157,0.0207
KSCP,139,-0.0004735683891087678,-54.1895,-427.3046,-200.9428,-288.2533,-1900.9752,-2109.4279,-15.5661,-37.0901,-233.9757,-160.8719,,,,-1.8533,98.7371,,-62.9412,-73.75,-741.6632,-767.725,-37.3026,1.8533,1.1916
FUND,71,-0.0004918847554944449,,,0.7281,,,-92.7188,-91.7253,,,0.6283,,,68.4043,-0.8742,-1.0069,-129.024,-6.6317,3.5961,-95.7129,-95.898,-90.4094,0.8742,0.1245
KLTR,33,-0.0005042556712353786,48.7342,-9.8605,-6.4511,241.4039,-148.9729,-164.5108,2.0237,999999.0,999999.0,-77.6315,66.645,,,-1.3735,-9.0395,,-5.7778,50.3546,-121.2273,-117.5974,-23.9474,1.3735,-0.228
HBANM,73,-0.0005308177364556912,,,6.0173,,,-39.8271,1.1228,,,9.7179,,,26.0311,-0.5374,-10.6028,,-4.5199,7.3511,-49.6022,-43.7222,12.5321,0.5374,0.0465
KELYA,116,-0.0005317065726394307,133.9711,9.745,-3.822,1396.6008,-31.6752,-138.22,-10.4204,61.5052,3.5791,-1.4191,20.3749,1.4821,,-1.0801,35.2074,-14.4173,-8.1148,-44.307,-73.1387,-61.9024,185.4747,1.0801,-0.0526
FNWB,12,-0.0005399465985814478,,,-6.6217,,,-166.2172,-6.779,,,-3.9287,,,,-0.8337,49.4272,-20.8616,-1.5906,-29.2033,-129.8609,-125.7277,-86.9297,0.8337,-0.2432
CQP,98,-0.0005464814138954582,9.5087,7.0087,6.2834,-35.0444,-64.3335,-37.1659,-10.0198,31.0472,18.3074,999999.0,51.5106,37.9674,23.2434,-0.7613,-50.0601,-246.3684,16.9909,48.1209,-88.7889,-89.3911,-35.3521,0.7613,-0.2193
VALN,14,-0.0006272541667969929,7.186,-7.8666,-0.9478,-43.35,-166.1434,-109.4779,10.3219,35.4569,-31.0523,-5.0696,41.8922,,,-1.0481,80.507,,74.4186,-4.5262,-135.4047,-145.605,-92.3368,1.0481,0.4986
SMBC,12,-0.0006286310555636346,,,10.1802,,,1.8016,11.1199,,,10.8676,,,32.418,-1.0326,-10.7758,-174.0636,-11.5039,40.2233,-6.3758,41.4716,307.9619,1.0326,-0.0325
CCEP,13,-0.0006294563523352045,16.4432,5.7805,4.496,40.1589,-68.4336,-55.0395,11.6709,40.2962,11.3328,17.2376,35.2823,12.4034,7.578,-0.7622,-92.5563,-171.0329,12.9058,27.8184,-73.5413,-43.2821,150.3999,0.7622,0.0258
EXFY,33,-0.0006818686517202108,33.279,-0.3639,-0.6981,136.6568,-84.6015,-106.9806,-7.5992,94.3703,-0.8255,-1.4922,53.8632,,,-1.7899,83.5706,,14.9852,55.6225,-83.3379,-82.8054,-72.2747,1.7899,-0.4533
CMP,84,-0.0006887879364556724,15.2039,5.7853,-39.0795,72.011,-178.8287,-490.795,-7.2466,16.0639,4.89,-47.5553,17.4512,6.6404,,-1.4485,84.8549,71.7702,-30.8151,-55.4033,-234.3322,-233.3044,-77.6431,1.4485,0.9667
FINW,73,-0.000701399416058399,,,6.0371,,,-39.6286,7.0574,,,7.8236,,,16.5702,-0.8018,1.8433,,6.4984,112.5402,-50.4038,-34.8857,60.3158,0.8018,0.1315
WPC,124,-0.0007120683133001291,6.7805,3.755,2.9525,-71.1481,-108.7835,-70.4752,-9.233,8.8835,3.9357,4.67,90.2493,49.9797,25.2731,-0.8152,6.5306,-57.4039,16.4974,21.1824,-122.856,-123.2464,-93.0196,0.8152,0.0968
MSFT,33,-0.0007223316167890849,6.9757,4.624,3.4936,-43.3922,-61.8637,-65.0644,14.9322,66.3847,35.2041,28.7941,68.8237,45.622,35.1058,-1.0962,-26.6971,-157.1402,-7.702,-3.7254,-57.879,-24.0243,132.1646,1.0962,0.3418
LILA,26,-0.0007537315644780923,32.209,5.7459,-39.8138,1143.3051,-391.801,-498.1376,-1.058,32.7346,4.6717,-31.0652,66.9884,11.9504,,-1.194,34.7166,32.0412,-4.3785,5.2877,-476.3475,-454.5107,-105.2135,1.194,0.1845
OXLCP,71,-0.0008200952734123731,,,1.8213,,,-81.7871,-76.7665,,,1.9811,,,67.6461,-0.4472,-19.916,-107.0465,2.2676,10.0181,-88.7189,-89.1139,-76.0049,0.4472,0.042
CTRE,124,-0.0008260699667882039,3.9521,2.2835,1.9033,-71.0519,-84.9222,-80.9666,14.9356,6.8983,3.1886,3.3973,94.0629,54.3479,43.5989,-0.8369,-67.9433,-178.3585,-10.3428,18.5758,-85.4306,-71.9975,10.8958,0.8369,0.192
LECO,66,-0.0008421745362656267,12.5264,5.8878,4.3709,0.228,-57.1963,-56.2912,-4.365,66.61,25.0473,35.8074,36.7432,17.2706,11.8573,-1.223,-48.3216,-218.1279,-4.6075,-17.5171,-72.9493,-73.1012,-35.2898,1.223,0.1782
PLBY,105,-0.0008488576409961128,30.2124,-10.0606,-60.6087,346.4999,-441.3435,-706.0866,-18.7583,53.9853,-14.3816,999999.0,64.0246,,,-1.5133,91.2976,,8.3916,58.1633,-331.8076,-319.8506,-221.9637,1.5133,0.2679
TRU,55,-0.0008823805819283937,11.8251,3.4545,1.9257,-6.8793,-92.1972,-80.7433,9.2034,28.5804,6.6794,7.4298,60.0053,17.5295,7.6696,-1.3323,13.361,-41.8984,-6.5703,18.1463,-96.777,-83.8444,-6.5997,1.3323,-0.0912
TTWO,133,-0.0008985397943268987,7.7346,-1.8676,-9.6083,-40.3613,-121.6894,-196.083,5.3088,70.6667,-13.6506,-168.0797,54.356,,,-0.8716,-38.9913,-76.6379,12.7853,41.0004,-114.5311,-115.4443,-101.042,0.8716,0.1936
CHRS,14,-0.0009057703413372831,61.1949,-45.7372,21.6764,904.0145,-1081.1648,116.7642,3.777,2149.741,-1285.3755,999999.0,55.9661,,8.5427,-1.7198,92.9183,93.9171,-18.9781,-53.9419,-630.7552,-706.4449,-157.184,1.7198,0.8342
ELLO,46,-0.0009141099550310851,0.7611,-0.3151,-5.1836,-361.4216,-394.5578,-151.8357,-17.1336,0.8191,-0.2713,-6.5387,11.8047,,,-0.7902,42.5615,7.1338,1.9048,-10.1344,-388.9835,-388.2759,-379.7748,0.7902,0.2373
KHC,107,-0.0009348442207866732,16.7207,9.9787,1.9589,51.8036,-30.9448,-80.4113,-2.9805,13.2154,6.3095,1.3883,34.6978,20.7073,2.6495,-0.6378,13.6403,-52.8884,-2.8472,-8.3751,-66.6495,-65.1222,30.1086,0.6378,-0.1403
GOGO,139,-0.0009372579691884953,14.508,2.6747,1.29,27.3821,-133.981,-87.1001,11.8548,32.2764,4.7603,20.9267,62.5366,11.5291,3.2622,-1.1507,54.7895,-354.4974,-9.5062,-12.8419,-139.3849,-121.9986,6.892,1.1507,0.0349
PENG,132,-0.0009388042829971145,27.541,1.4786,-2.5928,154.8244,-113.4488,-125.9279,-18.7652,51.0854,2.1941,-6.2458,29.1064,1.5626,,-1.8351,26.7748,-55.4694,5.5056,-11.5009,-119.2965,-117.9232,-85.2455,1.8351,0.1723
BLBD,36,-0.0009429819372322613,24.2788,13.206,9.3356,91.398,5.4779,-6.6437,18.9232,201.9027,87.8568,63.6414,19.0146,10.3426,7.538,-1.1516,-76.3998,-257.0975,-17.1812,2.0622,23.0023,185.3988,1154.1939,1.1516,0.6268
BKH,46,-0.0009595574635745064,9.6176,5.7575,5.9722,-47.006,-109.9568,-40.2779,-8.85,10.5669,5.0607,7.1405,40.0572,23.98,12.2021,-0.7505,11.5792,-21.9077,-1.4786,24.3855,-141.7718,-142.7256,-73.2893,0.7505,0.0143
GPC,11,-0.0009753881582493946,42.1429,7.1332,5.7341,292.3401,-52.9273,-42.6592,1.7148,104.5047,14.1511,21.6178,36.2914,6.1428,4.0056,-1.1835,-3.2651,-124.6768,-1.2858,-14.4182,-64.7559,-55.5611,40.3976,1.1835,0.1025
SAH,128,-0.0009959678335839106,39.8082,8.4489,10.117,594.2376,-88.1538,1.1696,-1.0304,48.2401,8.1908,19.2865,15.4159,3.2719,1.4404,-1.1492,-53.2758,-448.2861,-1.1616,32.6837,-132.1435,-109.9684,195.2213,1.1492,0.191
IPGP,132,-0.0010132682938168264,19.0963,0.8175,-4.7949,34.5966,-61.2731,-147.9494,-24.1025,30.9021,1.0584,-6.3972,34.6068,1.4816,,-1.2478,42.2279,38.321,-26.9979,-33.6261,-63.0114,-62.6294,-52.9603,1.2478,0.271
CMTG,123,-0.001015980683384099,,,-37.4677,,,-474.6766,-60.7155,,,-8.815,,,,-1.1385,75.6966,,-65.4815,-74.5965,-244.9767,-244.7593,-95.9523,1.1385,-0.0737
LSBK,131,-0.001023783429540358,,,7.2799,,,-27.2005,-9.7284,,,5.2219,,,19.2588,-0.5869,-16.1554,-85.6246,21.5342,46.8988,-54.0105,-55.0814,1.2002,0.5869,0.1155
CABO,26,-0.0010546220352895886,23.3085,9.1214,12.5882,277.962,-86.8869,25.8817,-6.242,22.2205,6.9565,10.8763,78.5452,30.7374,13.1959,-1.1793,80.3249,81.3991,-37.4237,-41.1803,-162.4094,-164.6094,-0.5386,1.1793,-0.437
EBF,94,-0.0010608762321740203,27.1466,12.0155,8.7926,100.3415,-3.3196,-12.0741,-6.0677,51.1074,18.0967,14.6908,29.7234,13.156,11.2421,-0.7614,-39.4807,-62.3747,0.4143,22.5551,-31.6228,-32.1627,35.7308,0.7614,-0.1232
GCMG,71,-0.0010736362605766876,27.158,10.276,6.8379,173.1825,-26.2757,-31.6215,15.8162,93.32,28.2483,999999.0,44.968,17.015,7.6663,-0.7411,-59.7135,-55.7338,14.5174,69.9873,-31.8487,60.329,726.3964,0.7411,-0.1263
FLYX,143,-0.001153077506273611,2.6786,-18.8713,-135.964,-557.8635,-1781.9198,-1459.6396,3.7772,8.7643,-49.3969,999999.0,3.469,,,,,,54.7945,-76.0255,-1258.921,-1306.5686,-548.2266,,0.189
ALM,103,-0.0011631306052649133,0.1986,-0.6973,-1.5135,-115.9691,-124.4146,-115.1348,28.1031,1.0409,-2.9237,-32.6077,6.8317,,,-0.8262,-95.3428,-499.2064,103.2159,193.5841,-121.5785,-124.3939,-110.2657,0.8262,1.2811
U,33,-0.0011701775984561344,13.9986,-7.9338,-6.2346,13.3299,-181.7593,-162.346,-17.1014,32.1185,-14.5627,-15.5729,73.4812,,,-1.9932,78.8617,,5.732,-11.311,-142.0193,-138.3345,-107.0452,1.9932,0.7255
NSA,124,-0.001173044116651279,7.6452,4.0679,5.199,-98.5781,-171.2185,-48.0098,-10.224,10.8191,4.6053,8.4855,72.4987,38.5749,19.424,-0.9846,28.3451,-72.2772,-12.6174,11.6597,-198.8861,-199.928,-142.1478,0.9846,-0.2
OXLCO,71,-0.0011995824094278955,,,1.9257,,,-80.7431,-76.7665,,,1.9811,,,67.6461,-0.4483,-14.0779,,1.9129,10.9121,-88.0722,-88.4899,-74.6294,0.4483,0.049
ADSE,67,-0.0012034561111175612,3.0477,-1.3245,-12.0525,-74.5048,-108.9681,-220.525,2.4796,999999.0,999999.0,999999.0,17.691,,,-0.6353,-64.1791,,8.4599,38.2488,-104.4567,-103.1803,-81.7086,0.6353,-0.2594
PNC,73,-0.0012073818422479149,,,8.4251,,,-15.7488,-3.2545,,,10.6365,,,27.8418,-1.0091,-10.2235,-134.8969,-8.4491,34.6302,-39.3893,-38.9272,19.2477,1.0091,0.0591
AMTX,74,-0.001213529689919319,-0.1378,-9.5993,-93.8323,-507.549,-887.5367,-1038.3226,43.3399,-0.792,-44.1494,999999.0,,,,-1.4464,85.9829,-215.3846,-54.8872,-48.8636,-732.2241,-883.8829,201.1988,1.4464,0.6829
LEU,84,-0.0012411731994960186,20.6264,8.935,5.5284,33.2677,-14.5943,-44.7163,38.0387,999999.0,999999.0,36.1834,25.2262,10.9276,13.2127,-1.8221,-92.1622,-1130.6641,10.0158,118.9431,-6.5851,96.8902,899.3711,1.8221,5.445
BEN,71,-0.0012978944611765646,34.5319,5.8875,6.6539,350.2342,-105.1165,-33.4615,7.9802,30.4852,4.1581,4.5216,80.5384,13.7314,7.8098,-1.2473,18.8218,-53.4556,-8.9483,-21.8933,-119.4384,-90.1622,88.8915,1.2473,0.1993
