Ticker,Industry,Score,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BAB_1,HML_3,HML_5,UMD_3,UMD_12,IV0,IV1,IV2,Beta,Performance
COE,102,0.005120711327325227,0.866,-0.5692,-0.4923,-92.1792,-103.5509,-104.9227,80.1635,999999.0,999999.0,999999.0,76.6811,,,-0.699,91.3818,70.2862,-16.4141,8.8816,-102.0592,-104.2624,-90.0195,0.699,1.9093
PAYO,123,0.0050851446294904,41.7102,-11.08,6.076,153.5203,-123.93,-39.24,4.837,728.2416,-154.7623,15.9616,80.9337,,17.9458,-1.4731,53.0769,,-6.0837,-27.8832,-94.2196,-99.1054,-55.1157,1.4731,0.5471
RNP,71,0.0049987428398065884,,,10.1157,,,1.1573,,,,8.8614,,,78.6295,-1.0971,-7.9187,-47.6822,9.6049,5.9197,,,,1.0971,0.188
TLSI,78,0.0049329232779912364,6.4378,-22.0482,-18.3439,-46.2912,-263.8106,-283.4394,49.3063,999999.0,999999.0,999999.0,85.9273,,,-0.6591,-0.3071,,157.4586,-7.9961,-198.2112,-277.0861,-38.7195,0.6591,-0.4357
HNRG,29,0.004758333118272396,136.9208,27.0056,24.2354,1482.7158,172.862,142.3543,77.1101,95.243,15.0282,14.6717,52.6528,10.385,6.2564,-0.911,-142.3858,1.9397,-39.7535,0.2564,205.8559,669.2839,4850.2,0.911,1.578
XP,70,0.004749532631553933,1.911,-4.5729,4.4751,-101.7466,-164.0478,-55.2495,8.8266,4.807,-9.2025,16.1899,24.6034,,47.9698,-1.6358,33.1308,,3.1884,119.5658,-143.3971,-149.0628,-115.9148,1.6358,-0.4128
EMX,82,0.004678035336735762,2.0032,-2.8958,-1.3216,-86.4374,-126.7785,-113.2159,193.4616,3.3489,-3.8729,-2.2538,20.8754,,,-1.1393,40.3909,-57.7586,-10.929,-17.2589,-117.8579,-129.2833,-81.1671,1.1393,0.0929
OXLCP,71,0.004627517050537862,,,18.5622,,,85.6218,,,,16.0607,,,76.2529,-0.5299,-16.3933,,2.7519,10.783,,,,0.5299,0.1084
DBRG,124,0.004614811538197615,12.7781,6.641,9.523,3.3248,-70.0554,-4.7696,27.1321,23.1349,9.6189,11.6574,75.9228,39.4586,37.8576,-1.8908,29.3352,4.6847,6.0006,49.7708,-68.6883,29.1923,928.8359,1.8908,-0.5121
BW,24,0.004523740534520183,39.7908,4.3591,-50.8679,934.3997,-278.7317,-608.6788,19.3421,126.8691,11.119,999999.0,24.2951,2.6616,,-2.8902,88.0412,75.3191,-20.9581,-79.6923,-291.4193,-129.251,2099.1446,2.8902,-0.5802
BHR,124,0.004519350102350402,13.8369,5.0654,-19.0696,111.0957,-617.8278,-290.6961,10.0674,11.9711,3.5059,-6.764,25.909,9.4848,,-1.9596,64.9073,81.9266,-6.7678,-50.6331,-688.5633,-521.8368,688.4917,1.9596,0.4292
CME,70,0.004510461055968596,6.466,4.6766,4.5479,-48.5375,-62.9314,-54.5212,10.4889,17.5032,10.1275,12.4276,90.444,65.4145,63.2664,-0.8813,-18.2432,-53.8696,2.8795,23.2465,-62.5475,-43.6161,37.4818,0.8813,0.2788
MAXN,132,0.004416795068969559,20.3289,-24.3991,-139.8382,153.797,-724.8762,-1498.3823,5.9425,34.4626,-33.0901,-4713.9336,6.9552,,,-2.2122,90.9262,,-8.5837,-76.2011,-517.6642,-533.2636,-7.4991,2.2122,-0.9895
BE,66,0.00441230451088289,6.962,-7.3531,-9.2725,-47.6707,-170.8933,-192.7252,11.2036,28.1473,-23.783,-47.023,14.833,,,-2.027,55.408,9.4761,-40.9623,-58.1181,-143.1958,-153.1581,-76.6775,2.027,0.7974
WBD,133,0.004326320665352297,27.1686,-1.4332,-14.9419,350.7386,-333.156,-249.4194,21.5406,19.4474,-0.8207,-6.65,41.8411,,,-1.6072,80.4202,69.0398,-23.4775,-43.1102,-319.9625,-331.1939,92.4862,1.6072,0.2453
OZKAP,73,0.004313430951087879,,,39.8205,,,298.2049,24.292,,,13.4943,,,44.4038,,,,13.2922,4.1628,334.6414,875.6662,5227.0731,,0.0351
RDDT,45,0.0043122298103024405,10.1793,-2.0587,-0.8679,-15.7574,-98.8551,-108.6793,20.8746,999999.0,999999.0,999999.0,87.8593,,,,,,,,-93.9012,-98.6066,-18.2918,,1.1705
AVPT,33,0.0042519491783378025,16.2227,-1.2813,-1.0556,25.2929,-93.6324,-110.5556,16.995,999999.0,999999.0,-6.6229,71.5037,,,-1.0878,31.6637,,-3.726,59.2445,-90.1911,-89.7467,-0.8764,1.0878,0.9791
QUBT,33,0.004209104246220584,0.2121,-34.3549,-28.2502,-98.1313,-374.1828,-382.502,163.2353,0.2363,-30.6179,-31.4653,45.2514,,,-1.5515,86.5027,75.6049,-8.2885,-36.8889,-248.3685,-363.8588,-98.794,1.5515,6.9453
LI,9,0.0041197178685139155,7.9599,2.1442,1.9023,-28.5448,-65.1093,-80.9773,172.7372,999999.0,999999.0,13.8034,22.8578,6.1573,6.9508,-1.2692,-22.9307,,19.9449,71.9589,-61.4172,-0.4779,689.5952,1.2692,-0.1778
KINS,118,0.00411268345627625,999999.0,999999.0,-11.7975,,,-217.9751,10.7802,999999.0,999999.0,-17.0774,,,,-1.0311,40.2177,63.3422,53.4694,184.8485,-168.1576,-150.4147,504.9711,1.0311,2.8323
IHRT,22,0.004110967953082644,43.6729,3.3087,-321.4855,4454.0869,-1313.2873,-3314.8552,-4.1218,50.3297,3.0504,999999.0,60.1646,4.5581,,-2.4631,89.0591,,-24.6667,-57.197,-1484.1607,-1474.7107,-923.3035,2.4631,-0.235
NEON,66,0.003977318534556443,64.0151,-96.2156,-18.0887,111.1029,-234.4672,-280.8872,-32.4691,378.6706,-455.3175,-23.3106,99.6866,,,-2.076,85.2004,59.4366,6.7669,-81.0919,-104.3488,-107.091,-23.573,2.076,4.9653
KVYO,33,0.003825846257856193,9.0378,-5.744,-3.7822,-24.5479,-129.3542,-137.8215,47.6683,295.2138,-150.0994,-26.8517,74.5182,,,,,,-12.081,,-109.997,-127.6106,-64.9413,,0.2528
RNG,45,0.003819066799978965,34.7931,-4.4972,-4.0508,254.5354,-194.0679,-140.5085,11.2606,187.4137,-19.3792,999999.0,73.2332,,,-1.7212,89.1348,69.8837,10.1463,0.0886,-172.2551,-179.8622,-100.9214,1.7212,-0.2197
TMQ,114,0.0037933095459267907,-0.0098,-8.8494,-14.2052,-97.0,-165.5415,-242.0522,,-0.0059,-4.2808,-8.6953,,,,-1.3126,75.2294,77.8689,0.0,-22.807,,,,1.3126,1.8889
ATCH,55,0.0037816596905536413,72.6708,-12.1492,0.7968,251.2601,-102.9294,-92.0317,,450.4531,-60.2456,1.4172,73.8992,,1.5524,-0.4209,84.5041,,-76.375,-81.3976,,,,0.4209,-0.9939
ATAI,19,0.0037749623036924447,,-81.7756,-10.123,,-365.4632,-201.23,34.7639,,-118.6708,-12.864,,,,,,,90.1786,37.4194,-196.05,-353.543,-48.2339,,-0.2086
FUND,71,0.003765314181963752,,,10.3956,,,3.9561,,,,8.2665,,,78.9293,-1.0986,-24.1471,-67.4629,2.7515,-4.1798,,,,1.0986,0.018
ROKU,26,0.0036957205929676246,21.7728,-11.3307,-6.204,57.5192,-147.8221,-162.0399,11.4531,506.7917,-210.9897,-24.0526,43.6953,,,-1.976,81.0636,11.0277,-38.8159,-1.062,-113.5276,-126.7637,-53.168,1.976,0.1364
MQT,70,0.003677645339852113,,,-0.9863,,,-109.8632,,,,-0.7889,,,,-0.6435,14.6506,-5.333,5.6672,8.5754,,,,0.6435,0.0415
NBHC,73,0.003630677914561962,,,11.1054,,,11.0542,27.819,,,11.5832,,,33.4401,-1.3155,5.9991,-16.5297,-1.6718,-13.1851,13.6378,151.6118,1403.7211,1.3155,0.1419
TREE,55,0.0035861600290605254,67.8494,0.9095,-19.3166,799.4345,-167.4066,-293.166,-31.7157,117.1814,1.2566,-80.5072,94.2646,1.2636,,-2.7003,82.0099,88.7416,102.1233,21.1515,-172.8411,-171.4669,-138.2006,2.7003,0.3479
AEYE,33,0.0035690880367093445,22.3844,-5.4853,-4.2224,77.2917,-140.6375,-142.2239,4.6903,579.8475,-113.6732,-70.0403,77.7302,,,-1.4377,66.725,-4.3956,64.4737,14.3293,-118.6396,-122.2112,-89.0178,1.4377,0.2505
PATH,33,0.0034914167632250416,10.6944,-1.5839,-0.4939,-12.2337,-95.4226,-104.9394,23.5684,816.0099,-96.6872,-3.0084,85.0219,,,,,,-5.631,56.0766,-90.7042,-94.8086,-61.2166,,-0.4984
U,33,0.0034605425087063,12.6885,-7.2695,-6.3178,1.7096,-179.3389,-163.1776,57.2451,32.0471,-14.6884,-18.6938,66.4556,,,-2.2286,74.0305,,-11.1009,-1.7335,-152.7597,-182.2373,-65.6849,2.2286,-0.2034
SSSS,55,0.003430226916597407,,,3.8654,,,-61.3465,,,,1.9933,,,20.0219,-1.2202,48.7867,-21.7222,7.5,14.9733,,,,1.2202,0.2689
NEWT,73,0.003427706162935672,,,14.0908,,,40.9085,75.9808,,,14.575,,,19.6124,-1.5051,44.3504,9.2759,-17.9877,-22.6677,55.6265,253.5028,1873.4272,1.5051,0.1263
JACK,127,0.0033725122705153114,17.2187,9.8627,12.2547,86.5302,-48.363,22.5466,15.2732,55.5062,25.4347,999999.0,28.8277,16.5122,8.9506,-1.1746,38.8823,11.2193,-2.5377,-13.2158,-54.475,79.3631,1000.7046,1.1746,-0.5764
PIII,80,0.0033587854688881436,,-36.8374,-159.1818,,-1948.6178,-1691.818,20.6679,,-26.568,-33.8939,,,,-1.7531,,,-11.0169,-4.5455,-1362.3253,-1897.6116,2030.4898,1.7531,-0.7689
SKYT,132,0.003327492760542233,11.7136,-2.9215,-4.5059,-7.0024,-137.321,-145.0591,34.6298,56.3837,-11.2501,-33.7576,20.6821,,,,,,57.2207,-8.7025,-127.4279,-137.39,27.6085,,-0.2606
SPWH,105,0.0033236428849412834,166.2602,-9.5481,-28.3774,2633.6835,-377.652,-383.7741,-7.969,98.956,-4.5464,-11.5532,29.7684,,,-1.5223,83.5718,41.5479,-28.8235,-59.6667,-293.331,-271.9873,19.7675,1.5223,-0.3345
EGBN,73,0.0033004401236284816,,,16.494,,,64.94,-12.4646,,,8.0058,,,32.6888,-1.7861,53.0756,48.3054,-6.5378,-41.1502,9.4882,7.3364,122.4051,1.7861,0.0163
AXGN,16,0.003267124809369384,34.5844,-6.0906,-5.1582,184.8475,-155.6038,-151.5816,14.7405,109.5511,-15.4342,-18.16,76.6414,,,-1.7846,60.6747,62.703,55.3779,29.8906,-133.7079,-145.6161,-60.6837,1.7846,1.265
WAFD,73,0.003260311132937591,,,15.2022,,,52.0216,12.2427,,,10.7179,,,35.0198,-1.3746,1.156,-11.4131,-1.9566,-17.564,40.7143,120.7794,587.9121,1.3746,0.0682
DHC,124,0.0032474471591059954,7.5894,-2.38,-40.3387,-226.0564,-684.9924,-503.3869,9.8742,4.8119,-1.2072,-9.3343,16.7451,,,-2.335,48.2619,73.6633,21.9449,122.6013,-637.618,-651.8045,-439.2144,2.335,0.0813
ECO,75,0.0032443299614891073,14.6284,13.2879,13.352,29.6138,10.9629,33.5205,52.4497,21.0584,15.3029,28.4714,53.5982,48.6867,28.1292,,,,22.9461,,37.9917,307.8044,2312.2048,,-0.2079
IPGP,132,0.0032189829070104143,18.6189,7.9593,5.3806,34.848,-25.86,-46.1936,-9.9408,43.7593,14.965,9.1041,42.0756,17.9866,17.0804,-1.4891,59.4904,45.6277,-9.8694,-30.9685,-40.9766,-41.33,-6.6184,1.4891,-0.2805
FRSH,33,0.003217131108789715,12.0536,-4.1601,-1.8759,-2.7675,-103.2918,-118.7593,19.7657,999999.0,999999.0,-9.2342,82.6688,,,,,,-4.479,37.2629,-94.0507,-103.4138,-9.5591,,-0.1799
EFSCP,73,0.003182090080159054,,,31.2263,,,212.2631,9.8901,,,11.4926,,,36.4421,,,,15.9955,-2.3814,188.917,319.319,985.4523,,0.0713
LYG,30,0.003172259033946154,,,5.4046,,,-45.9541,19.6199,,,12.6726,,,31.2641,-1.253,-25.1821,6.2332,4.4444,1.296,-42.7178,17.7833,455.5557,1.253,0.5733
IRON,19,0.0029306435474142404,,-21.6965,-7.8249,,-147.2357,-178.2491,,999999.0,999999.0,-17.6935,,,,-1.0085,91.947,,35.0547,209.0685,,,,1.0085,0.5149
INUV,2,0.0028907502154664087,149.3482,-24.4679,-17.747,991.1641,-267.7512,-277.4703,-2.2383,505.7855,-66.2908,-49.0275,85.8246,,,-1.6902,66.6667,73.8462,28.125,5.1282,-172.5576,-166.8822,-55.6582,1.6902,0.0588
GLRE,118,0.002804415082273738,,,16.0394,,,60.3942,32.3928,,,11.6666,,,10.9978,-1.0191,-39.2736,-11.2421,11.2007,31.0454,55.2647,244.4429,2287.4887,1.0191,0.1165
ZD,139,0.002774646914391503,38.8212,6.2417,2.143,228.3698,-54.2985,-78.5697,-1.9388,55.3336,7.1173,3.1685,86.3896,13.8898,4.3972,-1.3743,42.2862,19.7403,6.2095,-12.3295,-69.416,-67.2909,-16.4629,1.3743,-0.364
CTSO,79,0.0027238278135809507,51.091,-74.3529,-46.1961,254.8295,-573.5193,-561.9614,5.8755,152.5279,-177.5795,-102.4155,70.6234,,,-1.6129,89.1477,87.2155,-18.8889,-69.5833,-297.4196,-375.5836,-62.8068,1.6129,0.0471
SLF,72,0.0027038504646513225,,,7.5934,,,-24.0662,960.1925,,,12.9917,,,8.6483,-1.0262,-18.5562,-67.102,6.0614,14.8876,-12.4381,145.4847,1355.6728,1.0262,0.1504
STRO,14,0.0026916774333639428,999999.0,999999.0,-22.825,,-210.3455,-328.2501,126.8356,999999.0,999999.0,-47.3647,,,,-1.906,78.3127,57.5833,80.0,-13.913,-134.4704,-257.6987,471.0335,1.906,-0.8762
LTC,124,0.0026836973988189346,8.5802,5.4378,5.9096,-54.3045,-97.8403,-40.9043,12.6124,10.2935,5.2188,7.9856,93.2728,59.1121,37.096,-0.9722,10.8533,6.1547,-3.3993,-4.0956,-100.0645,-56.3462,177.9855,0.9722,0.1885
GTM,33,0.002663264255285258,15.5353,3.7996,5.077,27.0692,-77.5908,-49.2304,12.6722,37.5921,7.3554,14.6765,85.9109,21.0121,25.1854,-1.737,66.9504,,12.093,-31.9209,-80.7509,-62.3849,57.0011,1.737,-0.3838
DSP,34,0.002629567475522527,66.6041,-11.8939,-4.7721,405.6052,-182.8751,-147.7213,13.068,176.857,-25.2659,-2.8549,45.9575,,,-1.5427,78.7408,,40.902,120.9756,-145.5416,-160.4845,10.0602,1.5427,0.3115
SMBC,12,0.002626113704990729,,,10.9392,,,9.3924,7.4391,,,10.3301,,,30.7241,-1.2852,-10.7104,-47.7817,-7.5809,-4.2966,-3.3655,28.779,191.3641,1.2852,0.2575
BRAG,94,0.002613770830221275,40.4022,-1.0202,-1.8012,212.3087,-102.8756,-118.0123,10.3677,78.1567,-1.5788,-3.3322,53.3998,,,-1.0002,62.3563,-89.8551,6.0264,41.1028,-99.5725,-99.8002,-55.2805,1.0002,-0.3695
AMPL,33,0.0025351423464525917,21.7104,-10.0263,-5.6402,54.8848,-134.2346,-156.4018,16.053,999999.0,999999.0,-24.1813,73.9677,,,,,,1.0667,-14.8952,-111.8192,-128.1422,10.9537,,-0.0294
FINS,54,0.0025246726352499992,,,2.266,,,-77.3398,,,,1.7477,,,71.0535,-0.6399,7.2757,,3.3239,4.3044,,,,0.6399,0.2034
WPC,124,0.002497544527517751,8.1895,4.39,5.4509,-57.9607,-109.0492,-45.4913,18.9397,9.3716,4.019,6.9123,88.5169,47.4502,35.0528,-1.0985,7.5453,4.3707,-9.8937,-24.8536,-107.775,-47.9189,390.0005,1.0985,0.2072
BTMD,0,0.002497343590020894,59.466,13.3674,-0.0498,407.5293,7.5266,-100.4978,12.3687,999999.0,999999.0,999999.0,68.7759,15.4602,,,,,18.6992,26.9565,23.3125,154.7209,677.5373,,-0.4003
MRAM,132,0.002495635531714885,29.1197,4.6011,4.3851,103.1589,-49.0286,-56.149,6.3016,219.4109,27.7349,13.4063,58.4098,9.2292,11.3366,-1.1939,-23.5387,-3.3025,-10.8138,15.6069,-53.6023,-46.1818,-0.6444,1.1939,-0.3517
WDS,95,0.002488886315391815,,,,,,,,,,,,,,-1.1391,-37.4364,-9.0841,-1.4174,-12.6689,,,,1.1391,-0.2111
ZLAB,19,0.002484124700175954,1.1557,-2.53,-1.7166,-86.0615,-114.0219,-117.1658,26.4552,999999.0,999999.0,-33.6252,57.1752,,,-1.4673,87.752,47.3408,-23.2727,-42.8649,-106.3314,-114.913,-79.6232,1.4673,1.2712
UDMY,102,0.0024737721912776417,34.4923,-9.1822,-4.8983,126.3655,-124.5835,-148.9831,15.8704,999999.0,999999.0,-23.2319,57.5275,,,,,,-24.7297,20.4324,-104.9717,-115.2153,92.9141,,-0.2665
PENG,132,0.0024652571173621836,23.5343,3.2218,-2.3282,114.6955,-96.4416,-123.2818,3.2506,66.0199,7.2305,-13.7896,28.8063,3.9436,,-2.3999,-7.7652,-159.0099,36.6505,34.2874,-103.0151,-96.8515,-36.2119,2.3999,-0.31
NOMD,107,0.0024442383710319396,20.4861,9.8506,8.0037,105.647,-35.0489,-19.9631,3.565,20.2109,7.7746,7.8275,28.205,13.5622,6.6638,-0.8856,31.3216,5.5418,21.0417,12.5245,-58.1972,-38.6334,119.9817,0.8856,0.0706
TEAM,33,0.0024294063521220085,7.1501,-0.2355,-0.1338,-41.6656,-99.1848,-101.3378,23.4567,999999.0,999999.0,-6.6152,86.6757,,,-1.5479,12.1223,-69.5675,7.2216,25.9406,-98.3782,-95.3676,-28.6469,1.5479,0.1425
BKH,46,0.002415534584857142,10.1294,6.0122,6.9791,-43.1302,-118.0348,-30.2094,-9.4852,10.4509,4.9625,7.2987,34.6005,20.537,10.4827,-1.1055,8.8585,10.9925,-2.5656,-12.6626,-155.7513,-156.8185,-73.4491,1.1055,0.1806
STIM,79,0.002407318702379276,39.5373,-23.3637,-18.2715,214.1708,-284.088,-282.7153,9.4194,157.2011,-74.3158,-70.582,72.4687,,,-1.8969,63.709,71.1929,48.2759,-42.3372,-190.0249,-221.5178,-72.3,1.8969,-0.1322
LPTH,132,0.0023509796540297067,16.3482,-14.5883,-11.3952,29.1588,-205.2561,-213.9523,-3.6672,31.6691,-22.6079,-21.033,27.2054,,,-1.2843,56.1728,6.5789,23.7705,-19.2513,-143.7563,-137.3639,-83.5085,1.2843,0.4155
LOOP,74,0.0023351240930301635,,-15.6525,-11.8311,,-219.474,-218.3112,-11.5607,,-165.6436,-119.2872,,,,-1.2197,66.14,61.3402,-12.5714,12.9151,-142.7842,-144.6398,-97.4276,1.2197,-0.63
TKR,81,0.0022911539490069748,18.8625,8.7819,7.1889,68.9799,-40.3104,-28.111,6.0556,32.2499,12.0118,15.7046,31.644,14.7326,8.8991,-1.4407,-10.6876,-108.2264,13.7611,-1.8001,-54.3407,-31.3383,100.7724,1.4407,-0.1711
BGS,107,0.002239602698644215,16.7071,8.7554,-7.4332,127.0071,-113.0457,-174.332,-4.655,16.0425,6.7257,-6.4283,22.0879,11.5752,,-0.7771,55.0156,31.2329,27.4666,-18.761,-204.9047,-205.7844,19.0522,0.7771,-0.3288
TRIN,55,0.002214998989192575,,,11.6386,,,16.386,1226.2805,,,10.4003,,,51.0332,-0.9495,-50.3841,,1.2972,25.3396,33.426,288.1511,1992.9531,0.9495,0.2288
KMT,66,0.002148824453021221,27.3658,7.9587,6.4797,152.8092,-46.6815,-35.2029,-1.5054,35.6711,8.2993,8.9679,30.6362,8.9098,5.6456,-1.4262,35.5374,27.6477,5.1203,-9.7588,-68.6406,-63.8378,25.1164,1.4262,-0.0599
BYFC,131,0.002140730435227353,,,9.83,,,-1.7002,2.2434,,,1.8499,,,14.9872,-1.0098,68.2651,44.6429,-24.2991,-45.4808,-24.1749,-14.9363,93.6336,1.0098,0.1477
MATV,109,0.0020548856120681325,18.3882,0.5013,-40.4738,95.8886,-195.3984,-504.7383,23.7705,18.4019,0.4013,-40.5352,17.5617,0.4788,,-1.7055,54.864,37.2604,28.3735,-28.6425,-196.1122,-175.4584,371.2794,1.7055,-0.647
HOUS,123,0.002051481045593015,61.9584,-0.2514,-15.4974,1999.6151,-515.5405,-254.9742,-18.6426,46.5974,-0.1512,-5.8061,35.9199,,,-2.3907,63.7405,50.1055,5.2189,12.0072,-510.1459,-498.6939,-334.8874,2.3907,-0.386
CASY,128,0.0020264368911332735,26.3842,5.5922,4.662,125.1747,-62.278,-53.3796,-1.3827,75.3213,12.7717,17.4083,22.9449,4.8633,3.5976,-0.9476,-47.1781,-151.6315,11.2271,46.215,-74.4712,-70.1163,-3.1199,0.9476,0.4276
FE,46,0.0019434801509510334,17.876,4.9255,5.6433,95.3374,-134.3262,-43.5671,5.7305,23.0435,5.0794,10.7292,66.035,18.195,9.4042,-0.8531,-26.6905,-14.1274,-1.1834,-2.4788,-146.3123,-126.058,-13.2753,0.8531,0.1
IIPR,123,0.0019401449764708384,11.1263,6.8251,5.5581,-11.7952,-48.7261,-44.4193,12.017,13.4658,6.6081,6.783,92.6025,56.8042,43.101,-1.3985,35.7565,-67.8914,19.1039,24.4893,-50.9081,-19.0354,148.6878,1.3985,-0.3775
INO,79,0.001936045736084444,,-86.4504,-38.2143,,-431.9251,-482.1435,-91.8925,999999.0,999999.0,-92.1131,,,,-1.3851,89.0911,72.0496,98.9583,-38.7821,-208.6679,-200.4835,-54.3562,1.3851,-0.8662
ANAB,19,0.0018971924963011068,,-96.1405,-23.6159,,-256.1791,-336.1587,66.7833,999999.0,999999.0,-148.5743,,,,-0.8096,4.3598,72.4775,69.6667,3.7082,-171.1006,-281.8004,-4.9202,0.8096,-0.0897
GTX,10,0.001828066635631364,20.3486,13.7003,11.9437,100.367,15.3498,19.4371,7.8546,115.2439,62.0732,999999.0,19.4545,13.0983,7.1436,-0.9248,-87.8788,37.4527,30.2111,24.7788,15.2096,92.2982,374.1149,0.9248,-0.1691
ERO,82,0.0018061994960427436,6.5571,3.8669,4.337,-54.8747,-79.7153,-56.63,-2.2414,13.9563,6.5843,11.1056,36.3435,21.4326,20.8268,-1.5742,-15.6404,-72.6145,29.9634,3.5006,-90.2642,-89.3747,-58.7474,1.5742,-0.3818
