Ticker,Industry,Score,GP_EV,EBIT_EV,NI_MC,GP_IV,EBIT_IV,NI_IV,REV_G,GPOA,ROA,ROE,GMGN,OMGN,NMGN,BAB_1,HML_3,HML_5,UMD_3,UMD_12,IV0,IV1,IV2,Beta,Performance
HAYW,66,0.0,16.9156,8.3223,7.5468,50.2121,-47.5071,-24.5319,-6.2533,26.3069,10.3542,15.3217,45.4318,22.3519,14.2595,,,,24.3158,-33.3521,-78.6504,-79.4547,-9.8467,,0.2585
KRMD,79,0.0,8.7929,-6.168,-4.4535,-27.0312,-136.1238,-144.5349,18.7562,107.0935,-60.0982,-27.2621,55.0938,,,-0.8419,39.9716,-201.4286,28.4109,26.183,-114.9566,-130.6597,-69.5237,0.8419,-0.4384
SPWH,105,0.0,114.0728,15.2381,13.5369,1029.8358,27.7616,35.369,-7.0752,121.6835,13.0038,14.7023,32.8857,4.393,3.0792,-0.8082,-44.9573,-112.5313,-7.8813,-23.5993,-25.9651,-22.9389,158.3245,0.8082,-0.6616
CRUS,132,0.0,17.2557,6.2285,3.3815,35.0109,-46.1697,-66.1848,6.5203,81.2707,23.4678,12.2893,50.4306,18.203,10.7393,-0.9272,-76.4763,-183.7354,40.8287,18.5682,-51.1828,-38.7835,23.9415,0.9272,-0.1616
EBF,94,0.0,39.547,18.1838,12.2122,168.574,35.4249,22.1218,7.9555,55.1873,20.3002,15.6726,30.3471,13.9536,12.0286,-0.6774,-37.979,-38.8968,-4.3689,21.3747,19.9465,55.7293,268.7033,0.6774,0.0093
NMG,103,0.0,-1.2983,-13.7895,-9.4288,-110.0039,-209.5864,-194.2876,,-7.3225,-62.2173,-52.3356,,,,,,,12.5257,-22.2695,,,,,-0.5595
GALT,19,0.0,,-25.8674,-24.8575,,-364.6629,-348.5748,,999999.0,999999.0,999999.0,,,,-1.0508,-26.506,49.0291,81.9672,21.3115,,,,1.0508,0.1952
MMS,123,0.0,15.8681,5.3161,4.8114,34.6363,-73.8781,-51.8862,8.8503,32.8071,8.7927,14.3076,20.2938,6.7988,4.7868,-0.8768,-46.7925,-29.9246,12.9131,5.4878,-82.0078,-61.5816,80.1568,0.8768,0.0418
NSA,124,0.0,7.6607,3.756,4.6724,-92.4927,-167.1228,-53.2756,36.8634,10.0009,3.9227,6.3107,73.6735,36.1214,18.8085,-0.8795,-64.1275,-105.9031,13.298,-23.4709,-165.7771,-76.8606,740.5506,0.8795,-0.0505
ROAD,83,0.0,7.9346,1.8079,1.6,-45.2961,-106.0833,-83.9999,42.925,17.5021,3.1903,4.9683,10.7018,2.4384,1.74,-0.9751,-55.3633,,-7.2684,7.023,-106.5746,-80.5688,309.667,0.9751,1.0824
RARE,19,0.0,16.2063,-31.392,-19.9431,21.7741,-257.859,-299.4308,3.3929,999999.0,999999.0,-159.2594,92.2054,,,-1.0624,19.8321,18.793,12.1484,-33.1801,-173.1964,-181.1903,-60.0067,1.0624,0.1618
MAXN,132,0.0,-3.6101,-14.9212,-15.1196,-143.2204,-243.7767,-251.1965,35.343,-27.3343,-90.3814,-375.9234,,,,,,,-21.0758,66.822,-185.2661,-237.0363,84.332,,-0.8907
NXP,145,0.0,,,-0.0397,,,-100.3972,,,,-0.0351,,,,-0.5472,-9.8941,-21.5946,7.5066,0.385,,,,0.5472,0.0514
PNC,73,0.0,,,13.0029,,,30.0292,9.9058,,,13.0499,,,28.3149,-0.9616,-55.0709,-0.5616,-7.6984,-19.5637,22.0182,78.006,358.1527,0.9616,0.3002
THG,118,0.0,999999.0,999999.0,2.6796,,,-73.204,5.2969,999999.0,999999.0,4.9364,,,2.1204,-0.7948,-55.6685,-30.5204,-4.8759,-0.2609,-65.0796,-17.4591,103.5153,0.7948,0.0625
RF,73,0.0,,,14.9012,,,49.0119,11.3269,,,14.4242,,,32.1117,-0.9739,-146.7237,-22.3063,-0.2421,1.341,42.3851,117.9295,511.3566,0.9739,0.1553
ERO,82,0.0,10.8173,7.374,6.2177,-14.3244,-43.6367,-37.8228,-10.498,29.1178,15.8793,18.6486,42.3993,28.9029,22.9028,-1.1298,-142.5409,-182.1948,30.7399,18.6159,-64.4869,-65.1981,-20.2128,1.1298,0.1434
STIM,79,0.0,114.5019,-80.8534,-37.513,446.5794,-408.7153,-475.1303,17.8876,235.2526,-132.8955,-52.1668,76.2553,,,-1.1041,-88.961,,-15.6704,57.2289,-229.1316,-358.1135,55.7346,1.1041,0.5601
LZB,62,0.0,112.2947,24.6114,13.8088,575.2921,69.8195,38.0878,-0.3131,158.4847,27.7879,17.2914,41.0624,8.9996,7.0073,-1.0187,-70.9963,-7.5897,29.5884,9.5464,44.4234,59.4909,220.69,1.0187,0.2591
PTEN,95,0.0,10.6571,7.1619,5.8845,-19.2231,-55.6801,-41.1547,96.2755,13.4425,7.2271,8.0629,12.3517,8.3008,5.2309,-1.1627,-549.533,25.6709,-14.9491,2.9194,-44.5313,76.2249,1110.4296,1.1627,0.0467
SEE,74,0.0,18.6824,10.0172,9.3093,74.8895,-30.0748,-6.9069,1.9534,49.7098,21.3229,169.5554,31.4238,16.8489,10.3412,-0.8693,-97.0081,-18.5914,-8.9329,-25.4099,-48.5958,-35.5555,89.1393,0.8693,-0.2031
TCI,124,0.0,3.3647,-1.9841,124.9973,-93.3607,-148.0241,1149.9728,-9.8603,1.709,-0.8062,54.455,46.1884,,1343.1784,-0.685,-137.346,-1.7767,1.3121,10.9002,-136.7073,-135.5439,-125.9272,0.685,-0.1302
ZD,139,0.0,30.334,5.6902,2.8439,153.8033,-58.7291,-71.561,-1.8158,55.3304,8.3032,5.5438,86.7328,16.2696,7.543,-0.9988,-29.1661,-19.5125,-15.9559,-21.7187,-71.911,-69.8889,-25.0871,0.9988,-0.2218
WDS,95,0.0,17.9287,18.8203,7.0668,42.3311,49.2834,-29.3324,,18.2915,15.3609,7.0525,46.2698,48.5708,18.7109,-1.0146,-122.9142,-33.5047,5.7596,17.3666,,,,1.0146,-0.0556
CBRE,123,0.0,27.1566,5.4692,5.8574,125.631,-60.2649,-41.4262,11.1079,69.5703,11.209,15.4125,21.3734,4.3045,4.3026,-1.0178,-98.5547,-56.7155,6.2713,-14.0525,-65.232,-40.197,154.1259,1.0178,0.2958
HIG,118,0.0,999999.0,999999.0,8.6485,,,-13.5149,0.9469,999999.0,999999.0,13.2319,,,8.2804,-0.7931,-125.5786,-55.6464,1.991,13.7116,-7.2665,38.4536,170.3191,0.7931,0.4958
AWK,147,0.0,5.8766,3.3958,3.2012,-78.8535,-108.3879,-67.9885,-3.5115,11.0205,5.0945,10.4823,58.096,33.5707,21.2658,-0.7754,-30.5814,-96.3867,-9.4953,-7.2905,-120.8525,-120.9952,-92.6854,0.7754,-0.1662
WDAY,45,0.0,8.7746,-0.3544,-0.3817,-28.0837,-96.9008,-103.8166,20.9574,184.6721,-5.9672,-3.7243,72.4903,,,-1.1483,-68.7832,-64.9154,10.0474,-24.2441,-95.8886,-96.7437,-72.5896,1.1483,0.3153
SKIN,79,0.0,13.5514,-1.4076,2.1721,9.2471,-122.3175,-78.279,40.675,74.7086,-6.2081,21.7124,67.9954,,9.9135,,,,15.0137,-37.2705,-117.5168,-122.6928,-61.6558,,-0.6801
PLYM,124,0.0,7.2261,0.8928,-1.7074,-92.5252,-203.6351,-117.0743,30.521,8.8977,0.8795,-2.6139,69.1608,8.5455,,-0.8719,-139.0841,-71.0439,7.8635,-13.4277,-204.8455,-187.0136,32.9681,0.8719,0.0667
RY,30,0.0,,,9.5542,,,-4.458,-1.5382,,,14.8715,,,32.9825,-0.8324,-82.5734,-52.1687,1.5758,-4.3637,-24.152,-19.2716,53.8828,0.8324,0.0877
BCS,30,0.0,,,7.1632,,,-28.3679,13.9701,,,8.0993,,,22.4196,-0.9824,-94.5871,26.5386,9.5925,-7.7784,-31.0779,15.6701,302.7159,0.9824,0.3774
QVCGP,27,0.0,69.0697,8.0135,-1231.0697,16115.796,-1278.1305,-12410.6968,-13.7995,65.8397,6.111,-351.6952,30.4725,3.5354,,,,,17.8829,-41.3024,-2091.4678,-2020.0829,959.2682,,1.0658
ASX,132,0.0,12.8068,7.7398,7.1237,2.8159,-43.6964,-28.7626,17.6975,31.376,15.1697,20.8796,20.1126,12.1551,9.7501,-1.0203,-157.4558,-45.9453,8.997,8.5291,-45.6183,18.4297,541.0999,1.0203,0.4618
CABO,26,0.0,16.6334,7.1961,7.8359,64.073,-82.2174,-21.6407,4.9897,23.1719,8.0199,17.2888,76.8044,33.228,18.6731,-0.9892,55.2324,-8.5522,-6.8778,-51.9414,-96.2067,-73.7192,51.0337,0.9892,-0.3829
LSBK,131,0.0,,,13.7481,,,37.4808,7.3902,,,6.7698,,,20.3232,-0.5362,-12.6501,28.5783,-7.4803,-17.1308,13.6074,50.5299,273.0471,0.5362,0.1457
QUBT,33,0.0,0.099,-37.8263,-28.3479,-102.4767,-415.8771,-383.479,,0.111,-33.9297,-31.912,55.1471,,,-0.7023,31.0526,91.7089,-39.1892,-47.8764,,,,0.7023,-0.2458
ABM,42,0.0,,8.7608,8.9038,,-42.7463,-10.9619,25.3347,,9.5793,14.4421,,4.4667,3.1768,-0.9032,-94.9484,-51.2693,5.2467,8.2895,-47.5692,78.0885,1764.8405,0.9032,0.0132
DSX,75,0.0,22.8423,18.808,28.4815,181.602,110.7637,184.8149,35.3725,18.9051,12.4529,19.5454,57.8232,47.6108,32.8481,-0.9592,-276.6306,-59.094,28.6908,7.1997,135.5633,575.2272,4225.722,0.9592,-0.1975
TKR,81,0.0,18.012,8.8032,7.7607,57.422,-38.5125,-22.3931,8.8025,33.4295,13.0706,18.7309,29.6217,14.4773,9.801,-1.0239,-178.4297,-106.2597,19.1584,37.4094,-49.9175,-17.1399,176.9282,1.0239,0.0759
MDLZ,107,0.0,10.2652,3.4447,2.8967,-22.0991,-89.5446,-71.0332,9.6657,23.6011,6.3359,9.5929,35.9157,12.0523,8.1991,-0.7297,-48.026,-91.4664,-3.7641,3.4402,-93.5228,-79.7142,5.108,0.7297,0.0169
NWG,30,0.0,,,10.125,,,1.2502,29.1296,,,11.2495,,,30.749,-0.9828,-184.5011,-21.6994,9.4136,25.3638,10.0301,147.3425,1277.6735,0.9828,0.1356
FUND,71,0.0,,,-0.3196,,,-103.1957,,,,-0.2553,,,,-0.9212,-115.3437,-57.5112,2.8554,6.164,,,,0.9212,0.0447
CTSO,79,0.0,11.7914,-24.1289,-18.3539,-5.0115,-259.0365,-283.5391,-26.7989,84.4971,-138.3266,-76.6761,52.4666,,,-1.2704,55.9477,51.1594,119.7183,-23.9024,-152.135,-154.2541,-84.5134,1.2704,-0.7166
GLRE,118,0.0,,,6.0003,,,-39.9972,-16.2738,,,3.8998,,,4.108,-0.7626,-69.1892,39.2233,19.8734,26.0985,-63.3136,-62.7606,5.8848,0.7626,0.3067
MEDP,15,0.0,7.3688,4.749,3.8703,-41.2025,-62.2384,-61.2971,27.8033,105.958,54.6301,58.5651,29.6191,19.0889,15.4992,-1.1783,-161.4711,-452.6007,-4.0,32.0174,-56.9465,1.2148,445.8666,1.1783,1.0873
PAYO,123,0.0,27.3684,-4.5897,0.0584,90.6489,-104.1919,-99.4158,19.0459,2554.1089,-342.6626,0.2374,82.0073,,0.2297,,,,27.3234,51.5487,-91.4129,-100.7173,-37.1156,,-0.2229
DNA,14,0.0,22.7807,-183.9971,-67.4443,39.2391,-749.9877,-774.4427,52.2147,65.0416,-420.2675,-97.7447,57.2507,,,,,,-29.6482,-67.0588,-392.4649,-723.2096,-5.8761,,-0.2105
CCNEP,73,0.0,,,16.468,,,64.68,15.9712,,,11.7889,,,28.4901,,,,4.1267,9.1998,55.982,178.039,1038.2422,,0.1879
EOSEW,66,0.0,-62.0052,-98.2344,-308.868,-2186.0828,-3249.0979,-3188.6803,289.8217,-519.6437,-658.6147,999999.0,,,,,,,23.8938,-62.6667,-1841.5996,-3140.1381,-300.3969,,-0.7778
IMKTA,57,0.0,72.6809,19.2808,17.5885,570.7244,64.3052,75.8845,13.8518,90.5047,19.2072,22.9452,24.9306,6.6136,5.0894,-0.5336,-157.3544,-188.9236,-8.3265,9.7444,49.298,168.0762,1116.6962,0.5336,-0.1436
CENTA,39,0.0,31.7083,8.3093,7.5082,226.9075,-49.5052,-24.9181,1.0565,42.3369,8.8756,11.922,29.7223,7.7888,4.7662,-0.7074,-48.2732,-1.4805,-2.4087,-11.9826,-69.3953,-58.2579,67.9003,0.7074,0.1294
PPC,76,0.0,24.3271,16.2072,17.6673,151.7561,47.5683,76.6732,18.2096,32.0957,17.1063,28.7522,10.3719,6.91,4.6964,-0.7652,-30.8865,3.4971,-6.6743,-0.5721,42.2933,243.6972,2102.6055,0.7652,0.5142
ACNT,138,0.0,26.8861,9.7185,10.3346,199.3068,-38.5347,3.3457,-21.7265,21.3984,6.1879,7.1563,16.5222,5.9723,3.6673,-0.796,-14.5181,35.0302,-6.4545,-37.5228,-91.1132,-90.6835,55.4338,0.796,0.1913
ORLY,8,0.0,12.9051,5.1652,4.2294,3.5022,-63.4037,-57.7056,8.1207,230.5113,73.8088,999999.0,51.2268,20.5033,15.5374,-0.8047,-179.739,-259.6154,-2.041,24.4159,-60.2956,-37.3149,31.0749,0.8047,0.343
PAA,92,0.0,10.1922,8.4359,15.7635,-47.506,-83.6608,57.6351,36.2755,8.8255,5.8437,8.5073,3.289,2.7223,1.9769,-0.8062,-206.4103,16.0204,11.7054,32.0581,-85.0465,166.5679,3736.7188,0.8062,0.5416
SYY,58,0.0,30.4053,6.6214,5.05,181.6231,-59.63,-49.4995,11.143,119.192,20.7653,89.5201,18.8762,4.1107,2.4726,-0.8159,-100.4527,-49.818,-10.892,-12.3988,-64.7719,-27.5964,254.6107,0.8159,0.0705
WLYB,21,0.0,52.943,8.1798,1.4194,434.812,-46.4478,-85.8059,-3.0259,78.7001,9.7274,2.5339,65.7141,10.1529,1.311,-0.825,-6.4558,32.7518,-4.1327,-6.2725,-74.4861,-73.067,8.3565,0.825,0.0692
NUS,104,0.0,84.2076,8.4137,4.0215,613.8385,-34.9798,-59.7846,-17.4357,156.1556,12.482,7.9323,71.6527,7.1593,3.198,-0.8362,-117.4717,36.0167,-1.5835,-12.7998,-60.9954,-60.841,10.3986,0.8362,-0.6466
AGRO,52,0.0,28.7611,14.8811,13.4642,261.8545,38.3432,34.6425,17.1553,23.9921,9.9309,9.3062,35.3486,18.2895,8.2211,-0.8899,-134.7238,-11.1192,3.1888,-16.5218,25.0354,221.3053,1784.7231,0.8899,0.4088
SNX,130,0.0,31.402,10.251,7.4862,212.4821,-25.282,-25.1384,97.2021,33.603,8.7756,8.245,6.256,2.0422,1.0614,-0.929,-173.5026,-110.7933,-4.4788,-7.0695,-6.5054,232.0811,3079.2866,0.929,0.221
LUV,5,0.0,34.1841,7.3159,3.1908,132.1198,-31.5864,-68.0915,51.4418,75.0,12.8409,5.4496,22.0153,4.7116,2.6982,-0.944,-4.391,37.8891,-14.2266,-19.4354,-28.74,36.2763,758.6318,0.944,-0.1096
MITK,35,0.0,26.7729,3.0035,0.6725,124.2142,-82.6465,-93.2749,20.8745,59.8192,5.3686,1.6854,86.1827,9.6682,1.99,-0.9458,-26.5172,-29.5946,-11.0048,-37.5839,-84.8777,-57.9838,244.6757,0.9458,0.4609
WKC,96,0.0,53.6464,13.4473,7.8595,452.4638,10.4169,-21.4055,88.4134,42.9101,8.6049,5.8308,1.8446,0.4624,0.1966,-0.9589,-19.2508,-13.0071,-1.5544,2.0035,42.9775,573.5147,10622.0918,0.9589,0.076
KTB,60,0.0,35.2849,11.0942,10.319,236.8498,-14.6137,3.1898,5.8263,114.4119,28.7785,101.8152,43.2937,13.6123,9.744,-0.9622,-241.4793,,17.583,13.5991,-27.4008,1.9269,155.4225,0.9622,0.2311
SANM,47,0.0,18.7562,10.7404,6.9093,47.4311,-13.3408,-30.9074,17.5305,38.0225,17.4183,13.2922,7.8565,4.4989,3.0539,-0.9749,-152.4421,-134.5769,-10.9792,48.8834,-18.0428,56.8699,828.6618,0.9749,-0.003
UNM,1,0.0,999999.0,999999.0,19.1806,,,91.8056,0.3151,999999.0,999999.0,16.0275,,,11.7895,-0.9911,-252.0556,-4.0838,5.7402,64.3439,101.0352,185.8513,433.6489,0.9911,0.4107
WFG,59,0.0,89.6447,51.498,36.0851,545.9799,276.0026,260.8511,-7.7676,65.5405,30.1208,27.2267,46.9952,26.9972,21.3834,-0.9939,-312.0181,-14.4669,-2.2233,-22.9668,169.8205,168.9785,414.1819,0.9939,0.2093
PAMT,144,0.0,21.8317,15.3721,15.0019,92.2261,28.385,50.0186,33.904,38.073,21.4462,31.7159,18.0768,12.7281,10.0549,-1.0383,-275.5985,-219.5312,5.7203,-11.98,28.2816,215.4526,2162.2325,1.0383,-0.4586
BRKR,18,0.0,10.8106,3.8284,2.8827,-14.2118,-72.9461,-71.1726,4.9865,76.5582,21.6898,29.2561,51.5944,18.2716,13.0841,-1.0439,-136.6134,-173.8551,10.1063,5.367,-76.9934,-70.341,-31.3633,1.0439,0.1563
ECL,106,0.0,9.9402,3.1601,2.3421,-24.0508,-87.7529,-76.5785,11.4246,35.1487,8.9394,14.8062,37.7564,12.0033,7.575,-1.0522,-12.4007,-30.3477,7.3784,-5.03,-90.61,-75.8561,19.3264,1.0522,0.3897
SEM,64,0.0,7.0379,2.5374,1.6623,-146.8695,-267.8824,-83.3766,-28.211,7.8273,2.2577,2.0289,9.6712,3.4869,0.6796,-1.1007,-102.0292,-56.5431,7.8078,14.233,-294.8127,-293.1408,-200.3564,1.1007,0.1527
TEL,48,0.0,12.1473,6.8149,5.4719,-3.0483,-49.1379,-45.2812,9.1,37.4171,16.7934,20.0642,32.2093,18.0701,13.4292,-1.0287,-133.7734,-48.247,3.1052,-5.2246,-53.9476,-30.9451,91.1313,1.0287,0.1078
TARS,14,0.0,17.9668,-45.3213,-14.7861,18.0126,-190.5168,-247.861,-54.7302,999999.0,999999.0,-25.7522,96.3007,,,,,,-10.5233,-20.0822,-105.8422,-98.4084,-35.7763,,1.8305
SKYT,132,0.0,4.6328,-5.3108,-5.8005,-70.9266,-160.5741,-158.0053,30.7606,22.2311,-20.3875,-53.448,12.1945,,,,,,28.3249,15.2233,-141.1966,-160.8577,-18.3489,,-0.1503
KHC,107,0.0,13.2933,7.4421,5.6662,9.2593,-59.0367,-43.3382,1.7011,11.9617,5.3573,4.8553,30.6664,17.1682,8.959,-0.6315,-78.6664,18.6443,-2.9375,3.1193,-73.7045,-64.5168,25.5487,0.6315,0.0116
SRL,30,0.0,38.43,6.0554,-14.5552,138.5938,-34.4457,-245.5524,-7.645,12.0113,1.5141,-5.7637,60.1569,9.479,,-0.6872,0.7908,-18.7626,2.8424,-4.1332,-47.1584,-47.3482,-16.9801,0.6872,-0.0782
AAPL,32,0.0,6.4006,4.4763,3.6697,-50.1441,-65.9641,-63.303,7.7938,139.4856,78.0398,188.0376,43.3096,30.2887,24.1632,-1.063,-174.6557,-315.1051,-1.1347,-11.8672,-63.6259,-40.8964,16.3988,1.063,0.0294
ASR,3,0.0,1.004,0.9843,0.7778,-92.5662,-92.7247,-92.2217,34.7583,28.6784,22.4928,22.9882,57.8298,56.6958,44.5123,-0.7911,-262.7407,-105.2033,18.5015,40.1617,-91.5596,-79.4047,9.0134,0.7911,0.1002
BHR,124,0.0,12.4484,5.1674,8.3346,-2.4286,-345.2276,-16.6537,59.2905,10.9154,3.6249,4.3085,27.8431,11.5579,3.1676,-1.1176,-221.3618,54.8921,26.4494,-21.2896,-342.1795,-31.8777,3125.2264,1.1176,-0.4522
TAP,13,0.0,22.102,6.2668,-0.4831,122.7412,-79.6774,-104.8309,2.8723,19.3627,4.3921,-0.3871,28.5395,8.0921,,-0.7275,-36.026,20.3871,-3.3742,7.9087,-94.1084,-82.6412,23.26,0.7275,0.3556
GTM,33,0.0,8.5184,1.6469,1.5592,-34.0538,-92.8249,-84.4078,46.6943,30.7009,4.7485,6.8527,82.9578,16.0387,14.2031,,,,-15.3399,-55.0109,-92.5286,-74.6323,98.7264,,-0.3557
HHH,124,0.0,8.0417,4.9418,7.0542,-74.9775,-127.1101,-29.4576,4.3133,8.3097,4.0852,7.4297,43.1063,26.4897,17.9876,-1.0996,-74.8252,41.7928,10.6183,-12.4397,-139.9146,-125.6588,-31.9635,1.0996,-0.1344
BTG,114,0.0,18.2506,15.6012,11.1654,40.0627,21.6055,11.6538,-1.6839,24.0058,16.4168,13.6415,34.8752,29.8125,24.5005,-0.7655,-28.4555,-59.8704,1.4599,-9.4654,-2.801,2.1246,89.305,0.7655,-0.279
BKH,46,0.0,9.127,5.376,6.3558,-61.3254,-129.522,-36.4415,30.4653,9.9891,4.7071,7.6637,30.3905,17.9008,9.3122,-0.7823,-14.8006,-37.7298,-12.3906,-8.7883,-131.366,-14.6441,1182.2048,0.7823,-0.1006
DSP,34,0.0,126.3883,-77.395,-60.3939,910.3481,-718.5617,-703.9386,-12.0284,135.8949,-66.5732,-14.4755,40.7992,,,,,,5.1282,-47.8372,-363.6878,-337.0361,-39.3809,,1.3908
SLF,72,0.0,,,8.345,,,-16.5505,-90.3923,,,12.6744,,,84.5961,-0.8583,-70.7538,-39.8612,4.3721,-2.295,-46.1909,-47.126,1.1497,0.8583,0.1947
NTST,124,0.0,5.9871,0.9545,0.7354,-76.4904,-135.5956,-92.6461,59.1138,5.5314,0.7055,0.6501,88.3863,14.091,7.3951,,,,4.6835,-5.8746,-135.7899,-122.2144,19.5093,,0.0088
CMCO,36,0.0,24.8725,7.1136,5.7455,131.2819,-57.1538,-42.5454,3.2745,29.184,6.6774,7.1456,36.5397,10.4504,6.3638,-1.0537,-76.6649,-10.0625,16.9383,-16.1569,-72.7556,-62.2605,36.0939,1.0537,0.1581
ACA,81,0.0,12.0004,4.329,8.3333,-4.5108,-73.7706,-16.6669,10.1355,15.9675,4.6081,11.5803,18.3298,6.6123,11.2788,-0.9335,-74.4713,,-2.2802,13.2624,-79.6288,-62.8493,60.8117,0.9335,0.3211
CCEP,13,0.0,19.828,7.1138,7.181,84.4059,-62.04,-28.1898,25.8447,36.5365,10.4866,21.0232,35.9353,12.8926,9.0393,-0.7718,-72.9412,-66.4866,3.227,14.5736,-62.0441,39.6187,1087.5218,0.7718,0.2025
QCRH,73,0.0,,,12.4378,,,24.3782,11.8882,,,11.7557,,,29.8657,-0.8237,-87.4202,-1.7467,1.1163,-4.7109,13.4241,75.6653,445.1316,0.8237,0.3328
AXS,118,0.0,,,4.4592,,,-55.4077,-0.3118,,,4.1919,,,3.6665,-0.82,-65.315,-12.2219,5.5651,12.3399,-64.5521,-59.2422,7.4584,0.82,0.2251
WPC,124,0.0,6.1928,3.2648,3.6529,-78.8792,-115.4966,-63.4706,13.3256,7.9413,3.3493,5.5609,91.9698,48.4866,34.7029,-0.7383,-68.134,-68.1819,0.8789,9.362,-116.714,-91.4307,51.1686,0.7383,-0.2245
NWN,98,0.0,11.1365,5.4659,6.1637,-22.3083,-115.0829,-38.3633,25.552,12.4479,4.8876,7.8563,32.8175,16.1072,8.8815,-0.6586,6.9267,1.4339,3.4448,-7.7333,-118.2831,-13.7527,1100.358,0.6586,-0.1884
PNR,66,0.0,12.3701,5.3964,4.9924,-1.2993,-71.0531,-50.0761,9.4826,27.7555,9.6866,16.2653,33.1069,14.4427,10.6866,-1.0392,-108.9292,-33.0253,19.4513,-1.6052,-77.9234,-57.1865,70.1565,1.0392,0.5278
MLKN,94,0.0,52.9274,7.3247,2.8974,615.7071,-78.8192,-71.0262,3.5758,52.6665,5.8309,2.6698,34.9881,4.8421,1.0061,-1.1057,-7.4229,28.5878,20.2263,-36.292,-100.7471,-80.3921,108.2173,1.1057,0.3188
CW,66,0.0,12.4224,5.5708,4.6519,-0.7124,-63.6441,-53.4815,2.2499,32.1135,11.521,15.7154,37.3328,16.7419,12.1765,-0.8974,-107.1666,-37.9201,-0.8706,17.0877,-72.4761,-67.027,-12.8814,0.8974,0.4523
RMM,145,0.0,,,6.1639,,,-38.3609,,,,4.7382,,,79.6823,-0.6628,-8.7277,,2.185,-8.7364,,,,0.6628,0.0567
OBE,95,0.0,90.42,64.2075,61.041,812.7856,539.3628,510.4097,87.1668,48.2762,27.4249,28.5472,96.1687,68.2897,49.7913,-0.9581,-3900.0001,12.0879,0.9615,-9.8159,636.0512,2195.1654,12487.3264,0.9581,0.3297
WK,33,0.0,7.6956,-1.6743,-1.3204,-37.7898,-111.4904,-113.2044,21.3384,999999.0,999999.0,-1190.0384,75.8522,,,-1.1772,-229.7167,-334.862,6.3139,-16.1965,-106.8242,-111.234,-27.4182,1.1772,-0.2055
